,American Russ,Ebony King,Hanibal Hero,Mahjing,Dirty Grin,Gringotts,Shakattak,Tapin Three,Terrestar
11-01-2023 15:37:49.534957,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 290.0, 237.14285714285714)","(9.0, 14.5, 14.224137931034482)","(4.4, 4.7, 4.648888888888889)","(4.6, 5.9, 5.830263157894737)","(2.5, 2.98, 2.9815811965811965)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:50.707670,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 280.0, 240.0)","(9.0, 14.5, 14.224137931034482)","(4.4, 4.7, 4.648888888888889)","(4.6, 5.9, 5.830263157894737)","(2.5, 3.0, 2.9815811965811965)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:51.907714,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 270.0, 244.28571428571428)","(9.0, 14.5, 14.224137931034482)","(4.4, 4.7, 4.648888888888889)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9815811965811965)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:53.161555,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 270.0, 213.33333333333334)","(9.0, 14.5, 14.224137931034482)","(4.4, 4.7, 4.6462121212121215)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9815811965811965)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:54.391860,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 213.33333333333334)","(9.0, 14.5, 14.15625)","(4.4, 4.7, 4.640157480314961)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9812608695652174)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:55.641899,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 213.33333333333334)","(9.0, 14.5, 14.15625)","(4.4, 4.7, 4.584905660377358)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9848979591836735)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:56.869054,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 213.33333333333334)","(9.0, 14.5, 14.15625)","(4.4, 4.6, 4.584905660377358)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9848979591836735)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:58.083302,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 213.33333333333334)","(9.0, 14.5, 14.15625)","(4.4, 4.6, 4.584905660377358)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9852436974789915)","(8.5, 9.6, 9.396571428571429)"
11-01-2023 15:37:59.322220,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 213.33333333333334)","(9.0, 14.5, 13.2)","(4.4, 4.6, 4.584905660377358)","(4.6, 5.9, 5.834567901234569)","(2.45, 3.0, 2.9853979238754325)","(8.5, 9.6, 9.402222222222221)"
11-01-2023 15:38:00.542782,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 213.33333333333334)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.6, 4.6173913043478265)","(4.6, 5.9, 5.834567901234569)","(2.45, 3.0, 2.9851929824561405)","(8.5, 9.6, 9.378238341968911)"
11-01-2023 15:38:01.724806,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.615384615384616)","(4.6, 5.9, 5.834567901234569)","(2.45, 3.0, 2.9851929824561405)","(8.5, 9.6, 9.378238341968911)"
11-01-2023 15:38:02.945816,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 34.0)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.615384615384616)","(4.6, 5.9, 5.834567901234569)","(2.45, 3.0, 2.9851929824561405)","(8.5, 9.6, 9.378238341968911)"
11-01-2023 15:38:04.188708,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 36.0, 35.333333333333336)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.6398809523809526)","(4.6, 5.9, 5.834567901234569)","(2.45, 3.0, 2.9845853658536585)","(8.5, 9.6, 9.378238341968911)"
11-01-2023 15:38:05.488539,"(71.0, 190.0, 176.66666666666666)","(15.0, 19.0, 18.928571428571427)","(21.0, 38.0, 36.22222222222222)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.663821138211382)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9845853658536585)","(8.5, 9.6, 9.311111111111112)"
11-01-2023 15:38:06.828575,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.928571428571427)","(21.0, 38.0, 36.22222222222222)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.663821138211382)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9845853658536585)","(8.5, 9.4, 9.311111111111112)"
11-01-2023 15:38:08.070911,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.928571428571427)","(21.0, 38.0, 36.22222222222222)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.663821138211382)","(4.6, 5.9, 5.830263157894737)","(2.45, 3.0, 2.9845853658536585)","(8.5, 9.4, 9.311111111111112)"
11-01-2023 15:38:09.216124,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.270833333333332)","(21.0, 38.0, 36.22222222222222)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.105263157894736)","(4.4, 4.7, 4.6628)","(4.6, 5.9, 5.781818181818181)","(2.45, 3.0, 3.0340707964601767)","(8.5, 9.4, 9.305714285714286)"
11-01-2023 15:38:10.318387,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.22222222222222)","(21.0, 38.0, 36.22222222222222)","(101.0, 260.0, 237.14285714285714)","(9.0, 14.0, 13.088235294117647)","(4.4, 4.7, 4.663821138211382)","(4.6, 5.8, 5.781818181818181)","(2.45, 3.05, 3.111194029850746)","(8.5, 9.4, 9.284057971014493)"
11-01-2023 15:38:11.563918,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.22222222222222)","(21.0, 38.0, 36.95652173913044)","(101.0, 260.0, 237.14285714285714)","(9.0, 13.5, 13.166666666666666)","(4.4, 4.7, 4.663967611336032)","(4.6, 5.8, 5.769117647058824)","(2.45, 3.15, 3.1164772727272725)","(8.5, 9.4, 9.151515151515152)"
11-01-2023 15:38:12.764197,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.22222222222222)","(21.0, 38.0, 36.95652173913044)","(101.0, 260.0, 255.0)","(9.0, 13.5, 12.982758620689655)","(4.4, 4.7, 4.663967611336032)","(4.6, 5.8, 5.769117647058824)","(2.45, 3.15, 3.1118666666666663)","(8.5, 9.4, 9.292105263157895)"
11-01-2023 15:38:14.154556,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.22222222222222)","(21.0, 38.0, 36.95652173913044)","(101.0, 320.0, 294.0)","(9.0, 13.5, 12.833333333333334)","(4.4, 4.7, 4.678991596638656)","(4.6, 5.8, 5.769117647058824)","(2.45, 3.15, 3.115206812652068)","(8.5, 9.4, 9.292105263157895)"
11-01-2023 15:38:15.366448,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.07894736842105)","(21.0, 38.0, 36.95652173913044)","(101.0, 320.0, 305.55555555555554)","(9.0, 13.5, 12.717391304347826)","(4.4, 4.7, 4.692913385826772)","(4.6, 5.8, 5.769117647058824)","(2.45, 3.15, 3.1202247191011234)","(8.5, 9.4, 9.297222222222222)"
11-01-2023 15:38:16.642298,"(71.0, 200.0, 177.27272727272728)","(15.0, 19.0, 18.07894736842105)","(21.0, 38.0, 36.95652173913044)","(101.0, 320.0, 286.0)","(9.0, 13.5, 12.717391304347826)","(4.4, 4.7, 4.692913385826772)","(4.6, 5.8, 5.769117647058824)","(2.45, 3.15, 3.1204735376044566)","(8.5, 9.4, 9.292105263157895)"
11-01-2023 15:38:17.894098,"(71.0, 200.0, 166.66666666666666)","(15.0, 19.0, 17.5)","(21.0, 38.0, 38.26086956521739)","(101.0, 310.0, 270.0)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.7, 4.680272108843537)","(4.6, 5.8, 5.576470588235294)","(2.45, 3.15, 3.1272357723577238)","(8.5, 9.4, 9.210256410256411)"
11-01-2023 15:38:19.080333,"(71.0, 200.0, 156.25)","(15.0, 18.0, 17.5)","(21.0, 40.0, 38.26086956521739)","(101.0, 310.0, 270.0)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.7, 4.684892086330935)","(4.6, 5.6, 5.594444444444444)","(2.45, 3.2, 3.1600529100529102)","(8.5, 9.4, 9.248484848484848)"
11-01-2023 15:38:20.282891,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.852941176470587)","(21.0, 40.0, 34.666666666666664)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.7, 4.597222222222221)","(4.6, 5.6, 5.594444444444444)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.248484848484848)"
11-01-2023 15:38:21.426177,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.321428571428573)","(21.0, 40.0, 34.666666666666664)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.6, 4.563868613138686)","(4.6, 5.6, 5.58125)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:22.614212,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.1875)","(21.0, 40.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.6, 4.563868613138686)","(4.6, 5.7, 5.58125)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:23.753050,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.6, 4.563868613138686)","(4.6, 5.7, 5.58125)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:24.865073,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.6, 4.569721115537848)","(4.6, 5.7, 5.561904761904762)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:25.957631,"(71.0, 200.0, 164.44444444444446)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.6, 4.569721115537848)","(4.6, 5.7, 5.561904761904762)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:27.502505,"(71.0, 200.0, 164.44444444444446)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.777777777777779)","(4.4, 4.6, 4.569721115537848)","(4.6, 5.7, 5.561904761904762)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:28.773755,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.6, 4.569721115537848)","(4.6, 5.7, 5.561904761904762)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:30.231760,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.6, 4.569721115537848)","(4.6, 5.7, 5.561904761904762)","(2.45, 3.2, 3.1602702702702703)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:31.438111,"(71.0, 200.0, 149.0909090909091)","(15.0, 16.5, 16.1875)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.6, 4.6073619631901845)","(4.6, 5.7, 5.558620689655172)","(2.45, 3.2, 3.1421259842519684)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:32.617050,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.708333333333332)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.7, 4.622164948453608)","(4.6, 5.6, 5.558620689655172)","(2.45, 3.2, 3.1421259842519684)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:33.807958,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.708333333333332)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.7, 4.622164948453608)","(4.6, 5.6, 5.558620689655172)","(2.45, 3.2, 3.1421259842519684)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:35.016856,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.7, 4.64365671641791)","(4.6, 5.6, 5.647826086956521)","(2.45, 3.2, 3.1419607843137256)","(8.5, 9.4, 9.260317460317461)"
11-01-2023 15:38:36.181331,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.7, 4.64365671641791)","(4.6, 5.8, 5.644)","(2.45, 3.2, 3.1419607843137256)","(8.5, 9.4, 9.248484848484848)"
11-01-2023 15:38:37.529361,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.4, 4.7, 4.64365671641791)","(4.6, 5.8, 5.644)","(2.45, 3.2, 3.1419607843137256)","(8.5, 9.4, 9.248484848484848)"
11-01-2023 15:38:38.783359,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.72)","(4.2, 4.7, 4.64365671641791)","(4.6, 5.8, 5.644)","(2.6, 3.2, 3.1419607843137256)","(8.0, 9.4, 9.248484848484848)"
11-01-2023 15:38:39.929098,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.5, 12.571428571428571)","(4.2, 4.7, 4.668852459016393)","(4.6, 5.8, 5.644)","(2.6, 3.2, 3.1399253731343286)","(8.0, 9.4, 9.248484848484848)"
11-01-2023 15:38:41.075837,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 12.571428571428571)","(4.2, 4.7, 4.654545454545454)","(4.6, 5.8, 5.644)","(2.6, 3.2, 3.1399253731343286)","(8.0, 9.4, 9.260317460317461)"
11-01-2023 15:38:42.248686,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 12.571428571428571)","(4.2, 4.7, 4.666183574879227)","(4.6, 5.8, 5.644)","(2.6, 3.2, 3.1399253731343286)","(8.0, 9.4, 9.260317460317461)"
11-01-2023 15:38:43.475123,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 16.81578947368421)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 12.5)","(4.2, 4.7, 4.666183574879227)","(4.6, 5.8, 5.644)","(2.6, 3.2, 3.130901287553648)","(8.0, 9.4, 9.260317460317461)"
11-01-2023 15:38:44.806505,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.0, 17.261904761904763)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 12.631578947368421)","(4.2, 4.7, 4.752307692307692)","(4.6, 5.8, 5.647826086956521)","(2.6, 3.2, 3.0685756240822317)","(8.0, 9.4, 9.270588235294118)"
11-01-2023 15:38:46.017094,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.5, 17.261904761904763)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 12.631578947368421)","(4.2, 4.8, 4.756666666666667)","(4.6, 5.8, 5.644)","(2.6, 3.1, 3.0711590296495954)","(8.0, 9.4, 9.270588235294118)"
11-01-2023 15:38:47.197104,"(71.0, 200.0, 149.0909090909091)","(15.0, 17.5, 17.308823529411764)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 12.631578947368421)","(4.2, 4.8, 4.756666666666667)","(4.6, 5.8, 5.644)","(2.6, 3.1, 3.0711590296495954)","(8.0, 9.4, 9.270588235294118)"
11-01-2023 15:38:48.535714,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.657894736842106)","(21.0, 38.0, 36.0)","(101.0, 310.0, 285.55555555555554)","(9.0, 13.0, 11.426829268292684)","(4.2, 4.8, 4.774285714285714)","(4.6, 5.8, 5.718987341772151)","(2.6, 3.1, 3.071767810026385)","(8.0, 9.4, 9.391489361702128)"
11-01-2023 15:38:50.024194,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.833333333333332)","(21.0, 38.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.5, 10.666666666666666)","(4.2, 4.8, 4.7701986754966885)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.1, 3.0711590296495954)","(8.0, 9.4, 9.253333333333332)"
11-01-2023 15:38:51.262166,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.833333333333332)","(21.0, 38.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.5, 10.695652173913043)","(4.2, 4.8, 4.7701986754966885)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.1, 3.1345070422535213)","(8.0, 9.4, 9.248648648648649)"
11-01-2023 15:38:52.576762,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.833333333333332)","(21.0, 38.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 10.695652173913043)","(4.2, 4.8, 4.763473053892215)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.15, 3.1101851851851854)","(8.0, 9.4, 9.248648648648649)"
11-01-2023 15:38:54.005651,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.833333333333332)","(21.0, 38.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 10.695652173913043)","(4.2, 4.8, 4.748175182481752)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.15, 3.1101851851851854)","(8.0, 9.4, 9.248648648648649)"
11-01-2023 15:38:55.396625,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.833333333333332)","(21.0, 38.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 10.7)","(4.2, 4.8, 4.747517730496454)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.15, 3.111377245508982)","(8.0, 9.4, 9.114893617021275)"
11-01-2023 15:38:56.664381,"(71.0, 200.0, 149.0909090909091)","(15.0, 18.0, 17.666666666666668)","(21.0, 38.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 11.5, 10.657894736842104)","(4.2, 4.8, 4.747517730496454)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.15, 3.118181818181818)","(8.0, 9.2, 9.097435897435897)"
11-01-2023 15:38:58.000383,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.526315789473685)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 11.5, 10.657894736842104)","(4.2, 4.8, 4.782089552238806)","(4.6, 5.8, 5.665384615384615)","(2.6, 3.15, 3.1152941176470588)","(8.0, 9.2, 9.098701298701299)"
11-01-2023 15:38:59.242731,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 11.5, 11.206896551724139)","(4.2, 4.8, 4.72512077294686)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.090140845070422)"
11-01-2023 15:39:00.451783,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.206896551724139)","(4.2, 4.9, 4.720261437908497)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.018897637795275)"
11-01-2023 15:39:01.688102,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.206896551724139)","(4.2, 4.9, 4.720261437908497)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.018897637795275)"
11-01-2023 15:39:03.002690,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.206896551724139)","(4.2, 4.9, 4.720261437908497)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.018897637795275)"
11-01-2023 15:39:04.294451,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.206896551724139)","(4.2, 4.9, 4.773809523809524)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.018897637795275)"
11-01-2023 15:39:05.538993,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.206896551724139)","(4.2, 4.8, 4.773809523809524)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.018897637795275)"
11-01-2023 15:39:06.892196,"(71.0, 190.0, 152.5)","(15.0, 18.0, 17.4)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.17142857142857)","(4.2, 4.8, 4.773809523809524)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1121794871794872)","(8.0, 9.2, 9.018897637795275)"
11-01-2023 15:39:08.241515,"(71.0, 190.0, 165.0)","(15.0, 18.0, 17.4)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.89247311827957)","(4.2, 4.8, 4.752777777777778)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1204545454545456)","(8.0, 9.2, 8.96952380952381)"
11-01-2023 15:39:09.541946,"(71.0, 190.0, 165.0)","(15.0, 18.0, 17.4)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.89247311827957)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1322727272727273)","(8.0, 9.2, 8.96952380952381)"
11-01-2023 15:39:10.893967,"(71.0, 190.0, 165.0)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.89247311827957)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.13125)","(8.0, 9.2, 8.96952380952381)"
11-01-2023 15:39:12.183652,"(71.0, 190.0, 165.0)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.89247311827957)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.13125)","(8.0, 9.2, 8.96952380952381)"
11-01-2023 15:39:13.446104,"(71.0, 190.0, 161.42857142857142)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.919354838709678)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.13125)","(8.0, 9.0, 8.931578947368422)"
11-01-2023 15:39:14.715027,"(71.0, 190.0, 161.42857142857142)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 285.55555555555554)","(9.0, 12.0, 11.772727272727273)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1334745762711864)","(8.0, 9.0, 8.931578947368422)"
11-01-2023 15:39:16.083524,"(71.0, 190.0, 161.42857142857142)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 36.30769230769231)","(101.0, 310.0, 266.0)","(9.0, 12.0, 11.772727272727273)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1334745762711864)","(8.0, 9.0, 8.931578947368422)"
11-01-2023 15:39:17.427528,"(71.0, 190.0, 161.42857142857142)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 266.0)","(9.0, 12.0, 11.772727272727273)","(4.2, 4.8, 4.750666666666667)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1334745762711864)","(8.0, 9.0, 8.931578947368422)"
11-01-2023 15:39:18.695238,"(71.0, 190.0, 161.42857142857142)","(15.0, 18.0, 17.333333333333332)","(21.0, 40.0, 37.333333333333336)","(101.0, 310.0, 266.0)","(9.0, 12.0, 11.772727272727273)","(4.2, 4.8, 4.7304)","(4.6, 5.8, 5.660714285714286)","(2.6, 3.15, 3.1334745762711864)","(8.0, 9.0, 8.931578947368422)"
