,Magic Avenue,Slingshot Yo Yo,Optimus Bruce,Fleeting Fury,Urana Blazer,Club Man,Sister One,Shining Silver
08-01-2023 16:29:44.838991,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:46.017753,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:47.350716,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:48.568276,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:49.798451,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:51.013950,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:52.249720,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:53.462565,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:54.664802,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:55.888992,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:57.086775,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:58.324712,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:29:59.559714,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:00.754035,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:01.883887,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:03.039774,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:04.293864,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:05.745139,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:06.984144,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:08.259280,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:09.533203,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:10.743021,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:11.947566,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:13.299212,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:14.577210,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:15.884620,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:17.129761,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:18.312420,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:19.500104,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:20.793960,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:22.084462,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:23.337609,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:24.573774,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:25.827397,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:27.052957,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:28.186530,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:29.393802,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:30.658125,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:31.930768,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:33.137905,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:34.398315,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:35.629655,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:36.873473,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:38.067311,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:39.280824,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:40.520733,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:41.828822,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:43.104898,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:44.342619,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:45.614947,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:46.861920,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:48.054672,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:49.232422,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:50.466217,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:51.763737,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:52.976145,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:54.272848,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:55.582512,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:56.920888,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:30:58.621975,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:00.024197,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:01.505278,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:02.888616,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:04.350895,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:05.776283,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:07.146682,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:08.494403,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:09.763767,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:11.127533,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:12.477881,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:13.740893,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:15.160609,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:16.794880,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:18.248437,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:19.565705,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:20.993049,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:22.302072,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:23.662769,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:24.984906,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:26.255235,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:27.511113,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:28.846415,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:30.147837,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:31.376740,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
08-01-2023 16:31:32.647146,"(3.1, 6.0, 3.3272727272727276)","(31.0, 75.0, 47.77777777777778)","(11.0, 23.0, 22.03846153846154)","(8.0, 16.0, 8.825)","(8.0, 14.0, 10.0)","(8.0, 16.0, 8.62)","(8.0, 14.0, 9.6)","(2.7, 3.7, 3.269142857142857)"
