,Sudoku Cobra,Pot Luck Chuck,Sunnyside Jo,Lektra Teddy,Lektra Rhino,Wedding Or Baby,Aston Tango
14-12-2022 12:30:03.286204,"(3.7, 7.4, 6.24375)","(21.0, 48.0, 36.2)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:04.398311,"(3.7, 7.4, 6.24375)","(21.0, 48.0, 36.2)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:05.500546,"(3.7, 7.4, 6.24375)","(21.0, 48.0, 36.2)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:06.578489,"(3.7, 7.4, 6.24375)","(21.0, 46.0, 39.125)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:07.577247,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 49.625)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:08.554838,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 49.625)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:09.703993,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:10.784033,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:11.846019,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:12.975088,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:14.075205,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:15.181755,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:16.241939,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:17.356738,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 8.4)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:18.507919,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:19.541210,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:20.547013,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:21.599828,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:22.549826,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 41.25)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:23.598344,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 38.611111111111114)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:24.726613,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 38.611111111111114)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:25.791976,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 65.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:26.932731,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:28.099395,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:29.213578,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:30.372256,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:31.414499,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:32.491552,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:33.540828,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:34.548476,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:35.589747,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:36.630084,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:37.735157,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:38.787364,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:39.869575,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 42.125)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:40.946453,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 49.625)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:42.024526,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 49.625)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:43.194165,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 49.625)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:44.266106,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 49.625)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:45.258806,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:46.478429,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:47.535565,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 13.0, 7.083333333333334)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:48.539375,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:49.609425,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:50.681941,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:51.858249,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:52.987987,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 9.414285714285715)","(18.0, 70.0, 35.0)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:54.106593,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 45.875)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:55.190905,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 49.714285714285715)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:56.250894,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 49.714285714285715)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:57.545902,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 49.714285714285715)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:58.563947,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 49.714285714285715)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:30:59.515930,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 49.714285714285715)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:00.483490,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:01.427062,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:02.397022,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:03.720682,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:04.683930,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:05.887041,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:07.143711,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:08.210688,"(3.7, 7.4, 6.24375)","(21.0, 55.0, 47.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:09.258605,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:10.374669,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:11.395973,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.3)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:12.418432,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 9.25)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:13.454391,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 9.25)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:14.463452,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 9.25)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:15.485114,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 9.25)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:16.452409,"(3.7, 7.4, 6.24375)","(21.0, 50.0, 43.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.2)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:17.468539,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 10.775)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:18.489632,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:19.548287,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:20.632372,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:21.669142,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:22.664284,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:23.726092,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:24.820166,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:26.213932,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:27.367217,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:28.525365,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:29.801687,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:30.996101,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:32.220266,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:33.363904,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:34.462340,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:35.595765,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 40.83333333333333)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:36.639840,"(3.7, 7.4, 6.24375)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 70.0, 38.611111111111114)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:37.712119,"(3.7, 7.2, 6.661538461538461)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 65.0, 38.611111111111114)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:38.925899,"(3.7, 7.2, 6.661538461538461)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 65.0, 38.611111111111114)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:40.033882,"(3.7, 7.2, 6.661538461538461)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.066666666666667)","(5.5, 12.5, 11.14)","(7.5, 15.5, 10.766666666666667)","(18.0, 65.0, 38.611111111111114)","(2.2, 2.8, 2.281904761904762)"
14-12-2022 12:31:41.279789,"(3.7, 7.2, 6.661538461538461)","(21.0, 60.0, 51.5)","(5.5, 9.8, 7.514285714285714)","(5.5, 12.5, 11.82)","(7.5, 15.5, 10.766666666666667)","(18.0, 65.0, 48.035714285714285)","(2.2, 2.8, 2.3832)"
14-12-2022 12:31:42.433749,"(3.7, 7.2, 6.681481481481482)","(21.0, 60.0, 55.27777777777778)","(5.5, 9.8, 8.345454545454546)","(5.5, 12.5, 11.82)","(7.5, 15.5, 10.766666666666667)","(18.0, 65.0, 48.035714285714285)","(2.2, 2.78, 2.29609756097561)"
14-12-2022 12:31:43.524867,"(3.7, 7.2, 6.681481481481482)","(21.0, 60.0, 55.27777777777778)","(5.5, 9.8, 8.345454545454546)","(5.5, 12.5, 11.82)","(7.5, 15.5, 10.766666666666667)","(18.0, 65.0, 48.035714285714285)","(2.2, 2.78, 2.29609756097561)"
14-12-2022 12:31:44.732504,"(3.7, 7.2, 6.681481481481482)","(21.0, 60.0, 55.27777777777778)","(5.5, 9.8, 8.345454545454546)","(5.5, 12.5, 11.82)","(7.5, 15.5, 14.5)","(18.0, 65.0, 48.035714285714285)","(2.2, 2.78, 2.3832)"
