,Me And Pop,Rolling Cole,Sweet Chana,Emma Dutton,Fabizio,Sudden Impulse,Integrity Son,Blueberry Danish
12-01-2023 09:48:00.160099,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2938095238095237)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:01.513968,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2938095238095237)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:02.798481,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2938095238095237)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:04.010971,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2938095238095237)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:05.306499,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2938095238095237)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:06.586604,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:07.739185,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:08.931677,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:10.154550,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:11.452836,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:12.639089,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:13.808840,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:14.967522,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:16.231264,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:17.489450,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:18.703427,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:19.841862,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:20.985273,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:22.089171,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:23.274656,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:24.402997,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:25.479742,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:26.478393,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:27.568177,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:28.664966,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:29.744842,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:30.769111,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:31.845102,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:32.960440,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:34.086665,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:35.205819,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:36.187021,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:37.224542,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:38.357511,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:39.474918,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:40.587414,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:41.645403,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:42.726214,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:43.736483,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:44.792069,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:45.782052,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:46.864397,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:47.969813,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:49.058394,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:50.177981,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:51.352427,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:52.490887,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:53.619587,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:54.833088,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:56.005400,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:57.201883,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:58.314204,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:48:59.433400,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:00.458275,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:01.581445,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:02.715447,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:03.847409,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:04.990923,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:06.124438,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:07.259360,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:08.350515,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:09.483138,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:10.591390,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:11.657257,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:12.689401,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:13.821266,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:14.903388,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:15.905391,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:16.969697,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:18.098404,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:19.207523,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:20.305126,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:21.404392,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:22.472798,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:23.583774,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:24.695927,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:25.797553,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:26.856738,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:27.897938,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:29.023534,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
12-01-2023 09:49:30.185991,"(3.4, 6.2, 5.366923076923078)","(13.0, 29.0, 27.229166666666668)","(41.0, 230.0, 145.4)","(1.9, 2.3, 2.2884615384615383)","(3.7, 7.4, 4.288888888888889)","(21.0, 100.0, 61.0)","(19.0, 70.0, 47.04545454545455)","(17.0, 60.0, 40.45454545454545)"
