,Spirit Of Bart,Wallys Boy,Magic Madness,Big Wednesday,Mia Grace,Princess Bride,Wildash Venus,Emerald Ability
08-01-2023 16:42:05.596097,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.3, 3.5517241379310347)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:06.929529,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.3, 3.5517241379310347)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:08.350969,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.3, 3.5517241379310347)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:09.758867,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.3, 3.5517241379310347)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:11.028269,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.3, 3.5482142857142858)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:12.280205,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.2, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:13.603299,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:14.918275,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:16.192445,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:17.381228,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:18.579383,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:19.797466,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:21.030529,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:22.204167,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:23.447954,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:24.684989,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:25.947228,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.6)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:27.215509,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 16.157142857142855)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:28.413136,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:29.635606,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:30.854970,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:32.103811,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:33.332503,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:34.475436,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:35.686005,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:36.857180,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:38.099394,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:39.294066,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:40.451709,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:41.636635,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:42.844377,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:44.010398,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:45.135746,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:46.346085,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:47.620223,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:48.847543,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:50.040225,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:51.371845,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:52.646371,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:53.907993,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:55.336169,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.6625)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:56.680968,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.9714285714285715)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:58.117492,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.8428571428571425)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.119999999999997)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:42:59.549873,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.8428571428571425)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.119999999999997)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:00.986021,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.8428571428571425)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 16.157142857142855)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:02.278405,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:03.662007,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:05.048619,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:06.332669,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:07.582328,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:08.873408,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:10.070171,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:11.194149,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:12.457129,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:13.645224,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:14.881832,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:16.011434,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:17.207775,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:18.462753,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:19.664617,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:20.851210,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:22.134080,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:23.411937,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:24.671243,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:25.860486,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:27.038383,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.2)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:28.302532,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:29.533275,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:30.730122,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 15.666666666666668)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:31.900370,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.119999999999997)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:33.081935,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.119999999999997)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:34.331446,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.119999999999997)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:35.544868,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:36.746336,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:37.955160,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:39.153520,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:40.424104,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:41.692240,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:42.895410,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:44.126245,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:45.367566,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 275.3846153846154)","(3.5, 5.1, 4.175)","(101.0, 720.0, 295.7142857142857)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:46.527135,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 340.0)","(3.5, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:47.746315,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 620.0, 518.3333333333334)","(3.5, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:49.050919,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 610.0, 518.3333333333334)","(3.5, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:50.342283,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 610.0, 518.3333333333334)","(3.5, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
08-01-2023 16:43:51.603353,"(2.9, 4.8, 4.690625)","(3.9, 6.0, 5.25)","(101.0, 610.0, 518.3333333333334)","(3.5, 5.1, 4.175)","(101.0, 720.0, 390.0)","(4.8, 19.5, 17.55)","(9.0, 16.0, 13.15)","(9.0, 16.5, 15.763636363636364)"
