,Anemos,Chihuly,Gronkowski,Lallegro,Rebillyous,Tolpuddle,Box Of Crackers,Lily Luella,Might Just Happen,Penelope Jane,Temple Of Gold,Penny Bazaar,Livstar
16-12-2022 12:43:24.118053,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.796407185628743)","(41.0, 65.0, 64.41176470588235)","(101.0, 210.0, 207.27272727272728)","(13.0, 20.0, 19.8)","(1.75, 2.0, 1.995921052631579)","(8.0, 9.6, 9.476923076923077)","(71.0, 120.0, 98.57142857142857)","(14.0, 18.0, 17.53153153153153)","(8.5, 10.5, 10.30050505050505)","(17.0, 21.0, 20.842105263157894)","(61.0, 90.0, 86.0)","(101.0, 210.0, 205.0)"
16-12-2022 12:43:25.981444,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.790123456790123)","(41.0, 65.0, 64.41176470588235)","(101.0, 210.0, 207.27272727272728)","(13.0, 20.0, 19.67391304347826)","(1.75, 2.0, 2.0038095238095237)","(8.0, 9.6, 9.476923076923077)","(71.0, 120.0, 98.57142857142857)","(14.0, 18.0, 17.53153153153153)","(8.5, 10.5, 10.30050505050505)","(17.0, 21.0, 20.92207792207792)","(61.0, 90.0, 87.5)","(101.0, 210.0, 204.0)"
16-12-2022 12:43:28.028714,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.790123456790123)","(41.0, 65.0, 64.41176470588235)","(101.0, 210.0, 207.27272727272728)","(13.0, 20.0, 19.53125)","(1.75, 2.02, 2.004607329842932)","(8.0, 9.6, 9.476923076923077)","(71.0, 120.0, 96.3157894736842)","(14.0, 18.0, 17.551724137931036)","(8.5, 10.5, 10.30050505050505)","(17.0, 21.0, 21.14018691588785)","(61.0, 90.0, 87.5)","(101.0, 210.0, 204.0)"
16-12-2022 12:43:30.149470,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.826530612244898)","(41.0, 65.0, 64.41176470588235)","(101.0, 210.0, 207.27272727272728)","(13.0, 20.0, 18.367346938775512)","(1.75, 2.02, 2.001947565543071)","(8.0, 9.6, 9.476923076923077)","(71.0, 120.0, 96.66666666666667)","(14.0, 18.0, 17.4468085106383)","(8.5, 10.5, 10.284280936454849)","(17.0, 21.0, 20.4025974025974)","(61.0, 90.0, 87.5)","(101.0, 210.0, 208.125)"
16-12-2022 12:43:32.012662,"(101.0, 250.0, 241.0)","(9.0, 11.0, 10.93063583815029)","(41.0, 65.0, 64.47368421052632)","(101.0, 210.0, 207.27272727272728)","(13.0, 18.5, 18.246478873239436)","(1.75, 2.02, 2.0016935483870966)","(8.0, 9.6, 9.476923076923077)","(71.0, 110.0, 93.33333333333333)","(14.0, 18.0, 17.4468085106383)","(8.5, 10.5, 10.274475524475525)","(17.0, 21.0, 20.258064516129032)","(61.0, 90.0, 83.33333333333333)","(101.0, 210.0, 208.75)"
16-12-2022 12:43:33.901653,"(101.0, 250.0, 242.5)","(9.0, 11.0, 10.931034482758621)","(41.0, 65.0, 64.47368421052632)","(101.0, 210.0, 207.27272727272728)","(13.0, 18.5, 18.266233766233768)","(1.75, 2.02, 2.0040727272727272)","(8.0, 9.6, 9.496103896103897)","(71.0, 100.0, 95.71428571428571)","(14.0, 18.0, 17.48)","(8.5, 10.5, 10.282828282828282)","(17.0, 21.0, 20.151515151515152)","(61.0, 90.0, 82.85714285714286)","(101.0, 210.0, 208.8235294117647)"
16-12-2022 12:43:35.858846,"(101.0, 250.0, 244.7058823529412)","(9.0, 11.0, 10.89516129032258)","(41.0, 65.0, 64.47368421052632)","(101.0, 210.0, 207.27272727272728)","(13.0, 18.5, 18.3)","(1.75, 2.02, 2.006742857142857)","(8.0, 9.6, 9.496103896103897)","(71.0, 100.0, 94.44444444444444)","(14.0, 18.0, 17.48)","(8.5, 10.5, 10.287128712871286)","(17.0, 21.0, 20.151515151515152)","(61.0, 90.0, 82.85714285714286)","(101.0, 210.0, 208.8235294117647)"
16-12-2022 12:43:37.771136,"(101.0, 250.0, 245.0)","(9.0, 11.0, 10.969613259668508)","(41.0, 65.0, 64.47368421052632)","(101.0, 210.0, 207.27272727272728)","(13.0, 18.5, 17.475609756097562)","(1.75, 2.02, 2.0186473429951692)","(8.0, 9.6, 9.53103448275862)","(71.0, 100.0, 94.44444444444444)","(14.0, 18.0, 17.48)","(8.5, 10.5, 10.28921568627451)","(17.0, 21.0, 20.158730158730158)","(61.0, 90.0, 82.5)","(101.0, 210.0, 208.8235294117647)"
16-12-2022 12:43:39.963526,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 11.032608695652174)","(41.0, 65.0, 64.375)","(101.0, 210.0, 203.33333333333334)","(13.0, 17.5, 17.67391304347826)","(1.75, 2.02, 2.018924731182796)","(8.0, 9.6, 9.585365853658537)","(71.0, 100.0, 95.71428571428571)","(14.0, 18.0, 17.522935779816514)","(8.5, 10.5, 10.296529968454259)","(17.0, 21.0, 20.24)","(61.0, 90.0, 84.0)","(101.0, 210.0, 208.8235294117647)"
16-12-2022 12:43:42.200637,"(101.0, 250.0, 245.0)","(9.0, 11.5, 11.02919708029197)","(41.0, 65.0, 64.61538461538461)","(101.0, 210.0, 206.66666666666666)","(13.0, 18.0, 17.77848101265823)","(1.75, 2.04, 2.01903743315508)","(8.0, 9.6, 9.585365853658537)","(71.0, 100.0, 95.71428571428571)","(14.0, 18.0, 17.40909090909091)","(8.5, 10.5, 10.292604501607718)","(17.0, 21.0, 20.319327731092436)","(61.0, 90.0, 84.0)","(101.0, 210.0, 183.33333333333334)"
16-12-2022 12:43:44.559063,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.5, 10.925925925925926)","(41.0, 65.0, 64.66666666666667)","(101.0, 210.0, 207.5)","(13.0, 18.0, 18.72222222222222)","(1.75, 2.04, 2.0217432646592712)","(8.0, 9.6, 9.562616822429906)","(71.0, 100.0, 95.0)","(14.0, 17.5, 17.418032786885245)","(8.5, 10.5, 10.297805642633229)","(17.0, 21.0, 20.06896551724138)","(61.0, 90.0, 86.25)","(101.0, 220.0, 175.55555555555554)"
16-12-2022 12:43:47.149502,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 11.092833876221498)","(41.0, 65.0, 64.66666666666667)","(101.0, 210.0, 207.5)","(13.0, 19.0, 19.290123456790123)","(1.75, 2.04, 2.0163414634146344)","(8.0, 9.6, 9.562616822429906)","(71.0, 100.0, 92.85714285714286)","(14.0, 17.5, 17.349056603773583)","(8.5, 10.5, 10.294117647058824)","(17.0, 21.0, 20.122448979591837)","(61.0, 90.0, 86.25)","(101.0, 210.0, 200.0)"
16-12-2022 12:43:49.414839,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.5, 11.024590163934427)","(41.0, 65.0, 64.66666666666667)","(101.0, 210.0, 207.5)","(13.0, 19.5, 17.59259259259259)","(1.75, 2.02, 2.0158704453441296)","(8.0, 9.6, 9.587096774193547)","(71.0, 95.0, 89.0)","(14.0, 17.5, 17.349056603773583)","(8.5, 10.5, 10.297805642633229)","(17.0, 21.0, 20.746666666666666)","(61.0, 90.0, 86.25)","(101.0, 210.0, 199.0909090909091)"
16-12-2022 12:43:51.581446,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.5, 11.147058823529411)","(41.0, 65.0, 64.75)","(101.0, 210.0, 207.5)","(13.0, 18.0, 18.775)","(1.75, 2.02, 2.0015447154471544)","(8.0, 9.6, 9.587096774193547)","(71.0, 95.0, 87.5)","(14.0, 17.5, 17.349056603773583)","(8.5, 10.5, 10.354477611940299)","(17.0, 21.0, 20.640776699029125)","(61.0, 90.0, 86.25)","(101.0, 210.0, 199.0909090909091)"
16-12-2022 12:43:53.571445,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.5, 11.14935064935065)","(41.0, 65.0, 68.07692307692308)","(101.0, 210.0, 207.5)","(13.0, 19.0, 18.791044776119403)","(1.75, 2.02, 1.987846889952153)","(8.0, 9.6, 9.587096774193547)","(71.0, 95.0, 87.5)","(14.0, 17.5, 17.336734693877553)","(8.5, 10.5, 10.362962962962962)","(17.0, 21.0, 20.73469387755102)","(61.0, 85.0, 83.57142857142857)","(101.0, 210.0, 199.0909090909091)"
16-12-2022 12:43:55.868759,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.5, 11.14935064935065)","(41.0, 75.0, 68.07692307692308)","(101.0, 210.0, 207.5)","(13.0, 19.0, 18.632075471698112)","(1.75, 1.99, 1.991936507936508)","(8.0, 9.6, 9.587096774193547)","(71.0, 95.0, 87.5)","(14.0, 17.5, 17.387323943661972)","(8.5, 10.5, 10.359848484848484)","(17.0, 21.0, 20.73469387755102)","(61.0, 85.0, 83.57142857142857)","(101.0, 210.0, 200.0)"
16-12-2022 12:43:57.798544,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.5, 11.054285714285715)","(41.0, 75.0, 73.04347826086956)","(101.0, 210.0, 207.5)","(13.0, 19.0, 18.632075471698112)","(1.75, 2.0, 1.991)","(8.0, 9.6, 9.558181818181819)","(71.0, 95.0, 87.5)","(14.0, 17.5, 17.387323943661972)","(8.5, 10.5, 10.357142857142858)","(17.0, 21.0, 20.62608695652174)","(61.0, 85.0, 83.4090909090909)","(101.0, 200.0, 192.5)"
16-12-2022 12:43:59.715320,"(101.0, 250.0, 245.55555555555554)","(9.0, 11.5, 11.042521994134898)","(41.0, 75.0, 73.29545454545455)","(101.0, 210.0, 205.71428571428572)","(13.0, 19.0, 18.642857142857142)","(1.75, 2.0, 2.005038167938931)","(8.0, 9.6, 9.56198347107438)","(71.0, 95.0, 90.0)","(14.0, 17.5, 17.429577464788732)","(8.5, 10.5, 10.34452296819788)","(17.0, 21.0, 20.53921568627451)","(61.0, 85.0, 83.63636363636364)","(101.0, 200.0, 192.5)"
16-12-2022 12:44:01.527782,"(101.0, 250.0, 245.0)","(9.0, 11.5, 11.034883720930232)","(41.0, 75.0, 73.46938775510205)","(101.0, 210.0, 205.0)","(13.0, 19.0, 18.46153846153846)","(1.75, 2.02, 2.0027414330218067)","(8.0, 9.6, 9.552631578947368)","(71.0, 95.0, 92.27272727272727)","(14.0, 17.5, 17.470588235294116)","(8.5, 10.5, 10.338541666666666)","(17.0, 21.0, 20.5)","(61.0, 85.0, 84.0909090909091)","(101.0, 200.0, 193.33333333333334)"
16-12-2022 12:44:03.345221,"(101.0, 250.0, 245.0)","(9.0, 11.5, 11.01764705882353)","(41.0, 75.0, 73.46938775510205)","(101.0, 210.0, 205.0)","(13.0, 18.5, 18.46153846153846)","(1.75, 2.02, 2.0055882352941174)","(8.0, 9.6, 9.544554455445544)","(71.0, 95.0, 92.27272727272727)","(14.0, 17.5, 17.470588235294116)","(8.5, 10.5, 10.338541666666666)","(17.0, 21.0, 20.776470588235295)","(61.0, 85.0, 83.91304347826087)","(101.0, 200.0, 193.33333333333334)"
16-12-2022 12:44:05.176234,"(101.0, 250.0, 245.0)","(9.0, 11.5, 10.875)","(41.0, 75.0, 72.65625)","(101.0, 210.0, 205.0)","(13.0, 18.5, 18.404255319148938)","(1.75, 2.02, 2.005138339920949)","(8.0, 9.6, 9.54065934065934)","(71.0, 95.0, 92.27272727272727)","(14.0, 17.5, 17.484848484848484)","(8.5, 10.5, 10.338541666666666)","(17.0, 21.0, 20.77906976744186)","(61.0, 85.0, 83.86363636363636)","(101.0, 200.0, 197.14285714285714)"
16-12-2022 12:44:06.779733,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.907692307692308)","(41.0, 75.0, 72.72727272727273)","(101.0, 210.0, 153.33333333333334)","(13.0, 18.5, 18.4)","(1.75, 2.02, 2.0223979591836736)","(8.0, 9.6, 9.547058823529412)","(71.0, 95.0, 92.5)","(14.0, 17.5, 17.376344086021504)","(8.5, 10.5, 10.434873949579831)","(17.0, 21.0, 20.690721649484537)","(61.0, 85.0, 84.04761904761905)","(101.0, 200.0, 197.14285714285714)"
16-12-2022 12:44:08.443827,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.907692307692308)","(41.0, 75.0, 72.72727272727273)","(101.0, 180.0, 153.33333333333334)","(13.0, 18.5, 18.181818181818183)","(1.75, 2.04, 2.0221243523316064)","(8.0, 9.6, 9.547058823529412)","(71.0, 95.0, 88.4375)","(14.0, 17.5, 17.29824561403509)","(8.5, 10.5, 10.436475409836065)","(17.0, 21.0, 20.847058823529412)","(61.0, 85.0, 84.0909090909091)","(101.0, 200.0, 180.0)"
16-12-2022 12:44:10.091580,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.903536977491962)","(41.0, 75.0, 72.72727272727273)","(101.0, 180.0, 150.0)","(13.0, 18.5, 17.965217391304346)","(1.75, 2.04, 2.022296918767507)","(8.0, 9.6, 9.547058823529412)","(71.0, 95.0, 88.4375)","(14.0, 17.5, 17.328358208955223)","(8.5, 10.5, 10.436475409836065)","(17.0, 21.0, 20.847058823529412)","(61.0, 85.0, 84.0909090909091)","(101.0, 200.0, 174.28571428571428)"
16-12-2022 12:44:11.827216,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.88801261829653)","(41.0, 75.0, 73.84615384615384)","(101.0, 180.0, 150.0)","(13.0, 18.0, 17.914414414414413)","(1.75, 2.04, 2.022343324250681)","(8.0, 9.6, 9.525)","(71.0, 95.0, 83.5)","(14.0, 17.5, 17.271604938271604)","(8.5, 10.5, 10.440384615384616)","(17.0, 21.0, 20.553719008264462)","(61.0, 85.0, 84.3103448275862)","(101.0, 200.0, 172.72727272727272)"
16-12-2022 12:44:13.426920,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.790094339622641)","(41.0, 75.0, 73.84615384615384)","(101.0, 170.0, 150.0)","(13.0, 18.0, 17.914414414414413)","(1.75, 2.04, 2.02393063583815)","(8.0, 9.6, 9.525)","(71.0, 95.0, 82.58620689655173)","(14.0, 17.5, 16.88888888888889)","(8.5, 10.5, 10.440384615384616)","(17.0, 21.0, 20.5234375)","(61.0, 85.0, 84.3103448275862)","(101.0, 200.0, 187.14285714285714)"
16-12-2022 12:44:14.794958,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.790094339622641)","(41.0, 75.0, 73.84615384615384)","(91.0, 170.0, 152.0)","(13.0, 18.0, 18.064102564102566)","(1.75, 2.04, 2.0272477064220182)","(8.0, 9.6, 9.537254901960784)","(71.0, 95.0, 82.14285714285714)","(14.0, 17.0, 16.862068965517242)","(8.5, 10.5, 10.440384615384616)","(17.0, 21.0, 20.5234375)","(61.0, 85.0, 84.3103448275862)","(101.0, 200.0, 188.46153846153845)"
16-12-2022 12:44:16.098656,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.792056074766355)","(41.0, 75.0, 73.84615384615384)","(91.0, 170.0, 160.0)","(13.0, 18.5, 17.872881355932204)","(1.75, 2.04, 2.026372549019608)","(8.0, 9.6, 9.537254901960784)","(71.0, 95.0, 82.14285714285714)","(14.0, 17.0, 16.572727272727274)","(8.5, 10.5, 10.440384615384616)","(17.0, 21.0, 20.512)","(61.0, 85.0, 84.16666666666667)","(101.0, 200.0, 188.46153846153845)"
16-12-2022 12:44:17.439630,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.787081339712918)","(41.0, 75.0, 73.33333333333333)","(91.0, 180.0, 160.0)","(13.0, 18.0, 17.872881355932204)","(1.75, 2.04, 2.026372549019608)","(8.0, 9.6, 9.528888888888888)","(71.0, 95.0, 82.14285714285714)","(14.0, 17.0, 16.479591836734695)","(8.5, 10.5, 10.440384615384616)","(17.0, 21.0, 20.512)","(61.0, 85.0, 84.16666666666667)","(101.0, 200.0, 185.0)"
16-12-2022 12:44:19.057351,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.803097345132743)","(41.0, 75.0, 73.33333333333333)","(91.0, 180.0, 150.0)","(13.0, 18.0, 17.875)","(1.75, 2.04, 2.0505405405405406)","(8.0, 9.6, 9.527272727272727)","(71.0, 95.0, 72.85714285714286)","(14.0, 17.0, 16.348484848484848)","(8.5, 10.5, 10.394827586206896)","(17.0, 21.0, 20.520325203252032)","(61.0, 85.0, 84.16666666666667)","(101.0, 190.0, 178.88888888888889)"
16-12-2022 12:44:20.655240,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.805676855895197)","(41.0, 75.0, 78.4375)","(91.0, 180.0, 152.0)","(13.0, 18.0, 17.68918918918919)","(1.75, 2.06, 2.0368358208955226)","(8.0, 9.6, 9.527272727272727)","(71.0, 80.0, 77.1875)","(14.0, 16.5, 16.348484848484848)","(8.5, 10.5, 10.394827586206896)","(17.0, 21.0, 21.40740740740741)","(61.0, 85.0, 88.88888888888889)","(101.0, 190.0, 185.0)"
16-12-2022 12:44:22.616627,"(101.0, 250.0, 245.2941176470588)","(9.0, 11.0, 10.850877192982455)","(41.0, 80.0, 78.4375)","(91.0, 170.0, 160.0)","(13.0, 18.0, 17.68918918918919)","(1.75, 2.04, 2.0353459119496855)","(8.0, 9.6, 9.527272727272727)","(71.0, 80.0, 72.5)","(14.0, 16.5, 16.221739130434784)","(8.5, 10.5, 10.695035460992909)","(17.0, 22.0, 21.571428571428573)","(61.0, 90.0, 88.88888888888889)","(101.0, 200.0, 185.0)"
16-12-2022 12:44:24.189687,"(101.0, 250.0, 245.0)","(9.0, 11.0, 10.806053811659194)","(41.0, 80.0, 77.17391304347827)","(91.0, 180.0, 152.0)","(13.0, 18.0, 17.79054054054054)","(1.75, 2.04, 2.0428841607565014)","(8.0, 9.6, 9.509803921568627)","(71.0, 80.0, 69.5)","(14.0, 16.5, 15.926136363636363)","(8.5, 11.0, 10.749253731343284)","(17.0, 22.0, 20.65765765765766)","(61.0, 90.0, 88.88888888888889)","(101.0, 200.0, 185.0)"
16-12-2022 12:44:25.782564,"(101.0, 250.0, 245.0)","(9.0, 11.0, 10.799303944315545)","(41.0, 80.0, 77.17391304347827)","(91.0, 170.0, 160.0)","(13.0, 18.0, 17.70886075949367)","(1.75, 2.06, 2.041818181818182)","(8.0, 9.6, 9.527272727272727)","(71.0, 80.0, 67.3076923076923)","(14.0, 16.0, 16.232394366197184)","(8.5, 11.0, 10.749253731343284)","(17.0, 21.0, 20.598360655737704)","(61.0, 90.0, 87.36842105263158)","(101.0, 200.0, 185.0)"
16-12-2022 12:44:27.264431,"(101.0, 250.0, 245.0)","(9.0, 11.0, 10.799303944315545)","(41.0, 80.0, 77.17391304347827)","(91.0, 180.0, 154.28571428571428)","(13.0, 18.0, 17.693333333333335)","(1.75, 2.06, 2.046540880503145)","(8.0, 9.6, 9.52289156626506)","(61.0, 75.0, 69.23076923076923)","(14.0, 16.5, 16.221153846153847)","(8.5, 11.0, 10.74390243902439)","(17.0, 21.0, 20.364406779661017)","(61.0, 90.0, 87.36842105263158)","(101.0, 200.0, 183.33333333333334)"
16-12-2022 12:44:28.688175,"(101.0, 250.0, 244.66666666666666)","(9.0, 11.0, 10.799303944315545)","(41.0, 80.0, 77.17391304347827)","(91.0, 180.0, 155.0)","(13.0, 18.0, 17.693333333333335)","(1.75, 2.06, 2.042173913043478)","(8.0, 9.6, 9.494252873563218)","(61.0, 75.0, 68.75)","(14.0, 16.5, 16.175)","(8.5, 11.0, 10.74390243902439)","(17.0, 21.0, 20.264423076923077)","(61.0, 90.0, 87.36842105263158)","(101.0, 190.0, 180.0)"
16-12-2022 12:44:30.046883,"(101.0, 250.0, 244.66666666666666)","(9.0, 11.0, 10.813106796116505)","(41.0, 80.0, 77.3913043478261)","(91.0, 170.0, 156.66666666666666)","(13.0, 18.0, 17.723684210526315)","(1.75, 2.06, 2.002788239180707)","(8.0, 9.6, 9.529411764705882)","(61.0, 70.0, 70.33333333333333)","(14.0, 16.5, 16.13888888888889)","(8.5, 11.0, 10.763157894736842)","(17.0, 21.0, 19.976923076923075)","(61.0, 90.0, 87.5)","(101.0, 190.0, 180.0)"
16-12-2022 12:44:31.604277,"(101.0, 250.0, 246.5)","(9.0, 11.0, 11.17095115681234)","(41.0, 80.0, 79.0)","(91.0, 170.0, 195.0)","(13.0, 18.0, 18.117424242424242)","(1.75, 2.02, 1.9969421487603305)","(8.0, 9.6, 10.046296296296298)","(61.0, 75.0, 73.26086956521739)","(14.0, 16.5, 16.575757575757574)","(8.5, 11.0, 10.80295566502463)","(17.0, 20.0, 20.479674796747968)","(61.0, 90.0, 93.0)","(101.0, 190.0, 185.55555555555554)"
16-12-2022 12:44:33.044128,"(101.0, 250.0, 246.5)","(9.0, 11.5, 11.15159574468085)","(41.0, 80.0, 79.34782608695652)","(91.0, 210.0, 195.0)","(13.0, 18.5, 17.242857142857144)","(1.75, 2.0, 1.9943115942028986)","(8.0, 10.5, 10.128712871287128)","(61.0, 75.0, 71.33333333333333)","(14.0, 17.0, 16.445544554455445)","(8.5, 11.0, 10.800995024875622)","(17.0, 21.0, 20.454545454545453)","(61.0, 95.0, 88.6842105263158)","(101.0, 190.0, 187.5)"
16-12-2022 12:44:34.717737,"(101.0, 250.0, 246.8421052631579)","(9.0, 11.5, 11.181952662721894)","(41.0, 80.0, 85.71428571428571)","(91.0, 210.0, 187.5)","(13.0, 18.0, 16.789473684210527)","(1.75, 2.0, 1.9955490196078431)","(8.0, 10.5, 10.304469273743017)","(61.0, 75.0, 72.8)","(14.0, 17.0, 16.75)","(8.5, 11.0, 10.79002624671916)","(17.0, 21.0, 20.579617834394906)","(61.0, 90.0, 89.78260869565217)","(101.0, 200.0, 194.54545454545453)"
16-12-2022 12:44:36.400850,"(101.0, 250.0, 246.8421052631579)","(9.0, 11.5, 11.146381578947368)","(41.0, 90.0, 86.875)","(91.0, 210.0, 187.5)","(13.0, 17.0, 16.813953488372093)","(1.75, 2.0, 1.9938293216630196)","(8.0, 10.5, 10.32857142857143)","(61.0, 75.0, 72.8)","(14.0, 17.0, 16.205128205128204)","(8.5, 11.0, 10.811904761904762)","(17.0, 21.0, 20.551020408163264)","(61.0, 90.0, 89.72222222222223)","(101.0, 200.0, 194.54545454545453)"
16-12-2022 12:44:37.717004,"(101.0, 250.0, 246.8421052631579)","(9.0, 11.5, 11.146381578947368)","(41.0, 90.0, 88.0)","(91.0, 210.0, 190.0)","(13.0, 17.0, 16.8302752293578)","(1.75, 2.0, 1.9985350318471338)","(8.0, 10.5, 10.331683168316832)","(61.0, 75.0, 67.04545454545455)","(14.0, 16.5, 16.31451612903226)","(8.5, 11.0, 10.824444444444444)","(17.0, 21.0, 20.598870056497177)","(61.0, 90.0, 87.5)","(101.0, 200.0, 195.3846153846154)"
16-12-2022 12:44:39.367516,"(101.0, 250.0, 247.14285714285714)","(9.0, 11.5, 11.175675675675675)","(41.0, 90.0, 87.5)","(91.0, 200.0, 195.0)","(13.0, 17.0, 16.822429906542055)","(1.75, 2.0, 2.0000661278471714)","(8.0, 10.5, 10.331683168316832)","(61.0, 70.0, 66.85185185185185)","(14.0, 16.5, 16.282608695652176)","(8.5, 11.0, 10.824053452115812)","(17.0, 21.0, 20.706666666666667)","(61.0, 90.0, 87.43589743589743)","(101.0, 200.0, 195.3846153846154)"
16-12-2022 12:44:40.837570,"(101.0, 250.0, 247.14285714285714)","(9.0, 11.5, 11.170058139534884)","(41.0, 90.0, 86.66666666666667)","(91.0, 210.0, 195.0)","(13.0, 17.0, 16.822429906542055)","(1.75, 2.02, 2.0015769881556684)","(8.0, 10.5, 10.289893617021276)","(61.0, 70.0, 66.66666666666667)","(14.0, 16.5, 16.386363636363637)","(8.5, 11.0, 10.824053452115812)","(17.0, 21.0, 20.762589928057555)","(61.0, 90.0, 87.43589743589743)","(101.0, 200.0, 195.3846153846154)"
16-12-2022 12:44:42.398099,"(101.0, 250.0, 247.5)","(9.0, 11.5, 11.267418032786885)","(41.0, 90.0, 86.25)","(91.0, 210.0, 202.5)","(13.0, 17.0, 17.203125)","(1.75, 2.02, 1.9802150537634409)","(8.0, 10.5, 10.408256880733944)","(61.0, 70.0, 66.71875)","(14.0, 16.5, 16.647540983606557)","(8.5, 11.0, 10.869281045751634)","(17.0, 21.0, 20.977272727272727)","(61.0, 90.0, 94.375)","(101.0, 200.0, 197.14285714285714)"
16-12-2022 12:44:43.954678,"(101.0, 250.0, 247.82608695652175)","(9.0, 11.5, 11.262626262626263)","(41.0, 90.0, 88.33333333333333)","(91.0, 210.0, 202.5)","(13.0, 17.5, 16.88888888888889)","(1.75, 1.99, 1.986890243902439)","(8.0, 10.5, 10.402654867256636)","(61.0, 70.0, 66.76923076923077)","(14.0, 17.0, 16.342741935483872)","(8.5, 11.0, 10.900932400932401)","(17.0, 21.0, 21.19047619047619)","(61.0, 95.0, 94.5)","(101.0, 200.0, 205.71428571428572)"
16-12-2022 12:44:45.396615,"(101.0, 250.0, 247.82608695652175)","(9.0, 11.5, 11.262626262626263)","(41.0, 90.0, 88.33333333333333)","(91.0, 210.0, 202.5)","(13.0, 17.0, 16.836805555555557)","(1.75, 2.0, 1.9853070175438596)","(8.0, 10.5, 10.441624365482234)","(61.0, 70.0, 66.21621621621621)","(14.0, 16.5, 15.887387387387387)","(8.5, 11.0, 10.900932400932401)","(17.0, 22.0, 21.227272727272727)","(61.0, 95.0, 94.5)","(101.0, 220.0, 202.5)"
16-12-2022 12:44:46.888380,"(101.0, 250.0, 247.82608695652175)","(9.0, 11.5, 11.306156405990016)","(41.0, 90.0, 88.33333333333333)","(91.0, 210.0, 202.5)","(13.0, 17.0, 16.83916083916084)","(1.75, 1.99, 1.9835616438356165)","(8.0, 10.5, 10.441624365482234)","(61.0, 70.0, 66.21621621621621)","(14.0, 16.0, 16.154867256637168)","(8.5, 11.0, 10.900932400932401)","(17.0, 22.0, 21.227272727272727)","(61.0, 95.0, 94.16666666666667)","(101.0, 210.0, 202.0)"
16-12-2022 12:44:48.251530,"(101.0, 250.0, 247.82608695652175)","(9.0, 11.5, 11.306478405315614)","(41.0, 90.0, 88.33333333333333)","(91.0, 210.0, 202.5)","(13.0, 17.0, 16.88167938931298)","(1.75, 1.99, 1.983732970027248)","(8.0, 10.5, 10.136220472440945)","(61.0, 70.0, 66.3157894736842)","(14.0, 16.5, 15.934579439252337)","(8.5, 11.0, 10.902298850574713)","(17.0, 22.0, 21.212962962962962)","(61.0, 95.0, 94.28571428571429)","(101.0, 220.0, 202.5)"
16-12-2022 12:44:49.612335,"(101.0, 250.0, 247.82608695652175)","(9.0, 11.5, 11.308072487644152)","(41.0, 90.0, 88.5)","(91.0, 210.0, 202.5)","(13.0, 17.0, 16.889285714285716)","(1.75, 1.99, 1.9856047197640119)","(8.0, 10.5, 10.316901408450704)","(61.0, 70.0, 62.69230769230769)","(14.0, 16.0, 15.831168831168831)","(8.5, 11.0, 10.905345211581292)","(17.0, 22.0, 21.197802197802197)","(61.0, 95.0, 94.58333333333333)","(101.0, 210.0, 202.5)"
16-12-2022 12:44:51.030501,"(101.0, 260.0, 257.3333333333333)","(9.0, 11.5, 11.312096774193549)","(41.0, 90.0, 90.625)","(91.0, 210.0, 213.33333333333334)","(13.0, 17.0, 16.89160839160839)","(1.75, 1.99, 1.984438775510204)","(8.0, 10.5, 10.322966507177034)","(61.0, 65.0, 61.94444444444444)","(14.0, 16.0, 15.85)","(8.5, 11.0, 10.905133928571429)","(17.0, 22.0, 21.197802197802197)","(61.0, 95.0, 94.58333333333333)","(101.0, 210.0, 201.42857142857142)"
