,Ammoudi Bay,Cinnamon Missile,Fratellino,Leadership Spill,Wit,Such A Whit,Sogni
06-01-2023 15:51:57.572090,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:51:58.510687,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:51:59.663424,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:00.761316,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:01.741296,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:02.914313,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:04.050473,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:05.248408,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:06.295335,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:07.309899,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:08.308081,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:09.368379,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:10.411937,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:11.503425,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:12.573293,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 35.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:13.792245,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:15.107890,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:16.317394,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:17.515126,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:18.540881,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:19.636262,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:20.786772,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:21.904764,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:22.983251,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:24.114687,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:25.150855,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:26.179931,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:27.322795,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:28.335910,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:29.386936,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:30.383751,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 37.5)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:31.409537,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:32.407742,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:33.452586,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:34.448126,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:35.429745,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:36.440775,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:37.717097,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 39.285714285714285)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:38.931497,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 41.0)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:40.158866,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:41.458211,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:43.047499,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:44.242531,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:45.420971,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:46.703852,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:47.977855,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:49.148681,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:50.457172,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:51.771467,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:52.996361,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:54.135252,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:55.297078,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:56.393227,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:57.703645,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:58.811807,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:52:59.922032,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:01.124414,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:02.275922,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:03.501924,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:04.754357,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:05.920204,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:07.082027,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:08.198801,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:09.316926,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:10.433193,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:11.538304,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:12.635988,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:13.798834,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:15.104973,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:16.340025,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:17.583918,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:18.718813,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:19.756045,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:20.874677,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:21.962733,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:23.028695,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:24.234464,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:25.407259,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 30.5)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.7341666666666666)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 43.45454545454545)","(81.0, 230.0, 192.5)"
06-01-2023 15:53:26.624888,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 40.125)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:27.864410,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 40.125)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:29.021453,"(4.6, 5.9, 5.733333333333333)","(18.0, 42.0, 40.125)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:30.148861,"(4.6, 5.9, 5.7)","(18.0, 42.0, 40.125)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:31.544706,"(4.6, 5.9, 5.585714285714285)","(18.0, 42.0, 31.0)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:32.796959,"(4.6, 5.9, 5.585714285714285)","(18.0, 42.0, 31.0)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:33.937989,"(4.6, 5.9, 5.585714285714285)","(18.0, 42.0, 31.0)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.737142857142857)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:35.119490,"(4.6, 5.9, 5.766666666666667)","(18.0, 42.0, 31.0)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:36.416916,"(4.6, 5.9, 5.766666666666667)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:37.765782,"(4.6, 5.9, 5.75)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:39.086473,"(4.6, 5.9, 5.75)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:40.304690,"(4.6, 5.9, 5.75)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:41.422537,"(4.6, 5.9, 5.75)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:42.435474,"(4.6, 5.9, 5.75)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:43.524569,"(4.6, 5.9, 5.75)","(18.0, 42.0, 34.666666666666664)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:44.668054,"(4.6, 5.9, 5.75)","(18.0, 42.0, 39.25)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:45.840075,"(4.6, 5.9, 5.75)","(18.0, 42.0, 40.30769230769231)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
06-01-2023 15:53:46.982967,"(4.6, 5.9, 5.75)","(18.0, 42.0, 40.30769230769231)","(7.5, 15.0, 12.5)","(1.6, 1.78, 1.75)","(6.0, 8.8, 8.133333333333333)","(26.0, 50.0, 32.75)","(81.0, 230.0, 165.0)"
