,Captain Kenny,Gojira,Governor,Governor Phillip,One Lucky Kid,Registry,Square Cut,No Rain No Flowers,Royal Lane,Fridays Songs
10-01-2023 12:41:27.937338,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.15, 3.097058823529412)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:29.340062,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.15, 3.097058823529412)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.345454545454546)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:30.953967,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.15, 3.097058823529412)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:32.537891,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.15, 3.097058823529412)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:34.096501,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.15, 3.068)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:35.671989,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.1, 3.068)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:37.319860,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:38.705900,"(6.0, 10.5, 9.84375)","(8.0, 11.5, 9.695)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:40.133948,"(6.0, 10.5, 9.84375)","(8.0, 11.5, 9.695)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:41.549769,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.695)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:43.022122,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.98)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:44.439629,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.98)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:45.897811,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.98)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:47.253748,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.98)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:48.632077,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.98)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:50.046085,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 9.98)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:51.508203,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.655555555555555)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:52.885689,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.866666666666667)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:54.237351,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:55.533513,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:56.841888,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.451219512195122)","(7.5, 10.0, 9.25)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:58.176284,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.892307692307693)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:41:59.521472,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:00.939866,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:02.363994,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.455555555555556)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:03.742546,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:05.099688,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:06.460193,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:07.730362,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:08.983794,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:10.275141,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:11.592272,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:12.932661,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:14.419766,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 3.049714285714286)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:15.813860,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 2.997333333333333)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:17.180099,"(6.0, 10.5, 9.692307692307692)","(8.0, 11.5, 10.3)","(2.7, 3.1, 2.997333333333333)","(10.0, 14.5, 14.166666666666666)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.378947368421052)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:18.767098,"(6.0, 10.5, 8.8)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.061818181818182)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:20.411339,"(6.0, 9.8, 9.0)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:21.726722,"(6.0, 10.5, 9.0)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:23.048293,"(6.0, 10.0, 9.266666666666666)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:24.370868,"(6.0, 10.0, 9.266666666666666)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:25.600651,"(6.0, 10.0, 9.5)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:26.794111,"(6.0, 10.0, 9.666666666666666)","(8.0, 11.5, 10.214285714285714)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:27.985908,"(6.0, 9.8, 9.5)","(8.0, 11.0, 10.733333333333334)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:29.239321,"(6.0, 9.8, 9.5)","(8.0, 11.0, 10.261538461538462)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:30.518563,"(6.0, 9.8, 9.5)","(8.0, 11.0, 10.261538461538462)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:31.896357,"(6.0, 9.8, 9.5)","(8.0, 11.0, 10.4)","(2.7, 3.1, 3.034666666666667)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:33.351283,"(6.0, 9.8, 9.285714285714286)","(8.0, 11.0, 10.4)","(2.7, 3.1, 3.091764705882353)","(10.0, 14.5, 14.25)","(7.5, 10.0, 9.333333333333334)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 9.714285714285714)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:34.686382,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.142857142857142)","(2.7, 3.1, 2.996)","(10.0, 14.5, 14.416666666666666)","(7.5, 10.0, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.73913043478261)","(18.0, 46.0, 42.8)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:35.969361,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.142857142857142)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.416666666666666)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.73913043478261)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:37.318992,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.142857142857142)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.416666666666666)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.73913043478261)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:38.557639,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.416666666666666)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.73913043478261)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:39.813006,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.416666666666666)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.73913043478261)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:41.124291,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.416666666666666)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.73913043478261)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:42.460423,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.423076923076923)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:43.817831,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.423076923076923)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:45.205508,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.423076923076923)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:46.542397,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.423076923076923)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:47.831795,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.423076923076923)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:49.047833,"(6.0, 9.8, 9.694736842105264)","(8.0, 11.0, 10.2)","(2.7, 3.05, 2.996)","(10.0, 14.5, 14.423076923076923)","(7.5, 9.8, 9.082758620689654)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.384615384615384)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:50.310658,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:51.557490,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:52.915550,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:54.254055,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:55.519082,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:56.716494,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:57.949041,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:42:59.138090,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
10-01-2023 12:43:00.363458,"(6.0, 9.8, 9.48)","(8.0, 11.0, 9.88)","(2.7, 3.05, 2.995806451612903)","(10.0, 14.5, 14.4375)","(7.5, 9.4, 9.15)","(101.0, 200.0, 146.66666666666666)","(7.0, 11.0, 10.75)","(18.0, 46.0, 40.0)","(5.0, 6.6, 6.39047619047619)","(101.0, 590.0, 385.0)"
