,Captain Kenny,Gojira,Governor,Governor Phillip,One Lucky Kid,Registry,Square Cut,No Rain No Flowers,Royal Lane,Fridays Songs
10-01-2023 12:44:46.890774,"(6.0, 9.6, 9.588732394366197)","(8.0, 10.5, 10.095)","(2.7, 2.96, 2.9518518518518517)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.843137254901961)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:48.669145,"(6.0, 9.6, 9.588732394366197)","(8.0, 10.5, 10.095)","(2.7, 2.96, 2.9518518518518517)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.843137254901961)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:50.397535,"(6.0, 9.6, 9.588732394366197)","(8.0, 10.5, 10.095)","(2.7, 2.96, 2.9518518518518517)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.843137254901961)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:52.116820,"(6.0, 10.0, 10.625)","(8.0, 10.5, 10.095)","(2.7, 2.96, 2.935492957746479)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:53.757186,"(6.0, 11.5, 10.326315789473684)","(8.0, 10.5, 10.095)","(2.7, 2.94, 2.924)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:55.364421,"(6.0, 11.0, 10.326315789473684)","(8.0, 10.5, 10.095)","(2.7, 2.94, 2.924)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:56.991811,"(6.0, 11.0, 10.418181818181818)","(8.0, 10.5, 10.095)","(2.7, 2.94, 2.924)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.25)","(101.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 40.0, 36.18181818181818)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:44:58.625682,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 10.095)","(2.7, 2.94, 2.924)","(10.0, 15.0, 14.735294117647058)","(7.5, 9.4, 9.125)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 40.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:00.278658,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 10.095)","(2.7, 2.94, 2.924)","(10.0, 15.0, 14.653846153846153)","(7.5, 9.2, 9.125)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:01.888423,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 10.095)","(2.7, 2.94, 2.924)","(10.0, 15.0, 14.653846153846153)","(7.5, 9.2, 9.125)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.826086956521738)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:03.501465,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 10.095)","(2.7, 2.94, 2.940952380952381)","(10.0, 15.0, 14.653846153846153)","(7.5, 9.2, 8.232941176470588)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:05.008085,"(6.5, 11.0, 10.410526315789474)","(7.5, 10.5, 10.095)","(2.7, 2.96, 2.940952380952381)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.6, 8.232941176470588)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:06.629200,"(6.5, 11.0, 10.3)","(7.5, 10.5, 10.095)","(2.7, 2.96, 2.940952380952381)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.6, 8.232941176470588)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:08.146715,"(6.5, 11.0, 10.3)","(7.5, 10.5, 10.095)","(2.7, 2.96, 2.940952380952381)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.6, 8.232941176470588)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:09.661245,"(6.5, 11.0, 10.3)","(7.5, 10.5, 10.095)","(2.7, 2.96, 2.940952380952381)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.6, 8.232941176470588)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:11.162981,"(6.5, 11.0, 10.2)","(7.5, 10.5, 10.095)","(2.7, 2.98, 2.9725)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.6, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:12.682762,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 10.095)","(2.7, 2.98, 2.9725)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:14.227420,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 10.095)","(2.7, 2.98, 2.9628318584070796)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:15.696064,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 10.095)","(2.7, 3.0, 2.9628318584070796)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.2250000000000005)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:17.131235,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 10.095)","(2.7, 3.0, 2.9628318584070796)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:18.569391,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 10.095)","(2.7, 3.0, 2.9628318584070796)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:20.133124,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 10.095)","(2.7, 3.0, 2.9628318584070796)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 180.0)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:21.579949,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 9.825)","(2.7, 3.0, 2.9846153846153847)","(10.0, 15.0, 14.653846153846153)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.555555555555555)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:23.045474,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 9.84)","(2.7, 3.0, 3.001304347826087)","(10.0, 15.0, 14.235294117647058)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.833333333333334)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:24.472522,"(6.5, 11.0, 9.981818181818182)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.001304347826087)","(10.0, 15.0, 14.235294117647058)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.833333333333334)","(19.0, 38.0, 35.45454545454545)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:25.891677,"(6.5, 11.0, 10.085714285714285)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.007222222222222)","(10.0, 15.0, 14.0)","(7.5, 8.4, 8.293478260869566)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.833333333333334)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:27.323951,"(6.5, 11.0, 10.085714285714285)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.034375)","(10.0, 14.5, 14.0)","(7.5, 8.4, 8.294117647058822)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.833333333333334)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:28.834229,"(6.5, 11.0, 10.146666666666667)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.026190476190476)","(10.0, 14.5, 14.0)","(7.5, 8.6, 8.294117647058822)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.833333333333334)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.339130434782609)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:30.255672,"(6.5, 11.0, 10.146666666666667)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.0277777777777777)","(10.0, 14.5, 13.785714285714286)","(7.5, 8.6, 8.294117647058822)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.833333333333334)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 316.66666666666663)"
10-01-2023 12:45:31.748792,"(6.5, 11.0, 10.146666666666667)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.0357142857142856)","(10.0, 14.5, 13.785714285714286)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.0, 12.966666666666667)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:33.211953,"(6.5, 11.0, 10.247058823529413)","(7.5, 10.5, 9.675)","(2.7, 3.05, 3.0357142857142856)","(10.0, 14.5, 13.785714285714286)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 13.5, 12.966666666666667)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:34.701778,"(6.5, 11.0, 10.36)","(7.5, 10.5, 9.675)","(2.7, 3.05, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 108.125)","(7.0, 13.5, 14.029411764705882)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:36.093846,"(6.5, 11.0, 10.36)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 99.375)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:37.568023,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 130.0)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:38.994996,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:40.504153,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:41.955254,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:43.412960,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:44.788054,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 385.0)"
10-01-2023 12:45:46.243466,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.675)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 146.66666666666666)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 35.565217391304344)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 294.2857142857143)"
10-01-2023 12:45:47.651738,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.5, 9.76)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 200.0, 143.33333333333334)","(7.0, 14.5, 13.1875)","(19.0, 38.0, 33.333333333333336)","(5.0, 6.6, 6.413333333333333)","(101.0, 580.0, 370.0)"
10-01-2023 12:45:49.356458,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.8)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 190.0, 140.0)","(7.0, 14.5, 13.1875)","(19.0, 36.0, 33.333333333333336)","(5.0, 6.6, 6.49090909090909)","(101.0, 560.0, 365.0)"
10-01-2023 12:45:50.971699,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.8)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 180.0, 140.0)","(7.0, 14.5, 13.1875)","(19.0, 36.0, 33.333333333333336)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:45:52.594278,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.8)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 180.0, 140.0)","(7.0, 14.5, 13.1875)","(19.0, 36.0, 33.333333333333336)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:45:54.212038,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.8)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 180.0, 140.0)","(7.0, 14.5, 13.8)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:45:55.948337,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.8)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.313761467889908)","(91.0, 180.0, 140.0)","(7.0, 14.5, 13.8)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:45:57.403657,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.56)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.321428571428571)","(91.0, 180.0, 140.0)","(7.0, 14.5, 13.8)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:45:58.916436,"(6.5, 11.0, 10.066666666666666)","(7.5, 9.8, 9.52)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.321428571428571)","(91.0, 180.0, 140.0)","(7.0, 14.5, 13.8)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:00.358556,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.52)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.321428571428571)","(91.0, 180.0, 127.5)","(7.0, 14.5, 13.8)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:01.842338,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.52)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.321428571428571)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.8)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:03.323097,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.52)","(2.7, 3.0, 2.9854545454545454)","(10.0, 14.5, 13.666666666666666)","(7.5, 8.6, 8.321428571428571)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.625)","(19.0, 36.0, 33.0)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:04.781821,"(6.5, 11.0, 10.066666666666666)","(7.5, 10.0, 9.52)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 14.394736842105264)","(7.5, 8.6, 8.24705882352941)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.75)","(19.0, 36.0, 34.8)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:06.201733,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.733333333333333)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 14.394736842105264)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.75)","(19.0, 36.0, 34.8)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:07.660744,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.733333333333333)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 14.394736842105264)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.75)","(19.0, 36.0, 34.8)","(5.0, 6.6, 6.49090909090909)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:09.020809,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.733333333333333)","(2.7, 3.0, 2.973333333333333)","(10.0, 14.5, 14.704545454545455)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.75)","(19.0, 36.0, 34.8)","(5.0, 6.6, 6.413333333333333)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:10.411207,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.733333333333333)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 126.66666666666667)","(7.0, 14.5, 13.857142857142858)","(19.0, 36.0, 34.8)","(5.0, 6.6, 6.413333333333333)","(101.0, 550.0, 365.0)"
10-01-2023 12:46:11.802499,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.776)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 130.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 550.0, 460.0)"
10-01-2023 12:46:13.230258,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.8)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 130.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 600.0, 453.3333333333333)"
10-01-2023 12:46:14.708668,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.642105263157895)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.24705882352941)","(91.0, 180.0, 130.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 590.0, 380.0)"
10-01-2023 12:46:16.021608,"(6.5, 11.0, 10.777777777777779)","(7.5, 10.0, 9.645161290322582)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.35)","(91.0, 180.0, 155.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:17.394909,"(6.5, 11.0, 10.777777777777779)","(7.5, 9.8, 9.645161290322582)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.35)","(91.0, 190.0, 150.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:18.730686,"(6.5, 11.0, 10.777777777777779)","(7.5, 9.8, 9.645161290322582)","(2.7, 3.0, 2.973333333333333)","(10.0, 15.0, 14.704545454545455)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:20.115937,"(6.5, 11.0, 10.777777777777779)","(7.5, 9.8, 9.645161290322582)","(2.7, 3.0, 2.986086956521739)","(10.0, 15.0, 14.729166666666666)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:21.446756,"(6.5, 11.0, 10.777777777777779)","(7.5, 9.8, 9.645161290322582)","(2.7, 3.0, 2.986086956521739)","(10.0, 15.0, 14.729166666666666)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 13.833333333333334)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.413333333333333)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:22.829569,"(6.5, 11.0, 10.777777777777779)","(7.5, 9.8, 9.645161290322582)","(2.7, 3.0, 2.986086956521739)","(10.0, 15.0, 14.729166666666666)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 14.055555555555555)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.49090909090909)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:24.222865,"(6.5, 11.0, 10.777777777777779)","(7.5, 9.8, 9.645161290322582)","(2.7, 2.96, 2.9507499999999998)","(10.0, 15.0, 14.777777777777779)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 13.86)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.49090909090909)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:25.675913,"(6.5, 11.0, 10.875)","(7.5, 9.8, 9.662857142857144)","(2.7, 2.96, 2.9507499999999998)","(10.0, 15.0, 14.777777777777779)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 13.772727272727273)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.49090909090909)","(101.0, 570.0, 375.0)"
10-01-2023 12:46:27.066998,"(6.5, 11.0, 10.875)","(7.5, 9.8, 9.662857142857144)","(2.7, 2.96, 2.951395348837209)","(10.0, 15.0, 14.777777777777779)","(7.5, 8.4, 8.35)","(91.0, 210.0, 150.0)","(7.0, 14.5, 13.772727272727273)","(19.0, 36.0, 34.92307692307692)","(5.0, 6.6, 6.49090909090909)","(101.0, 570.0, 375.0)"
