,Thrax,Stac Pollaidh,Centrestone,Little Jill,Toptimistic,Tiger For Life,Carlie Eksplodes,Gold Invest
15-12-2022 14:17:58.676599,"(61.0, 180.0, 165.0)","(31.0, 75.0, 69.0)","(1.6, 1.7, 1.6845454545454546)","(6.0, 9.4, 9.266666666666667)","(61.0, 220.0, 213.33333333333334)","(4.8, 6.0, 6.047727272727273)","(7.0, 10.5, 9.945833333333335)","(31.0, 110.0, 97.91666666666667)"
15-12-2022 14:17:59.710666,"(71.0, 180.0, 165.0)","(41.0, 75.0, 70.0)","(1.55, 1.68, 1.67)","(6.0, 9.4, 9.645161290322582)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.2, 6.047560975609756)","(7.5, 10.5, 9.96923076923077)","(41.0, 100.0, 88.33333333333333)"
15-12-2022 14:18:00.772982,"(71.0, 200.0, 181.53846153846155)","(41.0, 75.0, 70.0)","(1.55, 1.68, 1.6648275862068964)","(6.0, 9.8, 9.533333333333333)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.2, 6.047560975609756)","(7.5, 10.0, 9.866666666666667)","(41.0, 95.0, 86.5)"
15-12-2022 14:18:01.841404,"(71.0, 200.0, 178.57142857142856)","(41.0, 75.0, 70.0)","(1.55, 1.68, 1.6648275862068964)","(6.0, 9.8, 9.600000000000001)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.2, 6.05234899328859)","(7.5, 10.0, 9.866666666666667)","(41.0, 100.0, 86.5)"
15-12-2022 14:18:02.856388,"(71.0, 200.0, 181.53846153846155)","(41.0, 75.0, 70.0)","(1.55, 1.68, 1.6648275862068964)","(6.0, 9.8, 9.600000000000001)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.2, 6.05234899328859)","(7.5, 10.0, 9.866666666666667)","(41.0, 100.0, 86.5)"
15-12-2022 14:18:03.959432,"(71.0, 200.0, 181.53846153846155)","(41.0, 75.0, 70.0)","(1.55, 1.68, 1.6648275862068964)","(6.0, 9.8, 9.409411764705883)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.2, 6.288888888888889)","(7.5, 10.0, 9.604938271604938)","(41.0, 100.0, 94.70588235294117)"
15-12-2022 14:18:04.979981,"(71.0, 200.0, 185.0)","(41.0, 75.0, 74.28571428571429)","(1.55, 1.68, 1.675875)","(6.0, 9.6, 9.409411764705883)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.4, 6.388888888888889)","(7.5, 9.8, 9.460606060606061)","(41.0, 100.0, 97.05882352941177)"
15-12-2022 14:18:06.007809,"(71.0, 210.0, 187.77777777777777)","(41.0, 75.0, 74.28571428571429)","(1.55, 1.68, 1.6681249999999999)","(6.0, 9.4, 9.341666666666667)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.4, 6.438805970149254)","(7.5, 9.8, 9.45940594059406)","(41.0, 100.0, 97.05882352941177)"
15-12-2022 14:18:07.122752,"(71.0, 210.0, 187.77777777777777)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.68, 1.6710937499999998)","(6.0, 9.4, 9.26)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.48)","(7.5, 9.8, 9.50344827586207)","(41.0, 100.0, 97.05882352941177)"
15-12-2022 14:18:08.186584,"(71.0, 210.0, 148.46153846153845)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.68, 1.6747706422018347)","(6.0, 9.4, 9.26)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.504255319148936)","(7.5, 9.6, 9.49375)","(41.0, 100.0, 97.05882352941177)"
15-12-2022 14:18:09.258597,"(71.0, 200.0, 174.28571428571428)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.68, 1.6747706422018347)","(6.0, 9.4, 9.213333333333333)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.447457627118644)","(7.5, 9.6, 9.49375)","(41.0, 100.0, 96.66666666666667)"
15-12-2022 14:18:10.407708,"(71.0, 190.0, 176.66666666666669)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.69, 1.6824137931034482)","(6.0, 9.4, 9.213333333333333)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.4714285714285715)","(7.5, 9.6, 9.536363636363637)","(41.0, 100.0, 95.71428571428571)"
15-12-2022 14:18:11.467708,"(71.0, 180.0, 141.8181818181818)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.68, 1.6751351351351351)","(6.0, 9.4, 9.213333333333333)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.457142857142857)","(7.5, 9.6, 9.602439024390243)","(41.0, 100.0, 95.71428571428571)"
15-12-2022 14:18:12.442982,"(71.0, 180.0, 160.0)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.69, 1.6791358024691356)","(6.0, 9.4, 9.25263157894737)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.457142857142857)","(7.5, 9.8, 9.602439024390243)","(41.0, 100.0, 95.71428571428571)"
15-12-2022 14:18:13.506435,"(71.0, 180.0, 160.0)","(41.0, 75.0, 74.23076923076923)","(1.55, 1.66, 1.6580208333333333)","(6.0, 9.4, 9.25263157894737)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.509803921568627)","(7.5, 9.8, 9.443478260869565)","(41.0, 100.0, 95.9090909090909)"
15-12-2022 14:18:14.533854,"(71.0, 180.0, 160.0)","(41.0, 75.0, 71.66666666666667)","(1.55, 1.68, 1.6703999999999999)","(6.0, 9.2, 9.133333333333333)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.492063492063492)","(7.5, 9.4, 9.290909090909091)","(41.0, 100.0, 95.9090909090909)"
15-12-2022 14:18:15.609742,"(71.0, 180.0, 160.0)","(41.0, 75.0, 71.66666666666667)","(1.55, 1.69, 1.6851470588235293)","(6.0, 9.2, 9.047619047619047)","(71.0, 220.0, 213.33333333333334)","(5.0, 6.6, 6.478571428571429)","(7.5, 9.4, 9.141935483870968)","(41.0, 100.0, 95.9090909090909)"
15-12-2022 14:18:16.750613,"(71.0, 180.0, 168.33333333333331)","(41.0, 75.0, 73.0)","(1.55, 1.69, 1.6697520661157024)","(6.0, 9.2, 9.154838709677419)","(71.0, 220.0, 220.0)","(5.0, 6.6, 6.7106382978723405)","(7.5, 9.4, 9.311111111111112)","(41.0, 100.0, 96.5)"
15-12-2022 14:18:17.941529,"(71.0, 180.0, 168.33333333333331)","(41.0, 75.0, 73.42105263157895)","(1.55, 1.68, 1.6659090909090908)","(6.0, 9.4, 9.154838709677419)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.7368421052631575)","(7.5, 9.4, 9.255555555555555)","(41.0, 100.0, 96.5)"
15-12-2022 14:18:19.052615,"(71.0, 180.0, 160.0)","(41.0, 75.0, 73.42105263157895)","(1.55, 1.67, 1.6659090909090908)","(6.0, 9.4, 9.154838709677419)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.7368421052631575)","(7.5, 9.4, 9.152380952380952)","(41.0, 100.0, 96.5)"
15-12-2022 14:18:20.182010,"(71.0, 180.0, 171.42857142857144)","(41.0, 75.0, 73.42105263157895)","(1.55, 1.67, 1.6541549295774647)","(6.0, 9.4, 9.154838709677419)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.678048780487805)","(7.5, 9.4, 9.3)","(41.0, 100.0, 96.3157894736842)"
15-12-2022 14:18:21.320974,"(71.0, 180.0, 171.42857142857144)","(41.0, 75.0, 73.42105263157895)","(1.55, 1.67, 1.650806451612903)","(6.0, 9.4, 9.182857142857143)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.6611111111111105)","(7.5, 9.4, 9.3)","(51.0, 100.0, 96.3157894736842)"
15-12-2022 14:18:22.426001,"(71.0, 180.0, 155.0)","(41.0, 75.0, 73.42105263157895)","(1.5, 1.66, 1.650806451612903)","(6.0, 9.4, 9.06)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.7172413793103445)","(7.5, 9.4, 9.333333333333334)","(51.0, 100.0, 96.66666666666667)"
15-12-2022 14:18:23.500246,"(71.0, 180.0, 163.33333333333334)","(41.0, 75.0, 73.5)","(1.5, 1.66, 1.6528749999999999)","(6.0, 9.2, 9.06)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.727272727272727)","(7.5, 9.4, 9.32)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:24.523296,"(71.0, 180.0, 160.0)","(41.0, 75.0, 73.5)","(1.5, 1.66, 1.6576666666666666)","(6.0, 9.2, 9.126315789473685)","(71.0, 270.0, 220.0)","(5.0, 6.8, 6.727272727272727)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:25.595429,"(71.0, 180.0, 166.66666666666666)","(41.0, 75.0, 73.0952380952381)","(1.5, 1.66, 1.6584782608695652)","(6.0, 9.2, 9.144)","(71.0, 270.0, 228.33333333333334)","(5.0, 6.8, 6.727272727272727)","(7.5, 9.4, 9.266666666666666)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:26.669514,"(71.0, 200.0, 182.85714285714286)","(41.0, 75.0, 73.0952380952381)","(1.5, 1.66, 1.653421052631579)","(6.0, 9.2, 9.2)","(71.0, 270.0, 234.28571428571428)","(5.0, 6.8, 6.576086956521739)","(7.5, 9.4, 9.314285714285715)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:27.717789,"(71.0, 190.0, 175.71428571428572)","(41.0, 75.0, 73.5)","(1.5, 1.67, 1.6521428571428571)","(6.0, 9.4, 9.326315789473684)","(71.0, 270.0, 253.33333333333334)","(5.0, 6.6, 6.595180722891566)","(7.5, 9.4, 9.314285714285715)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:28.869167,"(71.0, 190.0, 163.33333333333334)","(41.0, 75.0, 73.5)","(1.5, 1.67, 1.6419594594594593)","(6.0, 9.4, 9.40618556701031)","(71.0, 270.0, 300.0)","(5.0, 6.6, 6.64)","(7.5, 9.4, 9.259259259259258)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:29.965997,"(71.0, 190.0, 175.71428571428572)","(41.0, 75.0, 73.5)","(1.5, 1.65, 1.6419594594594593)","(6.0, 9.6, 9.40618556701031)","(71.0, 340.0, 300.0)","(5.0, 6.8, 6.68)","(7.5, 9.6, 9.259259259259258)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:31.058851,"(71.0, 190.0, 175.71428571428572)","(41.0, 75.0, 73.5)","(1.5, 1.65, 1.6426993865030675)","(6.0, 9.6, 9.206666666666667)","(71.0, 340.0, 286.6666666666667)","(5.0, 6.8, 6.685714285714285)","(7.5, 9.6, 9.27142857142857)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:32.359404,"(71.0, 190.0, 175.71428571428572)","(41.0, 75.0, 73.5)","(1.5, 1.65, 1.6426506024096386)","(6.0, 9.4, 9.206666666666667)","(71.0, 320.0, 280.0)","(5.0, 6.8, 6.685714285714285)","(7.5, 9.6, 9.441379310344828)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:33.518614,"(71.0, 190.0, 163.33333333333334)","(41.0, 75.0, 73.5)","(1.5, 1.65, 1.6430985915492957)","(6.0, 9.4, 9.210169491525424)","(71.0, 320.0, 280.0)","(5.0, 6.8, 6.757142857142857)","(7.5, 9.6, 9.442857142857143)","(51.0, 100.0, 96.84210526315789)"
15-12-2022 14:18:34.654331,"(71.0, 190.0, 163.33333333333334)","(41.0, 75.0, 73.94736842105263)","(1.5, 1.65, 1.6430985915492957)","(6.0, 9.4, 9.277777777777779)","(71.0, 320.0, 270.0)","(5.0, 6.8, 6.589189189189189)","(7.5, 9.6, 9.466666666666667)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:35.791831,"(71.0, 190.0, 170.0)","(41.0, 80.0, 79.16666666666667)","(1.5, 1.66, 1.6543835616438356)","(6.0, 9.4, 9.266666666666667)","(71.0, 300.0, 270.0)","(5.0, 6.6, 6.588405797101449)","(7.5, 9.6, 9.399999999999999)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:36.914273,"(71.0, 190.0, 170.0)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.67, 1.6543835616438356)","(6.0, 9.4, 9.266666666666667)","(71.0, 360.0, 266.6666666666667)","(5.0, 6.6, 6.588405797101449)","(7.5, 9.6, 9.399999999999999)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:37.952044,"(71.0, 190.0, 170.0)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.67, 1.6543835616438356)","(6.0, 9.4, 9.266666666666667)","(71.0, 350.0, 264.2857142857143)","(5.0, 6.6, 6.594029850746268)","(7.5, 9.6, 9.399999999999999)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:39.080290,"(71.0, 210.0, 180.0)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.67, 1.651012658227848)","(6.0, 9.4, 9.216666666666667)","(71.0, 350.0, 272.85714285714283)","(5.0, 6.6, 6.595294117647058)","(7.5, 9.6, 9.32)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:40.077234,"(71.0, 200.0, 185.71428571428572)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.651012658227848)","(6.0, 9.4, 9.216666666666667)","(71.0, 350.0, 320.0)","(5.0, 6.6, 6.64)","(7.5, 9.4, 9.426086956521738)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:41.198810,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6514285714285712)","(6.0, 9.4, 9.238461538461538)","(71.0, 350.0, 324.2857142857143)","(5.0, 6.8, 6.725581395348837)","(7.5, 9.6, 9.32)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:42.223763,"(71.0, 140.0, 130.47619047619048)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6514285714285712)","(6.0, 9.6, 9.238461538461538)","(71.0, 350.0, 324.2857142857143)","(5.0, 6.8, 6.725581395348837)","(7.5, 9.4, 9.32)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:43.317518,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6514285714285712)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 303.3333333333333)","(5.0, 6.8, 6.696296296296296)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:44.323186,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6508163265306122)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 303.3333333333333)","(5.0, 6.8, 6.696296296296296)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:45.599614,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6508163265306122)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 315.0)","(5.0, 6.8, 6.696296296296296)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:46.705155,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6503174603174602)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 303.3333333333333)","(5.0, 6.8, 6.635294117647058)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:47.780771,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 76.5909090909091)","(1.5, 1.66, 1.6503174603174602)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.63157894736842)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:48.986029,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 72.85714285714286)","(1.5, 1.66, 1.6503174603174602)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.635294117647058)","(7.5, 9.4, 9.285714285714285)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:49.984833,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 72.85714285714286)","(1.5, 1.66, 1.6503174603174602)","(6.0, 9.6, 9.237037037037036)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6909090909090905)","(7.5, 9.4, 9.435294117647059)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:50.972453,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 72.85714285714286)","(1.5, 1.65, 1.6426288659793813)","(6.0, 9.6, 9.238461538461538)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6909090909090905)","(7.5, 9.6, 9.345454545454546)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:51.952019,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 72.85714285714286)","(1.5, 1.65, 1.6426288659793813)","(6.0, 9.6, 9.238461538461538)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6909090909090905)","(7.5, 9.6, 9.345454545454546)","(51.0, 100.0, 97.6470588235294)"
15-12-2022 14:18:53.152931,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 72.85714285714286)","(1.5, 1.65, 1.6426288659793813)","(6.0, 9.6, 9.76842105263158)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.644444444444444)","(7.5, 9.6, 9.66)","(51.0, 100.0, 95.0)"
15-12-2022 14:18:54.202320,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 63.333333333333336)","(1.5, 1.64, 1.620886075949367)","(6.0, 10.0, 9.94)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6499999999999995)","(7.5, 9.8, 9.891304347826088)","(51.0, 100.0, 95.0)"
15-12-2022 14:18:55.313620,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.63, 1.6221524663677132)","(6.0, 10.0, 10.185185185185185)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6499999999999995)","(7.5, 10.5, 9.891304347826088)","(51.0, 100.0, 95.0)"
15-12-2022 14:18:56.424725,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.63, 1.6220960698689957)","(6.0, 10.5, 10.185185185185185)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6499999999999995)","(7.5, 10.5, 9.891304347826088)","(51.0, 100.0, 95.0)"
15-12-2022 14:18:57.524354,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.63, 1.6220960698689957)","(6.0, 10.5, 10.185185185185185)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.6466666666666665)","(7.5, 10.5, 9.887500000000001)","(51.0, 100.0, 95.0)"
15-12-2022 14:18:58.578800,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6143529411764708)","(6.0, 10.5, 9.895454545454546)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.670344827586207)","(7.5, 10.5, 10.115384615384615)","(51.0, 100.0, 95.0)"
15-12-2022 14:18:59.673635,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6143529411764708)","(6.0, 10.5, 9.870000000000001)","(71.0, 350.0, 310.0)","(5.0, 6.8, 6.5375)","(7.5, 10.5, 10.208333333333334)","(51.0, 100.0, 90.0)"
15-12-2022 14:19:00.720403,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6138341968911918)","(6.0, 10.5, 9.870000000000001)","(71.0, 350.0, 310.0)","(5.0, 6.6, 6.5375)","(7.5, 10.5, 10.208333333333334)","(51.0, 100.0, 90.0)"
15-12-2022 14:19:01.875228,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6138341968911918)","(6.0, 10.5, 10.056666666666667)","(71.0, 260.0, 231.25)","(5.0, 6.6, 6.533774834437086)","(7.5, 10.5, 10.31578947368421)","(51.0, 95.0, 87.85714285714286)"
15-12-2022 14:19:02.902353,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6138341968911918)","(6.5, 10.5, 10.056666666666667)","(71.0, 260.0, 231.25)","(5.0, 6.6, 6.588118811881188)","(7.5, 10.5, 10.245454545454546)","(51.0, 95.0, 87.85714285714286)"
15-12-2022 14:19:03.888178,"(71.0, 140.0, 123.33333333333333)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6137696335078535)","(6.5, 10.5, 9.98846153846154)","(71.0, 260.0, 231.25)","(5.0, 6.6, 6.588118811881188)","(7.5, 10.5, 10.245454545454546)","(51.0, 95.0, 87.85714285714286)"
15-12-2022 14:19:04.949732,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6142857142857143)","(6.5, 10.5, 9.944117647058825)","(71.0, 260.0, 232.4)","(5.0, 6.6, 6.6635294117647055)","(7.5, 10.5, 9.84)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:06.009628,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6136548223350256)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 231.25)","(5.0, 6.8, 6.678260869565217)","(7.5, 10.5, 9.863636363636365)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:07.076515,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6136548223350256)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 231.25)","(5.0, 6.8, 6.678260869565217)","(7.5, 10.5, 9.863636363636365)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:08.127049,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6113636363636366)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 241.6)","(5.0, 6.8, 6.665671641791045)","(7.5, 10.5, 9.856756756756758)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:09.193956,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6113636363636366)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 240.83333333333334)","(5.0, 6.8, 6.668749999999999)","(7.5, 10.5, 9.856756756756758)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:10.337625,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6113636363636366)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 250.41666666666666)","(5.0, 6.8, 6.6635294117647055)","(7.5, 10.5, 9.856756756756758)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:11.440004,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6113636363636366)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 250.41666666666666)","(5.0, 6.8, 6.645333333333333)","(7.5, 10.5, 9.856756756756758)","(51.0, 100.0, 91.42857142857143)"
15-12-2022 14:19:12.531429,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.614778761061947)","(6.5, 10.5, 9.841176470588236)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.8, 6.641095890410958)","(7.5, 10.5, 9.88974358974359)","(51.0, 100.0, 90.0)"
15-12-2022 14:19:13.667382,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 67.5)","(1.5, 1.62, 1.6156934306569344)","(6.5, 10.5, 9.866037735849057)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.8, 6.5204819277108435)","(7.5, 10.5, 9.90294117647059)","(51.0, 100.0, 91.0)"
15-12-2022 14:19:14.963679,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 67.5)","(1.5, 1.62, 1.617978142076503)","(6.5, 10.5, 10.041666666666666)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.8, 6.451612903225806)","(7.5, 10.5, 10.108108108108109)","(51.0, 100.0, 91.0)"
15-12-2022 14:19:16.132994,"(71.0, 140.0, 123.80952380952381)","(41.0, 80.0, 67.5)","(1.5, 1.62, 1.617978142076503)","(6.5, 10.5, 10.055555555555555)","(71.0, 260.0, 223.2)","(5.0, 6.6, 6.372340425531915)","(7.5, 10.5, 10.227272727272727)","(51.0, 100.0, 91.66666666666667)"
15-12-2022 14:19:17.284459,"(71.0, 140.0, 124.0)","(41.0, 80.0, 70.0)","(1.5, 1.62, 1.6175000000000002)","(6.5, 10.5, 10.048780487804878)","(71.0, 260.0, 231.25)","(5.0, 6.4, 6.370786516853933)","(7.5, 10.5, 10.2)","(51.0, 100.0, 94.0909090909091)"
15-12-2022 14:19:18.819426,"(71.0, 140.0, 126.66666666666667)","(41.0, 80.0, 68.0)","(1.5, 1.63, 1.6234965034965034)","(6.5, 10.5, 10.048780487804878)","(71.0, 260.0, 231.25)","(5.0, 6.4, 6.370786516853933)","(7.5, 10.5, 10.181818181818182)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:20.231126,"(71.0, 140.0, 126.66666666666667)","(41.0, 80.0, 68.0)","(1.5, 1.63, 1.642037037037037)","(6.5, 10.5, 10.104166666666666)","(71.0, 260.0, 223.2)","(5.0, 6.4, 6.366666666666667)","(7.5, 10.5, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:21.419544,"(71.0, 140.0, 124.0)","(41.0, 80.0, 67.14285714285714)","(1.5, 1.65, 1.642037037037037)","(6.5, 10.5, 10.047619047619047)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.4, 6.366666666666667)","(7.5, 10.0, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:22.574480,"(71.0, 140.0, 126.66666666666667)","(41.0, 80.0, 67.14285714285714)","(1.5, 1.64, 1.625891472868217)","(6.5, 10.5, 10.047619047619047)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.4, 6.261666666666667)","(7.5, 10.0, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:23.612010,"(71.0, 140.0, 126.66666666666667)","(41.0, 80.0, 70.0)","(1.5, 1.64, 1.625891472868217)","(6.5, 10.5, 10.047619047619047)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.4, 6.261666666666667)","(7.5, 10.0, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:24.674052,"(71.0, 140.0, 126.66666666666667)","(41.0, 80.0, 70.0)","(1.5, 1.64, 1.625891472868217)","(6.5, 10.5, 10.047619047619047)","(71.0, 260.0, 223.2)","(5.0, 6.4, 6.2457142857142856)","(7.5, 10.0, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:25.678158,"(71.0, 140.0, 124.0)","(41.0, 80.0, 70.0)","(1.5, 1.64, 1.631651376146789)","(6.5, 10.5, 10.047619047619047)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.4, 6.24)","(7.5, 10.0, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
15-12-2022 14:19:26.815480,"(71.0, 140.0, 126.66666666666667)","(41.0, 80.0, 70.0)","(1.5, 1.64, 1.6253254437869824)","(6.5, 10.5, 10.095744680851064)","(71.0, 260.0, 221.66666666666666)","(5.0, 6.4, 6.24)","(7.5, 10.0, 9.942857142857143)","(51.0, 110.0, 93.33333333333333)"
