,Humbling,Opawa Anita,Goldstar Toby,Diamond Warrior,Grande Vue Ace,Zipping Ontario,Adobe Kid,Mrs Chinn
08-12-2022 15:50:15.793284,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 16.010526315789473)","(5.0, 9.2, 8.125)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.914285714285715)"
08-12-2022 15:50:17.169329,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 16.010526315789473)","(5.0, 9.2, 8.125)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.914285714285715)"
08-12-2022 15:50:18.587422,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 16.010526315789473)","(5.0, 9.2, 8.125)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.914285714285715)"
08-12-2022 15:50:19.879043,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.914285714285715)"
08-12-2022 15:50:21.187492,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.255172413793103)"
08-12-2022 15:50:22.471726,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.255172413793103)"
08-12-2022 15:50:23.843656,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.255172413793103)"
08-12-2022 15:50:25.467183,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.255172413793103)"
08-12-2022 15:50:26.849404,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.255172413793103)"
08-12-2022 15:50:28.277550,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.255172413793103)"
08-12-2022 15:50:29.598772,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 17.0, 15.714285714285715)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.136)"
08-12-2022 15:50:30.975425,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 14.6)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:32.399289,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.542857142857143)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 14.6)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:33.753645,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:35.095142,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:36.363906,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:37.687290,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:39.022603,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.2)"
08-12-2022 15:50:40.333080,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.377777777777777)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 9.3375)"
08-12-2022 15:50:41.558142,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.377777777777777)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 9.3375)"
08-12-2022 15:50:42.877184,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.377777777777777)","(8.5, 17.0, 15.989473684210527)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 9.3375)"
08-12-2022 15:50:44.156933,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.512)","(8.5, 17.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:45.563179,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.512)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:46.878116,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.512)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:48.219884,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:49.639127,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:51.227272,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:52.666432,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:54.271041,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:55.733436,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:57.280803,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:50:59.037751,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:00.436610,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:01.762505,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:03.089434,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.094736842105263)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:04.431614,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:05.971919,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:07.404680,"(3.6, 5.8, 4.997058823529412)","(6.0, 9.6, 8.43076923076923)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 15.120000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:08.917667,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.43076923076923)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.149999999999999)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:10.592845,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.43076923076923)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.543999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.26551724137931)"
08-12-2022 15:51:11.854549,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.43076923076923)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.543999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.275)"
08-12-2022 15:51:13.376208,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.799999999999999)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.543999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.275)"
08-12-2022 15:51:14.814963,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.543999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.275)"
08-12-2022 15:51:16.227001,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.543999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.275)"
08-12-2022 15:51:17.574936,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.543999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.866666666666667)"
08-12-2022 15:51:18.933838,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.057142857142857)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.866666666666667)"
08-12-2022 15:51:20.313106,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.057142857142857)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.866666666666667)"
08-12-2022 15:51:21.755402,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.533333333333333)","(8.5, 16.0, 15.120000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 9.45)"
08-12-2022 15:51:23.027541,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.057142857142857)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.148)"
08-12-2022 15:51:24.447682,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.148)"
08-12-2022 15:51:25.804290,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 16.0, 13.9)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.148)"
08-12-2022 15:51:27.308011,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.907692307692307)","(8.5, 16.0, 13.9)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.148)"
08-12-2022 15:51:29.046390,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.377777777777777)","(8.5, 16.0, 14.633333333333333)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.384615384615383)"
08-12-2022 15:51:30.695763,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 7.377777777777777)","(8.5, 16.0, 14.633333333333333)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.384615384615383)"
08-12-2022 15:51:32.176805,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.495999999999999)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.123999999999999)"
08-12-2022 15:51:33.571961,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.495999999999999)","(8.5, 16.0, 14.600000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 11.123999999999999)"
08-12-2022 15:51:34.977098,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.495999999999999)","(8.5, 16.0, 14.600000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.65)"
08-12-2022 15:51:36.335463,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.495999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.361538461538462)"
08-12-2022 15:51:37.645822,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.361538461538462)"
08-12-2022 15:51:38.994713,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.361538461538462)"
08-12-2022 15:51:40.362376,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.600000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:41.817850,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.333333333333332)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.600000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:43.255973,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.333333333333332)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.384615384615383)"
08-12-2022 15:51:44.621399,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.333333333333332)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.384615384615383)"
08-12-2022 15:51:46.052959,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.333333333333332)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:47.509213,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 7.75)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:49.078539,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 7.75)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.9)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.384615384615383)"
08-12-2022 15:51:50.522188,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 7.75)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.633333333333333)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 10.384615384615383)"
08-12-2022 15:51:52.110253,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 7.75)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.633333333333333)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 8.957142857142857)"
08-12-2022 15:51:53.747375,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.0, 7.433333333333334)"
08-12-2022 15:51:55.110337,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 7.433333333333334)"
08-12-2022 15:51:56.321313,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 7.433333333333334)"
08-12-2022 15:51:57.558523,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 7.433333333333334)"
08-12-2022 15:51:58.802504,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:00.058886,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.514285714285714)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.600000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:01.232260,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.514285714285714)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:02.424321,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.514285714285714)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:03.633658,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:04.986143,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:06.259408,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:07.458157,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.666666666666666)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:08.698860,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 13.85)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:09.936888,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.514285714285714)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.125)","(8.5, 16.0, 14.600000000000001)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:11.144727,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.966666666666667)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:12.382960,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.514285714285714)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
08-12-2022 15:52:13.666628,"(3.6, 5.8, 4.633333333333333)","(6.0, 9.6, 8.778947368421052)","(9.0, 17.0, 14.7)","(5.0, 9.2, 8.527999999999999)","(8.5, 16.0, 13.95)","(6.5, 10.5, 9.33)","(9.0, 17.0, 14.6)","(5.0, 12.5, 9.9)"
