,Homebush Sparkle,Goldstar Ange,Goldstar Harper,Mine Hunter,Romina Bale,Mehira,Caithness
08-12-2022 14:18:03.093611,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:04.259124,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:05.431177,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:06.632465,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:07.814455,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:09.151984,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:10.291075,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:11.566701,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:12.792359,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:13.959490,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:15.277682,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:16.527687,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:17.710593,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:18.867306,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:20.072555,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:21.282350,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:22.462734,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:23.656458,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:24.873910,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:26.356107,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:27.773833,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:29.210588,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:30.365973,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:31.471256,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:32.778105,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:34.071292,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:35.378410,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:36.599431,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:37.824112,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 7.6)"
08-12-2022 14:18:38.945114,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:40.024402,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:41.191224,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:42.563274,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:43.825450,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:45.031286,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:46.362646,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:47.587043,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:49.005473,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:50.215234,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:51.377073,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:52.479372,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:53.615520,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:54.778585,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:55.892078,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:56.996084,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:58.055500,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:18:59.161488,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:00.305780,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:01.449726,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:02.634673,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:03.723607,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:04.709954,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:05.671488,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:06.727041,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:07.820169,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:08.886816,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:09.929727,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:10.915992,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:12.001646,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:13.155423,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:14.326279,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:15.469502,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:16.457480,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:17.424102,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:18.404798,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:19.413430,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.0020000000000002)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 9.875)"
08-12-2022 14:19:20.437710,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.78333333333333)","(11.0, 26.0, 24.2)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:21.540292,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:22.602062,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:23.619854,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:24.687384,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:25.699033,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:26.785728,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:27.920893,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:29.001209,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:30.106033,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:31.149661,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:32.141137,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:33.190296,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:34.251267,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:35.326558,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:36.339513,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:37.353042,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:38.293518,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:39.258532,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:40.325454,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:41.340093,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:42.392384,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:43.477699,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:44.520480,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:45.560866,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:46.599611,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
08-12-2022 14:19:47.623391,"(10.0, 20.0, 18.822222222222223)","(4.8, 8.0, 5.285714285714286)","(9.0, 18.5, 16.75)","(11.0, 26.0, 24.545454545454547)","(1.95, 2.04, 2.02)","(10.0, 23.0, 21.984615384615385)","(5.0, 11.5, 10.023076923076923)"
