,Buckle Up Tahlia,Buckle Up Avery,Aston Paisley,Bedrock Cruiser,Zurhaar
10-01-2023 13:04:11.926385,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:12.972994,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:13.976629,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:15.034917,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:16.093067,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:17.181134,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:18.206326,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:19.432904,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:20.571368,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:21.762133,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:22.816873,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:23.898982,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:24.975894,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:25.997067,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:26.956336,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:28.023914,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:29.069894,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.2)"
10-01-2023 13:04:30.014603,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:30.988286,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:31.947916,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:32.924645,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:34.076638,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:35.103699,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:36.175149,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:37.222760,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:38.244204,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:39.273400,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:40.314309,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:41.317323,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:42.408870,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:43.378093,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:44.305827,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.02857142857143)"
10-01-2023 13:04:45.303380,"(15.0, 38.0, 18.8)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.142857142857142)"
10-01-2023 13:04:46.265568,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.142857142857142)"
10-01-2023 13:04:47.202374,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.142857142857142)"
10-01-2023 13:04:48.103987,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.0)"
10-01-2023 13:04:49.073995,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.0)"
10-01-2023 13:04:50.052589,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.0)"
10-01-2023 13:04:50.996218,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.0)"
10-01-2023 13:04:51.874405,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:52.815674,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:53.956794,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:55.001626,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:55.931731,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:56.876067,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:57.933939,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:04:59.079857,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:05:00.266931,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.428571428571427)"
10-01-2023 13:05:01.305289,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 15.31578947368421)"
10-01-2023 13:05:02.352752,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 15.31578947368421)"
10-01-2023 13:05:03.449281,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 15.31578947368421)"
10-01-2023 13:05:04.324756,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.714285714285715)"
10-01-2023 13:05:05.163640,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 12.714285714285715)"
10-01-2023 13:05:06.134729,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 18.28888888888889)"
10-01-2023 13:05:07.085755,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 18.28888888888889)"
10-01-2023 13:05:08.128967,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 18.28888888888889)"
10-01-2023 13:05:09.126046,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 18.28888888888889)"
10-01-2023 13:05:10.167990,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 18.28888888888889)"
10-01-2023 13:05:11.261168,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 18.28888888888889)"
10-01-2023 13:05:12.320232,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 18.28888888888889)"
10-01-2023 13:05:13.435225,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 19.5, 15.9)"
10-01-2023 13:05:14.534743,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.666666666666668)"
10-01-2023 13:05:15.509007,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.666666666666668)"
10-01-2023 13:05:16.463883,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.666666666666668)"
10-01-2023 13:05:17.412025,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.666666666666668)"
10-01-2023 13:05:18.382870,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.8)"
10-01-2023 13:05:19.264987,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.8)"
10-01-2023 13:05:20.233530,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 8.285714285714286)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.142857142857142)"
10-01-2023 13:05:21.182743,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.142857142857142)"
10-01-2023 13:05:22.099288,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.142857142857142)"
10-01-2023 13:05:22.972046,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.142857142857142)"
10-01-2023 13:05:23.899449,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.142857142857142)"
10-01-2023 13:05:24.867491,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:25.796879,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:26.643339,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:27.624329,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:28.589870,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:29.433526,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:30.371780,"(15.0, 36.0, 31.6)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:31.345643,"(15.0, 38.0, 18.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:32.190962,"(15.0, 38.0, 18.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:33.021762,"(15.0, 38.0, 18.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:33.946023,"(15.0, 38.0, 18.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:34.928645,"(15.0, 38.0, 18.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:35.732521,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:36.604692,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 14.5)"
10-01-2023 13:05:37.601607,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 15.94736842105263)"
10-01-2023 13:05:38.572401,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.571428571428573)"
10-01-2023 13:05:39.384479,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 13.571428571428573)"
10-01-2023 13:05:40.240681,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:41.158281,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:42.097367,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:42.892046,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:43.709727,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:44.621155,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:45.455037,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:46.280959,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:47.136836,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:47.992024,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:48.822738,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:49.688931,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:50.572600,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:51.426020,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.4)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:52.247593,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 7.0760000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:53.140964,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 7.0760000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:54.001446,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 7.0760000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:54.849896,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 7.0760000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:55.700005,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 7.0760000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:56.641381,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 7.0760000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:57.615285,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:58.545738,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:05:59.383294,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.36)"
10-01-2023 13:06:00.337020,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.81818181818182)"
10-01-2023 13:06:01.286162,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.81818181818182)"
10-01-2023 13:06:02.091755,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.81818181818182)"
10-01-2023 13:06:02.931778,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.81818181818182)"
10-01-2023 13:06:03.851615,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 21.81818181818182)"
10-01-2023 13:06:04.819397,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.916666666666668)"
10-01-2023 13:06:05.625065,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 23.0, 20.916666666666668)"
10-01-2023 13:06:06.464331,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 24.0, 14.470588235294118)"
10-01-2023 13:06:07.395484,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 24.0, 14.470588235294118)"
10-01-2023 13:06:08.290064,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 24.0, 14.470588235294118)"
10-01-2023 13:06:09.099440,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 9.0, 6.247058823529412)","(18.0, 42.0, 28.133333333333333)","(5.5, 24.0, 14.470588235294118)"
