,Buckle Up Tahlia,Buckle Up Avery,Aston Paisley,Bedrock Cruiser,Zurhaar
10-01-2023 13:07:23.272993,"(15.0, 36.0, 30.25)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.25)"
10-01-2023 13:07:24.260377,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.25)"
10-01-2023 13:07:25.064731,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.25)"
10-01-2023 13:07:25.965047,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.950000000000003)"
10-01-2023 13:07:26.947440,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:07:27.927917,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.625)"
10-01-2023 13:07:28.788967,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.625)"
10-01-2023 13:07:29.680525,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.75)"
10-01-2023 13:07:30.675699,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:31.637195,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:32.514195,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:33.559387,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:34.555007,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:35.391256,"(15.0, 36.0, 31.4)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:36.349409,"(15.0, 38.0, 17.166666666666668)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:37.294631,"(15.0, 38.0, 17.166666666666668)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:38.165744,"(15.0, 38.0, 17.166666666666668)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:39.059514,"(15.0, 38.0, 17.166666666666668)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:40.025821,"(15.0, 38.0, 17.166666666666668)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:40.919617,"(15.0, 38.0, 22.833333333333336)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:42.023628,"(15.0, 38.0, 22.833333333333336)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:43.206659,"(15.0, 38.0, 22.833333333333336)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:44.254946,"(15.0, 38.0, 22.833333333333336)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.083333333333336)"
10-01-2023 13:07:45.176468,"(15.0, 38.0, 18.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.115789473684211)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 16.85)"
10-01-2023 13:07:46.117552,"(15.0, 38.0, 20.545454545454547)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.05)","(18.0, 42.0, 28.133333333333333)","(5.5, 20.0, 18.89090909090909)"
10-01-2023 13:07:47.153122,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.05)","(18.0, 42.0, 28.133333333333333)","(5.5, 20.0, 18.799999999999997)"
10-01-2023 13:07:48.199824,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.05)","(18.0, 42.0, 28.133333333333333)","(5.5, 20.0, 17.05)"
10-01-2023 13:07:49.210668,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.800000000000001)","(18.0, 42.0, 28.133333333333333)","(5.5, 20.0, 17.15)"
10-01-2023 13:07:50.252452,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 28.133333333333333)","(5.5, 20.0, 17.15)"
10-01-2023 13:07:51.245812,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 28.133333333333333)","(5.5, 20.0, 19.0)"
10-01-2023 13:07:52.109582,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.0)"
10-01-2023 13:07:53.123379,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.03333333333333)"
10-01-2023 13:07:54.105491,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 18.1)"
10-01-2023 13:07:55.027947,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.72)"
10-01-2023 13:07:55.886015,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.72)"
10-01-2023 13:07:56.838430,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.62222222222222)"
10-01-2023 13:07:57.780402,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.62222222222222)"
10-01-2023 13:07:58.637035,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.62222222222222)"
10-01-2023 13:07:59.559952,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.62222222222222)"
10-01-2023 13:08:00.772327,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.62222222222222)"
10-01-2023 13:08:01.771433,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.0)"
10-01-2023 13:08:02.766470,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.666666666666664)"
10-01-2023 13:08:03.853872,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.666666666666664)"
10-01-2023 13:08:04.856507,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.666666666666664)"
10-01-2023 13:08:05.723369,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.666666666666664)"
10-01-2023 13:08:06.731748,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 18.68)"
10-01-2023 13:08:07.772318,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 18.68)"
10-01-2023 13:08:08.808081,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 18.72)"
10-01-2023 13:08:09.769771,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.4)"
10-01-2023 13:08:10.857710,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 18.8)"
10-01-2023 13:08:11.754653,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 18.8)"
10-01-2023 13:08:12.771124,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 21.0, 19.125)"
10-01-2023 13:08:13.894492,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.228571428571429)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:15.047296,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.228571428571429)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:16.002235,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:16.885692,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:17.857602,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:18.822898,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:19.774386,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:20.762190,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:21.694103,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:22.635701,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:23.647596,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:24.718762,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.125)"
10-01-2023 13:08:25.710641,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 20.77777777777778)"
10-01-2023 13:08:26.846138,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.9)"
10-01-2023 13:08:27.877393,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.9)"
10-01-2023 13:08:28.784130,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.9)"
10-01-2023 13:08:29.828951,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:30.807225,"(15.0, 36.0, 30.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:31.731770,"(15.0, 38.0, 17.130434782608695)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:32.639259,"(15.0, 38.0, 17.130434782608695)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:33.638546,"(15.0, 38.0, 17.130434782608695)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:34.507960,"(15.0, 38.0, 17.130434782608695)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:35.377370,"(15.0, 38.0, 18.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:36.427580,"(15.0, 38.0, 18.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:37.389084,"(15.0, 38.0, 18.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:38.226897,"(15.0, 38.0, 18.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:39.248305,"(15.0, 38.0, 18.5)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 28.133333333333333)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:40.190503,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:41.082080,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:42.047359,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:43.099192,"(15.0, 38.0, 19.647058823529413)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:44.042231,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.5)"
10-01-2023 13:08:45.028006,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 22.0, 20.944444444444443)"
10-01-2023 13:08:46.032581,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.75)"
10-01-2023 13:08:47.014368,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.75)"
10-01-2023 13:08:47.858896,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.75)"
10-01-2023 13:08:48.963301,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.40625)"
10-01-2023 13:08:50.067863,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.40625)"
10-01-2023 13:08:50.945615,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.40625)"
10-01-2023 13:08:51.993176,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.40625)"
10-01-2023 13:08:53.175082,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.40625)"
10-01-2023 13:08:54.351639,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.40625)"
10-01-2023 13:08:55.263287,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 23.0, 14.8)"
10-01-2023 13:08:56.243056,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 22.0, 14.8)"
10-01-2023 13:08:57.203889,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.942857142857143)"
10-01-2023 13:08:58.155175,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.942857142857143)"
10-01-2023 13:08:59.111555,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 19.942857142857143)"
10-01-2023 13:09:00.143653,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 22.0, 18.833333333333332)"
10-01-2023 13:09:01.136620,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.833333333333332)"
10-01-2023 13:09:02.014845,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.833333333333332)"
10-01-2023 13:09:03.010521,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 21.0, 20.0)"
10-01-2023 13:09:04.018356,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 20.299999999999997)"
10-01-2023 13:09:05.049138,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.96666666666667)"
10-01-2023 13:09:05.931746,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.96666666666667)"
10-01-2023 13:09:06.916547,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.96666666666667)"
10-01-2023 13:09:07.925742,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.96666666666667)"
10-01-2023 13:09:08.929187,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:09.802769,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:10.741220,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.1000000000000005)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:11.688615,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.036842105263158)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:12.548558,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:13.547340,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.966666666666667)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:14.538136,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:15.472630,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:16.305096,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:17.313963,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:18.319417,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:19.218365,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.883333333333333)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:20.065469,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.6)"
10-01-2023 13:09:21.171461,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.05)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.68)"
10-01-2023 13:09:22.301621,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.05)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.72)"
10-01-2023 13:09:23.244962,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.05)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.8)"
10-01-2023 13:09:24.231660,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 5.425)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.8)"
10-01-2023 13:09:25.282307,"(15.0, 38.0, 22.0)","(1.3, 1.42, 1.3438095238095238)","(5.0, 8.8, 6.228571428571429)","(18.0, 42.0, 29.0)","(5.5, 21.0, 18.8)"
