,Zaras Princess,Miss Faberge,Crackerjack King,Laroza Bale,Alicah,Bahrose
10-01-2023 15:26:03.755980,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:04.698412,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:05.678248,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:06.660464,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:07.652931,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:08.598005,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:09.554221,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:10.547827,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:11.570185,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:12.535810,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:13.511715,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:14.435693,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:15.393984,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:16.368528,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.1)"
10-01-2023 15:26:17.279952,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.314285714285715)"
10-01-2023 15:26:18.197955,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:19.224423,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:20.200701,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:21.059230,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:22.035823,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:22.998770,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:23.962004,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:24.927906,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:25.890240,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:26.853782,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:27.815970,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:28.743609,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:29.636111,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:30.575933,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.07)"
10-01-2023 15:26:31.571659,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 7.0)"
10-01-2023 15:26:32.542705,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 6.582608695652174)"
10-01-2023 15:26:33.466367,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.34)"
10-01-2023 15:26:34.414323,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.34)"
10-01-2023 15:26:35.384767,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.34)"
10-01-2023 15:26:36.327996,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.174999999999999)"
10-01-2023 15:26:37.341074,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.174999999999999)"
10-01-2023 15:26:38.372792,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.174999999999999)"
10-01-2023 15:26:39.375571,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.174999999999999)"
10-01-2023 15:26:40.415860,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.666666666666666)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.174999999999999)"
10-01-2023 15:26:41.351320,"(5.5, 12.0, 9.9)","(11.0, 22.0, 14.028571428571428)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.2, 8.025)"
10-01-2023 15:26:42.220985,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.4, 4.138461538461539)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 8.025)"
10-01-2023 15:26:43.270520,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.4, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 9.0, 7.305)"
10-01-2023 15:26:44.291885,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:45.161723,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:46.154794,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:47.177373,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:48.205436,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:49.071546,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:50.053518,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:51.011015,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:51.953764,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:52.911958,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:26:53.802289,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.9)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:26:54.796526,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:26:55.738840,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:26:56.675854,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:26:57.615269,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:26:58.600569,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:26:59.571985,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:27:00.477245,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:27:01.451305,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:27:02.420937,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.6)"
10-01-2023 15:27:03.342923,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:04.274731,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:05.289682,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:06.270685,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:07.244244,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:08.274812,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:09.170492,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.9)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:10.128855,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.684615384615385)"
10-01-2023 15:27:11.139170,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.305)"
10-01-2023 15:27:12.082458,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:13.036294,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:14.027903,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:15.008507,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:15.935044,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:16.917725,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:17.825800,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:18.800523,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:19.831165,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:20.798298,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:21.721535,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:22.699616,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:23.608903,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:24.541859,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:25.541853,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:26.520367,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:27.498552,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.55)"
10-01-2023 15:27:28.443212,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 8.044444444444444)"
10-01-2023 15:27:29.437426,"(5.5, 12.0, 9.9)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:30.380512,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:31.371009,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:32.358143,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:33.304871,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:34.239402,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 5.171428571428572)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:35.213440,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.9)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 15:27:36.155821,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.195)"
10-01-2023 15:27:37.050069,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 7.195)"
10-01-2023 15:27:38.045001,"(5.5, 12.5, 7.26923076923077)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 7.52)","(5.0, 10.0, 5.691666666666666)"
10-01-2023 15:27:39.006536,"(5.5, 12.5, 10.555555555555555)","(11.0, 22.0, 11.2)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 5.691666666666666)"
10-01-2023 15:27:39.991872,"(5.5, 12.5, 7.0)","(11.0, 22.0, 12.181818181818182)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 5.691666666666666)"
10-01-2023 15:27:41.024388,"(5.5, 12.5, 6.833333333333334)","(11.0, 22.0, 12.181818181818182)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.107692307692308)"
10-01-2023 15:27:41.956714,"(5.5, 12.5, 7.192307692307692)","(11.0, 22.0, 12.181818181818182)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.107692307692308)"
10-01-2023 15:27:42.816334,"(5.5, 12.5, 8.166666666666668)","(11.0, 22.0, 12.181818181818182)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.107692307692308)"
10-01-2023 15:27:43.786275,"(5.5, 12.5, 8.166666666666668)","(11.0, 22.0, 12.181818181818182)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.107692307692308)"
10-01-2023 15:27:44.709365,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 12.181818181818182)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.107692307692308)"
10-01-2023 15:27:45.644076,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.107692307692308)"
10-01-2023 15:27:46.670137,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.2625)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 7.4526315789473685)"
10-01-2023 15:27:47.611632,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 5.066666666666666)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:48.541883,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:49.469845,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:50.356312,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:51.341285,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:52.318519,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
10-01-2023 15:27:53.250241,"(5.5, 12.5, 6.772727272727273)","(11.0, 22.0, 13.428571428571429)","(3.4, 5.9, 4.92)","(3.2, 4.9, 3.37)","(5.0, 8.2, 6.55)","(5.0, 10.0, 6.058333333333334)"
