,Acapulco,Why Not Emily,Talent Show,Barts Girl,Cindys Pride,Chi Foose
08-12-2022 13:33:36.105879,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.1)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:37.153774,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:38.248904,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:39.283392,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:40.300734,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:41.646584,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:42.770418,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:43.809438,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:44.991632,"(4.0, 6.6, 4.616666666666666)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:46.187591,"(4.0, 7.0, 4.733333333333333)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6112)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:47.201220,"(4.0, 7.0, 4.733333333333333)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.321739130434783)","(10.0, 19.5, 16.2)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:48.417564,"(4.0, 7.0, 4.733333333333333)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 19.5, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:49.572456,"(4.0, 7.0, 6.136507936507936)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:50.680145,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:51.841029,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:52.913429,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:53.921900,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:54.944017,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 93.64285714285714)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:56.111653,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:57.295266,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:58.476822,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:33:59.549198,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 16.53333333333333)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:00.560576,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:01.505397,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:02.686973,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:03.915211,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:05.121785,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:06.256786,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:07.672806,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:08.819524,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:10.062556,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:11.158075,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:12.173465,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:13.233116,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:14.424821,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:15.582189,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:16.651173,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:17.625019,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:18.725525,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:19.933382,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:21.126250,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:22.130150,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.2685714285714287)","(10.0, 20.0, 13.625)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:23.081888,"(4.0, 7.0, 4.8580000000000005)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.4184615384615387)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:24.188805,"(4.0, 7.0, 4.6045454545454545)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.4184615384615387)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:25.339410,"(4.0, 7.0, 4.6045454545454545)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.4184615384615387)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:26.369327,"(4.0, 7.0, 4.6045454545454545)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.4184615384615387)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:27.357720,"(4.0, 7.0, 4.6045454545454545)","(31.0, 210.0, 75.0)","(2.7, 4.0, 3.4184615384615387)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:28.410024,"(4.0, 7.0, 4.6045454545454545)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.4184615384615387)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:29.442306,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.6184)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:30.513299,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:31.616261,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:32.606641,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:33.613153,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:34.664692,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:35.716166,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:36.723135,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:37.831796,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:38.938181,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:40.167146,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:41.320447,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:42.435749,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:43.416063,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:44.489692,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:45.497486,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:46.477352,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.5)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:47.607138,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:48.545563,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:49.601171,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:50.720419,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:51.736490,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:52.784537,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:53.900359,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:54.942490,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:55.985086,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:56.984113,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:57.997850,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 115.76470588235294)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:58.961450,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:34:59.904097,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:00.863282,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:01.808663,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:02.851079,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:03.918632,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:04.959687,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 96.85714285714286)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:06.134136,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:07.126702,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:07.983968,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:09.054900,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:10.017423,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:11.018734,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:11.878848,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:12.764419,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 116.82352941176471)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:13.685172,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 122.0)","(2.7, 4.0, 3.008)","(10.0, 20.0, 17.880000000000003)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:14.596351,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 122.0)","(2.7, 4.0, 3.008)","(10.0, 20.0, 17.880000000000003)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:15.472961,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 122.0)","(2.7, 4.0, 3.008)","(10.0, 20.0, 17.880000000000003)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:16.399418,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 122.0)","(2.7, 4.0, 3.008)","(10.0, 20.0, 17.880000000000003)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:17.271373,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 122.0)","(2.7, 4.0, 3.008)","(10.0, 20.0, 17.880000000000003)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:18.171255,"(4.0, 7.0, 4.45)","(31.0, 210.0, 122.0)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:19.220199,"(4.0, 7.0, 4.45)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:20.172756,"(4.0, 7.0, 4.407500000000001)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:21.064555,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:21.950219,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 3.008)","(10.0, 20.0, 13.066666666666666)","(1.95, 3.0, 2.2125)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:23.101136,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0843478260869563)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:24.061225,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0843478260869563)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:24.974388,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0843478260869563)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:25.975019,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0436363636363635)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:26.996015,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0436363636363635)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:27.906272,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0436363636363635)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:28.927704,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0436363636363635)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:29.949670,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0436363636363635)","(51.0, 390.0, 217.0)"
08-12-2022 13:35:30.965717,"(4.0, 7.0, 4.839583333333334)","(31.0, 210.0, 80.71428571428572)","(2.7, 4.0, 2.992)","(10.0, 20.0, 13.066666666666666)","(1.95, 2.98, 2.0436363636363635)","(51.0, 390.0, 217.0)"
