,Northern Regie,Tutu To Tutu,Meehan Boston,Beauty On Fire,Wild Storms,Laceby Girl,Hello Lynda,Diablo Bale
12-01-2023 08:07:09.515302,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:10.645040,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:11.804162,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:12.978659,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:14.165167,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:15.343142,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:16.522707,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 49.83333333333333)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:17.630290,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 53.625)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:18.766159,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 53.625)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:19.897755,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 53.625)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:20.911416,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 53.625)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:22.011331,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 53.625)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:23.099588,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 53.625)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:24.236642,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:25.383764,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:26.576803,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:27.709441,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:28.871764,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:30.017430,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:31.139348,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:32.188226,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:33.210570,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:34.262419,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:35.315610,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:36.424303,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:37.526180,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:38.698678,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:39.870467,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:41.080890,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:42.281310,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:43.478766,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 8.7)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.2)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:44.733976,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 50.66666666666667)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:45.988233,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 50.66666666666667)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:47.212801,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.409090909090909)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 50.66666666666667)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:48.432099,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 50.66666666666667)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:49.649735,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 50.66666666666667)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:50.882721,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 50.66666666666667)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:52.165674,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:53.347611,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:54.535928,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:55.646463,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.969230769230769)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:56.755330,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:57.881818,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.91)"
12-01-2023 08:07:59.093651,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:00.303181,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:01.497787,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:02.675650,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:03.803630,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:04.982821,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:06.120784,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 6.824999999999999)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:07.304514,"(5.0, 9.0, 6.066666666666666)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.0, 6.114285714285714)","(5.5, 10.5, 7.44)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:08.403240,"(5.0, 8.2, 7.133333333333333)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 56.6)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:09.463231,"(5.0, 8.2, 7.133333333333333)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:10.530962,"(5.0, 8.2, 7.133333333333333)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 9.4)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:11.610857,"(5.0, 8.2, 7.133333333333333)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 9.4)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:12.671490,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 9.4)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:13.690684,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:15.047921,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:16.138317,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:17.225207,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:18.394032,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.791666666666664)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:19.545315,"(5.0, 8.2, 6.0)","(15.0, 38.0, 28.576923076923077)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:20.647360,"(5.0, 8.2, 6.0)","(15.0, 38.0, 28.576923076923077)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 51.33333333333333)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:21.758919,"(5.0, 8.2, 6.0)","(15.0, 38.0, 28.576923076923077)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:22.936379,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.375)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:24.114098,"(5.0, 8.2, 6.0)","(15.0, 38.0, 27.375)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:25.217847,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:26.333321,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:27.417056,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:28.559344,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:29.650022,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:30.775088,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.902)"
12-01-2023 08:08:31.852924,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:32.924061,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:33.934295,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:34.908665,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:36.136732,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:37.262324,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:38.367147,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:39.516376,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:40.835994,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:42.045646,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:43.235894,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:44.461046,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
12-01-2023 08:08:45.544092,"(5.0, 8.2, 6.0)","(15.0, 38.0, 24.11111111111111)","(4.0, 7.6, 6.542857142857143)","(5.5, 10.0, 8.85)","(31.0, 240.0, 131.5)","(20.0, 75.0, 43.888888888888886)","(16.0, 65.0, 57.666666666666664)","(2.0, 3.25, 2.918)"
