,Just Too Fancy,New To Me,Tails Up,Fancy Kelly,Daisy Moments,Balts Agenda
07-12-2022 21:00:55.704554,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:00:56.802486,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:00:57.831326,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:00:58.849178,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:00:59.833872,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:01.006485,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:02.023899,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:03.044803,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:04.097736,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:05.275383,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:06.578928,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:07.707965,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:08.694177,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:09.852449,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:10.907598,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 32.705882352941174)","(7.5, 14.5, 11.736842105263158)","(1.22, 1.5, 1.4670731707317073)"
07-12-2022 21:01:11.971697,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 26.833333333333336)","(7.5, 14.5, 9.39)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:13.099399,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 26.833333333333336)","(7.5, 14.5, 9.39)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:14.176154,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 26.833333333333336)","(7.5, 14.5, 9.39)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:15.273361,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 26.833333333333336)","(7.5, 14.5, 9.39)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:16.446201,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:17.587478,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:18.680296,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:19.689928,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:20.728402,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:21.795847,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:22.852974,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:23.793952,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:24.702655,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:25.786067,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:26.851717,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:27.952002,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:28.950952,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:29.955507,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:31.018623,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:32.106334,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:33.210818,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:34.164507,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:35.239994,"(7.5, 18.5, 9.5)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3)"
07-12-2022 21:01:36.253252,"(7.5, 18.5, 9.32857142857143)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3)"
07-12-2022 21:01:37.238008,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3)"
07-12-2022 21:01:38.356883,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:39.313590,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:40.294903,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:41.315112,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:42.237199,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:43.187505,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:44.135408,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:45.114896,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:46.109705,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:47.005428,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:47.931969,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:49.121641,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:50.285896,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:51.724062,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:52.921710,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:53.995336,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:54.914455,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:56.076640,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:57.317472,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:58.417593,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:01:59.731965,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:00.859984,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:02.000389,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:03.064641,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:04.072191,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:04.984953,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:05.954958,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:06.938450,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:07.964599,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:09.076936,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:09.939574,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:11.016708,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:12.198667,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:13.381409,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3142857142857143)"
07-12-2022 21:02:14.479529,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.3)"
07-12-2022 21:02:15.643262,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:16.728118,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 40.45454545454545)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:17.814689,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:18.872860,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:19.800219,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:20.796496,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:21.799138,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:22.789720,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:23.738641,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:24.722028,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:25.822572,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:26.972422,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:28.020995,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:29.142736,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:30.203230,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:31.198497,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:32.192309,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:33.162527,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:34.360502,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:35.604429,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:36.761634,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:37.821340,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:38.841159,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:39.976086,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:41.192670,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 8.977777777777778)","(1.22, 1.5, 1.396)"
07-12-2022 21:02:42.187174,"(7.5, 18.5, 11.366666666666667)","(17.0, 55.0, 43.38235294117647)","(20.0, 60.0, 42.083333333333336)","(14.0, 34.0, 20.0)","(7.5, 14.5, 10.04)","(1.22, 1.5, 1.41875)"
07-12-2022 21:02:43.219319,"(7.5, 18.0, 14.6)","(17.0, 55.0, 25.75)","(20.0, 60.0, 28.5)","(14.0, 34.0, 20.0)","(7.5, 14.0, 10.04)","(1.22, 1.5, 1.41875)"
07-12-2022 21:02:44.240028,"(7.5, 18.0, 14.6)","(17.0, 55.0, 25.75)","(20.0, 60.0, 28.5)","(14.0, 34.0, 20.0)","(7.5, 14.0, 10.04)","(1.22, 1.5, 1.41875)"
07-12-2022 21:02:45.276922,"(7.5, 18.0, 14.6)","(17.0, 55.0, 25.75)","(20.0, 60.0, 28.5)","(14.0, 34.0, 20.0)","(7.5, 14.0, 10.04)","(1.22, 1.5, 1.41875)"
07-12-2022 21:02:46.236166,"(7.5, 18.0, 14.6)","(17.0, 55.0, 25.75)","(20.0, 60.0, 28.5)","(14.0, 34.0, 20.0)","(7.5, 14.0, 10.04)","(1.22, 1.5, 1.41875)"
