,Mi Gusto Es,Sweet T,Runaway Road,Tricky Strong,Ridunculous,Astral Ride,My Slick Nick,Brotherfromanother,A Thousand Idols
16-12-2022 11:47:24.767029,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:25.880546,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:27.066629,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:28.151670,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:29.235466,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:30.385967,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:31.549834,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:32.686663,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:33.846022,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:35.005003,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:36.160680,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:37.255732,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:38.371058,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:39.472119,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:40.570091,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:41.723589,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:42.902957,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:44.046275,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:45.417993,"(2.4, 3.3, 3.033333333333333)","(17.0, 310.0, 252.6)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 320.0, 169.75)","(19.0, 320.0, 245.0)","(21.0, 420.0, 219.0)"
16-12-2022 11:47:46.672240,"(2.4, 3.3, 3.1818181818181817)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.83333333333334)","(21.0, 990.0, 352.6666666666667)","(2.4, 4.0, 3.1916666666666664)","(19.0, 310.0, 251.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:47.970920,"(2.4, 3.3, 3.1818181818181817)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.83333333333334)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1916666666666664)","(19.0, 310.0, 251.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:49.216178,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.83333333333334)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4636363636363634)","(19.0, 310.0, 251.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:50.433813,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.25)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4636363636363634)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:51.565922,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.25)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4636363636363634)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:52.846275,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.25)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:54.008534,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.25)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:55.153712,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.25)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:56.348645,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.25)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:57.506965,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.66666666666666)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:47:58.922769,"(2.4, 3.3, 3.022222222222222)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.66666666666666)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:00.215554,"(2.4, 3.3, 2.988888888888889)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.66666666666666)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:01.344828,"(2.4, 3.3, 3.1772727272727272)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 145.66666666666666)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.5)","(19.0, 310.0, 212.83333333333334)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:02.543396,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 113.5)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.5)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:03.776956,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 171.5)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:04.982130,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.1166666666666667)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:06.115788,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:07.363663,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:08.534850,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:09.661933,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:10.945225,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:12.233553,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:13.487793,"(2.4, 3.3, 3.0124999999999997)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 162.0)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.564285714285714)","(19.0, 310.0, 163.75)","(19.0, 310.0, 164.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:14.659890,"(2.4, 3.3, 3.0769230769230766)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4625)","(19.0, 310.0, 163.75)","(19.0, 310.0, 252.0)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:15.831869,"(2.4, 3.3, 3.1782608695652175)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4625)","(19.0, 310.0, 212.5)","(19.0, 310.0, 252.0)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:16.914057,"(2.4, 3.3, 3.1782608695652175)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4625)","(19.0, 310.0, 212.5)","(19.0, 310.0, 252.0)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:18.070766,"(2.4, 3.3, 3.0)","(17.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(14.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.4, 3.9, 3.4625)","(19.0, 310.0, 212.5)","(19.0, 310.0, 237.75)","(21.0, 410.0, 214.0)"
16-12-2022 11:48:19.268976,"(2.4, 3.3, 3.0)","(16.0, 300.0, 230.75)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 212.5)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:20.524621,"(2.4, 3.3, 3.0)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 212.5)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:21.678477,"(2.4, 3.3, 3.186363636363636)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 212.5)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:22.868716,"(2.4, 3.3, 3.186363636363636)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 164.25)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:24.104091,"(2.4, 3.3, 3.186363636363636)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 164.25)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:25.287304,"(2.4, 3.3, 3.1954545454545453)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 164.25)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:26.495191,"(2.4, 3.3, 3.1954545454545453)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 164.25)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:27.678641,"(2.4, 3.3, 3.1954545454545453)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4625)","(19.0, 310.0, 261.4166666666667)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:28.930237,"(2.4, 3.3, 3.1954545454545453)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.15)","(19.0, 310.0, 261.4166666666667)","(19.0, 310.0, 252.0)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:30.090625,"(2.4, 3.3, 3.1954545454545453)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.15)","(19.0, 310.0, 261.4166666666667)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:31.258422,"(2.4, 3.3, 3.1954545454545453)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.15)","(19.0, 310.0, 261.4166666666667)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:32.433197,"(2.4, 3.3, 3.025)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.67)","(19.0, 310.0, 261.4166666666667)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:33.672720,"(2.4, 3.3, 3.025)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.67)","(19.0, 310.0, 261.4166666666667)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:34.867118,"(2.4, 3.3, 3.025)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.690909090909091)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:36.193566,"(2.4, 3.3, 3.025)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.690909090909091)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:37.511948,"(2.4, 3.3, 3.025)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:38.701024,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 114.5)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:39.937078,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:41.123978,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 252.0)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:42.286006,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:43.588107,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:44.965495,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:46.356938,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.6875)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:47.702543,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4555555555555557)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:48.973326,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4555555555555557)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:50.223352,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.7)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:51.483570,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.7125)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:52.641777,"(2.4, 3.3, 3.025)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.7125)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:53.819005,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.7125)","(19.0, 310.0, 164.75)","(19.0, 310.0, 164.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:55.012040,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.316666666666667)","(19.0, 310.0, 164.75)","(19.0, 310.0, 252.0)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:56.196955,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.316666666666667)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:57.470073,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.316666666666667)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
16-12-2022 11:48:58.698698,"(2.4, 3.3, 3.0555555555555554)","(16.0, 300.0, 162.5)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.316666666666667)","(19.0, 310.0, 164.75)","(19.0, 310.0, 237.75)","(26.0, 410.0, 214.0)"
