,Mi Gusto Es,Sweet T,Runaway Road,Tricky Strong,Ridunculous,Astral Ride,My Slick Nick,Brotherfromanother,A Thousand Idols
16-12-2022 11:49:25.926384,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:27.288088,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:28.692533,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:30.094298,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:31.542731,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:33.031050,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:34.409303,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:35.865110,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.75)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:37.254034,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 164.5)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:38.541367,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 213.0)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:40.043969,"(2.4, 3.3, 2.966666666666667)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 213.0)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:41.992361,"(2.4, 3.3, 3.0666666666666664)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.375)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:43.578279,"(2.4, 3.3, 3.0666666666666664)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 113.75)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.375)","(19.0, 310.0, 212.83333333333334)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:45.015162,"(2.4, 3.3, 3.0666666666666664)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.375)","(19.0, 310.0, 261.5)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:46.608807,"(2.4, 3.3, 3.0454545454545454)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.375)","(19.0, 310.0, 261.5)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:48.112210,"(2.4, 3.3, 3.0454545454545454)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 252.0)","(19.0, 310.0, 251.9)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:49.549275,"(2.4, 3.3, 2.9)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 252.0)","(19.0, 310.0, 268.5)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:51.061787,"(2.4, 3.3, 2.9555555555555557)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 252.0)","(19.0, 310.0, 268.5)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:52.521793,"(2.4, 3.3, 2.9555555555555557)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.75)","(19.0, 310.0, 268.5)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:54.016118,"(2.4, 3.3, 2.8857142857142857)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.75)","(19.0, 310.0, 268.5)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:55.815321,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 352.6666666666667)","(2.35, 3.9, 3.4)","(19.0, 310.0, 237.75)","(19.0, 310.0, 251.9)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:57.513633,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 990.0, 212.0)","(2.35, 3.9, 3.4)","(19.0, 310.0, 251.8)","(19.0, 310.0, 251.9)","(26.0, 410.0, 214.0)"
16-12-2022 11:49:59.273668,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 390.0, 271.33333333333337)","(2.35, 3.9, 3.4)","(19.0, 310.0, 251.8)","(19.0, 310.0, 251.9)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:01.129469,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.225)","(13.0, 210.0, 177.91666666666669)","(21.0, 390.0, 271.33333333333337)","(2.35, 3.9, 3.4)","(19.0, 310.0, 251.8)","(19.0, 310.0, 251.9)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:02.951514,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.7125)","(19.0, 310.0, 251.9)","(19.0, 310.0, 268.57142857142856)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:04.686385,"(2.4, 3.3, 2.977777777777778)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.511111111111111)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:06.233852,"(2.4, 3.3, 3.183333333333333)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.511111111111111)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:07.797909,"(2.4, 3.3, 3.183333333333333)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.511111111111111)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:09.508671,"(2.4, 3.3, 3.1818181818181817)","(16.0, 300.0, 160.0)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.7289473684210526)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 410.0, 214.0)"
16-12-2022 11:50:11.294174,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.5666666666666664)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:12.979807,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.627272727272727)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:14.504688,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 182.5)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.627272727272727)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:16.049954,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 210.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.627272727272727)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:17.728317,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.627272727272727)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:19.362683,"(2.4, 3.3, 3.022222222222222)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:20.659487,"(2.4, 3.3, 3.1999999999999997)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:21.984330,"(2.4, 3.3, 3.1999999999999997)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:23.372613,"(2.4, 3.3, 3.1999999999999997)","(16.0, 300.0, 206.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:24.842516,"(2.4, 3.3, 3.1133333333333333)","(16.0, 300.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:26.085802,"(2.4, 3.3, 3.1133333333333333)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:27.439879,"(2.4, 3.3, 3.1133333333333333)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:28.845092,"(2.4, 3.3, 3.21)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:30.269186,"(2.4, 3.3, 3.213333333333333)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:31.919876,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:33.342973,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:34.707900,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:36.112522,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 165.0)","(19.0, 310.0, 268.57142857142856)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:37.390916,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 310.0, 155.0)","(19.0, 310.0, 260.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:38.856652,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 339.42857142857144)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 260.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:40.252455,"(2.4, 3.3, 3.272222222222222)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 165.35714285714286)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:42.058467,"(2.4, 3.3, 3.2039999999999997)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:43.619954,"(2.4, 3.3, 3.2039999999999997)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:45.203759,"(2.4, 3.3, 3.2466666666666666)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:46.680211,"(2.4, 3.3, 3.2466666666666666)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:48.199311,"(2.4, 3.3, 3.2079999999999997)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:49.794652,"(2.4, 3.3, 3.2741176470588234)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:51.369034,"(2.4, 3.3, 3.2741176470588234)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:52.947465,"(2.4, 3.3, 3.23)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:54.361274,"(2.4, 3.3, 3.23)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:55.797694,"(2.4, 3.3, 3.23)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:57.160802,"(2.4, 3.3, 3.23)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2666666666666666)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:58.411270,"(2.4, 3.3, 3.2333333333333334)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.27)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:50:59.809689,"(2.4, 3.3, 3.2333333333333334)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.2794117647058822)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:01.439815,"(2.4, 3.3, 3.2239999999999998)","(16.0, 240.0, 130.0)","(3.1, 3.35, 3.2928571428571427)","(13.0, 190.0, 104.0)","(21.0, 390.0, 345.75)","(2.35, 3.9, 3.4)","(19.0, 290.0, 155.0)","(19.0, 300.0, 160.5)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:03.022338,"(2.4, 3.3, 3.2239999999999998)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.35, 3.138953488372093)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:04.813025,"(2.4, 3.3, 3.205)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.5, 3.1636363636363636)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:06.437929,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.45, 3.1636363636363636)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:08.060178,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.45, 3.1799999999999997)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:09.534376,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.45, 3.1799999999999997)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:11.036635,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.45, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:12.496997,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:14.007475,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:15.516547,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:17.000149,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:18.526027,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:20.101843,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:21.679845,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
16-12-2022 11:51:23.273727,"(2.4, 3.3, 3.215)","(16.0, 240.0, 166.66666666666666)","(3.1, 3.4, 3.2125)","(13.0, 190.0, 104.0)","(21.0, 390.0, 214.0)","(2.35, 3.9, 3.4)","(19.0, 290.0, 200.0)","(19.0, 300.0, 207.0)","(26.0, 290.0, 222.0)"
