,Apollo One,Salience,Ria,Nullify,Still Waiting,Ms Lucky Leaves,Dewana Success,Dark Krystal
05-01-2023 13:46:28.797717,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 19.5, 12.766666666666667)"
05-01-2023 13:46:29.927305,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 19.5, 12.766666666666667)"
05-01-2023 13:46:31.169736,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 19.5, 12.05)"
05-01-2023 13:46:32.420443,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 20.0, 10.66)"
05-01-2023 13:46:33.713124,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:34.927869,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:36.090065,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:37.281195,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:38.473322,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:39.647924,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:40.836336,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:42.099962,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.416666666666668)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 9.8)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:43.354846,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 48.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.0, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:44.509939,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.66)"
05-01-2023 13:46:45.724940,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 14.912500000000001)"
05-01-2023 13:46:46.874942,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.75)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:47.969930,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.0)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:49.173696,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.0)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:50.303631,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:51.509979,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:52.661970,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:53.815024,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.083333333333332)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:54.923119,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 46.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:56.042102,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:57.116616,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:58.179500,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:46:59.190549,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:00.716901,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:01.924371,"(2.5, 3.45, 3.226)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 31.142857142857142)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:03.076939,"(2.5, 3.45, 3.216666666666667)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:04.156843,"(2.5, 3.45, 3.216666666666667)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.333333333333336)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:05.383397,"(2.5, 3.45, 3.216666666666667)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 32.5)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:06.946527,"(2.5, 3.45, 3.216666666666667)","(5.5, 8.8, 7.2)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.292857142857143)","(8.0, 14.5, 10.166666666666666)","(10.0, 19.0, 13.666666666666666)","(12.0, 34.0, 30.615384615384613)","(9.0, 22.0, 10.84)"
05-01-2023 13:47:08.201676,"(2.5, 3.45, 3.216666666666667)","(5.5, 8.8, 6.133333333333333)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.373809523809523)","(8.0, 14.5, 11.063636363636363)","(10.0, 19.0, 16.857142857142858)","(12.0, 36.0, 29.0)","(9.0, 22.0, 11.014285714285714)"
05-01-2023 13:47:09.495352,"(2.5, 3.4, 3.28)","(5.5, 8.6, 6.1)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.305)","(8.0, 14.5, 9.271428571428572)","(10.0, 19.0, 17.5)","(12.0, 36.0, 29.0)","(9.0, 19.5, 12.733333333333333)"
05-01-2023 13:47:10.664075,"(2.5, 3.35, 3.25)","(5.5, 8.6, 5.975)","(20.0, 50.0, 23.75)","(3.8, 6.6, 4.3475)","(8.0, 14.5, 9.1)","(10.0, 19.0, 14.333333333333334)","(12.0, 36.0, 29.77777777777778)","(9.0, 19.0, 12.733333333333333)"
05-01-2023 13:47:11.801529,"(2.5, 3.35, 3.25)","(5.5, 8.6, 5.975)","(20.0, 50.0, 23.75)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 9.1)","(10.0, 19.0, 14.333333333333334)","(12.0, 36.0, 29.77777777777778)","(9.0, 19.0, 12.733333333333333)"
05-01-2023 13:47:13.115392,"(2.5, 3.35, 3.25)","(5.5, 8.6, 5.975)","(20.0, 50.0, 23.75)","(3.8, 6.6, 6.05)","(8.0, 14.0, 9.1)","(10.0, 19.0, 14.333333333333334)","(12.0, 36.0, 29.77777777777778)","(9.0, 19.0, 12.733333333333333)"
05-01-2023 13:47:14.301682,"(2.5, 3.35, 3.25)","(5.5, 8.6, 5.975)","(20.0, 50.0, 23.75)","(3.8, 6.6, 6.05)","(8.0, 14.0, 9.1)","(10.0, 19.0, 14.333333333333334)","(12.0, 36.0, 31.0)","(9.0, 19.0, 12.733333333333333)"
05-01-2023 13:47:15.477210,"(2.5, 3.35, 3.25)","(5.5, 8.6, 5.975)","(20.0, 50.0, 23.75)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 31.0)","(9.0, 19.0, 12.4)"
05-01-2023 13:47:16.634259,"(2.5, 3.3, 3.225)","(5.5, 8.4, 6.066666666666666)","(20.0, 50.0, 23.75)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 31.0)","(9.0, 18.0, 14.8)"
05-01-2023 13:47:17.716889,"(2.5, 3.3, 3.225)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 25.375)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 31.0)","(9.0, 18.0, 14.8)"
05-01-2023 13:47:18.861961,"(2.5, 3.3, 3.225)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 25.375)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 31.0)","(9.0, 18.0, 14.8)"
05-01-2023 13:47:19.914893,"(2.5, 3.3, 3.225)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 25.375)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 31.0)","(9.0, 18.0, 14.8)"
05-01-2023 13:47:21.065937,"(2.5, 3.3, 3.225)","(5.5, 8.4, 6.3999999999999995)","(20.0, 46.0, 25.375)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 28.23076923076923)","(9.0, 18.0, 12.666666666666666)"
05-01-2023 13:47:22.319665,"(2.5, 3.3, 3.225)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 25.375)","(3.8, 6.6, 5.9375)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 28.23076923076923)","(9.0, 17.5, 11.325)"
05-01-2023 13:47:23.388828,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 27.666666666666664)","(3.8, 6.6, 6.166666666666666)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 40.0, 28.23076923076923)","(9.0, 16.5, 11.325)"
05-01-2023 13:47:24.596576,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 48.0, 21.77777777777778)","(3.8, 6.6, 5.975)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 27.46153846153846)","(9.0, 16.5, 10.514285714285714)"
05-01-2023 13:47:25.746360,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 48.0, 21.77777777777778)","(3.8, 6.6, 5.975)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 27.46153846153846)","(9.0, 16.0, 11.566666666666666)"
05-01-2023 13:47:27.118256,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 48.0, 27.666666666666664)","(3.8, 6.6, 5.975)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 27.46153846153846)","(9.0, 15.5, 11.566666666666666)"
05-01-2023 13:47:28.310275,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 27.666666666666664)","(3.8, 6.6, 5.975)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 26.25)","(9.0, 15.5, 11.566666666666666)"
05-01-2023 13:47:29.610372,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 5.949999999999999)","(20.0, 46.0, 27.666666666666664)","(3.8, 6.6, 6.199999999999999)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 15.5, 10.275)"
05-01-2023 13:47:30.843759,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 5.949999999999999)","(20.0, 46.0, 27.666666666666664)","(3.8, 6.6, 6.199999999999999)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 15.0, 10.275)"
05-01-2023 13:47:32.057318,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 35.2)","(3.8, 6.6, 6.0249999999999995)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 15.0, 10.275)"
05-01-2023 13:47:33.312851,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 40.6)","(3.8, 6.6, 6.0249999999999995)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 14.5, 10.09)"
05-01-2023 13:47:34.476169,"(2.5, 3.3, 3.2333333333333334)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 40.6)","(3.8, 6.6, 6.0249999999999995)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 14.5, 11.066666666666666)"
05-01-2023 13:47:35.615202,"(2.5, 3.4, 3.3727272727272726)","(5.5, 8.4, 7.0)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.0249999999999995)","(8.0, 14.0, 9.1)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 14.0, 11.066666666666666)"
05-01-2023 13:47:36.688824,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.8, 7.2)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.2333333333333325)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 14.0, 10.733333333333333)"
05-01-2023 13:47:37.901989,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.6, 5.975)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.074999999999999)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 13.0, 10.733333333333333)"
05-01-2023 13:47:39.059855,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.6, 5.975)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.2333333333333325)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 13.0, 10.733333333333333)"
05-01-2023 13:47:40.294882,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.6, 5.975)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.2333333333333325)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 13.0, 10.733333333333333)"
05-01-2023 13:47:41.551247,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.6, 5.975)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.2333333333333325)","(8.0, 14.0, 10.85)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 13.0, 10.733333333333333)"
05-01-2023 13:47:42.759512,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.6, 6.791666666666666)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 5.225)","(8.0, 14.0, 9.1)","(10.0, 19.0, 14.333333333333334)","(12.0, 42.0, 28.153846153846153)","(9.0, 13.0, 9.878571428571428)"
05-01-2023 13:47:44.006861,"(2.5, 3.4, 3.3)","(5.5, 8.6, 7.7142857142857135)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 6.15)","(8.0, 14.0, 10.85)","(10.0, 19.0, 16.857142857142858)","(12.0, 42.0, 28.153846153846153)","(9.0, 13.5, 10.083333333333332)"
05-01-2023 13:47:45.257207,"(2.5, 3.4, 3.3)","(5.5, 8.4, 6.95)","(20.0, 46.0, 41.09090909090909)","(3.8, 6.6, 5.5874999999999995)","(8.0, 14.0, 11.327272727272728)","(10.0, 19.0, 13.722222222222221)","(12.0, 42.0, 28.153846153846153)","(9.0, 12.5, 10.083333333333332)"
05-01-2023 13:47:46.495421,"(2.5, 3.4, 3.2363636363636363)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 32.75)","(3.8, 6.6, 4.6125)","(8.0, 14.0, 11.327272727272728)","(10.0, 15.5, 13.722222222222221)","(12.0, 42.0, 30.0)","(9.0, 12.5, 10.083333333333332)"
05-01-2023 13:47:47.700853,"(2.5, 3.4, 3.2363636363636363)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 32.75)","(3.8, 6.6, 4.6125)","(8.0, 14.0, 11.327272727272728)","(10.0, 15.5, 13.722222222222221)","(12.0, 40.0, 28.153846153846153)","(9.0, 12.5, 10.083333333333332)"
05-01-2023 13:47:48.895952,"(2.5, 3.4, 3.2363636363636363)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 32.75)","(3.8, 6.6, 4.6125)","(8.0, 14.0, 11.327272727272728)","(10.0, 15.5, 13.722222222222221)","(12.0, 42.0, 32.666666666666664)","(9.0, 12.5, 10.0)"
05-01-2023 13:47:50.096268,"(2.5, 3.45, 3.3916666666666666)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 32.75)","(3.8, 6.6, 4.6125)","(8.0, 14.0, 9.450000000000001)","(10.0, 19.0, 16.857142857142858)","(12.0, 38.0, 32.666666666666664)","(9.0, 12.0, 10.0)"
05-01-2023 13:47:51.306766,"(2.5, 3.45, 3.3916666666666666)","(5.5, 8.4, 6.066666666666666)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.0, 16.857142857142858)","(12.0, 38.0, 32.666666666666664)","(9.0, 12.0, 9.916666666666666)"
05-01-2023 13:47:52.469784,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.0, 16.857142857142858)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.5, 9.916666666666666)"
05-01-2023 13:47:53.550558,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.5, 16.5)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.5, 9.916666666666666)"
05-01-2023 13:47:54.737676,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.5, 17.31818181818182)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.5, 9.916666666666666)"
05-01-2023 13:47:55.936199,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.5, 17.31818181818182)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.5, 9.916666666666666)"
05-01-2023 13:47:57.049031,"(2.5, 3.45, 3.3916666666666666)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.5, 15.5)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.5, 9.833333333333332)"
05-01-2023 13:47:58.194571,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.5, 14.3125)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.0, 9.833333333333332)"
05-01-2023 13:47:59.429221,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.0, 12.333333333333334)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.0, 9.833333333333332)"
05-01-2023 13:48:00.648401,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.0, 12.333333333333334)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.0, 9.833333333333332)"
05-01-2023 13:48:01.817506,"(2.5, 3.4, 3.3)","(5.5, 8.6, 6.1)","(20.0, 46.0, 32.75)","(3.8, 6.6, 5.625)","(8.0, 14.0, 11.083333333333334)","(10.0, 19.0, 12.333333333333334)","(12.0, 38.0, 32.666666666666664)","(9.0, 11.0, 9.833333333333332)"
05-01-2023 13:48:03.000409,"(2.5, 3.4, 3.3)","(5.5, 8.6, 5.757894736842105)","(20.0, 46.0, 39.375)","(3.8, 6.6, 5.625)","(8.0, 14.0, 10.486486486486486)","(10.0, 19.0, 11.571428571428571)","(12.0, 38.0, 34.0)","(9.0, 11.0, 9.64516129032258)"
05-01-2023 13:48:04.235689,"(2.5, 3.45, 3.3916666666666666)","(5.5, 8.6, 5.757894736842105)","(20.0, 46.0, 39.375)","(3.8, 6.6, 5.625)","(8.0, 14.0, 10.486486486486486)","(10.0, 19.0, 11.571428571428571)","(12.0, 38.0, 34.0)","(9.0, 11.0, 9.64516129032258)"
05-01-2023 13:48:05.476244,"(2.5, 3.4, 3.3)","(5.5, 8.4, 7.050000000000001)","(20.0, 44.0, 39.2)","(3.8, 6.2, 5.571428571428571)","(8.0, 13.5, 11.8875)","(10.0, 18.5, 16.5)","(12.0, 38.0, 33.0)","(9.0, 10.5, 9.75)"
05-01-2023 13:48:06.668459,"(2.5, 3.4, 3.3)","(5.5, 8.4, 7.0)","(20.0, 46.0, 33.86666666666667)","(3.8, 6.2, 5.571428571428571)","(8.0, 13.5, 11.8875)","(10.0, 18.5, 17.1)","(12.0, 38.0, 33.0)","(9.0, 10.5, 9.75)"
05-01-2023 13:48:07.869129,"(2.5, 3.4, 3.3)","(5.5, 8.4, 6.681818181818182)","(20.0, 46.0, 33.86666666666667)","(3.8, 6.2, 5.0)","(8.0, 13.5, 11.8875)","(10.0, 18.5, 17.1)","(12.0, 38.0, 33.0)","(9.0, 10.5, 9.85)"
05-01-2023 13:48:09.032412,"(2.5, 3.4, 3.3)","(5.5, 8.4, 6.681818181818182)","(20.0, 46.0, 33.86666666666667)","(3.8, 6.4, 5.0)","(8.0, 13.5, 11.8875)","(10.0, 18.5, 17.1)","(12.0, 38.0, 33.0)","(9.0, 10.5, 9.409677419354837)"
