,Giuliano,Chloe What,Rowdys Rebel,Homebush Olivia,Opawa Nicky,Mitcham Cam,Princely Asset,Homebush Zip
10-01-2023 08:27:40.485660,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:41.451208,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:42.405015,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:43.422581,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:44.409674,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:45.444002,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:46.438396,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:47.484052,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:48.499685,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:49.556134,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:50.617519,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:51.634339,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:52.649598,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:53.622214,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:54.603501,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:55.633405,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:56.665292,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:57.695212,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:58.702388,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:27:59.714933,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:00.720024,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:01.755579,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:02.809380,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:03.827788,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:04.857248,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:05.827590,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:06.794619,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:07.749580,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:08.697914,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:09.629094,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:10.583443,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:11.566267,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:12.542985,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:13.530891,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:14.530537,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:15.533946,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:16.546295,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:17.507404,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:18.486385,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:19.459076,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:20.457743,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:21.489115,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:22.475505,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:23.458240,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:24.453078,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:25.411297,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:26.393649,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:27.378777,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:28.373633,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:29.419882,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:30.452527,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:31.514464,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:32.558293,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:33.565626,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:34.573201,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:35.636750,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:36.671704,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:37.689141,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:38.714729,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:39.727718,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:40.704523,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:41.747157,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:42.791959,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:43.834063,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:44.922582,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:45.977594,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:47.018599,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:48.001471,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:48.972416,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:49.956312,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:50.940267,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:51.943534,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:52.981573,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:54.071127,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:55.068201,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:56.073671,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:57.034191,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:58.010811,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:58.969584,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:28:59.992498,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
10-01-2023 08:29:00.979996,"(4.0, 16.5, 6.552631578947368)","(7.5, 38.0, 27.666666666666668)","(3.6, 12.0, 5.074074074074074)","(19.0, 230.0, 187.3)","(7.0, 29.0, 20.390476190476193)","(4.2, 17.5, 7.0)","(8.5, 65.0, 51.846153846153854)","(7.5, 38.0, 27.666666666666668)"
