,In Range,Wild Reputation,Elswyk Rocky,Deadly Express,Udellar Bale,Shanlyn Bear,Gunai Prince,Zipping Spencer
11-01-2023 21:17:45.479153,"(4.8, 8.6, 7.699999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 22.3)","(21.0, 55.0, 38.0)","(61.0, 470.0, 270.0)","(1.55, 2.16, 1.783684210526316)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:46.592645,"(4.8, 8.6, 8.1)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 22.3)","(21.0, 55.0, 38.0)","(61.0, 470.0, 314.0)","(1.55, 2.16, 2.087777777777778)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:47.976567,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 22.9)","(21.0, 55.0, 38.0)","(61.0, 470.0, 365.0)","(1.55, 2.16, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:49.079699,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 23.75)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:50.521845,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 23.75)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:51.924199,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 25.68181818181818)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:53.192493,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:54.449290,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:55.870881,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:57.349210,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 2.0522222222222224)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:58.646892,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 460.0, 213.33333333333331)","(1.55, 2.12, 1.9700000000000002)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:17:59.835691,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 460.0, 280.0)","(1.55, 2.12, 2.10475)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:00.860380,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 27.055555555555557)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.10475)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:01.913100,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 28.0, 22.61111111111111)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:03.123624,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.61111111111111)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:04.329362,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.125)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:05.632359,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.416666666666668)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:06.888726,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.416666666666668)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:08.139161,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.416666666666668)","(21.0, 55.0, 38.0)","(61.0, 470.0, 280.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:09.353748,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.416666666666668)","(21.0, 55.0, 38.0)","(61.0, 470.0, 285.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:10.492732,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 22.416666666666668)","(21.0, 55.0, 38.0)","(61.0, 470.0, 285.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:11.579037,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 470.0, 285.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:12.792359,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 470.0, 285.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:14.056275,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 470.0, 285.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:15.267544,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 470.0, 320.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:16.584268,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 530.0, 246.66666666666666)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:17.868380,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 520.0, 310.0)","(1.55, 2.12, 1.778421052631579)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:19.128268,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 510.0, 310.0)","(1.55, 2.12, 1.778421052631579)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:20.338912,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 510.0, 310.0)","(1.55, 2.12, 1.778421052631579)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:21.515433,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.3999999999999995)","(21.0, 85.0, 56.0)","(10.0, 23.0, 21.25)","(21.0, 55.0, 38.0)","(61.0, 510.0, 310.0)","(1.55, 2.12, 1.778421052631579)","(18.0, 50.0, 44.916666666666664)"
11-01-2023 21:18:22.875351,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 510.0, 190.0)","(1.55, 2.12, 2.0544444444444445)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:24.136993,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 510.0, 240.0)","(1.55, 2.06, 2.0011111111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:25.404134,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 500.0, 300.0)","(1.55, 2.06, 2.0011111111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:26.787963,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 300.0)","(1.55, 2.06, 2.0011111111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:28.463889,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 300.0)","(1.55, 2.06, 2.0011111111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:30.014590,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 300.0)","(1.55, 2.06, 2.0011111111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:31.337579,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 186.0)","(1.55, 2.06, 2.0011111111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:32.547171,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 186.0)","(1.55, 2.06, 1.9716666666666667)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:33.687754,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 186.0)","(1.55, 2.06, 1.9716666666666667)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:34.858301,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 23.0, 21.083333333333332)","(21.0, 55.0, 46.5)","(61.0, 490.0, 186.0)","(1.55, 2.06, 2.051911764705882)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:35.941101,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 29.0, 24.25)","(21.0, 55.0, 46.5)","(61.0, 490.0, 320.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:37.138468,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 194.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:38.388711,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 194.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:39.602088,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:40.813962,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:42.004080,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:43.213969,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:44.311887,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:45.443077,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:46.597903,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:47.788845,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.0523611111111113)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:49.065896,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.06, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:50.270649,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:51.526086,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 46.5)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:52.760715,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 50.285714285714285)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:54.033254,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 47.0)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:55.265943,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 47.0)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:56.445270,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 47.0)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:57.630836,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 47.0)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:18:58.787415,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 47.0)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:19:00.034207,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.742857142857142)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 49.833333333333336)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:19:01.280147,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.776470588235294)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 40.0)","(61.0, 490.0, 154.0)","(1.55, 2.04, 2.032638888888889)","(18.0, 50.0, 47.227272727272734)"
11-01-2023 21:19:02.501033,"(4.8, 8.6, 7.199999999999999)","(4.8, 7.6, 6.776470588235294)","(21.0, 85.0, 64.28571428571429)","(10.0, 26.0, 23.0)","(21.0, 55.0, 30.0)","(61.0, 490.0, 206.66666666666666)","(1.55, 2.04, 1.884)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:03.738117,"(4.8, 8.6, 6.359999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 80.0, 70.19999999999999)","(10.0, 26.0, 23.0)","(21.0, 55.0, 30.0)","(61.0, 480.0, 265.0)","(1.55, 2.04, 1.9100000000000001)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:04.968511,"(4.8, 8.6, 6.359999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 23.5)","(21.0, 55.0, 30.0)","(61.0, 460.0, 265.0)","(1.55, 2.04, 1.816875)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:06.250901,"(4.8, 8.4, 6.32)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 27.0, 23.5)","(21.0, 55.0, 30.0)","(61.0, 460.0, 265.0)","(1.55, 2.04, 1.74)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:07.516497,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 27.0, 21.166666666666668)","(21.0, 55.0, 30.0)","(61.0, 460.0, 265.0)","(1.55, 2.04, 1.74)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:08.702353,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 27.0, 21.5)","(21.0, 55.0, 30.0)","(61.0, 460.0, 182.5)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:09.938515,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.5)","(21.0, 55.0, 30.0)","(61.0, 520.0, 154.0)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:11.153039,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 490.0, 172.5)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:12.366248,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 480.0, 172.5)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:13.551518,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 480.0, 172.5)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:14.700432,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 480.0, 172.5)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:15.825598,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 480.0, 265.0)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:17.017154,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 460.0, 265.0)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:18.196124,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 30.0)","(61.0, 460.0, 265.0)","(1.55, 2.04, 1.915)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:19.455600,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 55.0, 36.5)","(61.0, 460.0, 265.0)","(1.55, 2.04, 1.9425)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:20.797711,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 48.0, 30.75)","(61.0, 460.0, 121.25)","(1.55, 2.0, 1.9425)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:22.032825,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 48.0, 30.75)","(61.0, 480.0, 203.33333333333334)","(1.55, 2.0, 1.9425)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:23.298326,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 48.0, 30.75)","(61.0, 470.0, 203.33333333333334)","(1.55, 2.0, 1.9425)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:24.713827,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 48.0, 30.75)","(61.0, 470.0, 203.33333333333334)","(1.55, 2.0, 1.9425)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:25.980200,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 48.0, 30.75)","(61.0, 470.0, 203.33333333333334)","(1.55, 2.0, 1.9425)","(18.0, 50.0, 39.83333333333333)"
11-01-2023 21:19:27.335034,"(4.8, 8.2, 6.279999999999999)","(4.8, 7.4, 6.885714285714286)","(21.0, 75.0, 70.19999999999999)","(10.0, 26.0, 21.2)","(21.0, 48.0, 30.75)","(61.0, 470.0, 203.33333333333334)","(1.55, 2.0, 1.9264000000000001)","(18.0, 50.0, 39.83333333333333)"
