,Ben Stars,Bold Smuggler,Ikigai Star,Mias Dream,Aleaco,Doom Diva,Bettalatethannever,Noise Works,Sweet Jina,Azure De Lago,Readyentime,Rose Alice,Cashway
10-01-2023 16:00:44.714625,"(18.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0666666666666664)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 145.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 18.0, 15.0)","(101.0, 170.0, 163.33333333333334)","(101.0, 230.0, 224.0)"
10-01-2023 16:00:46.176779,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0666666666666664)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 145.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 170.0, 168.33333333333334)","(101.0, 230.0, 224.0)"
10-01-2023 16:00:47.549027,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0666666666666664)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 145.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 210.0, 168.0)","(101.0, 230.0, 224.0)"
10-01-2023 16:00:49.084646,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0666666666666664)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 224.0)"
10-01-2023 16:00:50.587741,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0666666666666664)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 224.0)"
10-01-2023 16:00:52.156846,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.081818181818182)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:00:53.576877,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.081818181818182)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:00:55.081659,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.081818181818182)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:00:56.634694,"(17.0, 29.0, 27.5)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0722222222222224)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:00:58.047159,"(17.0, 29.0, 26.272727272727273)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.066666666666667)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:00:59.569230,"(17.0, 29.0, 26.272727272727273)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.066666666666667)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 160.0)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:00.994497,"(17.0, 29.0, 26.272727272727273)","(6.5, 9.6, 9.336)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.066666666666667)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 29.57142857142857)","(4.2, 5.6, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:02.492009,"(17.0, 29.0, 26.272727272727273)","(6.5, 9.6, 9.226666666666667)","(15.0, 18.0, 17.2)","(3.0, 3.1, 3.0717391304347825)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.2, 5.6, 5.4)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 168.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:03.950666,"(17.0, 29.0, 24.0)","(6.5, 9.6, 9.226666666666667)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.5, 5.4)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 181.1764705882353)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:05.638765,"(17.0, 29.0, 24.5)","(6.5, 9.6, 9.28888888888889)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.5, 5.4)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 181.1764705882353)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:07.091457,"(17.0, 28.0, 24.5)","(6.5, 9.6, 9.28888888888889)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.5, 12.653846153846153)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.5, 5.373333333333334)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 200.0, 181.76470588235293)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:08.626626,"(17.0, 29.0, 25.0)","(6.5, 9.6, 9.28888888888889)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.5, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.4, 5.5227272727272725)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 190.0, 181.76470588235293)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:10.403738,"(17.0, 29.0, 27.0)","(6.5, 9.6, 9.28888888888889)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.6, 5.518518518518518)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 180.0, 172.94117647058823)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:12.073345,"(17.0, 29.0, 27.0)","(6.5, 9.6, 9.28888888888889)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.6, 5.518518518518518)","(101.0, 220.0, 180.0)","(10.0, 15.5, 15.0)","(101.0, 180.0, 172.94117647058823)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:13.581128,"(17.0, 29.0, 27.0)","(6.5, 9.6, 9.226666666666667)","(15.0, 18.0, 17.307692307692307)","(3.0, 3.1, 3.0767441860465117)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.6, 5.518518518518518)","(101.0, 220.0, 180.0)","(10.0, 16.5, 15.333333333333334)","(101.0, 180.0, 172.94117647058823)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:15.313083,"(17.0, 29.0, 27.0)","(6.5, 9.6, 9.3)","(15.0, 18.0, 18.333333333333332)","(3.0, 3.1, 3.155555555555556)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.6, 5.176470588235294)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 172.94117647058823)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:17.077052,"(17.0, 29.0, 25.5)","(6.5, 9.6, 9.3)","(15.0, 20.0, 18.333333333333332)","(3.0, 3.2, 3.2083333333333335)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 186.66666666666666)","(21.0, 30.0, 28.8)","(4.4, 5.1, 5.084158415841584)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 167.3684210526316)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:18.746802,"(17.0, 29.0, 25.5)","(6.5, 9.6, 9.3)","(15.0, 20.0, 18.5)","(3.0, 3.25, 3.2136363636363634)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 152.5)","(21.0, 30.0, 28.8)","(4.4, 5.1, 4.85)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 167.3684210526316)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:20.375059,"(17.0, 28.0, 25.5)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.227272727272727)","(2.9, 3.25, 3.2944444444444443)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 152.5)","(21.0, 30.0, 28.8)","(4.2, 4.9, 4.865517241379311)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:22.103116,"(17.0, 29.0, 25.5)","(6.5, 9.6, 9.3)","(15.0, 19.5, 19.064516129032256)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 152.5)","(21.0, 30.0, 28.8)","(4.2, 4.9, 4.766666666666667)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:23.838747,"(17.0, 29.0, 23.0)","(6.5, 9.6, 9.3)","(15.0, 19.5, 19.064516129032256)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 152.5)","(21.0, 30.0, 28.666666666666668)","(4.2, 4.9, 4.766666666666667)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:25.545793,"(17.0, 28.0, 22.857142857142858)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.3)","(101.0, 220.0, 152.5)","(21.0, 30.0, 28.666666666666668)","(4.2, 4.9, 4.766666666666667)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 165.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:27.216979,"(17.0, 28.0, 25.0)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.090909090909092)","(9.0, 13.5, 13.166666666666666)","(101.0, 220.0, 152.5)","(21.0, 30.0, 28.666666666666668)","(4.2, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 180.0, 165.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:28.908008,"(17.0, 28.0, 25.0)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(2.9, 3.35, 3.275)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 13.192307692307693)","(101.0, 220.0, 152.5)","(21.0, 30.0, 27.333333333333332)","(4.2, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.75)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:30.595880,"(17.0, 28.0, 25.0)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 13.1)","(101.0, 220.0, 152.5)","(21.0, 30.0, 29.0)","(4.2, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.807692307692308)","(101.0, 180.0, 167.3684210526316)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:32.267175,"(17.0, 28.0, 24.5)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 13.1)","(101.0, 220.0, 152.5)","(21.0, 30.0, 29.0)","(4.2, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.6)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:33.960307,"(17.0, 28.0, 24.5)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(2.9, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 13.1)","(101.0, 220.0, 152.5)","(21.0, 30.0, 29.0)","(4.2, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.6)","(101.0, 180.0, 166.66666666666669)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:35.585056,"(17.0, 28.0, 24.5)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(3.0, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 12.75)","(101.0, 220.0, 152.5)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.6)","(101.0, 180.0, 145.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:37.331927,"(17.0, 28.0, 26.0)","(6.5, 9.6, 9.3)","(15.0, 19.5, 18.75)","(3.0, 3.35, 3.2710526315789474)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 12.75)","(101.0, 220.0, 152.5)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.6)","(101.0, 160.0, 145.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:38.956576,"(17.0, 28.0, 26.0)","(6.5, 9.6, 10.157894736842106)","(15.0, 19.5, 18.115384615384617)","(3.0, 3.35, 3.2041666666666666)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 12.75)","(101.0, 220.0, 152.5)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 160.0, 176.66666666666666)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:40.688368,"(16.0, 28.0, 26.6)","(6.5, 11.0, 10.410526315789474)","(15.0, 19.5, 18.115384615384617)","(3.0, 3.25, 3.2041666666666666)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 12.75)","(101.0, 220.0, 152.5)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.5)","(101.0, 200.0, 171.73913043478262)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:42.304176,"(16.0, 28.0, 27.125)","(6.5, 11.0, 10.778947368421052)","(15.0, 19.5, 18.115384615384617)","(3.0, 3.25, 3.2041666666666666)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 12.75)","(101.0, 220.0, 152.5)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 16.0, 15.1)","(101.0, 190.0, 171.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:43.959282,"(16.0, 28.0, 25.285714285714285)","(6.5, 11.0, 10.63076923076923)","(15.0, 19.5, 18.115384615384617)","(3.0, 3.25, 3.2041666666666666)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 13.0)","(101.0, 220.0, 152.5)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 17.5, 16.0)","(101.0, 180.0, 164.73684210526318)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:45.589463,"(16.0, 27.0, 26.5)","(6.5, 11.0, 10.63076923076923)","(15.0, 19.5, 18.115384615384617)","(3.0, 3.25, 3.191666666666667)","(10.0, 13.0, 12.074074074074074)","(9.0, 13.5, 14.619047619047619)","(101.0, 220.0, 166.0)","(20.0, 30.0, 29.0)","(4.4, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 17.0, 15.2)","(101.0, 170.0, 164.44444444444446)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:47.230679,"(16.0, 32.0, 25.5)","(6.5, 11.0, 10.466666666666667)","(15.0, 19.5, 18.115384615384617)","(3.1, 3.2, 3.18)","(10.0, 13.0, 12.074074074074074)","(9.0, 15.0, 14.342105263157894)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.9, 4.7629629629629635)","(101.0, 220.0, 180.0)","(10.0, 17.0, 15.5)","(101.0, 170.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:48.784751,"(16.0, 30.0, 25.8)","(6.5, 11.0, 10.466666666666667)","(15.0, 19.5, 18.115384615384617)","(3.1, 3.2, 3.18)","(10.0, 13.0, 12.074074074074074)","(9.0, 14.5, 14.342105263157894)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.9, 4.786666666666666)","(101.0, 220.0, 180.0)","(10.0, 17.0, 15.5)","(101.0, 190.0, 156.66666666666666)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:50.389161,"(16.0, 29.0, 25.0)","(6.5, 11.0, 10.466666666666667)","(15.0, 19.5, 18.272727272727273)","(3.1, 3.2, 3.1833333333333336)","(10.0, 13.0, 12.083333333333334)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 28.5)","(4.2, 4.8, 4.7875)","(101.0, 220.0, 180.0)","(10.0, 17.0, 16.4)","(101.0, 180.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:51.998119,"(16.0, 28.0, 24.5)","(6.5, 11.0, 10.466666666666667)","(15.0, 19.5, 18.272727272727273)","(3.1, 3.2, 3.2055555555555557)","(10.0, 12.5, 12.083333333333334)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 28.5)","(4.2, 4.8, 4.786666666666666)","(101.0, 220.0, 167.5)","(10.0, 17.0, 16.4)","(101.0, 180.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:53.675337,"(16.0, 27.0, 24.5)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.5, 18.272727272727273)","(3.1, 3.25, 3.2055555555555557)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 28.5)","(4.2, 4.8, 4.786666666666666)","(101.0, 220.0, 176.66666666666666)","(10.0, 17.0, 16.4)","(101.0, 170.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:55.297236,"(16.0, 27.0, 25.333333333333332)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.5, 18.5)","(3.1, 3.25, 3.21)","(10.0, 12.5, 12.0)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 28.5)","(4.2, 4.8, 4.7875)","(101.0, 210.0, 170.0)","(10.0, 17.0, 15.5)","(101.0, 170.0, 160.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:57.099760,"(16.0, 28.0, 24.5)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.0, 18.285714285714285)","(3.1, 3.25, 3.21)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 28.5)","(4.2, 4.8, 4.7875)","(101.0, 190.0, 170.0)","(10.0, 16.5, 15.5)","(101.0, 200.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:01:58.867820,"(16.0, 28.0, 24.5)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.0, 18.125)","(3.1, 3.25, 3.109259259259259)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 28.5)","(4.2, 4.8, 4.7875)","(101.0, 190.0, 170.0)","(10.0, 16.5, 15.5)","(101.0, 200.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:00.495289,"(16.0, 28.0, 24.5)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.0, 17.4)","(3.1, 3.15, 3.109259259259259)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.8, 4.7875)","(101.0, 190.0, 176.66666666666666)","(10.0, 16.5, 16.4)","(101.0, 200.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:02.125159,"(16.0, 28.0, 27.2)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.0, 17.4)","(3.1, 3.15, 3.109259259259259)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.8, 4.7875)","(101.0, 210.0, 176.66666666666666)","(10.0, 17.0, 16.8)","(101.0, 200.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:03.812467,"(16.0, 28.0, 25.666666666666668)","(6.5, 11.0, 10.578947368421053)","(15.0, 19.0, 17.4)","(3.1, 3.15, 3.109259259259259)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 14.05)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.8, 4.7875)","(101.0, 210.0, 183.33333333333334)","(10.0, 17.5, 16.8)","(101.0, 200.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:05.468385,"(16.0, 28.0, 25.666666666666668)","(6.5, 11.0, 10.428571428571429)","(15.0, 19.0, 17.8)","(3.1, 3.15, 3.0935897435897433)","(10.0, 12.5, 12.136363636363637)","(9.0, 14.5, 13.7)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.8, 4.78125)","(101.0, 230.0, 183.33333333333334)","(10.0, 17.5, 16.5)","(101.0, 200.0, 150.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:07.289880,"(16.0, 28.0, 26.8)","(6.5, 11.0, 10.428571428571429)","(15.0, 19.0, 17.8)","(3.1, 3.15, 3.079032258064516)","(10.0, 12.5, 12.136363636363637)","(9.0, 15.0, 13.7)","(101.0, 220.0, 166.0)","(20.0, 30.0, 27.333333333333332)","(4.2, 4.8, 4.78125)","(101.0, 230.0, 163.33333333333334)","(10.0, 17.5, 17.0)","(101.0, 200.0, 173.33333333333331)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:09.985727,"(16.0, 28.0, 26.8)","(7.0, 11.0, 10.428571428571429)","(15.0, 19.0, 17.8)","(3.1, 3.15, 3.0693548387096774)","(10.0, 12.5, 12.136363636363637)","(8.5, 15.0, 13.7)","(101.0, 220.0, 160.0)","(19.0, 30.0, 27.333333333333332)","(4.2, 4.8, 4.78125)","(101.0, 230.0, 163.33333333333334)","(10.0, 17.5, 17.0)","(101.0, 200.0, 178.94736842105263)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:12.504020,"(16.0, 28.0, 27.642857142857142)","(7.0, 11.0, 10.555555555555555)","(15.0, 19.0, 17.666666666666668)","(3.1, 3.15, 3.0307692307692307)","(10.0, 12.5, 11.75925925925926)","(8.5, 15.0, 13.7)","(101.0, 230.0, 196.66666666666666)","(19.0, 30.0, 29.0)","(4.2, 4.8, 4.795774647887324)","(101.0, 230.0, 183.33333333333334)","(10.0, 18.5, 16.555555555555557)","(101.0, 200.0, 175.0)","(101.0, 230.0, 205.0)"
10-01-2023 16:02:14.373226,"(16.0, 28.0, 27.642857142857142)","(7.0, 11.0, 10.619047619047619)","(15.0, 19.0, 17.666666666666668)","(3.1, 3.1, 3.04)","(10.0, 12.5, 11.785714285714286)","(8.5, 15.0, 13.7)","(101.0, 230.0, 196.66666666666666)","(19.0, 30.0, 29.0)","(4.2, 4.8, 4.795774647887324)","(101.0, 230.0, 183.33333333333334)","(10.0, 18.5, 17.4)","(101.0, 200.0, 175.0)","(101.0, 230.0, 205.0)"
