,Yoha Nz,Brevity,Smooth Overarm Nz,Reactor Factor,Full Brother,Arabella Star,Atomicstar
10-01-2023 15:10:16.510858,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.218181818181818)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:17.506079,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.218181818181818)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:18.528066,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.218181818181818)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:19.578859,"(101.0, 99999, 99990)","(71.0, 210.0, 179.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.218181818181818)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:20.648542,"(101.0, 99999, 99990)","(71.0, 210.0, 167.14285714285714)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.218181818181818)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:21.750068,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.218181818181818)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:22.810269,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.0)","(4.8, 7.2, 6.2)","(3.8, 6.6, 6.084375)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:24.001365,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.4, 2.968)","(4.8, 7.2, 6.65)","(3.8, 6.6, 6.084375)","(6.5, 11.0, 8.0)"
10-01-2023 15:10:25.205177,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.4, 3.105)","(4.8, 7.2, 6.65)","(3.8, 6.6, 5.853846153846154)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:27.946584,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.35, 3.105)","(4.8, 7.2, 6.65)","(3.8, 6.2, 5.975)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:29.361651,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.35, 3.105)","(4.8, 7.2, 6.65)","(3.8, 6.2, 5.975)","(6.5, 11.0, 8.0)"
10-01-2023 15:10:30.737917,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.35, 3.038181818181818)","(4.8, 7.2, 6.65)","(3.8, 6.2, 5.975)","(6.5, 11.0, 8.0)"
10-01-2023 15:10:32.140550,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.35, 3.038181818181818)","(4.8, 7.2, 6.65)","(3.8, 6.2, 5.975)","(6.5, 11.0, 8.0)"
10-01-2023 15:10:33.348701,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.0969230769230767)","(4.8, 7.2, 6.2)","(3.8, 6.2, 5.54375)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:34.422469,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.0524999999999998)","(4.8, 7.2, 6.2)","(3.8, 6.2, 5.647368421052631)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:35.586104,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.0524999999999998)","(4.8, 7.2, 6.2)","(3.8, 6.2, 5.647368421052631)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:36.859762,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.0524999999999998)","(4.8, 7.2, 6.2)","(3.8, 6.2, 5.2)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:38.069432,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.0524999999999998)","(4.8, 7.2, 6.2)","(3.8, 6.0, 5.7)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:39.355610,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.009230769230769)","(4.8, 7.2, 6.2)","(3.8, 5.9, 5.7)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:10:40.650823,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.0637499999999998)","(4.8, 7.2, 5.449999999999999)","(3.8, 5.9, 5.666666666666667)","(6.5, 11.0, 7.923076923076923)"
10-01-2023 15:10:41.811015,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.174)","(4.8, 7.2, 5.449999999999999)","(3.8, 5.9, 5.74)","(6.5, 11.0, 7.923076923076923)"
10-01-2023 15:10:43.063593,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.106153846153846)","(4.8, 7.2, 5.449999999999999)","(3.8, 5.9, 5.8)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:44.215266,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.106153846153846)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.6, 5.864285714285715)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:45.350426,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.106153846153846)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.4, 5.4625)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:46.640008,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.106153846153846)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.4, 6.050000000000001)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:47.752760,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.106153846153846)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.4, 6.050000000000001)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:48.945654,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.106153846153846)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.4, 6.050000000000001)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:50.122779,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.3, 3.551851851851852)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.4, 5.8535714285714295)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:51.268773,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.3614285714285717)","(4.8, 7.2, 5.8)","(3.8, 6.4, 4.885714285714286)","(6.5, 11.0, 8.72)"
10-01-2023 15:10:52.416456,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.95, 3.7444444444444445)","(4.8, 7.2, 5.8)","(3.8, 6.2, 5.684615384615385)","(6.5, 11.0, 8.72)"
10-01-2023 15:10:53.557314,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.85, 3.5066666666666664)","(4.8, 7.2, 5.8)","(3.8, 6.0, 5.5)","(6.5, 11.0, 8.72)"
10-01-2023 15:10:54.732356,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5066666666666664)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 4.875)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:55.889910,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.433333333333333)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.359375)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:10:57.041114,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5066666666666664)","(4.8, 7.2, 5.8)","(3.8, 6.0, 5.684615384615385)","(6.5, 11.0, 8.72)"
10-01-2023 15:10:58.172658,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5066666666666664)","(4.8, 7.2, 5.8)","(3.8, 6.0, 5.28)","(6.5, 11.0, 8.72)"
10-01-2023 15:10:59.384601,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5066666666666664)","(4.8, 7.2, 5.8)","(3.8, 6.0, 5.716666666666667)","(6.5, 11.0, 8.72)"
10-01-2023 15:11:00.514542,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.769230769230769)","(4.8, 7.2, 5.8)","(3.8, 6.0, 5.75)","(6.5, 11.0, 8.72)"
10-01-2023 15:11:01.587678,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:02.709083,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:03.812126,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:05.005578,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:06.210242,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:07.446863,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:08.615126,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:09.799429,"(101.0, 99999, 99990)","(71.0, 200.0, 130.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.81)","(4.8, 7.2, 5.8)","(3.8, 6.0, 5.539285714285715)","(6.5, 11.0, 8.72)"
10-01-2023 15:11:10.911325,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.539285714285715)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:12.095533,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5749999999999997)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.560714285714286)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:13.170738,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5749999999999997)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.0)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:14.417879,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5749999999999997)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:15.543653,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:16.678310,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.325)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:17.806580,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.478571428571428)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.325)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:18.980005,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5954545454545452)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:20.132846,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5954545454545452)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.635714285714286)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:21.319016,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5954545454545452)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:22.338490,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5954545454545452)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:23.374633,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.65)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:24.544498,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.65)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:25.722014,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.65)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:26.881083,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.65)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:28.087998,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.45)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:29.273720,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.45)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.325)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:30.441550,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:31.627439,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.0)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:32.669561,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:33.965220,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:35.240465,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.325)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:36.600851,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.2)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:38.063609,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.0)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:39.532878,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:41.242833,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:42.581494,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:43.672547,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.630769230769231)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:44.700508,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:45.897480,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:47.156445,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:48.321232,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:49.506544,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.4)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:50.642958,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.653846153846154)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:51.716770,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:52.749406,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:53.865218,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.5214285714285714)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.325)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:55.047819,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.605)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:56.281561,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.605)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:57.482317,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.4749999999999996)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.5928571428571425)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:58.727240,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.4749999999999996)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.325)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:11:59.832940,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.4485714285714284)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:12:00.989617,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.4485714285714284)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.0, 5.607692307692307)","(6.5, 11.0, 8.285714285714286)"
10-01-2023 15:12:02.068370,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.8, 3.596)","(4.8, 7.2, 6.05)","(3.8, 6.0, 5.75)","(6.5, 11.0, 9.84)"
10-01-2023 15:12:03.078962,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.75, 3.162857142857143)","(4.8, 7.0, 5.949999999999999)","(3.8, 5.9, 5.346666666666667)","(6.5, 10.5, 8.666666666666666)"
10-01-2023 15:12:04.083906,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.162857142857143)","(4.8, 6.8, 6.0)","(3.8, 5.8, 5.3)","(6.5, 10.5, 9.066666666666666)"
10-01-2023 15:12:05.206203,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.4375)","(4.8, 7.8, 6.35)","(3.8, 5.8, 6.2)","(6.5, 10.0, 9.280000000000001)"
10-01-2023 15:12:06.328291,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.4375)","(4.8, 7.6, 5.516666666666667)","(3.8, 6.8, 5.5)","(6.5, 9.8, 8.355555555555556)"
10-01-2023 15:12:07.463875,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.1062499999999997)","(4.8, 7.6, 5.866666666666666)","(3.8, 5.6, 6.033333333333333)","(6.5, 9.8, 8.559999999999999)"
10-01-2023 15:12:08.615054,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.65, 3.4047619047619047)","(4.8, 7.4, 5.483333333333333)","(3.8, 6.8, 5.6)","(6.5, 9.6, 7.975)"
10-01-2023 15:12:09.688976,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.6, 3.3666666666666663)","(4.8, 7.4, 5.449999999999999)","(3.8, 6.6, 5.792857142857143)","(6.5, 9.6, 7.9)"
10-01-2023 15:12:10.766742,"(101.0, 99999, 99990)","(71.0, 200.0, 160.0)","(4.8, 99999, 99990)","(2.2, 3.55, 3.3666666666666663)","(4.8, 7.2, 5.449999999999999)","(3.8, 6.4, 5.792857142857143)","(6.5, 9.4, 8.5)"
10-01-2023 15:12:11.828277,"(101.0, 99999, 99990)","(71.0, 200.0, 146.0)","(4.8, 99999, 99990)","(2.2, 3.55, 3.3666666666666663)","(4.8, 7.2, 5.733333333333333)","(3.8, 6.4, 5.927272727272728)","(6.5, 9.0, 8.5)"
10-01-2023 15:12:12.801442,"(101.0, 99999, 99990)","(71.0, 200.0, 146.0)","(4.8, 99999, 99990)","(2.2, 3.55, 3.3666666666666663)","(4.8, 7.0, 6.05)","(3.8, 6.2, 5.963636363636364)","(6.5, 9.0, 10.0)"
10-01-2023 15:12:13.727493,"(101.0, 99999, 99990)","(71.0, 200.0, 146.0)","(4.8, 99999, 99990)","(2.2, 4.0, 3.8073684210526313)","(4.8, 6.8, 5.383333333333333)","(3.8, 6.2, 5.992857142857143)","(6.5, 11.0, 8.5)"
