,Yoha Nz,Brevity,Smooth Overarm Nz,Reactor Factor,Full Brother,Arabella Star,Atomicstar
10-01-2023 15:07:39.973324,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.271428571428571)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:41.002874,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.142857142857142)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:42.084137,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.142857142857142)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:43.163119,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.142857142857142)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:44.263288,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.142857142857142)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:45.344480,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.185714285714286)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:46.352046,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.5040000000000004)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.185714285714286)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:47.338568,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 5.115384615384615)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:48.379536,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.271428571428571)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:49.449848,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.271428571428571)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:50.543416,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.271428571428571)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:51.577154,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.271428571428571)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:52.541693,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.271428571428571)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:53.506872,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 5.473684210526316)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:54.562809,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 5.473684210526316)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:55.628612,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 5.473684210526316)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:56.695776,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 4.633333333333334)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:57.759081,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.3230769230769233)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.0, 4.4)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:58.826965,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.857142857142857)","(3.8, 6.2, 5.345454545454546)","(6.5, 11.0, 8.0)"
10-01-2023 15:07:59.830640,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 6.2, 5.305555555555555)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:00.840047,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 6.2, 5.305555555555555)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:01.897346,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 6.2, 4.23125)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:02.992208,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 6.2, 4.23125)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:04.090617,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 6.2, 5.633333333333334)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:05.066142,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 5.12)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:06.052512,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 5.607692307692308)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:07.063386,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.7)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:08.154614,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.7)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:09.248129,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.7)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:10.328470,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.7)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:11.386454,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 5.3875)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:12.370820,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.6000000000000005)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:13.353661,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.6000000000000005)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:14.385383,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.6000000000000005)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:15.553130,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.5)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:16.818116,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.5)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:18.145156,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.5)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:19.228426,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.5)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:20.322165,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.0777777777777775)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:21.507303,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.0777777777777775)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:22.538979,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.24)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:23.632630,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 5.423076923076923)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:24.736325,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.7, 5.423076923076923)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:25.776244,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.7, 5.473333333333334)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:26.880403,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.7, 5.3)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:27.965423,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.7, 4.833333333333334)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:28.932184,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.7, 4.614285714285715)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:30.039009,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.9, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:31.158929,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:32.218695,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:33.188312,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:34.133862,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 3.1)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:35.111775,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.7, 2.9120000000000004)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:36.331445,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.6, 2.9120000000000004)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:37.391139,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.6, 3.226)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:38.604357,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.55, 2.8825000000000003)","(4.8, 7.6, 6.949999999999999)","(3.8, 5.8, 4.866666666666667)","(6.5, 11.0, 8.0)"
10-01-2023 15:08:39.873041,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8825000000000003)","(4.8, 7.6, 6.418181818181818)","(3.8, 5.8, 5.366666666666666)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:41.040803,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8825000000000003)","(4.8, 7.6, 6.418181818181818)","(3.8, 5.8, 5.457894736842105)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:42.121553,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8825000000000003)","(4.8, 7.6, 6.418181818181818)","(3.8, 5.9, 5.300000000000001)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:43.293309,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.6, 6.44)","(3.8, 5.9, 5.409090909090909)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:44.280661,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.4, 6.0285714285714285)","(3.8, 5.9, 5.409090909090909)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:45.287445,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.4, 6.2)","(3.8, 5.9, 5.521052631578947)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:46.292767,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.9, 5.521052631578947)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:47.290358,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.9, 5.521052631578947)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:48.322768,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.9, 5.409090909090909)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:49.404335,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.9, 5.59375)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:50.471248,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:51.528830,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:52.592996,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:53.603386,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:54.657075,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:55.607837,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:56.833894,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:57.916083,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:08:59.012893,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.3)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:00.180856,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:01.390139,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:02.540572,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:03.662507,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:04.651180,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:05.631667,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:06.757378,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:07.925031,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:09.036983,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:10.263396,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:11.491124,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8600000000000003)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:12.673963,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:13.856395,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:14.922624,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.1)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:15.964198,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.8, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:17.047517,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:18.199243,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:19.555446,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:20.857048,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:22.134859,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:23.635552,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:24.967678,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:26.267287,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:27.324829,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:28.412862,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:29.601621,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
10-01-2023 15:09:30.827099,"(101.0, 99999, 99990)","(71.0, 220.0, 187.0)","(4.8, 99999, 99990)","(2.2, 3.5, 2.8436363636363637)","(4.8, 7.2, 6.2)","(3.8, 5.7, 5.07)","(6.5, 11.0, 7.666666666666667)"
