,Cincinati Cyndie,Queen Of Cakes,Little Ripper,Special Was It,Desleys Girl,Commands Respect,Ticket To Venus
11-01-2023 15:05:53.262140,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 15:05:54.282668,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 15:05:55.289890,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 53.888888888888886)"
11-01-2023 15:05:56.453931,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:05:57.613996,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:05:58.786806,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:05:59.960000,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:00.990342,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:02.113797,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:03.283830,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:04.395177,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:05.452840,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:06.431669,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:07.598799,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:08.755620,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:09.859757,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:11.082054,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:12.274800,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:13.435555,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.590909090909093)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:14.644776,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:16.002282,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:17.210638,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:18.293600,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:19.464926,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:20.567547,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:21.672044,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:22.968293,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:24.339330,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:25.523216,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:26.638803,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:27.711444,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:28.949156,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:30.220885,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:31.264245,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:32.248084,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:33.284356,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:34.334886,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:35.376065,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:36.372151,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:37.505989,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:38.689910,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:39.904378,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:40.961768,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:42.023234,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:43.123854,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:44.137104,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:45.188304,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:46.563371,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:47.671827,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:48.900350,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.7044444444444444)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:50.097419,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:51.440240,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:52.666553,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:54.028639,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:55.198435,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:56.258007,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:57.419859,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:58.615546,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:06:59.711172,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:07:00.806762,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 19.306666666666665)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.450000000000003)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 58.5)"
11-01-2023 15:07:02.008648,"(3.7, 6.8, 3.768421052631579)","(61.0, 550.0, 504.5454545454545)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 95.0, 200.0)"
11-01-2023 15:07:03.142888,"(3.7, 12.0, 3.95)","(61.0, 550.0, 449.6)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:04.243919,"(3.7, 12.0, 3.95)","(61.0, 550.0, 449.6)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:05.398515,"(3.7, 12.0, 3.95)","(61.0, 550.0, 449.6)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:06.665203,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:07.772506,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:08.907159,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:10.086177,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:11.209454,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:12.233564,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:13.219331,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:14.319459,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:15.625309,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:16.734185,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:18.056600,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:19.358499,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:20.500302,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:21.660353,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:22.780820,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:23.925688,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:25.103486,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:26.259151,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:27.339995,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:28.437142,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:29.532904,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:30.609246,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:31.660785,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:32.696985,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:33.818864,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:34.969579,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:36.234099,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:37.445138,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:38.668374,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
11-01-2023 15:07:40.270836,"(3.7, 12.0, 3.95)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.94)","(2.6, 4.2, 2.825)","(12.0, 28.0, 26.055555555555557)","(2.5, 3.35, 2.5566666666666666)","(21.0, 260.0, 200.0)"
