,Cincinati Cyndie,Queen Of Cakes,Little Ripper,Special Was It,Desleys Girl,Commands Respect,Ticket To Venus
11-01-2023 15:08:09.368021,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.7, 4.557894736842106)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:10.464974,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.7, 4.557894736842106)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:11.651350,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:12.800196,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:14.083195,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:15.333671,"(3.7, 5.8, 3.875)","(61.0, 550.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:16.453813,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:17.568038,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:18.677564,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:19.774166,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:20.877954,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:21.943808,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:23.027962,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:24.149619,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:25.330663,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:26.287285,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:27.368650,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:28.448362,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:29.527680,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:30.762818,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:31.856795,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.3999999999999995)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.7594594594594595)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:32.973073,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.984615384615385)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:34.138452,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.984615384615385)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:35.163443,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.984615384615385)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:36.270334,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:37.475549,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:38.712431,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.822222222222223)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:39.909727,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 25.8125)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:41.133463,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:42.484962,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:43.844100,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:44.977472,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:46.275303,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:47.564084,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:48.638279,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:49.865457,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:51.092134,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:52.305137,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:53.457409,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.11111111111111)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:54.603432,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:55.781458,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:56.905015,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:58.013404,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:08:59.088078,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 4.010666666666666)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:00.133935,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4472727272727273)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:01.315185,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4472727272727273)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:02.584688,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4472727272727273)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:03.804386,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:04.886050,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:05.963808,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:07.190159,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:08.359061,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:09.536821,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 17.0)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:10.584712,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 17.880000000000003)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 24.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:11.809706,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:13.044321,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:14.240246,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:15.531989,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.9796610169491524)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:16.912180,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 3.1317346938775508)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:18.100049,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 3.1317346938775508)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:19.289658,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 3.1317346938775508)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:20.500424,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.51625)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:21.770862,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.51625)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:23.011150,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.51625)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:24.273613,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:25.502010,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 13.066666666666666)","(2.6, 5.6, 3.4327272727272726)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:26.773633,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 4.652799999999999)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:27.961184,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.461818181818182)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:29.093214,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.461818181818182)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:30.312493,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.461818181818182)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:31.418293,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.4472727272727273)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:32.481809,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.4472727272727273)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:33.489157,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.0044444444444447)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:34.529391,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:35.783429,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:36.939506,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:38.040623,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:39.169703,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:40.376926,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:41.671055,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:42.876728,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:43.972927,"(3.7, 5.8, 3.875)","(61.0, 450.0, 248.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:45.192346,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:46.388936,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:47.694971,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:48.937935,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:50.196710,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:51.531666,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:52.878994,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:54.284705,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:55.908337,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:57.116067,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:58.332415,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:09:59.589898,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:10:00.697701,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:10:01.788893,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
11-01-2023 15:10:02.913236,"(3.7, 5.8, 3.875)","(61.0, 550.0, 298.0)","(9.0, 20.0, 18.7)","(2.6, 5.6, 3.8030769230769232)","(12.0, 28.0, 19.5)","(2.5, 3.35, 2.6259259259259258)","(21.0, 260.0, 200.0)"
