,Wedding Night,Just One Good One Nz,Looks Just Right,Keayang Sponge Bob,Bella Godiva,Todays Hero,Trioli,Chang,Man Of Action Nz,Tulhurst Cuddles
06-01-2023 13:05:15.655437,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6580000000000004)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:16.795188,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6580000000000004)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:17.923787,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:19.225361,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:20.355402,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:21.519550,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:22.660538,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:23.782078,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:24.872181,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:25.957472,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:27.085756,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6514285714285717)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:28.194863,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.664615384615385)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:29.439319,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6500000000000004)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:30.636278,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6500000000000004)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:32.015686,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6500000000000004)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:33.466602,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:34.662709,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:36.035750,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:37.618315,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.4, 4.699999999999999)"
06-01-2023 13:05:39.013434,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:40.419975,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:41.685249,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:42.873882,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:44.128014,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:45.348052,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:46.651888,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:48.015404,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:49.446720,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:50.731278,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 6.233333333333333)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:51.982819,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:53.153170,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:54.415354,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:55.737956,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:57.019783,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.699999999999999)"
06-01-2023 13:05:58.324151,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.3, 4.666666666666666)"
06-01-2023 13:05:59.597642,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:00.830772,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:02.053219,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:03.355226,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:04.651526,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:05.921369,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6571428571428575)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:07.232796,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:08.590599,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:09.899492,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:11.207535,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:12.551073,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:13.913411,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.666666666666666)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 26.0)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.666666666666666)"
06-01-2023 13:06:15.288326,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6685714285714286)","(5.0, 6.8, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:16.625919,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6672727272727275)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:18.017220,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6672727272727275)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:19.441997,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6672727272727275)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:20.778990,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.662857142857143)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:22.071632,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.662857142857143)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:23.373464,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.662857142857143)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.7555555555555555)"
06-01-2023 13:06:24.708585,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.2, 4.75)"
06-01-2023 13:06:25.985184,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:27.274248,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:28.589863,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:29.853047,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:31.143020,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:32.518299,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:33.892198,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:35.319476,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6729411764705886)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:36.705554,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.674545454545455)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:38.118126,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.674545454545455)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:39.462279,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.674545454545455)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:40.825857,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.674545454545455)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:42.173395,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6733333333333333)","(5.0, 6.6, 5.359999999999999)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:43.479196,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6733333333333333)","(5.0, 6.4, 5.359999999999999)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:44.862872,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6733333333333333)","(5.0, 6.4, 5.359999999999999)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
06-01-2023 13:06:46.268996,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6733333333333333)","(5.0, 6.4, 5.359999999999999)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 5.1, 4.75)"
