,Wedding Night,Just One Good One Nz,Looks Just Right,Keayang Sponge Bob,Bella Godiva,Todays Hero,Trioli,Chang,Man Of Action Nz,Tulhurst Cuddles
06-01-2023 13:07:46.945025,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:48.684997,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:50.321916,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:51.956208,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:53.608132,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:55.120472,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:56.573336,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:57.898720,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:07:59.260323,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:00.712727,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:02.218353,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:03.711384,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:05.157162,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:06.576305,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:07.953968,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:09.514580,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:11.024761,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:12.502917,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:13.788788,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:15.062918,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:16.331284,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:17.723170,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:19.114820,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:20.625594,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:22.449065,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:24.148429,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:25.470094,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:26.862686,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:28.309333,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:29.686706,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:31.080955,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:32.417719,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:33.825398,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:35.215098,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:36.657982,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:38.114812,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:39.465714,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:40.776112,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:42.030878,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:43.315507,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:44.559730,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:45.784846,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:47.092824,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:48.400754,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:49.671873,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:50.883091,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:52.087905,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:53.342353,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:54.598742,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:55.869112,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:57.105578,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:58.327776,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:08:59.577169,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.333333333333334)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:00.887572,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:02.117695,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:03.425819,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:04.742551,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:05.998191,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:07.282905,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:08.561702,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:09.807262,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:11.010911,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:12.237044,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:13.400992,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:14.607510,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:15.824119,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:17.029081,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:18.238432,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:19.518041,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:20.794729,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
06-01-2023 13:09:22.039825,"(51.0, 190.0, 106.66666666666666)","(5.5, 99999, 99990)","(2.45, 2.68, 2.6100000000000003)","(5.0, 6.6, 5.475)","(9.0, 17.0, 15.625)","(21.0, 55.0, 43.0)","(18.0, 38.0, 24.666666666666668)","(61.0, 210.0, 120.0)","(15.0, 99999, 99990)","(4.2, 6.6, 5.333333333333333)"
