,Bandit Butch,Turbulence,Star Present,Start Packing,Nangar Molly,Apollos Fire,Rocking Jewel
09-01-2023 18:19:48.391618,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 63.6)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:49.396960,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 63.6)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:50.393719,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 63.6)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:51.368710,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:52.382501,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:53.356639,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:54.334610,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:55.306029,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:56.274690,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:57.274468,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:58.299194,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:19:59.320446,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:00.403181,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:01.477671,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:02.539937,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.466666666666667)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:03.660359,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:04.657356,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:05.661031,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:06.631954,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:07.687235,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:08.658051,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:09.660866,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:10.620813,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:11.743965,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:12.883104,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 89.33333333333334)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 14.522222222222222)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:13.908480,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:14.975171,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:16.013155,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:16.947433,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:17.888347,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:18.858832,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:19.832654,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:20.874508,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:21.907972,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:23.036109,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:24.092928,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:25.105568,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:26.148335,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:27.149602,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:28.147718,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:29.145496,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:30.095002,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:31.032469,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:32.034287,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:33.059567,"(2.4, 3.4, 2.6844444444444444)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:34.099749,"(2.4, 2.48, 2.476883116883117)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:35.149767,"(2.4, 3.4, 3.165208333333333)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:36.160695,"(2.4, 3.4, 2.582222222222222)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:37.164376,"(2.4, 3.4, 2.582222222222222)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:38.205542,"(2.4, 3.4, 2.582222222222222)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:39.262538,"(2.4, 3.25, 3.088)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:40.300544,"(2.4, 3.25, 3.088)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:41.358839,"(2.4, 3.25, 3.088)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:42.371006,"(2.4, 3.25, 3.088)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.747826086956522)","(3.6, 5.2, 3.84375)","(6.5, 16.5, 13.785714285714286)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:43.398298,"(2.4, 3.25, 3.088)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.9, 3.980769230769231)","(3.6, 5.2, 4.213636363636364)","(6.5, 16.5, 11.95)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:44.423577,"(2.4, 2.74, 2.516)","(21.0, 210.0, 66.0)","(10.0, 19.0, 15.210526315789473)","(3.5, 5.8, 5.016666666666667)","(3.6, 5.2, 4.616666666666666)","(6.5, 16.5, 11.95)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:45.456420,"(2.4, 2.74, 2.54)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 5.016666666666667)","(3.6, 5.1, 4.133333333333333)","(6.5, 16.5, 14.433333333333334)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:46.496533,"(2.4, 2.74, 2.54)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 5.016666666666667)","(3.6, 5.1, 4.633333333333333)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:47.515003,"(2.4, 2.74, 2.708395061728395)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 5.016666666666667)","(3.6, 5.1, 4.633333333333333)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:48.485832,"(2.4, 2.74, 2.708395061728395)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 5.016666666666667)","(3.6, 5.1, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:49.463539,"(2.4, 2.74, 2.708395061728395)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 5.016666666666667)","(3.6, 5.2, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:50.473783,"(2.4, 2.74, 2.7273684210526317)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 4.625)","(3.6, 5.2, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:51.469455,"(2.4, 2.74, 2.7273684210526317)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.6, 4.625)","(3.6, 5.2, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:52.482269,"(2.4, 2.74, 2.7273684210526317)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:53.524093,"(2.4, 2.74, 2.7273684210526317)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:54.550255,"(2.4, 2.74, 2.7273684210526317)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 12.05)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:55.542142,"(2.4, 3.25, 3.238783783783784)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:56.558140,"(2.4, 3.25, 2.855)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:57.603981,"(2.4, 3.25, 2.62)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:58.626228,"(2.4, 3.25, 2.62)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:20:59.695125,"(2.4, 3.25, 2.816875)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 5.016666666666667)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:00.725955,"(2.4, 3.25, 2.816875)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.7, 4.625)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:01.715137,"(2.4, 3.2, 2.72)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.6, 4.949999999999999)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:02.766184,"(2.4, 2.98, 2.7022222222222223)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.4, 5.17)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:03.759871,"(2.4, 2.98, 2.7942857142857145)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 5.17)","(3.6, 5.2, 4.7)","(6.5, 16.5, 10.566666666666666)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:04.729017,"(2.4, 2.98, 2.7942857142857145)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 5.17)","(3.6, 5.2, 4.7)","(6.5, 16.5, 9.28)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:05.678876,"(2.4, 2.98, 2.7942857142857145)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 16.0, 11.55)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:06.606592,"(2.4, 3.05, 2.86)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 15.5, 11.55)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:07.582046,"(2.4, 3.05, 2.97875)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 15.5, 11.85)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:08.572033,"(2.4, 3.05, 2.97875)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 4.7)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:09.678228,"(2.4, 3.05, 2.97875)","(21.0, 210.0, 66.0)","(10.0, 18.5, 17.192307692307693)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.2, 3.976923076923077)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:10.718116,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.5, 4.833333333333334)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:11.731615,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.4, 4.833333333333334)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:12.691014,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.4, 4.833333333333334)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:13.629952,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.4, 4.833333333333334)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:14.588646,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.4, 4.833333333333334)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:15.534459,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.4, 4.833333333333334)","(6.5, 15.5, 13.788888888888888)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:16.559461,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.6, 5.4, 4.833333333333334)","(6.5, 15.5, 13.414285714285715)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:17.575596,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.883333333333333)","(3.5, 5.4, 4.833333333333334)","(6.5, 15.5, 14.283333333333333)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:18.593699,"(2.4, 3.05, 3.028888888888889)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.78)","(3.5, 5.4, 4.833333333333334)","(6.5, 15.5, 14.283333333333333)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:19.656690,"(2.4, 3.05, 2.9124999999999996)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.78)","(3.5, 5.4, 4.833333333333334)","(6.5, 15.5, 14.283333333333333)","(31.0, 230.0, 95.6923076923077)"
09-01-2023 18:21:20.703073,"(2.4, 3.05, 2.9124999999999996)","(21.0, 210.0, 66.0)","(10.0, 18.0, 16.76923076923077)","(3.5, 5.5, 4.78)","(3.5, 5.4, 4.833333333333334)","(6.5, 15.5, 14.283333333333333)","(31.0, 230.0, 95.6923076923077)"
