,Jungle Warrior,Never Compromise,Uncle Jerome,Sir Rockport,Elvirus,Classy Solution,Positive Phil
06-01-2023 12:12:32.988134,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.9, 3.58)"
06-01-2023 12:12:34.045436,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.9, 3.58)"
06-01-2023 12:12:35.102801,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.9, 3.58)"
06-01-2023 12:12:36.206135,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.9, 3.58)"
06-01-2023 12:12:37.345354,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.9, 3.58)"
06-01-2023 12:12:38.453288,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.9, 3.41875)"
06-01-2023 12:12:39.534548,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:40.599492,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:41.623965,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:42.691033,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:43.706191,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:44.687391,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:45.682399,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:46.781201,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:47.923661,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:48.985830,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:50.064930,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:51.199205,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:52.437696,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:53.767245,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:55.053293,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:56.150282,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:57.302328,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:58.478729,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:12:59.794295,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:01.017273,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 5.1)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.833333333333332)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:02.101671,"(11.0, 27.0, 17.666666666666668)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.7, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 15.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:03.199111,"(11.0, 27.0, 18.75)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 5.9, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:04.340343,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:05.464608,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.58)"
06-01-2023 12:13:06.626877,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:08.019258,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:09.459822,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:10.740982,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:12.069585,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:13.387084,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:14.576677,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:15.767026,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:16.831254,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:17.970684,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:19.095166,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:20.158737,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:21.251898,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:22.330604,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:23.514733,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:24.678231,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:25.871319,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:27.049765,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:28.113650,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:29.275818,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.41875)"
06-01-2023 12:13:30.438431,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:31.612383,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:32.763377,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:33.858562,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:35.003864,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:36.183019,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:37.295636,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:38.509460,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:39.743881,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:41.294304,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.58)"
06-01-2023 12:13:42.882247,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 5.475)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:44.206584,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.75)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:45.586054,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.75)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:46.800140,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:47.788059,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:48.878793,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:50.025363,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.58)"
06-01-2023 12:13:51.278694,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.9, 3.41875)"
06-01-2023 12:13:52.458935,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:53.516096,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:54.563607,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:55.673720,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:56.863239,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:58.000416,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.109999999999999)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:13:59.162248,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.3125)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:00.292618,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 6.0, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:01.496528,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 14.166666666666666)","(2.9, 3.95, 3.58)"
06-01-2023 12:14:02.606364,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 5.775)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 15.0)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:03.639159,"(11.0, 27.0, 18.75)","(4.8, 6.4, 5.775)","(26.0, 230.0, 177.25)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 15.0)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:04.803116,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:05.978822,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:07.090417,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:08.377840,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:09.691532,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:10.750811,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:11.677098,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:12.675738,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:13.864805,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 4.414285714285715)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:15.131438,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 5.9, 5.625)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:16.199559,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 6.4, 5.625)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:17.230317,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:18.645945,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 5.742857142857143)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:19.962486,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.2, 6.15)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.41875)"
06-01-2023 12:14:21.406452,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.95, 3.58)"
06-01-2023 12:14:22.656705,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:23.796771,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
06-01-2023 12:14:25.052491,"(11.0, 27.0, 16.333333333333332)","(4.8, 6.4, 6.15)","(26.0, 230.0, 187.8)","(2.7, 6.2, 4.3875)","(16.0, 32.0, 23.200000000000003)","(14.0, 19.5, 16.5)","(2.9, 3.9, 3.58)"
