,Jungle Warrior,Never Compromise,Uncle Jerome,Sir Rockport,Elvirus,Classy Solution,Positive Phil
06-01-2023 12:17:50.756806,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.35)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.3, 5.122222222222222)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.961538461538462)","(2.7, 3.6, 3.44)"
06-01-2023 12:17:52.022619,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.35)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.5, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.44)"
06-01-2023 12:17:53.101877,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.3333333333333335)"
06-01-2023 12:17:54.256188,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.3333333333333335)"
06-01-2023 12:17:55.497447,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.44)"
06-01-2023 12:17:56.825784,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.44)"
06-01-2023 12:17:58.191542,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.44)"
06-01-2023 12:17:59.414869,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.44)"
06-01-2023 12:18:00.550811,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.44)"
06-01-2023 12:18:01.891900,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.199999999999999)","(8.5, 14.0, 13.0)","(9.0, 15.5, 13.5)","(2.7, 3.6, 3.575)"
06-01-2023 12:18:03.112845,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 5.5)","(8.5, 14.0, 13.142857142857142)","(9.0, 15.5, 13.277777777777779)","(2.7, 3.7, 3.6714285714285713)"
06-01-2023 12:18:04.274534,"(10.0, 25.0, 18.75)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.7, 5.5)","(8.5, 14.0, 13.142857142857142)","(9.0, 15.5, 13.5)","(2.7, 3.75, 3.40625)"
06-01-2023 12:18:05.901870,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.7, 5.5)","(8.5, 14.0, 13.142857142857142)","(9.0, 15.5, 13.5)","(2.7, 3.75, 3.40625)"
06-01-2023 12:18:07.286097,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.7, 5.5)","(8.5, 14.0, 13.142857142857142)","(9.0, 15.5, 13.5)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:12.601072,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.7, 5.5)","(8.5, 14.0, 13.142857142857142)","(9.0, 15.5, 13.5)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:14.486444,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.28)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.7, 5.5)","(8.5, 14.0, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:15.834784,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.6)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.7, 5.231578947368421)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:17.232433,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.44)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.4, 5.122222222222222)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:18.517728,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.44)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.2, 5.359999999999999)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:19.765930,"(10.0, 25.0, 17.0)","(5.5, 6.4, 5.76)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.6, 4.949999999999999)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:21.002605,"(10.0, 25.0, 17.0)","(5.5, 6.4, 6.1)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.3, 5.050000000000001)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:22.259771,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.4)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.2, 4.975)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:23.612235,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.8090909090909095)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.2, 5.0285714285714285)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:25.029142,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.433333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.5, 4.266666666666667)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:26.235050,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.433333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.1, 4.8)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:27.493629,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.433333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.1, 4.8)","(8.5, 13.5, 12.25)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.575)"
06-01-2023 12:18:28.888081,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.818181818181818)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.1, 5.025)","(8.5, 13.5, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:30.323241,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.525)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.4, 4.949999999999999)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:31.749889,"(10.0, 25.0, 17.0)","(5.5, 7.0, 5.95)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.3, 4.966666666666667)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:33.015421,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.76)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.5, 4.433333333333334)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4000000000000004)"
06-01-2023 12:18:34.247677,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.818181818181818)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 5.025)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:35.505846,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.818181818181818)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.4, 5.025)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:36.806964,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.818181818181818)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.4, 5.025)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:38.177745,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.72)","(31.0, 230.0, 160.66666666666666)","(3.3, 5.4, 4.5)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:39.618374,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.72)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.8, 4.5)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:40.933464,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.72)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.8, 4.5)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:42.269920,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.72)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.8, 4.0875)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:44.908578,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.72)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.8, 4.0875)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.5, 13.038461538461538)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:46.758424,"(10.0, 25.0, 17.0)","(5.5, 7.0, 6.72)","(31.0, 230.0, 203.875)","(3.3, 4.8, 4.0875)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.5, 14.0)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:48.312806,"(10.0, 25.0, 17.0)","(5.5, 7.0, 5.6)","(31.0, 230.0, 203.875)","(3.3, 4.8, 4.525)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 14.0)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:50.464004,"(10.0, 25.0, 19.333333333333332)","(5.5, 5.6, 5.188235294117647)","(31.0, 230.0, 188.2)","(3.3, 5.2, 4.525)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.0)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:52.338259,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.188235294117647)","(31.0, 230.0, 188.2)","(3.3, 5.2, 4.525)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.75)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:53.634052,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.292307692307692)","(31.0, 230.0, 188.2)","(3.3, 5.2, 4.175)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.2)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:54.812144,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.292307692307692)","(31.0, 230.0, 188.2)","(3.3, 4.5, 4.175)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.2)","(2.7, 3.7, 3.4727272727272727)"
06-01-2023 12:18:56.097330,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.292307692307692)","(31.0, 230.0, 188.2)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.333333333333334)","(2.7, 3.7, 3.7142857142857144)"
06-01-2023 12:18:57.389895,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.155555555555555)","(31.0, 230.0, 188.2)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.333333333333334)","(2.7, 3.8, 3.725)"
06-01-2023 12:18:58.665783,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.155555555555555)","(31.0, 230.0, 188.2)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.333333333333334)","(2.7, 3.9, 3.725)"
06-01-2023 12:18:59.854508,"(10.0, 32.0, 22.5)","(5.5, 5.6, 5.155555555555555)","(31.0, 230.0, 188.2)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.333333333333334)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:01.154328,"(10.0, 36.0, 24.5)","(5.5, 5.6, 5.155555555555555)","(31.0, 230.0, 188.2)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 12.333333333333334)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:02.412575,"(10.0, 38.0, 25.5)","(5.5, 5.0, 4.9)","(31.0, 230.0, 195.16666666666669)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.0)","(9.0, 15.0, 12.333333333333334)","(2.7, 3.9, 3.62)"
06-01-2023 12:19:03.612539,"(10.0, 38.0, 31.375)","(5.5, 5.0, 4.9)","(31.0, 230.0, 200.14285714285714)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:04.869749,"(10.0, 38.0, 25.0)","(5.5, 5.0, 5.3)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:06.109195,"(10.0, 38.0, 25.0)","(5.5, 5.7, 5.359999999999999)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:07.303543,"(10.0, 38.0, 31.5)","(5.5, 5.6, 5.359999999999999)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:08.521233,"(10.0, 38.0, 31.5)","(5.5, 5.4, 4.9714285714285715)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:09.717506,"(10.0, 38.0, 31.5)","(5.5, 5.4, 5.1923076923076925)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:10.965768,"(10.0, 38.0, 25.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.066666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.725)"
06-01-2023 12:19:12.230078,"(10.0, 38.0, 25.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.9, 3.87)"
06-01-2023 12:19:13.501048,"(10.0, 38.0, 25.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 4.8, 4.535294117647059)"
06-01-2023 12:19:14.782305,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 4.8, 4.1)"
06-01-2023 12:19:15.996042,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.220000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 4.8, 4.4)"
06-01-2023 12:19:17.192156,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.220000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 4.9, 4.4)"
06-01-2023 12:19:18.417534,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.220000000000001)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 5.0, 3.933333333333333)"
06-01-2023 12:19:19.605226,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.95, 3.5166666666666666)"
06-01-2023 12:19:20.570217,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.4)","(2.7, 3.95, 3.5166666666666666)"
06-01-2023 12:19:21.641491,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.406666666666666)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 14.0)","(2.7, 3.9, 3.7666666666666666)"
06-01-2023 12:19:22.774197,"(10.0, 40.0, 26.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.5, 4.105882352941176)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 13.181818181818182)","(2.7, 3.9, 3.7666666666666666)"
06-01-2023 12:19:23.900647,"(10.0, 20.0, 14.0)","(5.5, 5.4, 5.133333333333334)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.6, 4.542857142857143)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 11.571428571428571)","(2.7, 3.9, 4.254545454545454)"
06-01-2023 12:19:25.074260,"(10.0, 23.0, 18.6)","(5.5, 5.4, 5.311111111111112)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.6, 4.542857142857143)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 11.571428571428571)","(2.7, 4.8, 4.28)"
06-01-2023 12:19:26.141327,"(10.0, 23.0, 18.6)","(5.5, 5.4, 5.2250000000000005)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.2875)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 11.571428571428571)","(2.7, 4.7, 4.28)"
06-01-2023 12:19:27.131289,"(10.0, 23.0, 18.6)","(5.5, 5.4, 5.2250000000000005)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.2875)","(8.5, 13.0, 12.11111111111111)","(9.0, 15.0, 11.571428571428571)","(2.7, 4.7, 4.28)"
06-01-2023 12:19:28.343789,"(10.0, 24.0, 21.0)","(5.5, 5.4, 5.2250000000000005)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.493333333333333)","(8.5, 13.0, 12.428571428571429)","(9.0, 15.0, 12.166666666666666)","(2.7, 4.7, 4.311111111111111)"
06-01-2023 12:19:29.474823,"(10.0, 25.0, 17.57142857142857)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.6, 4.493333333333333)","(8.5, 13.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:30.556889,"(10.0, 25.0, 17.57142857142857)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.6, 4.493333333333333)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:31.571992,"(10.0, 25.0, 14.6)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.6, 4.493333333333333)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:32.538968,"(10.0, 25.0, 14.6)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.6, 4.493333333333333)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:33.581075,"(10.0, 25.0, 14.6)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:34.770213,"(10.0, 25.0, 14.6)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:35.936859,"(10.0, 25.0, 14.166666666666666)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:37.136761,"(10.0, 25.0, 14.166666666666666)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.5, 12.166666666666666)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:38.216851,"(10.0, 24.0, 19.2)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.0, 11.5)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:39.235845,"(10.0, 24.0, 19.2)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.0, 11.5)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:40.242051,"(10.0, 24.0, 19.2)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 14.0, 11.833333333333334)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:41.336870,"(10.0, 24.0, 19.2)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:42.472806,"(10.0, 24.0, 19.2)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:43.473417,"(10.0, 24.0, 19.2)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:44.467576,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:45.534813,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 4.311111111111111)"
06-01-2023 12:19:46.653946,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 3.6833333333333336)"
06-01-2023 12:19:47.848836,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 3.85, 3.6833333333333336)"
06-01-2023 12:19:48.842194,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 3.85, 3.9749999999999996)"
06-01-2023 12:19:49.977441,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 3.9749999999999996)"
06-01-2023 12:19:51.121153,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 3.9749999999999996)"
06-01-2023 12:19:52.303684,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.2)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 3.9749999999999996)"
06-01-2023 12:19:53.447763,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.266666666666667)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.6, 3.7642857142857142)"
06-01-2023 12:19:54.516762,"(10.0, 24.0, 16.0)","(5.5, 5.4, 5.266666666666667)","(31.0, 230.0, 160.66666666666666)","(3.3, 4.7, 4.53125)","(8.5, 14.0, 13.5)","(9.0, 13.5, 11.833333333333334)","(2.7, 4.8, 3.7642857142857142)"
