,Mask Up,Magnetism,Sir Maximus,Beauleica,Rojean,Sun Samurai,Millennial Girl,Edgy Era
08-01-2023 14:17:59.232442,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:00.254807,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:01.250723,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:02.224779,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:03.304760,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:04.406462,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:05.498231,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:06.562618,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:07.773477,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:08.806663,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:09.932628,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:10.972956,"(2.7, 3.6, 3.511111111111111)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:11.973441,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:12.965805,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:13.930808,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:14.922159,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:16.102643,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:17.122004,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:18.196486,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:19.339598,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.44444444444444)"
08-01-2023 14:18:20.432137,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:21.440848,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:22.625917,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:23.704465,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:24.762300,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:25.992674,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:27.036176,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:28.057067,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:29.064036,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:30.079875,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:31.122041,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:32.137698,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:33.172334,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.557142857142857)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:34.172097,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.557142857142857)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:35.187321,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.748484848484849)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:36.293645,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.748484848484849)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.8)"
08-01-2023 14:18:37.323992,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.748484848484849)","(11.0, 21.0, 17.428571428571427)","(26.0, 30.0, 29.934782608695652)","(7.5, 11.0, 10.938095238095238)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:18:38.418751,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.616666666666667)","(3.9, 4.9, 4.810714285714286)","(11.0, 21.0, 18.1875)","(26.0, 30.0, 80.0)","(7.5, 11.0, 10.904)","(21.0, 44.0, 42.125)"
08-01-2023 14:18:39.504076,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.676923076923077)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.75)","(26.0, 100.0, 82.5)","(7.5, 11.0, 10.904)","(21.0, 44.0, 42.125)"
08-01-2023 14:18:40.731152,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.679661016949153)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 100.0, 78.75)","(7.5, 11.0, 10.904)","(21.0, 44.0, 42.125)"
08-01-2023 14:18:41.855595,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.679661016949153)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 95.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:18:42.976047,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.679661016949153)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:18:44.142945,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.679661016949153)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:18:45.279821,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.679661016949153)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:18:46.358741,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.679661016949153)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:18:47.447188,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.658974358974358)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:18:48.445940,"(2.7, 3.55, 3.5370370370370368)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.658974358974358)","(3.9, 4.9, 4.829824561403509)","(11.0, 21.0, 19.61111111111111)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:18:49.494625,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 60.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:50.523865,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 57.69230769230769)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 38.0)"
08-01-2023 14:18:51.628063,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 57.69230769230769)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:52.675908,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 57.69230769230769)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:54.026041,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 57.69230769230769)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:55.223378,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 57.69230769230769)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:56.398280,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 90.0, 66.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:57.527477,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 90.0, 66.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:58.629361,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 90.0, 66.0)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:18:59.753133,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 77.14285714285714)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:19:00.868354,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 77.14285714285714)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:19:01.984840,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:19:03.210299,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.421212121212121)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.11764705882353)"
08-01-2023 14:19:04.277448,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.421212121212121)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:19:05.343126,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.421212121212121)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:19:06.404382,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.466666666666667)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 19.875)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 40.66666666666667)"
08-01-2023 14:19:07.502267,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.466666666666667)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:08.610390,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.466666666666667)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:09.787575,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.466666666666667)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:10.992362,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.466666666666667)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 57.5)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:12.094928,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.466666666666667)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:13.134300,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:14.150692,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:15.191906,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:16.262811,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:17.336204,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:18.476189,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:19.595063,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:20.751891,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4875)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:21.937543,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.8, 4.4750000000000005)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:23.109389,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.7, 4.4750000000000005)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:24.290358,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.6, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:25.442265,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.6, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
08-01-2023 14:19:26.518288,"(2.7, 3.55, 3.488235294117647)","(9.0, 14.0, 13.25)","(4.0, 4.6, 4.433333333333334)","(3.9, 4.9, 4.536363636363636)","(11.0, 21.0, 17.785714285714285)","(26.0, 85.0, 66.66666666666666)","(7.5, 11.0, 10.914285714285715)","(21.0, 44.0, 42.125)"
