,Yamasaki Bale,Crackerjack Nick,Flash Banner,Denominator,Naughty Shorty,Maximum Gracie
10-01-2023 16:48:41.258034,"(2.3, 3.45, 2.6953846153846155)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:42.380970,"(2.3, 3.45, 2.6953846153846155)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:43.549240,"(2.3, 3.45, 2.6953846153846155)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:44.665830,"(2.3, 3.45, 2.6953846153846155)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:45.782020,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:46.855323,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:47.921998,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:48.984926,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:50.049950,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:51.114672,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:52.111597,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:53.241739,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:54.492274,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:55.600151,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:56.579353,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:57.642799,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:58.767335,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:48:59.886197,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:49:00.927006,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:49:01.994991,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:49:03.068292,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:49:04.110701,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:49:05.172160,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:06.229279,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:07.252266,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:08.384981,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:09.523213,"(2.3, 3.45, 2.709230769230769)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:10.655177,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:11.828786,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:12.984415,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:14.031286,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:15.383348,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:16.579099,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:17.842395,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:18.863308,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:19.985759,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:21.081327,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:22.075557,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:23.119814,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:24.185913,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:25.312033,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:26.381627,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:27.459482,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:28.577031,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:29.645302,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:30.691741,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:31.830120,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:32.949177,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:33.956229,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:34.988964,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:36.121834,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:37.175602,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:38.124089,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:39.194396,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:40.299275,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:41.380289,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:42.501955,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 118.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:43.571234,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 21.666666666666668)"
10-01-2023 16:49:44.802287,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:46.033240,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:47.149802,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:48.272849,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:49.345133,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:50.521553,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:51.633251,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:52.728305,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.0476190476190474)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:53.807359,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.8, 5.36)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:54.867394,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.36)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:56.171754,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.36)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:57.465936,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.36)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:58.655860,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 4.925)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:49:59.675315,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 4.925)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:00.881403,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.4)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:02.069196,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.4)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:03.194346,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.4)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:04.145959,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.745454545454546)","(31.0, 210.0, 72.75)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:05.206418,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:06.353284,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:07.432296,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 7.2, 5.4)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:08.365717,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.733333333333333)","(4.4, 6.8, 5.4)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:09.464880,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 7.43076923076923)","(4.4, 6.8, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:10.580834,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:11.655125,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:12.775612,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:13.856316,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:14.893240,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:15.989349,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:17.067790,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:18.192149,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:19.285823,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:20.333061,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.745454545454546)","(31.0, 210.0, 84.0)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:21.504888,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 6.892307692307693)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:22.658631,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 6.23125)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:23.695727,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 7.2, 5.847058823529411)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:24.828134,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.847058823529411)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:26.010953,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.847058823529411)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:27.098838,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:28.115176,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:29.185545,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:30.330066,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:31.489901,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:32.571221,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:33.624371,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:34.734214,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:35.795151,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:36.886354,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:38.027117,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 93.64285714285714)","(12.0, 38.0, 23.3)"
10-01-2023 16:50:39.163669,"(2.3, 3.45, 2.925)","(3.4, 3.9, 3.4540540540540543)","(4.8, 8.6, 6.75)","(4.4, 6.8, 5.24)","(31.0, 210.0, 129.83333333333334)","(12.0, 38.0, 23.3)"
