,Born To Lead,Bonnie Rico,Velocity Justice,Whether To Fly,Royal Look,Boom Boom Harley,Disney Cool,Social Impact
10-01-2023 17:40:09.181532,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:10.275044,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:11.391833,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:12.462254,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:13.488125,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:14.457194,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:15.446874,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:16.469182,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:17.578964,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:18.672147,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:19.764199,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:20.849766,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:21.922985,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:22.992348,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:23.999290,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:25.055626,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:26.286938,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:27.516402,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:28.719631,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:29.858956,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:31.040899,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:32.140129,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:33.344937,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:34.519656,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:35.646038,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:36.772307,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:37.971182,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 307.3333333333333)"
10-01-2023 17:40:39.032702,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 360.0, 197.0)"
10-01-2023 17:40:40.114846,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:41.158880,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:42.219986,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:43.320626,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:44.329394,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:45.325213,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:46.346912,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:47.422833,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:48.457594,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:49.477124,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:50.498268,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:51.532718,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:52.613481,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:53.675262,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:54.806894,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:55.919965,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:57.049271,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:58.202363,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:40:59.410598,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:00.553370,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:01.693796,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:02.813816,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:03.969993,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:05.088592,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:06.224842,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:07.331269,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:08.323740,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:09.368815,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:10.351071,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:11.360238,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:12.428354,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:13.499351,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:14.554135,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:15.666392,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:16.671786,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:17.721725,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:18.766772,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:19.802701,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:20.824628,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:21.930179,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:23.050651,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:24.205185,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:25.356452,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:26.462043,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:27.534980,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:28.530180,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:29.509579,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:30.492737,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:31.575806,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:32.686328,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:33.747041,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:34.797678,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:35.837989,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:36.893192,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
10-01-2023 17:41:37.942565,"(7.5, 99999, 99990)","(1.9, 2.08, 1.968888888888889)","(81.0, 570.0, 486.66666666666663)","(4.6, 9.6, 5.6571428571428575)","(5.0, 12.0, 6.833333333333333)","(4.8, 9.4, 6.82)","(81.0, 610.0, 521.6666666666666)","(41.0, 350.0, 197.0)"
