,Studleigh Melise,Logan Reason,Limbo Lilly,Oliveira,Lady Rockabellum,Boldino,Mister Manager,Franco Forza,Tough Talks
14-12-2022 19:40:32.259234,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:33.405104,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:34.590101,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:35.765688,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:36.993476,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:38.218152,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:39.459834,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:40.634444,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.72)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:41.937109,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:43.181092,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:44.507684,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:45.788224,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:46.951096,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:48.115334,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:49.354035,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:50.586273,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:51.673062,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:52.756318,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:53.920850,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:55.112202,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:56.333393,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:57.426296,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:58.617678,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:40:59.789855,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:01.018559,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:02.203846,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:03.462052,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:04.795226,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:06.068634,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:07.340122,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:08.516622,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:09.640926,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:10.822578,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:12.035563,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:13.278164,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:14.494876,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:15.673899,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:16.812722,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:18.013255,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:19.279623,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:20.574802,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:21.805977,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:22.915027,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:24.151948,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:25.324722,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:26.570552,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:27.689800,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:28.836230,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:30.023796,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:31.259299,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:32.516497,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:33.752600,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:34.953679,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:36.188858,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:37.386860,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:38.597805,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:39.825116,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:41.057487,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:42.261684,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:43.457754,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:44.688214,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 27.200000000000003)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:45.946065,"(2.1, 3.95, 3.282)","(11.0, 18.0, 12.133333333333333)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:47.148432,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:48.280841,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:49.409380,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:50.661703,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:51.911825,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:53.117043,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:54.256044,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:55.341590,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:56.495123,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:57.619063,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:41:58.779378,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:42:00.039019,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:42:01.305749,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:42:02.572369,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:42:03.830366,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:42:05.013088,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
14-12-2022 19:42:06.205333,"(2.1, 3.95, 3.282)","(11.0, 18.0, 10.0)","(11.0, 19.0, 14.3)","(3.7, 6.8, 5.1125)","(61.0, 350.0, 202.5)","(15.0, 36.0, 20.666666666666668)","(11.0, 19.0, 14.5)","(5.5, 9.2, 7.3999999999999995)","(51.0, 100.0, 82.5)"
