,Black Roses,Queens Law,Wynburn Dixie,Buckle Up Kaylee,Bridwood Elle,Lektra Linda,Hardaway Nala,Buckle Up Zion
10-01-2023 13:43:09.669917,"(1.45, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 10.516666666666666)","(13.0, 34.0, 25.5)","(41.0, 350.0, 211.33333333333331)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 15.576923076923077)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:10.937354,"(1.45, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 10.516666666666666)","(13.0, 32.0, 25.5)","(41.0, 350.0, 211.33333333333331)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 15.576923076923077)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:12.168635,"(1.45, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 350.0, 211.33333333333331)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:13.341679,"(1.45, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 350.0, 211.33333333333331)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:14.627419,"(1.45, 2.18, 1.7546666666666668)","(41.0, 180.0, 56.57142857142857)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.1)"
10-01-2023 13:43:15.767360,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 72.28571428571428)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:16.915264,"(1.45, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:18.141567,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 72.28571428571428)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:19.372534,"(1.45, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:20.540377,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:21.664139,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:22.806938,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:23.978183,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:25.123073,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:26.264290,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:27.459000,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:28.592780,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:29.762071,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:30.936386,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 6.438461538461539)"
10-01-2023 13:43:32.350488,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 7.773913043478261)"
10-01-2023 13:43:33.500057,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.566666666666666)","(13.0, 32.0, 19.333333333333332)","(41.0, 380.0, 180.5)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:34.681656,"(1.5, 2.18, 1.7546666666666668)","(41.0, 290.0, 72.28571428571428)","(5.5, 11.5, 9.566666666666666)","(13.0, 30.0, 17.25)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:35.896472,"(1.5, 2.18, 1.7546666666666668)","(41.0, 280.0, 132.0)","(5.5, 11.5, 9.566666666666666)","(13.0, 30.0, 17.25)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:37.130327,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 10.775)","(13.0, 30.0, 17.25)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:38.511848,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 10.075)","(13.0, 30.0, 15.833333333333334)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:39.850114,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:43:41.139889,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.5, 9.733333333333334)"
10-01-2023 13:43:42.353263,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 380.0, 228.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:43.531347,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 380.0, 199.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:44.650593,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 161.84615384615387)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:45.846466,"(1.5, 2.18, 1.7546666666666668)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:47.125334,"(1.5, 2.34, 1.7286956521739132)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:48.418856,"(1.5, 2.34, 1.6845714285714286)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:49.743898,"(1.5, 2.34, 1.6845714285714286)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:51.035194,"(1.5, 2.34, 1.6845714285714286)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:52.358063,"(1.5, 2.34, 1.6845714285714286)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:53.631584,"(1.5, 2.34, 1.6845714285714286)","(41.0, 290.0, 72.28571428571428)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:54.954257,"(1.5, 2.34, 1.6845714285714286)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:56.197422,"(1.5, 2.34, 1.6845714285714286)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:57.511347,"(1.5, 2.34, 1.6845714285714286)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:43:58.871498,"(1.5, 2.34, 1.6845714285714286)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:00.170782,"(1.5, 2.34, 1.6845714285714286)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:01.437835,"(1.5, 2.3, 1.8)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:02.644942,"(1.5, 2.3, 1.8)","(41.0, 280.0, 198.66666666666666)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 12.6)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:03.858275,"(1.5, 2.3, 1.8)","(41.0, 280.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 27.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:05.151301,"(1.5, 2.3, 1.8)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:06.393373,"(1.5, 2.3, 1.8)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 15.833333333333334)","(41.0, 360.0, 132.70588235294116)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:07.707401,"(1.5, 2.3, 1.8)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 21.5)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:09.205446,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 11.5, 9.633333333333333)","(13.0, 30.0, 21.5)","(41.0, 360.0, 161.84615384615387)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:10.528407,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 11.5, 7.0)","(13.0, 30.0, 21.5)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:11.880159,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.5, 9.966666666666667)","(13.0, 30.0, 21.5)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:13.292201,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 18.666666666666668)","(41.0, 360.0, 153.0)","(11.0, 27.0, 14.916666666666666)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:14.601974,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 24.166666666666664)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:15.871027,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:17.173392,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:18.469476,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:19.781757,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:21.019244,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:22.186410,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:23.462258,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 18.666666666666668)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:24.673227,"(1.5, 2.3, 1.7076923076923078)","(41.0, 180.0, 132.0)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 27.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:25.931898,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:27.152963,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 161.84615384615387)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:28.424769,"(1.5, 2.3, 1.7076923076923078)","(41.0, 290.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:29.697432,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:30.933191,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:32.254221,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:33.537265,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 360.0, 153.0)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:34.818166,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 340.0, 145.85714285714286)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:36.148903,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 340.0, 145.85714285714286)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:37.409898,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 340.0, 145.85714285714286)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:38.667601,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.0)","(41.0, 340.0, 145.85714285714286)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:39.848607,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 18.666666666666668)","(41.0, 340.0, 145.85714285714286)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 13.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:41.183317,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 24.166666666666664)","(41.0, 340.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 26.0, 14.5)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:42.432624,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 18.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 21.045454545454547)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:43.694716,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 21.045454545454547)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:44.950213,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 14.875)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:46.211163,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 14.875)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:47.479933,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 14.875)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:48.725123,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 14.875)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:49.931718,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 14.875)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:44:51.151814,"(1.5, 2.3, 1.7076923076923078)","(41.0, 280.0, 198.66666666666666)","(5.5, 12.0, 9.966666666666667)","(13.0, 30.0, 19.333333333333332)","(41.0, 330.0, 200.22222222222223)","(11.0, 25.0, 17.77777777777778)","(12.0, 25.0, 14.875)","(5.5, 10.0, 9.733333333333334)"
