,Black Roses,Queens Law,Wynburn Dixie,Buckle Up Kaylee,Bridwood Elle,Lektra Linda,Hardaway Nala,Buckle Up Zion
10-01-2023 13:40:29.921129,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:31.143719,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:32.363915,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:33.601229,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:34.797706,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:36.095780,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:37.320146,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:38.694839,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:40.065832,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:41.327060,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:42.825411,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:44.163090,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:45.533731,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:46.884113,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:48.285484,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:49.610612,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:51.117103,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:52.604570,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:53.857083,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:55.100495,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:56.500106,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:57.944254,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:40:59.319689,"(1.45, 2.18, 1.682857142857143)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:00.718115,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:02.005812,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:03.252365,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:04.431951,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:05.633054,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:06.932098,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:08.208220,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:09.486205,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:10.713979,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:41:12.002582,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:13.193584,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:14.451742,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:15.718750,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:17.027854,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:18.302264,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:19.537032,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:20.687806,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:21.815964,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:22.955407,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:24.108109,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:25.221331,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:26.332486,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:27.356120,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:28.347716,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:29.365773,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:30.455050,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:31.570896,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:32.683580,"(1.45, 2.18, 1.6580000000000001)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:33.785714,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:35.022666,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:36.235008,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:37.394947,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:38.630973,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:39.867784,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:41.142809,"(1.45, 2.18, 1.6800000000000002)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:42.365999,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 22.055555555555557)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 17.833333333333332)","(5.5, 10.5, 8.417857142857143)"
10-01-2023 13:41:43.556779,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 17.625)","(12.0, 27.0, 15.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:44.766624,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:45.888903,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:47.042429,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:48.218075,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:49.436761,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:50.708423,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:51.877011,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:53.062439,"(1.45, 2.18, 1.685925925925926)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:54.248040,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:55.404737,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:56.576264,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:57.877633,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:41:59.092530,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
10-01-2023 13:42:00.284746,"(1.45, 2.18, 1.7546666666666668)","(41.0, 290.0, 82.18181818181819)","(5.5, 12.0, 6.181818181818182)","(13.0, 34.0, 19.666666666666668)","(41.0, 390.0, 173.3846153846154)","(11.0, 27.0, 18.666666666666668)","(12.0, 27.0, 16.0)","(5.5, 10.5, 7.13125)"
