,Abernathy,Cooper Kyran,Immense,Rage Quit,Winkler,Liquor License
06-01-2023 14:22:17.526633,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.045454545454547)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 14.5, 12.36)","(6.5, 12.5, 10.733333333333334)"
06-01-2023 14:22:18.532399,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.045454545454547)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 12.36)","(6.5, 12.5, 10.733333333333334)"
06-01-2023 14:22:19.591043,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.045454545454547)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 12.36)","(6.5, 12.5, 10.733333333333334)"
06-01-2023 14:22:20.666458,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 12.36)","(6.5, 12.5, 10.733333333333334)"
06-01-2023 14:22:21.756047,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 12.36)","(6.5, 12.5, 10.733333333333334)"
06-01-2023 14:22:22.826962,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 12.36)","(6.5, 12.5, 11.275)"
06-01-2023 14:22:23.918909,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.275)"
06-01-2023 14:22:25.012234,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.275)"
06-01-2023 14:22:26.152495,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.275)"
06-01-2023 14:22:27.205278,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:28.229995,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.6)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:29.364848,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.6)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:30.484707,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.6)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:31.597356,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.6)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:32.727431,"(2.5, 3.9, 2.694)","(11.0, 22.0, 20.6)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 3.5)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:33.891331,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.5, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:34.905186,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:36.091713,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:37.298979,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:38.606365,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:39.895271,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:40.950041,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:41.954908,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:43.081669,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:44.195146,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:45.210316,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:46.320136,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:47.303331,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:48.414175,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:49.551560,"(2.5, 3.9, 2.694)","(11.0, 22.0, 21.25)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:50.577994,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:51.728398,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:52.873380,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:54.025772,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:55.105515,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:56.154738,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:57.216301,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:58.258829,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:22:59.280047,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:00.247772,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:01.301929,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:02.311970,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:03.411056,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:04.564246,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:05.457642,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:06.549356,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:07.652757,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:08.741942,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:09.844158,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:10.893494,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 12.5, 10.381818181818183)"
06-01-2023 14:23:11.806473,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:12.872264,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:13.849163,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.7)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:14.765487,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:15.763091,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:16.780659,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:17.797850,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:19.143396,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.0, 11.96)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:20.611086,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.0, 11.6)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:21.885866,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:23:23.229285,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 11.0, 11.60909090909091)"
06-01-2023 14:23:24.460337,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 10.723529411764705)"
06-01-2023 14:23:25.751219,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 13.5, 10.723529411764705)"
06-01-2023 14:23:26.956266,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 13.5, 10.723529411764705)"
06-01-2023 14:23:28.009636,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 13.5, 11.60909090909091)"
06-01-2023 14:23:29.286402,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.7)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:30.479792,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:31.555764,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 5.155555555555556)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:32.587908,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:33.609129,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:34.691594,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:35.796311,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:36.749992,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:37.797377,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:38.958473,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:40.443229,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:41.498102,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.7)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:42.540828,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:43.729673,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.58)","(7.5, 13.5, 11.6)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:44.970901,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 13.5, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:46.181371,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:47.222938,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:48.666023,"(2.5, 3.9, 2.694)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.54)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:50.072704,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:51.183116,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:52.460908,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:53.567406,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:54.873144,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:56.210823,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:57.682052,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:23:59.059859,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:00.392614,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:01.550397,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:02.911453,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:04.229094,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:05.538778,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:06.891070,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:08.157902,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:09.516716,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:10.655592,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:11.799023,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:13.037426,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:14.215001,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:15.375272,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.807692307692308)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:16.567971,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:17.697853,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:18.853474,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.58)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:20.054875,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.58)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:21.306021,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.58)","(7.5, 14.0, 12.76)","(6.5, 12.5, 11.60909090909091)"
06-01-2023 14:24:22.478886,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 12.5, 10.381818181818183)"
06-01-2023 14:24:23.579332,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.683333333333334)","(7.5, 14.0, 12.76)","(6.5, 11.0, 10.381818181818183)"
06-01-2023 14:24:24.681968,"(2.5, 3.9, 2.6818181818181817)","(11.0, 22.0, 17.0)","(5.0, 8.0, 6.671428571428572)","(3.2, 5.4, 4.54)","(7.5, 14.0, 12.76)","(6.5, 11.0, 10.381818181818183)"
