,Louie,Inga Sadie,Wichita Bale,Mohinga Chase,Obsession Agogo,Zipping Diesel,Runnin Riot,Autumn Doll
14-12-2022 14:16:06.262366,"(1.85, 2.16, 2.001818181818182)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:07.600639,"(1.85, 2.16, 2.001818181818182)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:08.928669,"(1.85, 2.16, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:10.201708,"(1.85, 2.14, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:11.472550,"(1.85, 2.14, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:12.768705,"(1.85, 2.14, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:14.069825,"(1.85, 2.14, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:15.707607,"(1.85, 2.14, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.0)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:17.213289,"(1.85, 2.14, 1.921923076923077)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.636363636363637)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:18.680900,"(1.85, 2.14, 1.9741666666666668)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.636363636363637)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:19.987168,"(1.85, 2.12, 1.9741666666666668)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.636363636363637)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:21.459242,"(1.85, 2.12, 1.9741666666666668)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:22.833108,"(1.85, 2.12, 1.9741666666666668)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:24.182656,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:25.608188,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:26.914234,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.371428571428571)"
14-12-2022 14:16:28.240112,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:29.601515,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:30.988843,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:32.254574,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:33.660429,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:35.098693,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:36.513880,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:37.822176,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 9.942857142857143)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:39.267208,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.466666666666667)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:40.629962,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.466666666666667)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:41.955120,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.466666666666667)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:43.260910,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.466666666666667)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:44.621728,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.114285714285714)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:45.875503,"(1.85, 2.12, 2.0587500000000003)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.114285714285714)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:47.141611,"(1.85, 2.12, 1.9625000000000001)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:48.424318,"(1.85, 2.12, 1.9625000000000001)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:49.739725,"(1.85, 2.12, 1.9625000000000001)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:51.041358,"(1.85, 2.12, 1.9625000000000001)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(17.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 6.457142857142857)"
14-12-2022 14:16:52.349118,"(1.85, 2.12, 1.9625000000000001)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(16.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:53.604716,"(1.8, 2.1, 1.8962962962962964)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(16.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 7.666666666666667)"
14-12-2022 14:16:54.897685,"(1.8, 2.1, 1.8962962962962964)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 8.555555555555555)","(16.0, 50.0, 28.666666666666664)","(10.0, 21.0, 12.666666666666666)","(6.5, 12.0, 10.2)","(4.8, 9.8, 6.542857142857143)"
14-12-2022 14:16:56.178102,"(1.8, 2.1, 1.8962962962962964)","(31.0, 170.0, 83.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 50.0, 28.666666666666664)","(10.0, 21.0, 16.625)","(6.5, 12.0, 10.854545454545455)","(4.8, 9.8, 6.95)"
14-12-2022 14:16:57.494022,"(1.8, 2.1, 1.90625)","(31.0, 170.0, 107.24137931034483)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 50.0, 28.666666666666664)","(10.0, 21.0, 13.083333333333334)","(6.5, 12.0, 10.854545454545455)","(4.8, 9.8, 6.95)"
14-12-2022 14:16:58.847478,"(1.8, 2.1, 1.90625)","(31.0, 170.0, 107.24137931034483)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 50.0, 37.4)","(10.0, 21.0, 13.083333333333334)","(6.5, 12.0, 10.854545454545455)","(4.8, 9.8, 6.95)"
14-12-2022 14:17:00.156556,"(1.8, 2.1, 1.9140000000000001)","(31.0, 170.0, 107.24137931034483)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 50.0, 37.4)","(10.0, 21.0, 13.083333333333334)","(6.5, 12.0, 10.854545454545455)","(4.8, 9.8, 6.95)"
14-12-2022 14:17:01.494316,"(1.8, 2.1, 1.902857142857143)","(31.0, 170.0, 140.0)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 50.0, 49.625)","(10.0, 21.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 9.8, 9.142857142857142)"
14-12-2022 14:17:02.789477,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 140.0)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 60.0, 45.09090909090909)","(10.0, 25.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 11.5, 9.142857142857142)"
14-12-2022 14:17:04.373157,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 120.58823529411764)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 60.0, 45.09090909090909)","(10.0, 25.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 11.5, 9.142857142857142)"
14-12-2022 14:17:05.737765,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 120.58823529411764)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 60.0, 45.09090909090909)","(10.0, 25.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 11.5, 9.142857142857142)"
14-12-2022 14:17:07.012675,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 120.58823529411764)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.0)","(16.0, 60.0, 45.09090909090909)","(10.0, 25.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 11.5, 9.142857142857142)"
14-12-2022 14:17:08.322353,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 120.58823529411764)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 50.888888888888886)","(10.0, 25.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:09.537875,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 120.58823529411764)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 50.888888888888886)","(10.0, 25.0, 18.25)","(6.5, 12.0, 10.854545454545455)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:10.787444,"(1.8, 2.06, 1.902857142857143)","(31.0, 170.0, 103.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 49.2)","(10.0, 25.0, 18.25)","(6.5, 12.0, 11.142857142857142)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:11.969229,"(1.8, 2.06, 1.9107142857142858)","(31.0, 170.0, 103.33333333333334)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 49.2)","(10.0, 25.0, 20.357142857142858)","(6.5, 12.0, 11.142857142857142)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:13.258862,"(1.8, 2.04, 1.9029032258064518)","(31.0, 170.0, 44.54545454545455)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 42.22222222222222)","(10.0, 27.0, 19.75)","(6.5, 12.0, 11.142857142857142)","(4.8, 11.5, 8.615384615384615)"
14-12-2022 14:17:14.568633,"(1.8, 2.02, 1.9570967741935483)","(31.0, 170.0, 65.38461538461539)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 45.81818181818181)","(10.0, 28.0, 26.35)","(6.5, 12.0, 10.963636363636363)","(4.8, 10.0, 8.615384615384615)"
14-12-2022 14:17:15.743570,"(1.8, 2.02, 1.90625)","(31.0, 170.0, 65.38461538461539)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 45.81818181818181)","(10.0, 28.0, 26.35)","(6.5, 12.0, 10.963636363636363)","(4.8, 10.0, 8.615384615384615)"
14-12-2022 14:17:16.997861,"(1.8, 2.02, 1.90625)","(31.0, 170.0, 65.38461538461539)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 60.0, 51.800000000000004)","(10.0, 28.0, 26.35)","(6.5, 12.0, 10.963636363636363)","(4.8, 10.0, 10.10909090909091)"
14-12-2022 14:17:18.324710,"(1.8, 2.02, 1.89)","(31.0, 170.0, 65.38461538461539)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.2)","(16.0, 65.0, 49.0)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:19.544698,"(1.8, 2.02, 1.9431818181818181)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 9.2)","(16.0, 65.0, 49.0)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:20.806642,"(1.8, 2.02, 1.9431818181818181)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 65.0, 49.0)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:22.036351,"(1.8, 2.02, 1.9431818181818181)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 65.0, 85.5)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:23.282270,"(1.8, 2.02, 1.89)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 150.0, 38.875)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:24.485863,"(1.8, 2.02, 1.926111111111111)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 150.0, 61.099999999999994)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:25.661390,"(1.8, 2.02, 1.926111111111111)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 150.0, 61.099999999999994)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:26.953492,"(1.8, 1.99, 1.9194117647058824)","(31.0, 170.0, 63.14285714285714)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 150.0, 82.15384615384615)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:28.244329,"(1.8, 1.99, 1.8884615384615384)","(31.0, 170.0, 89.33333333333333)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 150.0, 44.33333333333333)","(10.0, 28.0, 26.35)","(6.5, 12.0, 11.325)","(4.8, 11.5, 8.7)"
14-12-2022 14:17:29.550371,"(1.8, 1.99, 1.9123529411764706)","(31.0, 170.0, 89.33333333333333)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 25.333333333333332)","(6.5, 12.0, 11.325)","(4.8, 11.0, 8.7)"
14-12-2022 14:17:30.773772,"(1.8, 1.99, 1.9123529411764706)","(31.0, 170.0, 89.33333333333333)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.0625)","(6.5, 12.0, 11.325)","(4.8, 11.0, 8.7)"
14-12-2022 14:17:32.005256,"(1.8, 1.99, 1.9123529411764706)","(31.0, 170.0, 89.33333333333333)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.0625)","(6.5, 12.0, 11.325)","(4.8, 11.0, 8.7)"
14-12-2022 14:17:33.175371,"(1.8, 1.99, 1.9100000000000001)","(31.0, 170.0, 89.33333333333333)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.0625)","(6.5, 12.0, 11.325)","(4.8, 11.0, 10.10909090909091)"
14-12-2022 14:17:34.305992,"(1.8, 1.99, 1.9123529411764706)","(31.0, 170.0, 92.35294117647058)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.0625)","(6.5, 12.0, 11.325)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:35.479652,"(1.8, 1.99, 1.9123529411764706)","(31.0, 170.0, 92.35294117647058)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 25.92857142857143)","(6.5, 12.0, 10.92)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:36.767998,"(1.8, 1.99, 1.9123529411764706)","(31.0, 170.0, 92.35294117647058)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 25.92857142857143)","(6.5, 12.0, 10.92)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:38.167509,"(1.8, 1.99, 1.860769230769231)","(31.0, 170.0, 92.35294117647058)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 24.625)","(6.5, 12.0, 10.92)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:39.464203,"(1.8, 1.99, 1.95)","(31.0, 170.0, 92.35294117647058)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.07142857142857)","(6.5, 12.0, 10.92)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:40.588866,"(1.8, 1.99, 1.8966666666666667)","(31.0, 170.0, 92.35294117647058)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.07142857142857)","(6.5, 12.0, 10.92)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:41.964892,"(1.8, 1.99, 1.8966666666666667)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 44.33333333333333)","(10.0, 28.0, 26.92857142857143)","(6.5, 12.0, 10.054545454545455)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:43.394377,"(1.8, 1.99, 1.902857142857143)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 85.0, 45.6)","(10.0, 29.0, 33.666666666666664)","(6.5, 11.0, 10.57)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:44.676930,"(1.8, 1.98, 1.902857142857143)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 33.666666666666664)","(6.5, 11.5, 10.57)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:45.830195,"(1.8, 1.97, 1.8875000000000002)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 33.666666666666664)","(6.5, 11.5, 10.57)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:47.092540,"(1.8, 1.97, 1.8875000000000002)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 33.666666666666664)","(6.5, 11.5, 10.57)","(4.8, 11.5, 10.10909090909091)"
14-12-2022 14:17:48.523524,"(1.8, 1.97, 1.8575000000000002)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 33.666666666666664)","(6.5, 11.5, 10.57)","(4.8, 11.5, 9.4)"
14-12-2022 14:17:50.055631,"(1.8, 1.97, 1.8575000000000002)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 33.666666666666664)","(6.5, 11.5, 10.57)","(4.8, 11.5, 9.4)"
14-12-2022 14:17:51.382118,"(1.8, 1.97, 1.8575000000000002)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 33.666666666666664)","(6.5, 11.5, 10.57)","(4.8, 11.5, 9.4)"
14-12-2022 14:17:52.684086,"(1.8, 1.97, 1.8575000000000002)","(31.0, 170.0, 108.0952380952381)","(13.0, 32.0, 26.166666666666664)","(7.0, 10.0, 8.666666666666666)","(16.0, 60.0, 45.6)","(10.0, 36.0, 38.75)","(6.5, 11.5, 10.57)","(4.8, 11.5, 10.218181818181819)"
