,Gethsemane,Shes Miss Orson,Maddie Odd Sock,Boom Boom Ciao,Aston Cristiano,Aussie Annie,Targan Bale,Persuasion
15-12-2022 14:37:31.520180,"(41.0, 330.0, 108.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.870909090909091)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:32.484757,"(41.0, 330.0, 108.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.870909090909091)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:33.460834,"(41.0, 330.0, 108.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.870909090909091)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:34.514834,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:35.510123,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:36.496959,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:37.475435,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:38.438768,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:39.427417,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:40.396607,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:41.400570,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:42.329875,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:43.272431,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:44.275307,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:45.326339,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:46.379980,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 40.285714285714285)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:47.470626,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.545454545454547)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:48.579725,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:49.615343,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:50.722001,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:51.777844,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:52.824587,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:53.888817,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:54.911084,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:55.907414,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:56.895177,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:57.869444,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:58.853130,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:37:59.884700,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:00.991851,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:02.101666,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:03.146327,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:04.253206,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.6529032258064515)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:05.398344,"(41.0, 330.0, 183.0)","(12.0, 30.0, 23.666666666666664)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.5696296296296297)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:06.480844,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.5696296296296297)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:07.549663,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:08.523033,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:09.477385,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:10.532379,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:11.543919,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:12.598000,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(2.9, 4.7, 3.4756521739130433)"
15-12-2022 14:38:13.683346,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:14.763528,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:15.813737,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:16.842842,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:17.913354,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:18.943656,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:19.962908,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:21.031151,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:22.064277,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:23.121601,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:24.236530,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:25.286328,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:26.342554,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:27.454491,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:28.564460,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:29.701933,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:30.818994,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:31.949073,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:33.106505,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:34.168541,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:35.165413,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:36.128131,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:37.112631,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2422222222222223)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:38.379894,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:39.780075,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:40.868852,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:41.946401,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:43.006115,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:44.194115,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:45.290800,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:46.442636,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:47.712691,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:48.767601,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:49.853965,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:50.926386,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:52.035731,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:53.142424,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:54.161036,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:55.186244,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.2920000000000003)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:56.159817,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.838260869565217)","(3.0, 4.7, 3.4756521739130433)"
15-12-2022 14:38:57.197899,"(41.0, 330.0, 183.0)","(12.0, 30.0, 20.75)","(20.0, 70.0, 46.36363636363637)","(18.0, 60.0, 40.22727272727273)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 60.5)","(2.15, 3.3, 2.838260869565217)","(3.0, 4.7, 3.4756521739130433)"
