,Pentegra,San Marino,Francine,Pill Box,Zouhope,The Superintendent,California Blaze,Tsushima,Adament,Last Zerprise,Simply Sparklez,Arachnattack
06-01-2023 16:33:59.770234,"(3.7, 3.9, 3.885820895522388)","(11.0, 13.5, 13.318840579710145)","(5.5, 6.0, 5.927054794520548)","(91.0, 160.0, 144.0)","(26.0, 42.0, 41.16129032258065)","(14.0, 17.5, 16.846153846153847)","(31.0, 36.0, 34.870588235294115)","(101.0, 140.0, 133.75)","(2.5, 3.15, 3.1228571428571428)","(51.0, 90.0, 84.41176470588235)","(15.0, 27.0, 25.846153846153847)","(101.0, 350.0, 336.6666666666667)"
06-01-2023 16:34:01.351553,"(3.7, 3.9, 3.8885304659498208)","(11.0, 13.5, 13.41081081081081)","(5.5, 6.0, 5.926158940397351)","(91.0, 160.0, 144.0)","(26.0, 42.0, 41.25714285714286)","(14.0, 17.0, 16.906976744186046)","(31.0, 36.0, 35.46511627906977)","(101.0, 140.0, 134.28571428571428)","(2.5, 3.15, 3.1280334728033474)","(51.0, 90.0, 83.21428571428571)","(15.0, 26.0, 25.375)","(101.0, 350.0, 315.0)"
06-01-2023 16:34:02.956447,"(3.7, 3.9, 3.7804347826086957)","(11.0, 13.5, 13.629213483146067)","(5.5, 6.0, 5.918543046357616)","(91.0, 160.0, 148.75)","(26.0, 42.0, 41.333333333333336)","(14.0, 17.0, 16.872093023255815)","(31.0, 36.0, 35.609756097560975)","(101.0, 140.0, 133.33333333333334)","(2.5, 3.15, 3.1495454545454544)","(51.0, 90.0, 84.54545454545455)","(16.0, 25.0, 24.953488372093023)","(101.0, 350.0, 326.6666666666667)"
06-01-2023 16:34:04.431470,"(3.7, 3.8, 3.711630434782609)","(11.0, 14.0, 13.679775280898877)","(5.5, 6.0, 5.91763698630137)","(91.0, 150.0, 142.0)","(26.0, 42.0, 41.333333333333336)","(14.0, 17.0, 16.855263157894736)","(31.0, 36.0, 35.567567567567565)","(101.0, 140.0, 134.11764705882354)","(2.5, 3.15, 3.181756756756757)","(51.0, 85.0, 82.5)","(16.0, 25.0, 25.818181818181817)","(101.0, 350.0, 326.6666666666667)"
06-01-2023 16:34:06.004811,"(3.7, 3.75, 3.711630434782609)","(12.0, 14.0, 13.787610619469026)","(5.5, 6.0, 6.043099273607749)","(91.0, 150.0, 138.57142857142858)","(26.0, 42.0, 42.0)","(14.0, 17.0, 17.057971014492754)","(26.0, 36.0, 35.8125)","(91.0, 140.0, 133.75)","(2.6, 3.2, 3.2210045662100457)","(51.0, 85.0, 83.0)","(15.0, 26.0, 25.72222222222222)","(101.0, 350.0, 298.0)"
06-01-2023 16:34:07.633254,"(3.7, 3.7, 3.6633474576271188)","(12.0, 14.0, 13.727272727272727)","(5.5, 6.2, 6.040939597315436)","(91.0, 140.0, 138.75)","(26.0, 44.0, 41.88235294117647)","(14.0, 17.5, 16.88235294117647)","(26.0, 36.0, 35.8125)","(91.0, 140.0, 127.5)","(2.6, 3.25, 3.2350194552529183)","(51.0, 85.0, 82.6923076923077)","(15.0, 26.0, 25.846153846153847)","(101.0, 370.0, 296.6666666666667)"
06-01-2023 16:34:09.230852,"(3.6, 3.7, 3.6827794561933533)","(12.0, 14.0, 13.731132075471699)","(5.5, 6.2, 6.03953488372093)","(91.0, 140.0, 140.9090909090909)","(26.0, 44.0, 40.58620689655172)","(14.0, 17.0, 16.24418604651163)","(31.0, 36.0, 35.82142857142857)","(91.0, 140.0, 132.85714285714286)","(2.6, 3.25, 3.2339080459770115)","(51.0, 85.0, 81.11111111111111)","(15.0, 27.0, 26.448275862068964)","(101.0, 340.0, 310.0)"
06-01-2023 16:34:10.804484,"(3.6, 3.7, 3.7037172011661808)","(12.0, 14.0, 13.75)","(5.5, 6.2, 5.878163771712159)","(91.0, 150.0, 134.0)","(26.0, 44.0, 41.09090909090909)","(14.0, 16.5, 16.361702127659573)","(31.0, 36.0, 35.824561403508774)","(91.0, 140.0, 132.85714285714286)","(2.6, 3.25, 3.2455)","(51.0, 85.0, 76.66666666666667)","(15.0, 27.0, 26.586206896551722)","(101.0, 340.0, 262.0)"
06-01-2023 16:34:12.410786,"(3.6, 3.75, 3.7037172011661808)","(12.0, 14.0, 13.846153846153847)","(5.5, 5.9, 5.874931880108992)","(91.0, 140.0, 131.11111111111111)","(26.0, 42.0, 40.666666666666664)","(14.0, 16.5, 16.628)","(31.0, 36.0, 35.80952380952381)","(91.0, 140.0, 134.0)","(2.6, 3.25, 3.2429515418502204)","(51.0, 85.0, 75.45454545454545)","(15.0, 27.0, 26.82608695652174)","(101.0, 350.0, 263.0)"
06-01-2023 16:34:14.012186,"(3.6, 3.8, 3.7547058823529413)","(12.0, 13.5, 13.593406593406593)","(5.5, 5.9, 5.902439024390244)","(91.0, 140.0, 134.5)","(26.0, 42.0, 41.42857142857143)","(14.0, 17.5, 16.721153846153847)","(31.0, 36.0, 35.40983606557377)","(91.0, 140.0, 130.0)","(2.6, 3.25, 3.242127659574468)","(51.0, 80.0, 75.55555555555556)","(15.0, 27.0, 27.470588235294116)","(101.0, 340.0, 296.6666666666667)"
06-01-2023 16:34:15.582979,"(3.6, 3.75, 3.7326470588235297)","(12.0, 14.0, 13.593406593406593)","(5.5, 6.0, 5.902439024390244)","(91.0, 140.0, 134.5)","(26.0, 42.0, 41.42857142857143)","(14.0, 17.0, 16.721153846153847)","(31.0, 36.0, 35.40983606557377)","(91.0, 140.0, 130.0)","(2.6, 3.25, 3.242127659574468)","(51.0, 80.0, 75.55555555555556)","(15.0, 28.0, 27.470588235294116)","(101.0, 330.0, 296.6666666666667)"
06-01-2023 16:34:17.088891,"(3.6, 3.8, 3.762566844919786)","(12.0, 14.0, 13.556149732620321)","(5.5, 5.9, 5.897076023391813)","(91.0, 140.0, 133.71428571428572)","(26.0, 42.0, 41.55555555555556)","(14.0, 17.0, 16.83116883116883)","(31.0, 36.0, 35.4375)","(91.0, 140.0, 133.84615384615384)","(2.6, 3.25, 3.2303405572755417)","(51.0, 80.0, 75.78947368421052)","(15.0, 27.0, 26.87878787878788)","(101.0, 210.0, 203.33333333333334)"
06-01-2023 16:34:18.646011,"(3.6, 3.8, 3.7643258426966293)","(12.0, 14.0, 13.566820276497696)","(5.5, 5.9, 5.89532967032967)","(91.0, 130.0, 125.0)","(26.0, 42.0, 41.142857142857146)","(14.0, 17.0, 16.73469387755102)","(31.0, 36.0, 35.40983606557377)","(91.0, 140.0, 126.66666666666667)","(2.6, 3.3, 3.245084745762712)","(51.0, 80.0, 75.65217391304348)","(15.0, 27.0, 27.64)","(101.0, 210.0, 202.22222222222223)"
06-01-2023 16:34:20.221670,"(3.5, 3.8, 3.7635714285714283)","(12.0, 13.5, 13.464)","(5.5, 5.9, 5.896888888888889)","(81.0, 130.0, 123.33333333333333)","(26.0, 42.0, 41.142857142857146)","(14.0, 17.0, 16.73469387755102)","(26.0, 36.0, 35.40983606557377)","(101.0, 140.0, 124.0)","(2.6, 3.25, 3.245084745762712)","(51.0, 80.0, 75.65217391304348)","(17.0, 28.0, 27.547169811320753)","(101.0, 210.0, 202.22222222222223)"
06-01-2023 16:34:21.875369,"(3.6, 3.8, 3.7594405594405593)","(12.0, 13.5, 13.464)","(5.5, 5.9, 5.857978723404256)","(81.0, 130.0, 122.0)","(26.0, 42.0, 41.142857142857146)","(14.0, 17.0, 16.671641791044777)","(26.0, 36.0, 35.40983606557377)","(101.0, 130.0, 133.33333333333334)","(2.6, 3.25, 3.2587606837606837)","(51.0, 80.0, 72.09677419354838)","(17.0, 28.0, 26.91111111111111)","(101.0, 210.0, 202.22222222222223)"
06-01-2023 16:34:23.440042,"(3.6, 3.8, 3.7594405594405593)","(12.0, 13.5, 13.464)","(5.5, 5.9, 5.856830601092896)","(81.0, 130.0, 122.0)","(26.0, 42.0, 41.64705882352941)","(14.0, 17.0, 16.575757575757574)","(26.0, 36.0, 35.40983606557377)","(101.0, 140.0, 124.0)","(2.6, 3.3, 3.26171875)","(51.0, 75.0, 71.06060606060606)","(17.0, 27.0, 27.25)","(101.0, 210.0, 204.54545454545453)"
06-01-2023 16:34:25.218526,"(3.6, 3.8, 3.772413793103448)","(12.0, 13.5, 13.495833333333334)","(5.5, 5.9, 5.856830601092896)","(81.0, 130.0, 122.0)","(26.0, 42.0, 41.64705882352941)","(14.0, 17.0, 16.58823529411765)","(26.0, 36.0, 35.389830508474574)","(91.0, 140.0, 124.0)","(2.6, 3.3, 3.262595419847328)","(51.0, 75.0, 71.06060606060606)","(17.0, 28.0, 27.666666666666668)","(101.0, 210.0, 204.54545454545453)"
06-01-2023 16:34:27.087623,"(3.6, 3.8, 3.755140186915888)","(12.0, 13.5, 13.563981042654028)","(5.5, 5.9, 5.847142857142857)","(81.0, 130.0, 122.0)","(26.0, 42.0, 41.714285714285715)","(14.0, 17.0, 16.626666666666665)","(26.0, 36.0, 35.368421052631575)","(91.0, 140.0, 124.0)","(2.6, 3.3, 3.266013071895425)","(51.0, 75.0, 71.06060606060606)","(17.0, 28.0, 27.125)","(101.0, 210.0, 206.0)"
06-01-2023 16:34:28.868745,"(3.6, 3.75, 3.726566757493188)","(12.0, 14.0, 13.753048780487806)","(5.5, 5.9, 5.776595744680852)","(81.0, 130.0, 123.84615384615384)","(26.0, 42.0, 41.8)","(14.0, 17.0, 16.68888888888889)","(26.0, 36.0, 36.19512195121951)","(91.0, 140.0, 132.30769230769232)","(2.6, 3.3, 3.2737547892720307)","(51.0, 75.0, 71.48648648648648)","(17.0, 28.0, 27.88235294117647)","(101.0, 210.0, 206.66666666666666)"
06-01-2023 16:34:30.755763,"(3.6, 3.75, 3.7317708333333335)","(12.0, 14.0, 13.739520958083832)","(5.5, 5.9, 5.7171875000000005)","(81.0, 130.0, 123.84615384615384)","(26.0, 42.0, 41.8)","(14.0, 17.0, 16.733333333333334)","(26.0, 38.0, 36.57692307692308)","(91.0, 140.0, 132.30769230769232)","(2.6, 3.3, 3.2747203579418342)","(51.0, 75.0, 71.38888888888889)","(17.0, 28.0, 27.878048780487806)","(101.0, 210.0, 206.66666666666666)"
06-01-2023 16:34:32.447726,"(3.6, 3.75, 3.7442622950819673)","(12.0, 14.0, 13.75625)","(5.5, 5.8, 5.674100719424461)","(81.0, 130.0, 123.84615384615384)","(26.0, 42.0, 41.833333333333336)","(14.0, 17.0, 16.74019607843137)","(26.0, 38.0, 36.85)","(91.0, 140.0, 132.30769230769232)","(2.6, 3.3, 3.273017408123791)","(51.0, 75.0, 71.28571428571429)","(17.0, 30.0, 29.602836879432623)","(101.0, 210.0, 206.66666666666666)"
06-01-2023 16:34:34.109408,"(3.6, 3.75, 3.6368171021377673)","(12.0, 14.0, 13.809139784946236)","(5.5, 5.7, 5.75985401459854)","(81.0, 130.0, 122.0)","(26.0, 42.0, 42.375)","(14.0, 17.0, 16.816666666666666)","(26.0, 38.0, 37.208333333333336)","(91.0, 140.0, 124.11764705882354)","(2.6, 3.3, 3.271095571095571)","(51.0, 75.0, 72.72727272727273)","(17.0, 32.0, 30.705882352941178)","(101.0, 210.0, 208.1818181818182)"
06-01-2023 16:34:35.710572,"(3.5, 3.65, 3.6627627627627626)","(12.0, 14.0, 13.955555555555556)","(5.5, 5.8, 5.628571428571428)","(81.0, 130.0, 125.71428571428571)","(26.0, 44.0, 42.733333333333334)","(14.0, 17.0, 16.868181818181817)","(26.0, 38.0, 37.391304347826086)","(91.0, 130.0, 125.23809523809524)","(2.7, 3.3, 3.2513745704467354)","(51.0, 75.0, 72.71739130434783)","(17.0, 32.0, 28.930555555555557)","(101.0, 210.0, 302.5)"
06-01-2023 16:34:37.275024,"(3.5, 3.7, 3.6681720430107525)","(12.0, 14.0, 13.983443708609272)","(5.5, 5.7, 5.664341085271317)","(81.0, 130.0, 126.0)","(26.0, 44.0, 44.61538461538461)","(14.0, 17.0, 16.86521739130435)","(26.0, 38.0, 37.708333333333336)","(101.0, 130.0, 125.38461538461539)","(2.6, 3.3, 3.267808219178082)","(51.0, 75.0, 72.94117647058823)","(17.0, 29.0, 29.813333333333333)","(101.0, 310.0, 281.7647058823529)"
06-01-2023 16:34:38.866540,"(3.5, 3.7, 3.6720626631853786)","(12.0, 14.0, 13.984276729559749)","(5.5, 5.7, 5.659712230215828)","(81.0, 130.0, 126.0)","(26.0, 46.0, 44.375)","(14.0, 17.0, 16.316176470588236)","(26.0, 38.0, 37.4)","(101.0, 130.0, 124.0)","(2.6, 3.3, 3.265902140672783)","(51.0, 75.0, 72.94117647058823)","(17.0, 30.0, 29.813333333333333)","(101.0, 310.0, 264.2857142857143)"
06-01-2023 16:34:40.493717,"(3.5, 3.7, 3.670812807881773)","(12.0, 14.0, 14.12809917355372)","(5.5, 5.7, 5.62803738317757)","(81.0, 130.0, 128.75)","(26.0, 46.0, 44.285714285714285)","(14.0, 16.5, 15.823529411764707)","(31.0, 38.0, 37.21052631578947)","(101.0, 130.0, 124.54545454545455)","(2.6, 3.3, 3.2914168937329698)","(51.0, 75.0, 73.2)","(17.0, 30.0, 29.304347826086957)","(101.0, 310.0, 271.6)"
06-01-2023 16:34:42.132731,"(3.5, 3.7, 3.675531914893617)","(12.0, 14.5, 14.137755102040817)","(5.5, 5.7, 5.623762376237623)","(81.0, 130.0, 137.3684210526316)","(26.0, 46.0, 42.69565217391305)","(14.0, 16.0, 15.348837209302326)","(31.0, 38.0, 36.608695652173914)","(101.0, 130.0, 125.0)","(2.6, 3.3, 3.2879960317460317)","(51.0, 75.0, 73.2)","(17.0, 30.0, 28.918032786885245)","(101.0, 310.0, 221.11111111111111)"
06-01-2023 16:34:43.884055,"(3.5, 3.7, 3.68061797752809)","(12.0, 14.5, 14.262931034482758)","(5.5, 5.7, 5.6937500000000005)","(81.0, 150.0, 135.71428571428572)","(26.0, 46.0, 44.7)","(14.0, 15.5, 15.287878787878787)","(31.0, 38.0, 36.62068965517241)","(101.0, 130.0, 125.65217391304348)","(2.7, 3.3, 3.298448275862069)","(51.0, 75.0, 73.58695652173913)","(17.0, 30.0, 29.40909090909091)","(101.0, 310.0, 301.1111111111111)"
06-01-2023 16:34:45.601814,"(3.5, 3.7, 3.68061797752809)","(12.0, 14.5, 14.262931034482758)","(5.5, 5.7, 5.691379310344828)","(81.0, 140.0, 131.76470588235293)","(26.0, 46.0, 43.89473684210526)","(14.0, 15.5, 14.9)","(31.0, 38.0, 36.285714285714285)","(101.0, 130.0, 139.23076923076923)","(2.7, 3.3, 3.3002)","(51.0, 75.0, 73.58695652173913)","(17.0, 30.0, 29.333333333333332)","(101.0, 310.0, 246.36363636363637)"
06-01-2023 16:34:47.262312,"(3.5, 3.7, 3.6960893854748607)","(12.0, 14.5, 14.28515625)","(5.5, 5.7, 5.650406504065041)","(81.0, 140.0, 132.0)","(26.0, 46.0, 43.111111111111114)","(14.0, 15.0, 14.852941176470589)","(31.0, 38.0, 37.05263157894737)","(101.0, 140.0, 144.0)","(2.7, 3.35, 3.311111111111111)","(51.0, 75.0, 74.125)","(17.0, 30.0, 29.42222222222222)","(101.0, 310.0, 246.36363636363637)"
06-01-2023 16:34:48.925361,"(3.5, 3.7, 3.69375)","(12.0, 14.5, 14.315436241610739)","(5.5, 5.7, 5.657894736842105)","(81.0, 140.0, 132.72727272727272)","(26.0, 46.0, 42.68571428571428)","(14.0, 15.0, 14.366666666666667)","(31.0, 38.0, 36.90625)","(101.0, 150.0, 139.16666666666666)","(2.7, 3.35, 3.316485013623978)","(51.0, 75.0, 73.39622641509433)","(17.0, 30.0, 29.22077922077922)","(101.0, 310.0, 256.15384615384613)"
06-01-2023 16:34:50.515436,"(3.5, 3.7, 3.69375)","(12.0, 14.5, 14.315436241610739)","(5.5, 5.7, 5.686315789473684)","(81.0, 140.0, 134.0)","(26.0, 46.0, 42.77777777777778)","(14.0, 14.5, 13.658653846153847)","(31.0, 38.0, 36.638297872340424)","(101.0, 150.0, 139.6)","(2.7, 3.35, 3.3192488262910795)","(51.0, 75.0, 73.33333333333333)","(17.0, 30.0, 29.11764705882353)","(101.0, 310.0, 270.0)"
06-01-2023 16:34:52.078345,"(3.5, 3.7, 3.6767543859649123)","(12.0, 14.5, 14.51937984496124)","(5.5, 5.7, 5.741194029850746)","(81.0, 140.0, 137.69230769230768)","(26.0, 46.0, 44.86486486486486)","(14.0, 14.0, 13.783333333333333)","(31.0, 38.0, 36.9811320754717)","(101.0, 150.0, 142.5)","(2.7, 3.35, 3.278888888888889)","(51.0, 75.0, 74.07407407407408)","(17.0, 30.0, 29.825)","(101.0, 300.0, 285.88235294117646)"
06-01-2023 16:34:53.642756,"(3.5, 3.7, 3.68273596176822)","(12.0, 15.0, 14.801801801801801)","(5.5, 5.8, 5.734957020057307)","(81.0, 140.0, 138.33333333333334)","(26.0, 46.0, 44.92307692307692)","(13.0, 14.0, 14.129032258064516)","(31.0, 38.0, 36.9811320754717)","(101.0, 150.0, 132.66666666666666)","(2.7, 3.3, 3.2880733944954126)","(51.0, 75.0, 74.12280701754386)","(17.0, 30.0, 29.866666666666667)","(101.0, 300.0, 234.28571428571428)"
06-01-2023 16:34:55.334674,"(3.5, 3.7, 3.714476885644769)","(12.0, 15.0, 14.865131578947368)","(5.5, 5.8, 5.7935622317596565)","(81.0, 140.0, 133.33333333333334)","(26.0, 46.0, 45.095238095238095)","(13.0, 14.5, 14.2109375)","(31.0, 38.0, 36.851063829787236)","(101.0, 150.0, 136.92307692307693)","(2.7, 3.3, 3.2450471698113206)","(51.0, 75.0, 74.44444444444444)","(17.0, 30.0, 29.705882352941178)","(101.0, 240.0, 234.0)"
06-01-2023 16:34:56.954738,"(3.4, 3.75, 3.7229299363057327)","(12.0, 15.0, 14.880813953488373)","(5.5, 5.8, 5.789003436426117)","(81.0, 140.0, 126.0)","(26.0, 46.0, 45.208333333333336)","(13.0, 14.5, 14.314814814814815)","(31.0, 38.0, 35.5625)","(101.0, 140.0, 136.25)","(2.7, 3.25, 3.23861646234676)","(51.0, 75.0, 74.21052631578948)","(18.0, 30.0, 29.36842105263158)","(101.0, 240.0, 234.0)"
06-01-2023 16:34:58.661886,"(3.4, 3.75, 3.7210227272727274)","(12.0, 15.0, 14.910179640718562)","(5.5, 5.8, 5.7855855855855856)","(81.0, 140.0, 126.0)","(26.0, 46.0, 45.208333333333336)","(13.0, 14.5, 14.342391304347826)","(31.0, 36.0, 35.63157894736842)","(101.0, 140.0, 137.33333333333334)","(2.7, 3.25, 3.240820895522388)","(51.0, 75.0, 74.45945945945945)","(18.0, 30.0, 29.818181818181817)","(101.0, 240.0, 222.57142857142858)"
06-01-2023 16:35:00.377974,"(3.4, 3.75, 3.748249027237354)","(12.0, 15.0, 14.969101123595506)","(5.0, 5.8, 5.788025889967638)","(81.0, 130.0, 127.77777777777777)","(26.0, 46.0, 45.36666666666667)","(13.0, 14.5, 14.37280701754386)","(31.0, 36.0, 36.588235294117645)","(101.0, 140.0, 137.89473684210526)","(2.7, 3.25, 3.2473684210526317)","(51.0, 75.0, 74.6590909090909)","(18.0, 30.0, 29.692307692307693)","(101.0, 230.0, 222.35294117647058)"
06-01-2023 16:35:02.172573,"(3.4, 3.75, 3.748249027237354)","(12.0, 15.0, 14.920765027322405)","(5.0, 5.8, 5.787868852459016)","(81.0, 130.0, 129.33333333333334)","(26.0, 46.0, 45.32258064516129)","(13.0, 14.5, 14.371681415929203)","(31.0, 38.0, 36.829268292682926)","(101.0, 140.0, 135.0)","(2.7, 3.25, 3.24432)","(51.0, 75.0, 74.8780487804878)","(18.0, 30.0, 29.692307692307693)","(101.0, 230.0, 222.35294117647058)"
06-01-2023 16:35:04.023133,"(3.4, 3.75, 3.74929435483871)","(12.0, 15.0, 14.920765027322405)","(5.0, 5.8, 5.787868852459016)","(81.0, 140.0, 129.33333333333334)","(26.0, 46.0, 45.32258064516129)","(13.0, 14.5, 14.371681415929203)","(31.0, 38.0, 36.829268292682926)","(101.0, 140.0, 134.73684210526315)","(2.7, 3.25, 3.2450915141430947)","(51.0, 75.0, 74.88095238095238)","(18.0, 30.0, 29.369565217391305)","(101.0, 230.0, 222.28571428571428)"
06-01-2023 16:35:05.888167,"(3.4, 3.75, 3.7494897959183673)","(12.0, 15.0, 14.983173076923077)","(5.0, 5.8, 5.778134110787172)","(81.0, 140.0, 128.26086956521738)","(26.0, 46.0, 45.32258064516129)","(13.0, 14.5, 14.407766990291263)","(31.0, 38.0, 36.57142857142857)","(101.0, 140.0, 133.21428571428572)","(2.7, 3.25, 3.333775906735751)","(51.0, 75.0, 74.7560975609756)","(18.0, 30.0, 28.829268292682926)","(101.0, 230.0, 233.33333333333334)"
06-01-2023 16:35:07.843173,"(3.4, 3.75, 3.7402350813743217)","(12.0, 15.0, 14.942307692307692)","(5.0, 5.8, 5.7594666666666665)","(81.0, 130.0, 120.52631578947368)","(26.0, 46.0, 41.75609756097561)","(13.0, 14.5, 14.386904761904763)","(31.0, 38.0, 37.47826086956522)","(101.0, 140.0, 133.44827586206895)","(2.7, 3.35, 3.34200477326969)","(51.0, 75.0, 74.76744186046511)","(18.0, 29.0, 28.844444444444445)","(101.0, 240.0, 212.8)"
06-01-2023 16:35:09.492207,"(3.4, 3.75, 3.7416353383458647)","(12.0, 15.0, 14.984162895927602)","(5.0, 5.8, 5.768599033816425)","(81.0, 130.0, 121.42857142857143)","(26.0, 42.0, 41.666666666666664)","(13.0, 14.5, 14.397849462365592)","(31.0, 38.0, 37.55555555555556)","(101.0, 140.0, 133.79310344827587)","(2.8, 3.35, 3.303230769230769)","(51.0, 75.0, 74.77272727272727)","(18.0, 29.0, 28.705882352941178)","(101.0, 220.0, 212.8)"
06-01-2023 16:35:11.101544,"(3.4, 3.75, 3.749585921325052)","(12.0, 15.0, 14.984848484848484)","(5.0, 5.8, 5.781460674157303)","(81.0, 130.0, 121.81818181818181)","(26.0, 42.0, 42.57142857142857)","(13.0, 14.5, 14.36734693877551)","(31.0, 38.0, 37.68421052631579)","(101.0, 140.0, 134.7058823529412)","(2.8, 3.35, 3.2948484848484845)","(51.0, 75.0, 74.88888888888889)","(18.0, 29.0, 28.611464968152866)","(101.0, 220.0, 200.76923076923077)"
06-01-2023 16:35:12.601673,"(3.4, 3.75, 3.749585921325052)","(12.0, 15.0, 14.984848484848484)","(5.0, 5.8, 5.787)","(81.0, 130.0, 120.0)","(26.0, 44.0, 42.76923076923077)","(13.0, 14.5, 14.375)","(31.0, 38.0, 37.68421052631579)","(101.0, 140.0, 134.84848484848484)","(2.8, 3.3, 3.2882124352331603)","(51.0, 75.0, 74.88636363636364)","(18.0, 30.0, 28.82608695652174)","(101.0, 210.0, 200.76923076923077)"
06-01-2023 16:35:14.150702,"(3.4, 3.75, 3.7322429906542056)","(12.0, 15.0, 14.977678571428571)","(5.0, 5.8, 5.798418277680141)","(81.0, 130.0, 121.81818181818181)","(26.0, 44.0, 42.535714285714285)","(13.0, 14.5, 14.373684210526315)","(31.0, 38.0, 37.68421052631579)","(101.0, 140.0, 134.84848484848484)","(2.8, 3.3, 3.287447108603667)","(51.0, 75.0, 74.8780487804878)","(18.0, 29.0, 27.84)","(101.0, 210.0, 200.76923076923077)"
06-01-2023 16:35:15.845508,"(3.4, 3.8, 3.770528455284553)","(12.0, 15.0, 15.09375)","(5.0, 5.9, 5.587259615384615)","(81.0, 130.0, 122.17391304347827)","(26.0, 44.0, 42.62068965517241)","(13.0, 14.5, 14.4)","(31.0, 38.0, 37.73913043478261)","(101.0, 140.0, 135.3125)","(2.8, 3.3, 3.314)","(51.0, 75.0, 74.88095238095238)","(18.0, 28.0, 27.775510204081634)","(101.0, 210.0, 201.42857142857142)"
06-01-2023 16:35:17.469681,"(3.4, 3.8, 3.763818181818182)","(12.0, 15.5, 15.220689655172414)","(5.0, 5.6, 5.5839541547277936)","(81.0, 130.0, 120.52631578947368)","(26.0, 44.0, 42.666666666666664)","(13.0, 14.5, 14.494897959183673)","(31.0, 38.0, 37.951219512195124)","(101.0, 140.0, 135.3125)","(2.8, 3.35, 3.2986401673640167)","(51.0, 75.0, 74.6590909090909)","(18.0, 28.0, 27.775510204081634)","(101.0, 210.0, 202.14285714285714)"
06-01-2023 16:35:19.126743,"(3.4, 3.8, 3.763818181818182)","(12.0, 15.5, 14.852)","(5.5, 5.6, 5.575985663082437)","(81.0, 130.0, 122.0)","(31.0, 44.0, 42.758620689655174)","(13.0, 14.5, 14.417355371900827)","(31.0, 40.0, 37.58620689655172)","(101.0, 140.0, 138.5)","(2.8, 3.3, 3.299136442141623)","(51.0, 75.0, 74.67391304347827)","(18.0, 28.0, 27.78846153846154)","(101.0, 210.0, 204.0)"
06-01-2023 16:35:20.778027,"(3.4, 3.8, 3.7806748466257667)","(12.0, 15.5, 15.19811320754717)","(5.5, 5.6, 5.574812030075187)","(81.0, 130.0, 122.0)","(31.0, 44.0, 42.81967213114754)","(13.0, 14.5, 14.40625)","(31.0, 38.0, 37.52)","(101.0, 140.0, 138.5)","(2.8, 3.3, 3.315)","(51.0, 75.0, 74.67391304347827)","(18.0, 28.0, 27.650793650793652)","(101.0, 210.0, 204.0)"
06-01-2023 16:35:22.417601,"(3.4, 3.8, 3.781791907514451)","(12.0, 15.5, 15.220430107526882)","(5.5, 5.6, 5.568979591836735)","(81.0, 130.0, 122.8)","(31.0, 44.0, 42.875)","(13.0, 14.5, 14.411764705882353)","(31.0, 38.0, 35.833333333333336)","(101.0, 140.0, 138.57142857142858)","(2.8, 3.35, 3.3261458333333334)","(51.0, 75.0, 74.88888888888889)","(18.0, 28.0, 27.736842105263158)","(101.0, 210.0, 204.375)"
06-01-2023 16:35:23.935391,"(3.4, 3.8, 3.781791907514451)","(12.0, 15.5, 15.186746987951807)","(5.5, 5.6, 5.478)","(81.0, 130.0, 122.8)","(31.0, 44.0, 42.875)","(13.0, 14.5, 14.39655172413793)","(31.0, 36.0, 35.84615384615385)","(101.0, 140.0, 138.57142857142858)","(2.8, 3.35, 3.3557038834951456)","(51.0, 75.0, 78.57142857142857)","(18.0, 28.0, 27.513513513513512)","(101.0, 210.0, 204.375)"
06-01-2023 16:35:25.432457,"(3.3, 3.8, 3.782069970845481)","(12.0, 15.5, 15.25925925925926)","(5.0, 5.5, 5.493170731707317)","(81.0, 130.0, 120.52631578947368)","(31.0, 44.0, 42.758620689655174)","(13.0, 14.5, 14.39655172413793)","(31.0, 36.0, 35.839080459770116)","(101.0, 140.0, 138.57142857142858)","(2.8, 3.4, 3.3324514991181657)","(51.0, 80.0, 78.57142857142857)","(18.0, 28.0, 27.6)","(101.0, 210.0, 204.375)"
06-01-2023 16:35:27.213165,"(3.3, 3.8, 3.783863636363636)","(12.0, 15.5, 15.313636363636364)","(5.0, 5.5, 5.49281045751634)","(81.0, 130.0, 121.42857142857143)","(31.0, 44.0, 42.85245901639344)","(13.0, 14.5, 14.422680412371134)","(31.0, 36.0, 36.275862068965516)","(101.0, 140.0, 138.63636363636363)","(2.8, 3.35, 3.329353562005277)","(51.0, 80.0, 78.64406779661017)","(18.0, 28.0, 27.755555555555556)","(101.0, 210.0, 204.7058823529412)"
06-01-2023 16:35:29.001951,"(3.3, 3.75, 3.7440635451505018)","(12.0, 15.5, 15.313636363636364)","(5.0, 5.5, 5.462555066079295)","(81.0, 130.0, 122.5)","(31.0, 44.0, 42.95522388059702)","(13.0, 14.5, 14.434782608695652)","(31.0, 38.0, 36.857142857142854)","(101.0, 140.0, 138.75)","(2.8, 3.35, 3.3317767653758543)","(51.0, 80.0, 77.6470588235294)","(18.0, 28.0, 27.78181818181818)","(101.0, 210.0, 204.7058823529412)"
