,Miracle Mikey,My Maddy,Perseus,Exit Sign,Vlasta Bale,London Berry,Pyrenees Chateau
09-01-2023 10:07:01.978734,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 15.105)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:07:03.214505,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 14.680000000000001)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:07:04.429391,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.0, 14.680000000000001)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:07:05.713859,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.0, 14.680000000000001)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:07:06.920561,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.0, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:07:08.173897,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 7.199999999999999)"
09-01-2023 10:07:09.510805,"(3.8, 5.6, 4.9)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 7.199999999999999)"
09-01-2023 10:07:10.752388,"(3.8, 5.6, 4.9)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.86875)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:12.060746,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.4, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:13.232088,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:14.415963,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:15.496187,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:16.642577,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:17.842399,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:18.825361,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:19.913528,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:21.097649,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:22.209381,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.1)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:23.235864,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.1)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:24.378482,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:25.502932,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:26.531200,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:27.583594,"(3.8, 5.6, 4.74)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:28.587123,"(3.8, 5.6, 4.74)","(3.2, 7.0, 5.977272727272727)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:29.645423,"(3.8, 5.6, 5.47)","(3.2, 7.0, 5.977272727272727)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.35)"
09-01-2023 10:07:30.683493,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.1)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 10.405714285714286)"
09-01-2023 10:07:31.681473,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.1875)","(31.0, 95.0, 51.875)","(8.0, 15.5, 14.255)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:32.698402,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.5, 13.83)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:33.792313,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:34.742907,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:35.715256,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:36.756852,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:37.838761,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:38.889677,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:39.893230,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 15.0, 11.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:40.919857,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.728571428571428)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:41.944460,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.728571428571428)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:42.892143,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.728571428571428)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:43.881066,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.5, 11.728571428571428)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:44.838016,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.00909090909091)"
09-01-2023 10:07:45.838183,"(3.8, 5.6, 4.9714285714285715)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 10.405714285714286)"
09-01-2023 10:07:46.811185,"(3.8, 5.6, 4.9714285714285715)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 10.405714285714286)"
09-01-2023 10:07:47.765296,"(3.8, 5.6, 4.9714285714285715)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:48.728881,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:49.812846,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:50.802860,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:51.827533,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:52.762577,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:53.808224,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:54.742035,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 17.0, 12.2)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:55.656990,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:56.677389,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:57.658008,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.466666666666667)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:58.605005,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:07:59.597009,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:08:00.588703,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:08:01.604180,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 7.65)"
09-01-2023 10:08:02.631930,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:03.637950,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:04.649159,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:05.637071,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:06.674735,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:07.633210,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:08.596180,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:09.612814,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:10.650886,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:11.557213,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:12.547641,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:13.486488,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:14.458600,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.5, 10.129999999999999)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:15.398404,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.0, 11.7)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:16.366766,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 16.0, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:17.368705,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:18.335881,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:19.362110,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(8.0, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:20.348058,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.348571428571429)","(31.0, 95.0, 51.875)","(7.5, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:21.404413,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.348571428571429)","(31.0, 95.0, 51.875)","(7.5, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:22.420494,"(3.8, 5.6, 4.84)","(3.2, 7.0, 6.348571428571429)","(31.0, 95.0, 51.875)","(7.5, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:23.444778,"(3.8, 5.6, 4.84)","(3.2, 7.0, 5.977272727272727)","(31.0, 95.0, 51.875)","(7.5, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:24.418301,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 15.5, 12.26)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:25.507780,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 15.5, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:26.529189,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:27.498517,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:28.449675,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:29.465581,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:30.417753,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:31.372551,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:32.390238,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:33.340468,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.75625)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:34.363774,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.2, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:35.291820,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:36.247936,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:37.259558,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:38.299174,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:39.248918,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.266666666666666)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:40.287350,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.45)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:08:41.288086,"(3.8, 5.6, 4.84)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 5.655555555555555)","(4.2, 7.0, 5.64375)","(6.5, 12.0, 9.923076923076923)"
