,Alta Magacian Nz,English Dance,Miki Magic,Rockon Allie,Sarasun,Mister Domingo,Whos To Blame
16-12-2022 11:52:09.982995,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.6, 5.949999999999999)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:11.320888,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.6, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:12.676922,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:14.673969,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:16.403071,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:18.191579,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:20.871249,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.25)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:22.641455,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:24.090925,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:25.453375,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:26.706657,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:27.921562,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:29.187742,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:30.811265,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:32.277490,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.54)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:33.592400,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.9, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:34.940487,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:36.319482,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:37.637464,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:38.877112,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:40.225449,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:41.535750,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.3999999999999995)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:42.797046,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 5.8, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 12.692307692307693)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:44.163970,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.52)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:45.357719,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 11.444444444444445)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:46.591269,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.083333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:47.775609,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 11.372727272727273)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:49.024751,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.5, 11.3)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:50.425098,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.3)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:51.720909,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.666666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:52.976248,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.666666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:54.158104,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.666666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:55.384840,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.125)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:56.579166,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 12.1)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:57.719853,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.5)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:58.842752,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:52:59.977573,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:01.117582,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:02.286470,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:03.444284,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:04.553472,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:05.616300,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:06.707190,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:07.922947,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:09.080869,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:10.285953,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:11.496457,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:12.772226,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:13.848344,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:14.963247,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:16.407779,"(2.5, 99999, 99990)","(4.8, 7.0, 6.2)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:17.941364,"(2.5, 99999, 99990)","(4.8, 7.0, 6.08)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 11.75)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:19.197280,"(2.5, 99999, 99990)","(4.8, 6.8, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 13.0, 15.166666666666666)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:20.365970,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 16.5, 13.708333333333332)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:21.718306,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 16.0, 13.708333333333332)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:23.659270,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 16.0, 14.38888888888889)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:24.783435,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.5, 14.38888888888889)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:26.091059,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.5, 14.38888888888889)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:27.484498,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.5, 14.4375)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:28.707585,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 15.0, 13.61111111111111)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:29.847223,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.5, 13.61111111111111)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:31.364319,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.5, 13.5625)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:32.870219,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:34.064068,"(2.5, 99999, 99990)","(4.8, 6.6, 5.96)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:35.220865,"(2.5, 99999, 99990)","(4.8, 6.6, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:36.829237,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:38.344414,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:39.512985,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:40.594636,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 4.183333333333334)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:41.777375,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.5, 3.975)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:42.929987,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.766666666666667)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:44.153031,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.9)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:45.160002,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.9)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:46.213138,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 5.925)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:47.478594,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.0, 6.15)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 14.0, 12.541666666666668)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:48.682627,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.8, 6.05)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.116666666666667)","(10.0, 14.0, 10.283333333333333)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:49.750382,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.05)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.0)","(10.0, 10.5, 10.381818181818183)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:50.833291,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.050000000000001)","(10.0, 10.5, 10.133333333333333)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:51.878398,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.050000000000001)","(10.0, 10.5, 10.133333333333333)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:52.892063,"(2.5, 99999, 99990)","(4.8, 6.0, 5.875)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.0)","(10.0, 10.5, 10.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:53.859829,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.0)","(10.0, 10.5, 10.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:55.337143,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.08)","(10.0, 10.5, 10.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:57.038370,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.0)","(10.0, 10.5, 10.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:58.207163,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.0)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:53:59.405061,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.0)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:00.425027,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.08)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:01.580337,"(2.5, 99999, 99990)","(4.8, 6.0, 5.75)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.08)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:02.773536,"(2.5, 99999, 99990)","(4.8, 6.0, 5.230769230769231)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.08)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:03.894231,"(2.5, 99999, 99990)","(4.8, 6.0, 5.230769230769231)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.08)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:04.927873,"(2.5, 99999, 99990)","(4.8, 6.0, 5.230769230769231)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:05.878279,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:06.840056,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:07.835315,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:08.773105,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:09.734462,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:10.742268,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:11.755823,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.025)","(10.0, 10.5, 10.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:12.704856,"(2.5, 99999, 99990)","(4.8, 5.8, 5.6)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 10.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:13.711611,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:14.727878,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:15.761507,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:16.955937,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
