,Alvin Delight,Ulna,Thai Time,Smug Doug,Son Of Brock,Marrying,Fernbank Flyer,Sally Sugar
07-12-2022 13:44:25.595533,"(61.0, 500.0, 274.0)","(4.0, 5.6, 5.222222222222221)","(7.0, 22.0, 15.25)","(12.0, 26.0, 23.0)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:26.792889,"(61.0, 500.0, 274.0)","(4.0, 5.6, 5.222222222222221)","(7.0, 22.0, 15.25)","(12.0, 26.0, 23.0)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:28.082325,"(61.0, 500.0, 274.0)","(4.0, 5.6, 5.222222222222221)","(7.0, 22.0, 15.25)","(12.0, 26.0, 23.0)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:29.260265,"(61.0, 500.0, 274.0)","(4.0, 5.6, 5.222222222222221)","(7.0, 22.0, 15.25)","(12.0, 26.0, 23.0)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:30.369796,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.636842105263158)","(7.0, 22.0, 15.25)","(12.0, 26.0, 23.0)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:31.462709,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.025)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.875)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:32.505333,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.608333333333333)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.875)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:33.857255,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.608333333333333)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:35.173604,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.53)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:36.535461,"(61.0, 500.0, 274.0)","(4.0, 6.0, 5.127272727272727)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:37.742159,"(61.0, 500.0, 274.0)","(4.0, 5.8, 5.48125)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.282857142857143)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:38.954208,"(61.0, 500.0, 274.0)","(4.0, 5.7, 5.48125)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.3233333333333333)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:40.011754,"(61.0, 500.0, 274.0)","(4.0, 5.7, 5.214285714285714)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.3233333333333333)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:41.041620,"(61.0, 500.0, 274.0)","(4.0, 5.5, 5.25)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.282857142857143)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:42.159424,"(61.0, 500.0, 274.0)","(4.0, 5.6, 5.371428571428571)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.282857142857143)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:43.293270,"(61.0, 500.0, 274.0)","(4.0, 5.6, 5.244444444444444)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:44.613327,"(61.0, 500.0, 274.0)","(4.0, 5.7, 5.264705882352941)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:45.902842,"(61.0, 500.0, 274.0)","(4.0, 5.7, 5.311111111111112)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:47.083578,"(61.0, 500.0, 274.0)","(4.0, 5.7, 5.311111111111112)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:48.252732,"(61.0, 500.0, 274.0)","(4.0, 5.5, 4.033333333333333)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:49.365296,"(61.0, 500.0, 274.0)","(4.0, 5.5, 4.336363636363636)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:50.572036,"(61.0, 500.0, 274.0)","(4.0, 6.2, 4.366666666666667)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:51.896628,"(61.0, 500.0, 274.0)","(4.0, 5.4, 4.7)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:53.048419,"(61.0, 500.0, 274.0)","(4.0, 5.4, 4.7)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:54.277221,"(61.0, 500.0, 274.0)","(4.0, 5.4, 4.4625)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:55.471132,"(61.0, 500.0, 274.0)","(4.0, 6.0, 5.2475000000000005)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:56.623952,"(61.0, 500.0, 274.0)","(4.0, 6.0, 5.2475000000000005)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:57.744132,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.0600000000000005)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:58.738659,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.652941176470589)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:44:59.790926,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.328571428571429)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:00.871877,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.652941176470589)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:02.010336,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.652941176470589)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:03.095222,"(61.0, 500.0, 274.0)","(4.0, 4.9, 4.328571428571429)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:04.237933,"(61.0, 500.0, 274.0)","(4.0, 6.0, 5.065217391304348)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.6, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:05.333428,"(61.0, 500.0, 274.0)","(4.0, 5.8, 4.338461538461538)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:06.442505,"(61.0, 500.0, 274.0)","(4.0, 5.8, 4.952173913043478)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.277142857142857)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:07.592082,"(61.0, 500.0, 274.0)","(4.0, 5.8, 4.3)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.1799999999999997)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:09.105189,"(61.0, 500.0, 274.0)","(4.0, 5.8, 4.952173913043478)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.1799999999999997)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:10.861856,"(61.0, 500.0, 274.0)","(4.0, 5.8, 4.92)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.2685714285714287)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:12.217373,"(61.0, 500.0, 274.0)","(4.0, 5.6, 4.92)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.310909090909091)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:13.505866,"(61.0, 500.0, 274.0)","(4.0, 5.7, 4.035)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.38, 2.3)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:14.740057,"(61.0, 500.0, 274.0)","(4.0, 5.7, 4.035)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.4, 2.3)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:16.010441,"(61.0, 500.0, 274.0)","(4.0, 5.5, 4.336363636363636)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.4, 2.2575)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:17.144772,"(61.0, 500.0, 274.0)","(4.0, 5.5, 4.847368421052631)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.4, 2.38125)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:18.378080,"(61.0, 500.0, 274.0)","(4.0, 5.5, 4.033333333333333)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.4, 2.9166666666666665)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:19.517203,"(61.0, 500.0, 274.0)","(4.0, 5.5, 4.033333333333333)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.94, 2.8358974358974356)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:20.719654,"(61.0, 500.0, 274.0)","(4.0, 5.4, 4.542857142857143)","(7.0, 22.0, 15.25)","(12.0, 26.0, 21.2)","(2.0, 2.92, 2.609090909090909)","(18.0, 70.0, 33.2)","(4.4, 9.8, 7.88)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:22.099503,"(61.0, 500.0, 274.0)","(4.0, 5.4, 5.035294117647059)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.9, 2.36)","(18.0, 70.0, 30.0)","(4.4, 9.8, 8.054545454545455)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:23.348666,"(61.0, 500.0, 274.0)","(4.0, 5.4, 5.035294117647059)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.84, 2.44)","(18.0, 70.0, 30.0)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:24.531346,"(61.0, 500.0, 274.0)","(4.0, 5.4, 4.55625)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.84, 2.367272727272727)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:25.859724,"(61.0, 500.0, 274.0)","(4.0, 4.8, 4.5854838709677415)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.8, 2.5466666666666664)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:27.103825,"(61.0, 500.0, 274.0)","(4.0, 4.8, 4.5854838709677415)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.76, 2.503846153846154)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:28.309125,"(61.0, 500.0, 274.0)","(4.0, 4.8, 4.275)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.7, 2.634888888888889)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:29.718273,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.8, 4.4625)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.68, 2.578823529411765)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:31.049027,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.8, 4.4625)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.64, 2.396)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:32.362901,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.8, 4.609999999999999)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.58, 2.4903703703703703)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:33.635705,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.8, 4.609999999999999)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.52, 2.3682758620689657)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:34.829769,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.8, 4.609999999999999)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.48, 2.273846153846154)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:36.008886,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.8, 4.4625)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.42, 2.3794736842105264)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:37.208572,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.8125)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.4, 2.3325)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:38.421471,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.8125)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2377777777777776)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:39.640574,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.8125)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2377777777777776)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:40.868864,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 5.0)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.1933333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:42.046159,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 5.0)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.1933333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:43.188209,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 5.0)","(7.0, 22.0, 15.25)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.1933333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:44.248104,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.475)","(7.0, 22.0, 19.15)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.1933333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:45.420147,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.475)","(7.0, 22.0, 19.15)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2377777777777776)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:46.785619,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.475)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2377777777777776)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:48.247204,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.475)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2377777777777776)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:49.546212,"(61.0, 500.0, 319.20000000000005)","(4.0, 5.3, 4.475)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:50.898884,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.277777777777778)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:52.246480,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.277777777777778)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:53.893561,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.277777777777778)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:55.332071,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.277777777777778)","(7.0, 22.0, 15.625)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:56.761431,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.375)","(7.0, 22.0, 19.15)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 53.33333333333333)"
07-12-2022 13:45:58.053540,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 32.5)"
07-12-2022 13:45:59.379960,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 32.5)"
07-12-2022 13:46:00.617519,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.202857142857143)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.666666666666667)","(21.0, 75.0, 32.5)"
07-12-2022 13:46:01.934910,"(61.0, 500.0, 319.20000000000005)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.05)","(21.0, 75.0, 32.5)"
07-12-2022 13:46:03.139495,"(61.0, 500.0, 262.6666666666667)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.05)","(21.0, 75.0, 54.16666666666667)"
07-12-2022 13:46:04.284374,"(61.0, 500.0, 265.3333333333333)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 7.05)","(21.0, 75.0, 54.16666666666667)"
07-12-2022 13:46:05.459565,"(61.0, 500.0, 324.0)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.8, 8.780952380952382)","(21.0, 75.0, 58.666666666666664)"
07-12-2022 13:46:06.715476,"(61.0, 500.0, 324.0)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 22.0)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.4, 8.466666666666667)","(21.0, 75.0, 62.75)"
07-12-2022 13:46:08.073027,"(61.0, 500.0, 183.63636363636363)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 21.4)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.2, 8.466666666666667)","(21.0, 75.0, 59.40909090909091)"
07-12-2022 13:46:09.395358,"(61.0, 500.0, 183.63636363636363)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 23.444444444444443)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.4, 8.4)","(21.0, 110.0, 52.599999999999994)"
07-12-2022 13:46:10.632479,"(61.0, 500.0, 183.63636363636363)","(4.0, 4.9, 4.375)","(7.0, 22.0, 16.0)","(12.0, 26.0, 23.444444444444443)","(2.0, 2.36, 2.2133333333333334)","(18.0, 70.0, 28.214285714285715)","(4.4, 9.4, 8.4)","(21.0, 110.0, 85.69999999999999)"
