,Bonnies Beast,Fabriola Duran,Dioptase,Taltarni Black,Doonside Shadow,She Has Zip,Phoenix Flight,Crackerjack Lach
04-01-2023 15:13:33.392781,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 26.875)"
04-01-2023 15:13:34.585088,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 26.875)"
04-01-2023 15:13:35.860181,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 26.875)"
04-01-2023 15:13:36.872971,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 25.333333333333332)"
04-01-2023 15:13:37.917403,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 25.333333333333332)"
04-01-2023 15:13:38.955180,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 25.333333333333332)"
04-01-2023 15:13:39.970615,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 25.333333333333332)"
04-01-2023 15:13:41.006546,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 26.625)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.8125)"
04-01-2023 15:13:42.055546,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 26.625)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.8125)"
04-01-2023 15:13:43.053127,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 26.625)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.8125)"
04-01-2023 15:13:44.072890,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 26.625)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.8125)"
04-01-2023 15:13:45.149144,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 26.625)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.8125)"
04-01-2023 15:13:46.195480,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.181818181818182)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.8125)"
04-01-2023 15:13:47.248729,"(4.2, 7.4, 6.415384615384616)","(3.4, 4.6, 4.571428571428571)","(4.4, 7.8, 6.942857142857143)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.1875)"
04-01-2023 15:13:48.297751,"(4.2, 7.4, 6.8545454545454545)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.1875)"
04-01-2023 15:13:49.315838,"(4.2, 7.4, 5.742857142857143)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.1875)"
04-01-2023 15:13:50.375615,"(4.2, 7.4, 5.742857142857143)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.1875)"
04-01-2023 15:13:51.465694,"(4.2, 8.0, 4.423529411764706)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 19.1875)"
04-01-2023 15:13:52.550904,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:13:53.654873,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:13:54.749421,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.711764705882353)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:13:55.810793,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:13:56.912801,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:13:58.038467,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:13:59.173718,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:00.317903,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:01.411273,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:02.568334,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:03.658941,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:04.742076,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:05.776553,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:06.837281,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:07.899330,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:08.937793,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:09.992574,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:11.007448,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:12.034443,"(4.2, 7.8, 4.835294117647059)","(3.4, 4.6, 4.1499999999999995)","(4.4, 7.8, 4.623529411764706)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:13.060150,"(4.2, 7.6, 7.477777777777778)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:14.067322,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:15.281799,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:16.356633,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:17.414769,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 24.18181818181818)","(16.0, 55.0, 27.727272727272727)","(11.0, 32.0, 19.8125)"
04-01-2023 15:14:18.618375,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:19.734752,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:20.864831,"(4.2, 7.6, 6.8)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:22.015366,"(4.2, 7.6, 6.75)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:23.160665,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:24.240915,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:25.330590,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:26.389036,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:27.460071,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:28.504023,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:29.574431,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 28.857142857142858)","(16.0, 55.0, 33.57142857142857)","(11.0, 32.0, 23.136363636363637)"
04-01-2023 15:14:30.709048,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:31.820023,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:32.886222,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:33.980077,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:35.041042,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:36.157280,"(4.2, 7.4, 6.6000000000000005)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:37.265645,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:38.369146,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:39.490310,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:40.579622,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 23.454545454545453)","(16.0, 55.0, 27.0)","(11.0, 32.0, 22.68181818181818)"
04-01-2023 15:14:41.634435,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 27.5)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:42.667908,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:43.727148,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:44.801504,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:45.845913,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:47.008481,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:48.085027,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:49.141267,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:50.248206,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:51.342372,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:52.459329,"(4.2, 7.4, 7.285185185185185)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:53.552414,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:54.583836,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:55.611688,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:56.666857,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.1875)"
04-01-2023 15:14:57.700330,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 22.909090909090907)"
04-01-2023 15:14:58.758791,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.8125)"
04-01-2023 15:14:59.765652,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.8125)"
04-01-2023 15:15:00.790947,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.8125)"
04-01-2023 15:15:01.775734,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.8125)"
04-01-2023 15:15:02.844419,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.8125)"
04-01-2023 15:15:03.909130,"(4.2, 7.2, 7.0925925925925934)","(3.4, 4.6, 3.925)","(4.4, 7.6, 6.466666666666667)","(14.0, 32.0, 29.944444444444443)","(3.7, 6.8, 4.496)","(16.0, 46.0, 37.25)","(16.0, 55.0, 38.75)","(11.0, 32.0, 19.8125)"
