,Lord Sundowner,Mygirlgladys,Debatable,Twelve Bells,Heroic Chief,Our Foxwedge,Diamatti,Sparkling Blue,Adki,Star Waltz,Oronoco,Secret Way
10-01-2023 15:48:19.849844,"(8.0, 9.0, 8.869565217391305)","(4.4, 5.9, 5.798529411764706)","(14.0, 18.5, 17.9)","(8.5, 11.5, 11.05)","(16.0, 28.0, 27.0)","(21.0, 32.0, 28.666666666666668)","(18.0, 27.0, 21.6)","(6.0, 7.8, 7.76)","(10.0, 13.0, 12.277777777777779)","(3.5, 4.3, 4.26078431372549)","(41.0, 200.0, 125.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:21.475094,"(8.0, 9.0, 8.869565217391305)","(4.4, 5.9, 5.798529411764706)","(14.0, 18.5, 17.9)","(8.5, 11.5, 11.05)","(16.0, 28.0, 27.0)","(21.0, 32.0, 28.666666666666668)","(18.0, 27.0, 21.6)","(6.0, 7.8, 7.76)","(10.0, 13.0, 12.277777777777779)","(3.5, 4.3, 4.26078431372549)","(41.0, 200.0, 125.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:22.911618,"(8.0, 9.0, 8.869565217391305)","(4.4, 5.9, 5.798529411764706)","(14.0, 18.5, 17.9)","(8.5, 11.5, 11.05)","(16.0, 28.0, 27.0)","(21.0, 32.0, 28.666666666666668)","(18.0, 27.0, 21.6)","(6.0, 7.8, 7.76)","(10.0, 13.0, 12.277777777777779)","(3.5, 4.3, 4.26078431372549)","(41.0, 200.0, 106.66666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:24.546329,"(8.0, 9.0, 8.869565217391305)","(4.4, 5.9, 5.798529411764706)","(14.0, 18.5, 17.9)","(8.5, 11.5, 11.277777777777779)","(16.0, 28.0, 27.0)","(21.0, 32.0, 28.666666666666668)","(18.0, 27.0, 21.6)","(6.0, 7.8, 7.76)","(10.0, 13.0, 12.0)","(3.5, 4.3, 4.26078431372549)","(41.0, 140.0, 106.66666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:26.134633,"(8.0, 9.0, 8.869565217391305)","(4.4, 5.9, 5.798529411764706)","(14.0, 18.5, 17.9)","(8.5, 11.5, 11.277777777777779)","(16.0, 28.0, 27.0)","(21.0, 32.0, 28.666666666666668)","(18.0, 27.0, 24.428571428571427)","(6.0, 7.8, 7.76)","(10.0, 12.5, 12.0)","(3.5, 4.3, 4.26078431372549)","(41.0, 140.0, 106.66666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:27.671322,"(8.0, 9.0, 8.869565217391305)","(4.4, 5.9, 5.806756756756757)","(14.0, 18.5, 18.125)","(8.5, 11.5, 11.333333333333334)","(16.0, 28.0, 27.333333333333332)","(21.0, 32.0, 29.0)","(18.0, 27.0, 22.90909090909091)","(6.0, 7.8, 7.706122448979592)","(10.0, 12.5, 11.8125)","(3.5, 4.3, 4.266101694915254)","(41.0, 140.0, 106.66666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:29.144928,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 18.5, 18.2)","(8.5, 11.5, 11.413793103448276)","(16.0, 28.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 27.0, 22.8)","(6.0, 8.0, 7.702127659574468)","(10.0, 12.0, 11.8125)","(3.5, 4.3, 4.266101694915254)","(41.0, 140.0, 102.5)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:30.805355,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 19.0, 18.333333333333332)","(8.5, 12.0, 11.413793103448276)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.333333333333332)","(6.0, 8.0, 7.702127659574468)","(10.0, 12.0, 11.8125)","(3.5, 4.3, 4.266101694915254)","(41.0, 140.0, 102.5)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:32.444220,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 19.0, 18.333333333333332)","(8.5, 12.0, 11.461538461538462)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.333333333333332)","(6.0, 8.0, 7.702127659574468)","(10.0, 12.0, 11.8125)","(3.5, 4.3, 4.266101694915254)","(41.0, 140.0, 102.5)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:34.144243,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 19.0, 18.333333333333332)","(8.5, 12.0, 11.461538461538462)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.333333333333332)","(6.0, 8.0, 7.741176470588235)","(10.0, 12.0, 11.814814814814815)","(3.5, 4.3, 4.342857142857143)","(41.0, 140.0, 98.33333333333333)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:35.942288,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 19.0, 18.333333333333332)","(8.5, 12.0, 11.461538461538462)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.333333333333332)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.745762711864407)","(3.5, 4.4, 4.342857142857143)","(41.0, 140.0, 94.16666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:37.656916,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.333333333333332)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.745762711864407)","(3.5, 4.4, 4.342857142857143)","(41.0, 140.0, 94.16666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:39.447658,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(14.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.333333333333332)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.745762711864407)","(3.5, 4.4, 4.342857142857143)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:41.093875,"(8.0, 9.0, 8.875)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 26.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.827586206896552)","(3.5, 4.4, 4.342857142857143)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:42.963411,"(8.0, 9.0, 8.868131868131869)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.827586206896552)","(3.5, 4.4, 4.342857142857143)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:44.610153,"(8.0, 9.0, 8.868131868131869)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.827586206896552)","(3.5, 4.4, 4.321951219512195)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:46.285792,"(8.0, 9.0, 8.741176470588236)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.827586206896552)","(3.5, 4.4, 4.321951219512195)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:47.841571,"(8.0, 8.8, 8.741176470588236)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.827586206896552)","(3.5, 4.4, 4.321951219512195)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:49.304184,"(8.0, 8.8, 8.741176470588236)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.827586206896552)","(3.5, 4.4, 4.321951219512195)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:50.828837,"(8.0, 8.8, 8.741176470588236)","(4.4, 5.9, 5.806756756756757)","(13.0, 19.0, 18.555555555555557)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.852941176470589)","(3.5, 4.4, 4.321951219512195)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:52.449827,"(8.0, 8.8, 8.741176470588236)","(4.4, 5.9, 5.810389610389611)","(13.0, 19.0, 18.666666666666668)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.331818181818182)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:54.079517,"(8.0, 8.8, 8.741176470588236)","(4.4, 5.9, 5.7837499999999995)","(13.0, 19.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.364285714285715)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:55.635148,"(8.0, 8.8, 8.7375)","(4.4, 5.8, 5.7837499999999995)","(13.0, 20.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.392307692307693)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:57.185868,"(8.0, 8.8, 8.7375)","(4.4, 5.8, 5.7837499999999995)","(13.0, 20.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.545454545454547)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.392307692307693)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:48:58.824144,"(8.0, 8.6, 8.416666666666668)","(4.4, 5.8, 5.7837499999999995)","(13.0, 20.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.285714285714285)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.392307692307693)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:00.451579,"(8.0, 8.6, 8.416666666666668)","(4.4, 5.8, 5.7837499999999995)","(13.0, 20.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.285714285714285)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.392307692307693)","(41.0, 140.0, 90.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:01.993590,"(8.0, 8.6, 8.416666666666668)","(4.4, 5.8, 5.7837499999999995)","(13.0, 20.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.285714285714285)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.871794871794872)","(3.5, 4.4, 4.392307692307693)","(41.0, 140.0, 105.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:03.568475,"(8.0, 8.6, 8.515384615384615)","(4.4, 5.8, 5.7837499999999995)","(13.0, 20.0, 19.125)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.285714285714285)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.852941176470589)","(3.5, 4.4, 4.392307692307693)","(41.0, 130.0, 105.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:05.103490,"(8.0, 8.6, 8.515384615384615)","(4.4, 5.8, 5.798529411764706)","(13.0, 20.0, 18.09090909090909)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.285714285714285)","(21.0, 30.0, 29.0)","(18.0, 25.0, 23.5)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.852941176470589)","(3.5, 4.4, 4.421276595744681)","(41.0, 130.0, 105.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:06.665710,"(8.0, 8.6, 8.536363636363637)","(4.4, 5.9, 5.798529411764706)","(13.0, 20.0, 16.88888888888889)","(8.5, 12.0, 11.548387096774194)","(16.0, 29.0, 26.333333333333332)","(21.0, 30.0, 28.0)","(18.0, 25.0, 24.25)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.669811320754716)","(3.5, 4.5, 4.437142857142857)","(41.0, 130.0, 123.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:08.315406,"(8.0, 8.6, 8.536363636363637)","(4.4, 5.9, 5.798529411764706)","(13.0, 20.0, 16.88888888888889)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 28.0)","(18.0, 26.0, 24.25)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.627450980392156)","(3.5, 4.5, 4.437142857142857)","(41.0, 130.0, 123.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:09.926481,"(8.0, 8.6, 8.536363636363637)","(4.4, 5.9, 5.798529411764706)","(13.0, 20.0, 17.666666666666668)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 28.0)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.627450980392156)","(3.5, 4.5, 4.432352941176471)","(41.0, 130.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:11.455350,"(8.0, 8.6, 8.553846153846154)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.5, 17.5)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 28.0)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.627450980392156)","(3.5, 4.5, 4.445238095238095)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:13.019816,"(8.0, 8.6, 8.553846153846154)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.5, 17.5)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 28.0)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.627450980392156)","(3.5, 4.5, 4.445238095238095)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:14.552601,"(8.0, 8.6, 8.553846153846154)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.5, 17.5)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 28.0)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.627450980392156)","(3.5, 4.5, 4.448888888888889)","(41.0, 140.0, 106.66666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:16.097330,"(8.0, 8.6, 8.55813953488372)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.5, 17.5)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 28.0)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.616071428571429)","(3.5, 4.5, 4.448888888888889)","(41.0, 140.0, 106.66666666666667)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:17.639022,"(8.0, 8.6, 8.55813953488372)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.5, 17.166666666666668)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 29.0, 27.333333333333332)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.616071428571429)","(3.5, 4.5, 4.458928571428571)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:19.150256,"(8.0, 8.6, 8.55813953488372)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.0, 17.166666666666668)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.616071428571429)","(3.5, 4.5, 4.458928571428571)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:20.630897,"(8.0, 8.6, 8.55813953488372)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.0, 17.166666666666668)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.616071428571429)","(3.5, 4.5, 4.458928571428571)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:22.138157,"(8.0, 8.6, 8.55813953488372)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.0, 17.166666666666668)","(8.5, 12.0, 11.548387096774194)","(16.0, 28.0, 26.333333333333332)","(21.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.4)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.616071428571429)","(3.5, 4.5, 4.458928571428571)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:23.582267,"(8.0, 8.6, 8.55813953488372)","(4.4, 5.9, 5.798529411764706)","(13.0, 19.0, 17.166666666666668)","(8.5, 12.0, 11.80952380952381)","(16.0, 28.0, 26.181818181818183)","(21.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.25)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.716666666666667)","(3.5, 4.5, 4.430952380952381)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:25.135299,"(8.0, 8.6, 8.583783783783783)","(4.4, 5.9, 5.7562500000000005)","(13.0, 19.0, 17.75)","(8.5, 12.0, 11.80952380952381)","(16.0, 28.0, 26.181818181818183)","(21.0, 28.0, 27.333333333333332)","(18.0, 26.0, 24.25)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.0, 11.716666666666667)","(3.5, 4.5, 4.430952380952381)","(41.0, 140.0, 115.0)","(101.0, 230.0, 170.0)"
10-01-2023 15:49:27.295193,"(8.0, 8.6, 8.730434782608697)","(4.4, 5.7, 5.475)","(13.0, 19.0, 18.571428571428573)","(8.5, 12.5, 12.346153846153847)","(16.0, 27.0, 25.4)","(21.0, 28.0, 25.23076923076923)","(18.0, 26.0, 24.25)","(6.0, 7.8, 7.741176470588235)","(10.0, 12.5, 12.119047619047619)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:28.968627,"(8.0, 8.8, 8.730434782608697)","(4.4, 5.5, 5.461111111111111)","(13.0, 19.0, 18.333333333333332)","(8.5, 12.5, 12.529411764705882)","(16.0, 27.0, 25.4)","(21.0, 28.0, 26.846153846153847)","(18.0, 26.0, 24.25)","(6.0, 7.8, 7.88235294117647)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:30.532068,"(8.0, 8.8, 8.730434782608697)","(4.4, 5.5, 5.351515151515152)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.529411764705882)","(16.0, 27.0, 25.4)","(21.0, 28.0, 26.88888888888889)","(18.0, 26.0, 24.25)","(6.0, 8.0, 7.871428571428571)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:32.259699,"(8.0, 8.8, 8.730434782608697)","(4.4, 5.4, 5.351515151515152)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.529411764705882)","(16.0, 27.0, 25.4)","(21.0, 28.0, 26.88888888888889)","(18.0, 26.0, 24.25)","(6.0, 8.2, 7.871428571428571)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:34.036624,"(8.0, 8.8, 8.730434782608697)","(4.4, 5.4, 5.36)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.529411764705882)","(16.0, 27.0, 25.4)","(21.0, 28.0, 26.88888888888889)","(18.0, 26.0, 24.25)","(6.0, 8.2, 7.871428571428571)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:35.590900,"(8.0, 8.8, 8.730434782608697)","(4.4, 5.4, 5.36)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.529411764705882)","(16.0, 27.0, 25.0)","(21.0, 28.0, 26.363636363636363)","(18.0, 26.0, 24.25)","(6.0, 8.2, 7.871428571428571)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:37.229628,"(8.0, 8.8, 8.730434782608697)","(4.4, 5.4, 5.36)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.409090909090908)","(16.0, 26.0, 25.57142857142857)","(21.0, 28.0, 26.333333333333332)","(18.0, 26.0, 24.25)","(6.0, 8.2, 7.871428571428571)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:38.860047,"(8.0, 8.8, 8.466666666666667)","(4.4, 5.4, 5.364864864864865)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.535714285714286)","(16.0, 26.0, 25.333333333333332)","(21.0, 28.0, 26.333333333333332)","(18.0, 26.0, 24.25)","(6.0, 8.2, 7.871428571428571)","(10.0, 12.5, 12.235294117647058)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:40.547830,"(8.0, 8.6, 8.523809523809524)","(4.4, 5.4, 5.45483870967742)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.535714285714286)","(16.0, 26.0, 22.5)","(21.0, 28.0, 25.923076923076923)","(18.0, 26.0, 24.25)","(6.0, 8.2, 7.871428571428571)","(10.0, 12.5, 12.476190476190476)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:42.173344,"(8.0, 8.6, 8.523809523809524)","(4.4, 5.5, 5.45483870967742)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.535714285714286)","(16.0, 25.0, 22.333333333333332)","(21.0, 28.0, 25.923076923076923)","(18.0, 26.0, 24.4)","(6.0, 8.2, 7.895238095238095)","(10.0, 13.0, 12.416666666666666)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:43.838806,"(8.0, 8.6, 8.523809523809524)","(4.4, 5.5, 5.45483870967742)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.63888888888889)","(16.0, 25.0, 22.333333333333332)","(21.0, 28.0, 25.923076923076923)","(18.0, 26.0, 24.857142857142858)","(6.0, 8.2, 8.011764705882353)","(10.0, 13.0, 12.533333333333333)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:45.528013,"(8.0, 8.6, 8.5)","(4.4, 5.5, 5.45483870967742)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.63888888888889)","(16.0, 25.0, 22.333333333333332)","(21.0, 28.0, 25.923076923076923)","(18.0, 26.0, 24.857142857142858)","(6.0, 8.2, 8.011764705882353)","(10.0, 13.0, 12.533333333333333)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:47.206206,"(8.0, 8.6, 8.569811320754717)","(4.4, 5.5, 5.45483870967742)","(13.0, 18.5, 18.333333333333332)","(8.5, 13.0, 12.692307692307692)","(16.0, 25.0, 22.333333333333332)","(21.0, 28.0, 25.923076923076923)","(18.0, 26.0, 24.4)","(6.0, 8.2, 8.011764705882353)","(10.0, 13.0, 12.533333333333333)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 115.0)","(101.0, 230.0, 206.66666666666666)"
10-01-2023 15:49:48.879578,"(8.0, 8.6, 8.539622641509434)","(4.4, 5.5, 5.45483870967742)","(13.0, 18.5, 18.125)","(8.5, 13.0, 12.777777777777779)","(16.0, 25.0, 22.333333333333332)","(21.0, 28.0, 26.333333333333332)","(18.0, 26.0, 24.0)","(6.0, 8.2, 8.011764705882353)","(10.0, 13.0, 12.533333333333333)","(3.5, 4.5, 4.444230769230769)","(41.0, 140.0, 94.16666666666667)","(101.0, 230.0, 206.66666666666666)"
