,Byron,Excelladus,New Tycoon,Divine Breath,Lovetheinvasion,Baranof,Bluff N Bluster,Straya Pride,The Carpet Bagger,Weekend Affair
07-01-2023 12:53:56.057769,"(6.5, 7.8, 7.4)","(3.3, 3.95, 3.8106557377049177)","(31.0, 55.0, 50.90909090909091)","(6.0, 8.2, 7.861538461538461)","(7.5, 9.4, 9.272980501392757)","(8.5, 11.0, 10.481927710843374)","(5.5, 7.4, 7.013333333333334)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.307692307692307)","(21.0, 28.0, 26.25)"
07-01-2023 12:53:57.401613,"(6.5, 7.8, 7.56)","(3.3, 3.95, 3.825912408759124)","(31.0, 55.0, 52.666666666666664)","(6.0, 8.2, 7.885714285714285)","(7.5, 9.4, 9.178181818181818)","(8.5, 11.0, 10.522222222222222)","(5.5, 7.4, 7.013333333333334)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.4375)","(21.0, 28.0, 26.5)"
07-01-2023 12:53:58.756653,"(6.5, 7.8, 7.56)","(3.3, 3.95, 3.8195652173913044)","(31.0, 55.0, 52.666666666666664)","(6.0, 8.2, 7.885714285714285)","(7.5, 9.2, 9.178181818181818)","(8.5, 11.0, 10.522222222222222)","(5.5, 7.4, 7.013333333333334)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.4375)","(21.0, 28.0, 26.5)"
07-01-2023 12:54:00.199946,"(6.5, 7.8, 7.376470588235295)","(3.3, 3.95, 3.8609947643979057)","(31.0, 55.0, 51.81818181818182)","(6.0, 8.2, 7.933333333333334)","(7.5, 9.2, 9.278409090909092)","(8.5, 11.0, 10.516483516483516)","(5.5, 7.4, 7.013333333333334)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.4375)","(21.0, 28.0, 26.25)"
07-01-2023 12:54:01.543401,"(6.5, 7.8, 7.376470588235295)","(3.3, 3.95, 3.8848360655737704)","(31.0, 55.0, 51.81818181818182)","(6.0, 8.0, 7.933333333333334)","(7.5, 9.4, 9.278409090909092)","(8.5, 11.0, 10.516483516483516)","(5.5, 7.4, 7.013333333333334)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.785714285714285)","(21.0, 28.0, 26.25)"
07-01-2023 12:54:02.919533,"(6.5, 7.8, 7.376470588235295)","(3.3, 3.9, 3.8701900237529694)","(31.0, 55.0, 51.81818181818182)","(6.0, 8.0, 7.933333333333334)","(7.5, 9.4, 9.278409090909092)","(8.5, 11.0, 10.516483516483516)","(5.5, 7.4, 7.013333333333334)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.785714285714285)","(21.0, 28.0, 26.25)"
07-01-2023 12:54:04.297347,"(6.5, 7.8, 7.4)","(3.3, 3.95, 3.8701900237529694)","(31.0, 55.0, 51.81818181818182)","(6.0, 8.0, 7.6909090909090905)","(7.5, 9.4, 9.278409090909092)","(8.5, 11.0, 10.522222222222222)","(5.5, 7.4, 6.9093333333333335)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.785714285714285)","(21.0, 28.0, 26.25)"
07-01-2023 12:54:05.681493,"(6.5, 7.8, 7.4)","(3.3, 3.95, 3.8767558528428094)","(31.0, 55.0, 51.81818181818182)","(6.5, 8.2, 7.6909090909090905)","(7.5, 9.4, 9.278409090909092)","(8.5, 11.0, 10.522222222222222)","(5.5, 7.0, 6.907586206896552)","(51.0, 90.0, 85.0)","(17.0, 25.0, 24.4375)","(21.0, 28.0, 26.25)"
07-01-2023 12:54:07.004201,"(6.5, 7.8, 7.4)","(3.3, 3.95, 3.857983193277311)","(31.0, 55.0, 48.48421052631579)","(6.5, 8.2, 7.682352941176471)","(7.5, 9.4, 9.134848484848485)","(8.5, 11.0, 10.705479452054794)","(5.5, 7.0, 6.998076923076923)","(51.0, 90.0, 86.66666666666667)","(17.0, 25.0, 24.77777777777778)","(21.0, 28.0, 26.007518796992482)"
07-01-2023 12:54:08.329924,"(6.5, 7.8, 7.757894736842105)","(3.3, 3.95, 3.905882352941177)","(31.0, 50.0, 48.4375)","(6.5, 8.0, 7.488888888888889)","(7.5, 9.2, 9.134848484848485)","(8.5, 11.0, 10.476851851851851)","(5.5, 7.0, 6.982300884955752)","(51.0, 90.0, 86.66666666666667)","(17.0, 25.0, 24.655172413793103)","(21.0, 27.0, 25.956043956043956)"
07-01-2023 12:54:09.683640,"(6.5, 8.0, 7.858333333333333)","(3.3, 3.9, 3.8539915966386555)","(31.0, 50.0, 48.417582417582416)","(6.5, 7.6, 7.682352941176471)","(7.5, 9.2, 9.134848484848485)","(8.5, 10.5, 10.703448275862069)","(5.5, 7.0, 7.238297872340426)","(51.0, 90.0, 86.66666666666667)","(17.0, 25.0, 24.77777777777778)","(21.0, 26.0, 25.984615384615385)"
07-01-2023 12:54:11.046591,"(6.5, 8.0, 7.76)","(3.3, 3.95, 3.857983193277311)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.0, 7.682352941176471)","(7.5, 9.2, 9.134848484848485)","(8.5, 11.0, 10.380952380952381)","(5.5, 7.4, 7.238297872340426)","(51.0, 90.0, 86.66666666666667)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:12.401762,"(6.5, 8.0, 7.766467065868263)","(3.3, 3.95, 3.8539473684210526)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.0, 7.8)","(7.5, 9.2, 9.134848484848485)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.251094890510949)","(51.0, 90.0, 87.0)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:13.721357,"(6.5, 8.0, 7.766467065868263)","(3.3, 3.95, 3.8539473684210526)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.0, 7.8)","(7.5, 9.2, 9.134848484848485)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.251094890510949)","(51.0, 90.0, 87.0)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:15.048903,"(6.5, 8.0, 7.766467065868263)","(3.3, 3.95, 3.8539473684210526)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.0, 7.8)","(7.5, 9.2, 9.115686274509804)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.251094890510949)","(51.0, 90.0, 87.0)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:16.406264,"(6.5, 8.0, 7.766467065868263)","(3.3, 3.95, 3.8629629629629627)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.0, 7.5471264367816095)","(7.5, 9.2, 9.115686274509804)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.2748201438848925)","(51.0, 90.0, 87.0)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:17.729438,"(6.5, 8.0, 7.7754601226993865)","(3.3, 3.9, 3.8629629629629627)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.2, 7.5471264367816095)","(7.5, 9.2, 9.115686274509804)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.2748201438848925)","(51.0, 90.0, 87.0)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:19.068310,"(6.5, 8.0, 7.784705882352942)","(3.3, 3.9, 3.862085308056872)","(31.0, 50.0, 48.417582417582416)","(6.5, 8.2, 7.552380952380952)","(7.5, 9.2, 9.115686274509804)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.2748201438848925)","(51.0, 90.0, 92.77777777777777)","(17.0, 25.0, 24.77777777777778)","(21.0, 27.0, 25.984615384615385)"
07-01-2023 12:54:20.427583,"(6.5, 8.0, 7.784705882352942)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.2, 7.650980392156863)","(7.5, 9.2, 9.115686274509804)","(8.5, 10.5, 10.380952380952381)","(5.5, 7.4, 7.2748201438848925)","(51.0, 95.0, 90.0)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.263157894736842)"
07-01-2023 12:54:21.834904,"(6.5, 8.0, 7.784705882352942)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.2, 7.650980392156863)","(7.5, 9.2, 9.115686274509804)","(8.5, 10.5, 10.272727272727273)","(5.5, 7.4, 7.2748201438848925)","(51.0, 95.0, 90.0)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.263157894736842)"
07-01-2023 12:54:23.297263,"(6.5, 8.0, 7.793220338983051)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.2, 7.650980392156863)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.272727272727273)","(5.5, 7.4, 7.2748201438848925)","(51.0, 95.0, 90.0)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.263157894736842)"
07-01-2023 12:54:24.868445,"(6.5, 8.0, 7.793220338983051)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.2, 7.650980392156863)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.272727272727273)","(5.5, 7.4, 7.2748201438848925)","(51.0, 95.0, 90.0)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:26.414797,"(6.5, 8.0, 7.793220338983051)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.2, 7.650980392156863)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.307692307692308)","(5.5, 7.4, 7.2748201438848925)","(51.0, 95.0, 90.0)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:27.757048,"(6.5, 8.0, 7.793220338983051)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.2, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.307692307692308)","(5.5, 7.4, 7.269662921348315)","(51.0, 95.0, 76.875)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:29.200941,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.0, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.307692307692308)","(5.5, 7.4, 7.281632653061225)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:30.509239,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.0, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.307692307692308)","(5.5, 7.4, 7.253211009174312)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:31.857453,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8803680981595092)","(31.0, 50.0, 46.8)","(6.5, 8.0, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.307692307692308)","(5.5, 7.4, 7.281632653061225)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:33.258039,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8797468354430378)","(31.0, 50.0, 47.42857142857143)","(6.5, 8.0, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.307692307692308)","(5.5, 7.4, 7.186486486486487)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.44705882352941)"
07-01-2023 12:54:34.697922,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8797468354430378)","(31.0, 50.0, 47.42857142857143)","(6.5, 8.0, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.25)","(5.5, 7.2, 7.186486486486487)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:36.295188,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8797468354430378)","(31.0, 50.0, 47.42857142857143)","(6.5, 8.0, 7.584615384615385)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.25)","(5.5, 7.2, 7.186486486486487)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:37.600129,"(6.5, 8.0, 7.7625)","(3.3, 3.9, 3.8797468354430378)","(31.0, 50.0, 47.42857142857143)","(6.5, 8.0, 7.3803921568627455)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.2)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:39.024393,"(6.5, 8.0, 7.793220338983051)","(3.3, 3.9, 3.8820224719101124)","(31.0, 50.0, 47.42857142857143)","(6.5, 7.4, 7.3803921568627455)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.2)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:40.371051,"(6.5, 8.0, 7.793220338983051)","(3.3, 3.9, 3.8820224719101124)","(31.0, 50.0, 47.42857142857143)","(6.5, 7.4, 7.3803921568627455)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.2)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 24.5)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:41.761053,"(6.5, 8.0, 7.726829268292683)","(3.3, 3.9, 3.8846153846153846)","(31.0, 50.0, 47.42857142857143)","(6.5, 7.4, 7.3803921568627455)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.2)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 76.42857142857143)","(17.0, 25.0, 23.29032258064516)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:43.176953,"(6.5, 8.0, 7.726829268292683)","(3.3, 3.9, 3.8946236559139784)","(31.0, 50.0, 47.42857142857143)","(6.5, 7.4, 7.3803921568627455)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.2)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 76.42857142857143)","(17.0, 24.0, 23.29032258064516)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:44.502711,"(6.5, 8.0, 7.766666666666667)","(3.3, 3.9, 3.873684210526316)","(31.0, 50.0, 47.42857142857143)","(6.5, 7.4, 7.3803921568627455)","(7.5, 9.2, 9.186075949367089)","(8.5, 10.5, 10.2)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 76.42857142857143)","(17.0, 24.0, 23.29032258064516)","(21.0, 27.0, 25.51685393258427)"
07-01-2023 12:54:45.970856,"(6.5, 8.0, 7.771428571428571)","(3.3, 3.9, 3.873684210526316)","(31.0, 50.0, 57.83783783783784)","(6.5, 7.4, 7.3803921568627455)","(7.5, 9.2, 9.231496062992127)","(8.5, 10.5, 10.134146341463415)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.742857142857144)","(21.0, 27.0, 27.050847457627118)"
07-01-2023 12:54:47.288664,"(6.5, 8.0, 7.771428571428571)","(3.3, 3.9, 3.8642857142857143)","(31.0, 60.0, 57.83783783783784)","(6.5, 7.4, 7.778181818181818)","(7.5, 9.4, 9.231496062992127)","(8.5, 10.5, 10.134146341463415)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.742857142857144)","(21.0, 28.0, 27.050847457627118)"
07-01-2023 12:54:48.670078,"(6.5, 8.0, 7.771428571428571)","(3.3, 3.9, 3.8642857142857143)","(31.0, 60.0, 57.83783783783784)","(6.5, 7.8, 7.778181818181818)","(7.5, 9.4, 9.231496062992127)","(8.5, 10.5, 10.134146341463415)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.742857142857144)","(21.0, 28.0, 27.050847457627118)"
07-01-2023 12:54:50.052604,"(6.5, 8.0, 7.771428571428571)","(3.3, 3.9, 3.8642857142857143)","(31.0, 60.0, 57.83783783783784)","(6.5, 7.8, 7.788888888888889)","(7.5, 9.4, 9.231496062992127)","(8.5, 10.5, 10.134146341463415)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.742857142857144)","(21.0, 28.0, 27.050847457627118)"
07-01-2023 12:54:51.403498,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.9, 3.848971193415638)","(31.0, 60.0, 57.83783783783784)","(6.5, 7.8, 8.05483870967742)","(7.5, 9.4, 8.90967741935484)","(8.5, 10.5, 10.271186440677965)","(5.5, 7.2, 7.184375)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.742857142857144)","(21.0, 28.0, 27.050847457627118)"
07-01-2023 12:54:52.600444,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.85, 3.848971193415638)","(31.0, 60.0, 57.83783783783784)","(6.5, 8.2, 7.970909090909091)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.2, 7.1649122807017545)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.742857142857144)","(21.0, 28.0, 26.872340425531913)"
07-01-2023 12:54:53.895879,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.85, 3.848971193415638)","(31.0, 60.0, 57.83783783783784)","(6.5, 8.0, 7.970909090909091)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.2, 7.164285714285715)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.72222222222222)","(21.0, 27.0, 26.872340425531913)"
07-01-2023 12:54:55.143460,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.85, 3.847983870967742)","(31.0, 60.0, 57.83783783783784)","(6.5, 8.0, 7.970909090909091)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.2, 7.164285714285715)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.72222222222222)","(21.0, 27.0, 26.872340425531913)"
07-01-2023 12:54:56.403578,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.9, 3.890740740740741)","(31.0, 60.0, 57.83783783783784)","(6.5, 8.0, 7.9714285714285715)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.2, 7.164285714285715)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.357142857142858)","(21.0, 27.0, 26.7)"
07-01-2023 12:54:57.714767,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.9, 3.895967741935484)","(31.0, 60.0, 52.0)","(6.5, 8.0, 7.9714285714285715)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.2, 7.1825)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.357142857142858)","(21.0, 27.0, 26.7)"
07-01-2023 12:54:58.991482,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.9, 3.8798657718120806)","(31.0, 60.0, 53.33333333333333)","(6.5, 8.0, 7.9714285714285715)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.4, 7.142222222222222)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.357142857142858)","(21.0, 27.0, 26.7)"
07-01-2023 12:55:00.255751,"(6.5, 8.0, 7.613793103448275)","(3.3, 3.9, 3.8798657718120806)","(31.0, 60.0, 53.33333333333333)","(6.5, 8.0, 7.9714285714285715)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.4, 7.142222222222222)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.357142857142858)","(21.0, 27.0, 26.7)"
07-01-2023 12:55:01.853548,"(6.5, 8.0, 7.776)","(3.3, 3.9, 3.8593457943925236)","(31.0, 60.0, 56.19047619047619)","(6.5, 8.0, 7.9714285714285715)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.4, 7.18780487804878)","(51.0, 80.0, 76.875)","(17.0, 24.0, 22.930232558139537)","(21.0, 27.0, 26.833333333333332)"
07-01-2023 12:55:03.749346,"(6.5, 8.0, 7.776)","(3.3, 3.9, 3.8593457943925236)","(31.0, 60.0, 56.19047619047619)","(6.5, 8.0, 7.9714285714285715)","(7.5, 9.0, 8.90967741935484)","(8.5, 11.0, 10.271186440677965)","(5.5, 7.4, 7.192592592592593)","(51.0, 80.0, 76.875)","(17.0, 24.0, 22.930232558139537)","(21.0, 27.0, 26.833333333333332)"
07-01-2023 12:55:05.571818,"(6.5, 8.0, 7.767741935483871)","(3.3, 3.9, 3.862820512820513)","(31.0, 60.0, 54.074074074074076)","(6.5, 8.0, 7.973770491803279)","(7.5, 9.0, 8.976470588235294)","(8.5, 11.0, 10.134615384615385)","(5.5, 7.2, 7.193220338983051)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.88372093023256)","(21.0, 27.0, 26.7)"
07-01-2023 12:55:07.322551,"(6.5, 8.0, 7.767741935483871)","(3.3, 3.9, 3.854291845493562)","(31.0, 60.0, 54.074074074074076)","(6.5, 8.0, 7.973770491803279)","(7.5, 9.0, 8.976470588235294)","(8.5, 11.0, 10.134615384615385)","(5.5, 7.2, 7.193220338983051)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.88372093023256)","(21.0, 27.0, 26.7)"
07-01-2023 12:55:08.861268,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.8543103448275864)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.972727272727273)","(7.5, 9.0, 8.976470588235294)","(8.5, 11.0, 10.042553191489361)","(5.5, 7.2, 7.193220338983051)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.88372093023256)","(21.0, 27.0, 26.76923076923077)"
07-01-2023 12:55:10.224185,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.8543103448275864)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.972727272727273)","(7.5, 9.0, 8.976470588235294)","(8.5, 11.0, 10.042553191489361)","(5.5, 7.2, 7.193220338983051)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.88372093023256)","(21.0, 27.0, 26.76923076923077)"
07-01-2023 12:55:11.535596,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.854761904761905)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.972727272727273)","(7.5, 9.0, 8.995652173913044)","(8.5, 11.0, 10.042553191489361)","(5.5, 7.2, 7.193220338983051)","(51.0, 80.0, 75.0)","(17.0, 24.0, 22.88372093023256)","(21.0, 27.0, 26.76923076923077)"
07-01-2023 12:55:12.856131,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.854761904761905)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.884615384615385)","(7.5, 9.0, 8.995652173913044)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.193220338983051)","(61.0, 80.0, 75.0)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88)"
07-01-2023 12:55:14.221094,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.8512820512820514)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.873684210526315)","(7.5, 9.0, 8.995652173913044)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.193220338983051)","(61.0, 80.0, 75.0)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88)"
07-01-2023 12:55:15.425068,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.8512820512820514)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.873684210526315)","(7.5, 9.0, 8.995652173913044)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.193220338983051)","(61.0, 80.0, 75.0)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88)"
07-01-2023 12:55:16.797221,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.8512820512820514)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.873684210526315)","(7.5, 9.0, 8.995652173913044)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.051851851851852)","(61.0, 80.0, 75.0)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88235294117647)"
07-01-2023 12:55:18.056228,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.851381215469613)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.873684210526315)","(7.5, 9.0, 8.995652173913044)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.051851851851852)","(61.0, 80.0, 75.0)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88235294117647)"
07-01-2023 12:55:19.329629,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.851381215469613)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.873684210526315)","(7.5, 9.0, 8.995652173913044)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.051851851851852)","(61.0, 80.0, 75.0)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88235294117647)"
07-01-2023 12:55:20.656613,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.851381215469613)","(31.0, 60.0, 54.666666666666664)","(6.5, 8.0, 7.873684210526315)","(7.5, 9.4, 8.988811188811189)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.051851851851852)","(61.0, 80.0, 75.78947368421052)","(18.0, 24.0, 22.76923076923077)","(21.0, 27.0, 26.88235294117647)"
07-01-2023 12:55:21.940937,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.851381215469613)","(31.0, 60.0, 54.0)","(6.5, 8.0, 7.8)","(7.5, 9.4, 8.988811188811189)","(9.0, 11.0, 10.040816326530612)","(5.5, 7.2, 7.042857142857143)","(61.0, 80.0, 93.33333333333333)","(18.0, 24.0, 22.5)","(21.0, 27.0, 26.88235294117647)"
07-01-2023 12:55:23.303368,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.851381215469613)","(31.0, 55.0, 52.148148148148145)","(6.5, 8.0, 7.8)","(7.5, 9.4, 8.988811188811189)","(9.0, 11.0, 10.040816326530612)","(5.5, 7.2, 7.042857142857143)","(61.0, 95.0, 93.33333333333333)","(18.0, 24.0, 22.5)","(21.0, 27.0, 26.88235294117647)"
07-01-2023 12:55:24.615665,"(6.5, 8.0, 7.757575757575758)","(3.3, 3.9, 3.851381215469613)","(31.0, 55.0, 52.148148148148145)","(6.5, 8.0, 7.933333333333334)","(7.5, 9.4, 8.988811188811189)","(9.0, 11.0, 10.042553191489361)","(5.5, 7.2, 7.051851851851852)","(61.0, 95.0, 93.33333333333333)","(18.0, 24.0, 22.5)","(21.0, 27.0, 22.46938775510204)"
