,Wuanita Rose,Safety Sam,Belle Royale,Rutland Bam,Okay Boomer,Lucy Mac,Kenzis Blaze,Werina Shadow
12-01-2023 17:28:31.044687,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.856)","(15.0, 34.0, 32.05555555555556)","(26.0, 75.0, 61.0)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:32.311729,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.856)","(15.0, 34.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:33.623216,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.856)","(15.0, 36.0, 29.5)","(26.0, 75.0, 58.333333333333336)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:34.803260,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.856)","(15.0, 36.0, 29.5)","(26.0, 75.0, 58.333333333333336)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:36.119845,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.856)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:37.388023,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.856)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:38.651721,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.94, 1.853)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:39.888614,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.93, 1.853)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:41.168280,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.93, 1.853)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:42.376311,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.93, 1.853)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:43.601631,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.93, 1.853)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:44.866896,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.93, 1.853)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:46.153143,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.93, 1.85)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:47.381323,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.92, 1.85)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:48.656584,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.92, 1.85)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:49.905834,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.92, 1.85)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:51.110034,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.92, 1.85)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:52.406022,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.92, 1.85)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:53.653596,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.92, 1.8217821782178218)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:54.929931,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 2.0, 1.847)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:56.228587,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.91, 1.847)","(15.0, 36.0, 29.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:57.483179,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.91, 1.847)","(15.0, 36.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:28:58.812316,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.91, 1.847)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:00.160024,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.91, 1.847)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:01.400571,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.91, 1.847)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:02.633822,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.91, 1.844)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:03.950285,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.9, 1.844)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:05.329001,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.9, 1.844)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:06.694852,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.9, 1.844)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:07.982223,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.9, 1.844)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:09.216406,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.9, 1.844)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:10.528232,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.9, 1.8396153846153847)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:11.881913,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:13.131836,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:14.377893,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:15.659178,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:16.968153,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:18.182018,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:19.411515,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:20.820945,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:22.257771,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:23.578864,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:24.820565,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:26.146052,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:27.598654,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:28.904849,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:30.214892,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:31.584376,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 30.5)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:33.005688,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 25.833333333333336)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:34.288755,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:35.633542,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:37.081065,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:38.536467,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 27.26923076923077)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:39.895978,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 19.833333333333332)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:41.235033,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 26.708333333333332)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:42.638629,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 11.042857142857143)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.142857142857142)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:43.924207,"(12.0, 24.0, 15.25)","(6.0, 12.5, 12.1875)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 36.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:45.252293,"(12.0, 24.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:46.659949,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:48.093595,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:49.495349,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:50.882967,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:52.288200,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:53.785634,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 11.5)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.575000000000001)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:55.250739,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.514285714285714)","(9.0, 16.0, 13.708333333333332)","(8.5, 16.0, 10.766666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:56.591977,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.514285714285714)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 10.766666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:58.178489,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 10.766666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:29:59.938339,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:01.552469,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:03.193551,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:05.045440,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:06.943650,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 10.766666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 23.0)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:08.361103,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 10.766666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:09.785221,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 12.36)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 10.766666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:11.165632,"(12.0, 25.0, 17.333333333333332)","(6.0, 13.0, 10.571428571428571)","(9.0, 16.0, 13.708333333333332)","(8.5, 18.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:12.511563,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.5, 11.63076923076923)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:13.872544,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.63076923076923)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:15.289503,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.63076923076923)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:16.715616,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.63076923076923)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.25)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.077777777777778)"
12-01-2023 17:30:18.160337,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.35)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 34.0, 20.142857142857142)","(26.0, 75.0, 55.400000000000006)","(6.5, 13.5, 8.133333333333333)"
12-01-2023 17:30:19.532537,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.35)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 36.0, 20.142857142857142)","(26.0, 75.0, 55.400000000000006)","(6.5, 14.0, 8.133333333333333)"
12-01-2023 17:30:20.896435,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.35)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 36.0, 20.142857142857142)","(26.0, 75.0, 55.400000000000006)","(6.5, 14.0, 8.133333333333333)"
12-01-2023 17:30:22.264979,"(12.0, 25.0, 17.333333333333332)","(6.0, 12.0, 11.35)","(9.0, 16.0, 13.708333333333332)","(8.5, 17.5, 12.366666666666667)","(1.7, 1.99, 1.833421052631579)","(15.0, 36.0, 20.142857142857142)","(26.0, 75.0, 55.400000000000006)","(6.5, 14.0, 8.133333333333333)"
