,Wild About Town,Artistic Humma,Hesluvable,Office Bad Boy,Sarie Marais,Always At Night,Sonny Orlando Nz,Golden Grin,Rocco Variety
05-01-2023 13:04:06.280692,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 9.0, 7.625)"
05-01-2023 13:04:07.645584,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 9.0, 7.625)"
05-01-2023 13:04:08.993668,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 9.0, 7.625)"
05-01-2023 13:04:10.245267,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 9.0, 7.625)"
05-01-2023 13:04:11.551897,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 9.0, 7.6571428571428575)"
05-01-2023 13:04:12.918289,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:14.186156,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:15.516264,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:16.996918,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:18.277847,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:19.512215,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:20.711929,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:22.125948,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:23.479910,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:24.825774,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:26.100098,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:27.560425,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:28.926690,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:30.271137,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:31.520996,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:32.656635,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:33.918971,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:35.227704,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:36.435586,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:37.654503,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:38.901376,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:40.121617,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:41.309981,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:42.513414,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:43.742739,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:44.947396,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:46.108359,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:47.217852,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:48.304592,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:49.468867,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:50.664093,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:51.872147,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:53.047333,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:54.216051,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:55.418019,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:56.728080,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:58.033675,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:04:59.326032,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:00.555919,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:01.745966,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:02.957825,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:04.149953,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:05.359719,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:06.561891,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:07.768193,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:08.902720,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:10.037086,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:11.181191,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:12.391871,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:13.641376,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:14.822939,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:15.993566,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:17.153698,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:18.284375,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:19.543140,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.8600000000000003)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:20.756820,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:21.936720,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:23.141278,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:24.248701,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:25.402589,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:26.623616,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:27.839455,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:29.054619,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:30.276640,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:31.470241,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:32.695321,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:33.923659,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:35.154972,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:36.295312,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:37.374433,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:38.498633,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:05:39.676630,"(4.6, 7.8, 6.0)","(101.0, 210.0, 181.42857142857144)","(2.4, 3.2, 2.7376)","(4.6, 6.8, 5.3)","(14.0, 25.0, 16.0)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 126.57142857142857)","(5.5, 8.8, 7.371428571428572)"
