,Jean Luc Nz,Kowalski Analysis,Celestial Gossip,Yianni,Kosimo,Silent Major Nz,Ozzie Battler,Huli Nien,Bettor Be The Bomb,Vintage Cheddar Nz
07-01-2023 19:28:54.992781,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:28:56.565460,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:28:58.312809,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9333333333333333)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:00.031414,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9333333333333333)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:01.567299,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9333333333333333)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:02.948359,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:04.320627,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:06.030798,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:07.479096,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:08.971790,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:10.396988,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:12.141491,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:13.579160,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:15.105326,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:16.524704,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:18.162435,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:19.633208,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:21.194498,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:22.687176,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:24.003839,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 126.66666666666666)","(31.0, 40.0, 29.166666666666668)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:25.293556,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.4, 7.825)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:26.821931,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.2, 7.825)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:28.527165,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.2, 7.825)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:29.939495,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.2, 7.825)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:31.339498,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.2, 8.018181818181818)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:32.734561,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.0, 8.018181818181818)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:34.184568,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.0, 8.018181818181818)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:35.697465,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 9.0, 7.927272727272728)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:37.039271,"(15.0, 99999, 99990)","(1.8, 2.06, 1.927)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 7.927272727272728)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:42.504090,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 7.927272727272728)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:43.950292,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 8.088888888888889)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:45.464842,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 8.088888888888889)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:47.527278,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 8.088888888888889)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:49.648704,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 8.088888888888889)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:51.278709,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.8, 8.088888888888889)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:53.534726,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.6, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:55.110740,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.6, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:56.608672,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.6, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:57.971817,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.6, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:29:59.233346,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.6, 8.2)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:00.554620,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:02.037439,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9327272727272726)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:03.468356,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:04.795240,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:06.293200,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:07.636792,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:09.055814,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:10.516834,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:11.829486,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:13.337408,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 10.566666666666666)","(4.0, 99999, 99990)"
07-01-2023 19:30:14.748351,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:16.168022,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:17.478592,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:18.818534,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9849999999999999)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:20.209348,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:21.509948,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:23.342816,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:24.912318,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:26.305186,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:27.792663,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.057142857142857)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:29.277752,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9766666666666666)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.92)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:31.030809,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9863157894736843)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:32.617003,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9991304347826087)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.114285714285714)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:34.191739,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9991304347826087)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.114285714285714)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:35.832047,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9991304347826087)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.114285714285714)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:37.789051,"(15.0, 99999, 99990)","(1.8, 2.06, 1.9991304347826087)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 8.114285714285714)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:39.720664,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:41.311414,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:42.976732,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:44.643798,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:46.325162,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:47.936895,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:49.493586,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:51.054324,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
07-01-2023 19:30:52.505737,"(15.0, 99999, 99990)","(1.8, 2.06, 2.006666666666667)","(31.0, 46.0, 32.5)","(61.0, 150.0, 106.66666666666667)","(31.0, 40.0, 30.25)","(31.0, 99999, 99990)","(51.0, 110.0, 90.0)","(6.0, 8.4, 7.9)","(8.5, 12.5, 9.5)","(4.0, 99999, 99990)"
