,Side Street Dave,Parley Street,Warfront Fighter,Passed By Paul,Assets Included,Dontteasethetiger,Chef,Singandcryindubai,Lil Latigo,Katzumoto,Morethansoultitle,Winning Magic
11-01-2023 08:10:01.047960,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:02.335190,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:03.654130,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:04.934585,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:06.204691,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:07.416428,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:08.672438,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:09.864300,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:11.067034,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:12.311111,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:13.551469,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:14.789826,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:16.019603,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:17.325723,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:18.582140,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:19.823842,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:21.018450,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:22.256821,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:23.502741,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:24.698566,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:25.964297,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:27.205209,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:28.487352,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:29.741900,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:30.993405,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:32.233999,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:33.471075,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:34.752130,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:35.967180,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:37.173085,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:38.403295,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:39.672035,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:40.915702,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:42.187072,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:43.468214,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:44.755403,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:45.959789,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:47.151821,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:48.408104,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:49.633861,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:50.848341,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:52.096218,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:53.388748,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:54.651837,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:55.890441,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:57.102110,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:58.387010,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:10:59.617236,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:00.849069,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:02.109479,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:03.367931,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:04.642466,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:05.916568,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:07.124389,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:08.378792,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:09.603528,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:10.812274,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:11.999015,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:13.249532,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:14.538908,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:15.810382,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:17.021078,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:18.277976,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:19.521421,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:20.747641,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:21.965995,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:23.197359,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:24.422593,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:25.656220,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:26.922366,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:28.178567,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:29.408259,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:30.643374,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:11:31.881919,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
