,Eastbro Tex,Torque To The Max,Dartesian,Taleggio,Furiosa,Eagles Response,Whata Reactor,Fortyfive Rock,Go Jo Jolt
15-12-2022 14:23:32.828406,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.05)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.4, 5.2)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:34.076216,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.4, 5.3)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:35.274182,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 13.833333333333334)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:36.475518,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:37.915271,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:39.160373,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:40.548510,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:41.793216,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:43.010956,"(3.2, 4.3, 4.069230769230769)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:44.278511,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:45.622169,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:46.751099,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.5)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:47.889979,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.15)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:48.995756,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.15)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:50.224625,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.15)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:51.446690,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.15)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:52.901564,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 9.333333333333334)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:54.355297,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 9.333333333333334)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:55.797261,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 9.333333333333334)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 17.055555555555557)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.225)"
15-12-2022 14:23:57.244096,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.2)"
15-12-2022 14:23:58.768293,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.2)"
15-12-2022 14:24:00.085231,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.2)"
15-12-2022 14:24:01.575114,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:03.183991,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:04.637865,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.25)"
15-12-2022 14:24:06.191763,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.25)"
15-12-2022 14:24:07.438076,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.25)"
15-12-2022 14:24:08.605217,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 16.785714285714285)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 17.666666666666668)","(4.2, 5.6, 5.25)"
15-12-2022 14:24:09.932212,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:11.285739,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:12.658744,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 234.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:14.042011,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:15.603167,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 21.625)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:16.902890,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 18.0)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:18.196542,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 18.0)","(4.2, 5.6, 5.228571428571429)"
15-12-2022 14:24:19.551597,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.866666666666667)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 18.0)","(4.2, 5.6, 5.483333333333333)"
15-12-2022 14:24:21.259466,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.2)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 18.0)","(4.2, 5.7, 5.483333333333333)"
15-12-2022 14:24:22.562243,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.2)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 18.0)","(4.2, 5.7, 5.483333333333333)"
15-12-2022 14:24:23.879580,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.0)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.990909090909091)"
15-12-2022 14:24:25.238249,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.0)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.990909090909091)"
15-12-2022 14:24:26.581450,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.0)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.990909090909091)"
15-12-2022 14:24:27.843205,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.3)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 4.85)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.782352941176471)"
15-12-2022 14:24:29.117821,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.3)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.315384615384615)"
15-12-2022 14:24:30.434433,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.3)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.315384615384615)"
15-12-2022 14:24:31.779053,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.3)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.315384615384615)"
15-12-2022 14:24:33.050364,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.3)","(101.0, 260.0, 240.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.315384615384615)"
15-12-2022 14:24:34.250703,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 9.466666666666667)","(101.0, 260.0, 232.5)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.315384615384615)"
15-12-2022 14:24:35.418444,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 9.466666666666667)","(101.0, 260.0, 232.5)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.315384615384615)"
15-12-2022 14:24:36.530808,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 232.5)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.3875)"
15-12-2022 14:24:37.733990,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 232.5)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.3875)"
15-12-2022 14:24:39.202718,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.0)","(101.0, 260.0, 232.5)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.391666666666667)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.3875)"
15-12-2022 14:24:40.443827,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.0)","(101.0, 260.0, 232.5)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:41.843238,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.0)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:43.294135,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:44.697400,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:46.120124,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:47.473344,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:48.707831,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.914285714285715)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:50.015645,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 4.892307692307693)"
15-12-2022 14:24:51.349529,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.7, 5.314285714285714)"
15-12-2022 14:24:52.592455,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 238.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 4.85)"
15-12-2022 14:24:53.943725,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.085714285714286)"
15-12-2022 14:24:55.304927,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.4, 5.3)"
15-12-2022 14:24:56.675510,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.3)"
15-12-2022 14:24:57.980491,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.1)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.3)"
15-12-2022 14:24:59.276448,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.0)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.3)"
15-12-2022 14:25:00.552019,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.3)"
15-12-2022 14:25:02.074709,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.3)"
15-12-2022 14:25:03.417355,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.11111111111111)","(101.0, 260.0, 248.0)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.3)"
15-12-2022 14:25:04.916144,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.4)"
15-12-2022 14:25:06.435290,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.4)"
15-12-2022 14:25:07.851760,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.4)"
15-12-2022 14:25:09.183949,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.15)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.314285714285714)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.4)"
15-12-2022 14:25:10.605558,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.4)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.316666666666666)"
15-12-2022 14:25:12.131622,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 11.4)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.5, 5.316666666666666)"
15-12-2022 14:25:13.710911,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.5, 4.95)"
15-12-2022 14:25:15.129475,"(3.2, 4.5, 4.088235294117647)","(8.0, 12.0, 10.8)","(101.0, 260.0, 250.76923076923077)","(6.5, 9.2, 8.733333333333333)","(12.0, 18.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.5, 5.3)","(16.0, 24.0, 19.25)","(4.2, 5.5, 4.95)"
