,Eastbro Tex,Torque To The Max,Dartesian,Taleggio,Furiosa,Eagles Response,Whata Reactor,Fortyfive Rock,Go Jo Jolt
15-12-2022 14:21:07.479408,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.5)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:08.679895,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.5)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:09.888494,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.5)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:11.040838,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.5)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:12.248956,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.5)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:13.435334,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.5)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:14.677636,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.2)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:15.941584,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.1)","(101.0, 260.0, 190.0)","(6.5, 9.6, 7.32)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 19.75)","(4.2, 5.8, 4.977777777777778)"
15-12-2022 14:21:17.282696,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.1)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.7, 4.745454545454546)"
15-12-2022 14:21:18.608700,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.1)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.7, 4.981249999999999)"
15-12-2022 14:21:19.900141,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.1)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:21.180368,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.1)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:22.451723,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:23.668090,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:24.960902,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:26.157701,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:27.383422,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.714285714285715)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:28.618215,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 190.0)","(6.5, 9.6, 6.825)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 18.333333333333332)","(4.2, 5.6, 4.981249999999999)"
15-12-2022 14:21:29.812721,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 23.125)","(4.2, 5.6, 4.725)"
15-12-2022 14:21:31.077879,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 23.125)","(4.2, 5.5, 4.725)"
15-12-2022 14:21:32.353069,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 190.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 15.9)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 23.125)","(4.2, 5.5, 4.85625)"
15-12-2022 14:21:33.633888,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 23.125)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:34.865742,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:36.131816,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:37.359331,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:38.582230,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:39.846760,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:41.086604,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:42.352257,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:43.599859,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:44.817365,"(3.2, 4.5, 4.1)","(8.0, 13.0, 8.8)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 16.666666666666668)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:46.134490,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 17.214285714285715)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:47.484301,"(3.2, 4.5, 4.1)","(8.0, 13.0, 11.32)","(101.0, 260.0, 240.0)","(6.5, 9.6, 8.366666666666667)","(12.0, 19.5, 17.214285714285715)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:48.836111,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 17.5)","(17.0, 30.0, 25.833333333333336)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:50.142528,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 17.5)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:51.468563,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 17.5)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:52.781877,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 17.5)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:54.052252,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 17.5)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:55.287982,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 17.5)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:56.537077,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:57.879480,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:21:59.222840,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:00.610177,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:02.041873,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:03.542454,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:05.023648,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:06.505825,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:07.899789,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:09.324963,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:10.738349,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:12.055568,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:13.602490,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:15.104311,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:16.384606,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:17.602915,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:18.853178,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:20.068039,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 21.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:21.321621,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:22.563070,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:23.792460,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:25.054345,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:26.350698,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:27.702854,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:29.010916,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:30.255222,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:31.496691,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.875)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:32.707557,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 27.6)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:33.895502,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 27.6)","(3.9, 5.8, 5.2)","(16.0, 26.0, 20.25)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:35.106310,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:36.299744,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:37.485760,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:38.641597,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:39.756863,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:40.816663,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:41.934982,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:43.036271,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:44.137198,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:45.253784,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 26.714285714285715)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:46.377087,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 22.857142857142858)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:47.583705,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 18.333333333333332)","(4.2, 5.4, 4.85625)"
15-12-2022 14:22:48.774208,"(3.2, 4.5, 4.1)","(8.0, 13.0, 10.3)","(101.0, 260.0, 240.0)","(6.5, 9.6, 6.9)","(12.0, 19.5, 15.25)","(17.0, 30.0, 22.666666666666668)","(3.9, 5.8, 5.2)","(16.0, 26.0, 18.333333333333332)","(4.2, 5.4, 4.85625)"
