,Reggies Brother,Speed Badke,Calder,Muttons Mates,Desleys Girl,White Snake,Moment Of Glory,Aces Up
07-01-2023 19:21:39.419678,"(4.0, 4.8, 4.044444444444444)","(2.9, 3.7, 3.6571428571428575)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:40.698285,"(4.0, 4.8, 4.044444444444444)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:41.855565,"(4.0, 4.7, 4.325)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:43.011403,"(4.0, 4.7, 4.075)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:44.086428,"(4.0, 4.7, 4.025)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:45.235214,"(4.0, 4.7, 4.025)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:46.579322,"(4.0, 4.7, 4.025)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:47.818079,"(4.0, 4.7, 4.025)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:49.066908,"(4.0, 4.7, 3.9916666666666667)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:50.274343,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:51.527409,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:52.727098,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:53.906979,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:54.940358,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:56.054411,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:57.284343,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:58.488812,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:21:59.674468,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:00.884342,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:02.090886,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:03.301273,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:04.544701,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:05.793788,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:06.950149,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:08.070913,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:09.241312,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:10.323796,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.626086956521739)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:11.465998,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 8.8, 8.676923076923076)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:12.451474,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.676923076923076)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:13.500206,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:14.568619,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:15.759426,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:16.941003,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:18.087946,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:19.299185,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 7.0, 5.957894736842106)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:20.462635,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.99)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:21.587857,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:22.715084,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:23.811618,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:24.821661,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:25.907335,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:26.980770,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:28.157041,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:29.250804,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:30.390005,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.942857142857143)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.7)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:31.491859,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:32.648098,"(4.0, 4.6, 4.275)","(2.9, 3.7, 3.625)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:33.854174,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:34.909629,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:35.949236,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:36.990681,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:38.117119,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:39.218573,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:40.378307,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:41.497703,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:42.585572,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:43.680442,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:44.812748,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:45.901619,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:46.949940,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.5)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:48.014743,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 20.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:49.077334,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:50.169943,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:51.204400,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:52.378688,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:53.517211,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 5.940909090909091)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:54.649967,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.8, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:55.642224,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:56.618832,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:57.592288,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:58.675157,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:22:59.734846,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:00.788450,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.394736842105264)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:01.761055,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:02.843210,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:04.179470,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:05.214881,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.710344827586207)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:06.661844,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.856)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:07.892014,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.856)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:09.112396,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.856)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:10.330926,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.856)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:11.445962,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(6.0, 6.6, 6.25)","(18.0, 40.0, 39.06666666666666)","(5.5, 9.0, 8.856)","(6.0, 22.0, 19.0)","(21.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:12.576658,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.0, 8.856)","(7.0, 22.0, 19.333333333333332)","(19.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
07-01-2023 19:23:13.701375,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.0, 8.856)","(7.0, 21.0, 19.428571428571427)","(19.0, 23.0, 20.25)","(10.0, 19.0, 17.77777777777778)"
