,Wingman Dan,Runaway Babe,Just Slick,November,Chidobe,High Suite,Kentucky Showman,Public Servant
08-01-2023 19:07:36.828632,"(2.5, 3.1, 2.810526315789474)","(2.45, 3.5, 2.628888888888889)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 15.933333333333334)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:37.949154,"(2.5, 3.1, 2.810526315789474)","(2.45, 3.5, 2.628888888888889)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 15.933333333333334)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:39.054512,"(2.5, 3.1, 2.810526315789474)","(2.45, 3.5, 2.628888888888889)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 15.933333333333334)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:40.224428,"(2.5, 3.1, 2.810526315789474)","(2.45, 3.5, 2.628888888888889)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 18.1125)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:41.367924,"(2.5, 3.55, 3.36)","(2.45, 3.5, 2.628888888888889)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 17.71666666666667)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:42.688070,"(2.5, 3.45, 3.2800000000000002)","(2.45, 3.5, 2.998666666666667)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 17.71666666666667)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:43.970650,"(2.5, 3.35, 2.791764705882353)","(2.45, 3.5, 2.6507692307692308)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 17.71666666666667)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:45.220291,"(2.5, 3.35, 2.791764705882353)","(2.45, 3.5, 2.6507692307692308)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 18.0)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:46.486206,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.6644444444444444)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 18.0)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:47.692774,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.6644444444444444)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 18.0)","(26.0, 90.0, 41.25)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:48.922605,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.6644444444444444)","(8.0, 14.0, 12.418181818181818)","(6.5, 19.5, 18.0)","(26.0, 90.0, 42.72727272727273)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:50.143343,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.6644444444444444)","(8.0, 14.0, 12.054545454545455)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:51.235117,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.6644444444444444)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:52.295250,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.636)","(8.0, 13.5, 12.054545454545455)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:53.332230,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.636)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 200.0, 77.0)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:54.470430,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.636)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 200.0, 100.16666666666667)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:55.622147,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 190.0, 147.66666666666666)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:56.751200,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 147.66666666666666)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:57.844517,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:07:58.979435,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:00.170358,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:01.348679,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:02.449027,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7551724137931037)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:03.534035,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:04.809367,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:06.016044,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:07.096894,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:08.245481,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.9614634146341463)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 14.35)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:09.397515,"(2.5, 3.35, 2.8857142857142857)","(2.45, 3.5, 2.7)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 18.057142857142857)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:10.528197,"(2.5, 3.35, 2.8857142857142857)","(2.4, 3.5, 2.6644444444444444)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.52)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:11.667683,"(2.5, 3.35, 2.8857142857142857)","(2.4, 3.5, 2.9614634146341463)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.52)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:12.808923,"(2.5, 3.3, 2.911111111111111)","(2.4, 3.5, 2.9614634146341463)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.52)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:13.949114,"(2.5, 3.3, 2.911111111111111)","(2.4, 3.5, 2.7)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.52)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:15.084021,"(2.5, 3.3, 2.911111111111111)","(2.4, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.52)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:16.201378,"(2.5, 3.3, 2.911111111111111)","(2.4, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.52)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:17.334095,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 15.542857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 11.5, 8.015384615384615)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:18.485784,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.6644444444444444)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.542857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.5, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:19.532914,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.542857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:20.568606,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.6644444444444444)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.542857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:21.652122,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.542857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:22.782250,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.6644444444444444)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.542857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:23.928074,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.62857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:25.222830,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.9514285714285715)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.62857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:26.700534,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.62857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:27.860260,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 15.62857142857143)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:29.128856,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.32)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:30.365780,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.32)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:31.517987,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.32)","(26.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:32.781443,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:34.370638,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:35.648581,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:36.912616,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.6822222222222223)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:37.949066,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.628888888888889)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:39.094090,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.962857142857143)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:40.263221,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.636)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.82857142857143)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:41.397770,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.636)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.5)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:42.449601,"(2.5, 3.2, 2.8181818181818183)","(2.4, 3.5, 2.636)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.5)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:43.533927,"(2.5, 3.15, 2.8444444444444446)","(2.4, 3.5, 2.636)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.25)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 9.6)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:44.602964,"(2.5, 3.15, 2.8444444444444446)","(2.4, 3.5, 2.639130434782609)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 16.25)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 12.0, 8.142857142857142)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:45.664937,"(2.5, 3.15, 2.895)","(2.4, 3.45, 3.1100000000000003)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.0, 17.0)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.142857142857142)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:47.082726,"(2.5, 3.15, 2.895)","(2.4, 3.45, 3.2466666666666666)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.5, 17.0)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.142857142857142)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:48.241911,"(2.5, 3.15, 2.895)","(2.4, 3.55, 3.4542105263157894)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.5, 17.0)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.142857142857142)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:49.354260,"(2.5, 3.05, 2.804)","(2.4, 3.55, 3.4584210526315786)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.5, 17.0)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.142857142857142)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:50.571205,"(2.5, 3.05, 2.8671875)","(2.4, 3.55, 3.21)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.5, 17.0)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.555555555555555)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:51.884111,"(2.5, 3.05, 2.8671875)","(2.4, 3.5, 2.6879999999999997)","(8.0, 13.5, 12.911111111111111)","(6.5, 18.5, 17.8)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.555555555555555)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:53.096556,"(2.5, 3.05, 2.7218750000000003)","(2.4, 3.2, 2.4738461538461536)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.8)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.083333333333332)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:54.512739,"(2.5, 3.05, 2.7218750000000003)","(2.4, 3.1, 2.5573333333333332)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.8)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:55.801753,"(2.5, 3.05, 2.7218750000000003)","(2.4, 3.1, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.8)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:56.933713,"(2.5, 3.05, 2.7218750000000003)","(2.4, 2.98, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.8)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:58.036629,"(2.5, 3.05, 2.7218750000000003)","(2.4, 2.98, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.8)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:08:59.223153,"(2.5, 3.05, 2.7218750000000003)","(2.4, 2.98, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.625)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:09:00.403911,"(2.5, 3.05, 2.7218750000000003)","(2.4, 2.98, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 17.625)","(31.0, 90.0, 42.72727272727273)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:09:01.603691,"(2.5, 3.05, 2.7218750000000003)","(2.4, 2.98, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 19.5, 16.46666666666667)","(31.0, 90.0, 56.875)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:09:02.938525,"(2.5, 3.05, 2.7218750000000003)","(2.4, 2.98, 2.911111111111111)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 16.1)","(31.0, 110.0, 56.875)","(31.0, 170.0, 110.44444444444444)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 175.0)"
08-01-2023 19:09:04.132774,"(2.5, 3.05, 2.84)","(2.4, 2.98, 2.856)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 16.25)","(31.0, 110.0, 40.0)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:05.202043,"(2.5, 3.05, 2.84)","(2.4, 2.98, 2.856)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 16.25)","(31.0, 110.0, 40.0)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:06.289990,"(2.5, 3.05, 2.84)","(2.4, 2.98, 2.856)","(8.0, 13.5, 12.911111111111111)","(6.5, 20.0, 19.0)","(31.0, 110.0, 44.5)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:07.470597,"(2.5, 3.05, 2.740625)","(2.4, 2.98, 2.856)","(8.0, 13.5, 10.95)","(6.5, 19.5, 18.636363636363637)","(31.0, 100.0, 49.0)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:08.672311,"(2.5, 3.05, 2.740625)","(2.4, 2.98, 2.8857142857142857)","(8.0, 13.5, 10.95)","(6.5, 19.5, 18.636363636363637)","(31.0, 95.0, 49.0)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:09.839435,"(2.5, 3.05, 2.740625)","(2.4, 2.98, 2.852)","(8.0, 13.5, 10.95)","(6.5, 19.5, 18.636363636363637)","(31.0, 95.0, 49.0)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.428571428571429)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:10.893721,"(2.5, 3.05, 2.740625)","(2.4, 2.98, 2.5727272727272728)","(8.0, 13.5, 10.95)","(6.5, 19.5, 18.636363636363637)","(31.0, 95.0, 49.0)","(31.0, 170.0, 64.4)","(6.5, 10.5, 8.8)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:12.026761,"(2.5, 3.05, 2.740625)","(2.4, 2.96, 2.65)","(8.0, 13.5, 10.95)","(6.5, 19.5, 18.636363636363637)","(31.0, 95.0, 42.0)","(31.0, 170.0, 64.4)","(6.5, 10.0, 8.8)","(51.0, 200.0, 130.0)"
08-01-2023 19:09:13.201623,"(2.5, 3.05, 2.740625)","(2.4, 2.96, 2.588)","(8.0, 13.5, 10.95)","(6.5, 19.5, 18.636363636363637)","(31.0, 90.0, 42.0)","(31.0, 170.0, 64.4)","(6.5, 10.0, 8.8)","(51.0, 200.0, 130.0)"
