,Mozasu Nz,Trigger,Captain Thunderbolt Nz,Steinman Nz,Beancounter,Rocknroll Yankee
09-01-2023 14:28:22.854846,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:23.870106,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:24.835545,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:25.842386,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:26.943985,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:28.017276,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:29.142166,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:30.202891,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:31.238353,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:32.332570,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:33.428657,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:34.480295,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:35.498388,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:36.526882,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:37.595015,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:38.635840,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:39.785821,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:40.776376,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:41.895678,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:42.980312,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:44.018489,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:44.992563,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:46.018263,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:46.985220,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:48.017105,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:49.094310,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:50.096639,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:51.153750,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:52.268663,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:53.304385,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:54.270811,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:55.224562,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:56.244658,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:57.344321,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:58.433743,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:28:59.397938,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:00.346716,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:01.366652,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:02.411454,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:03.498223,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:04.504567,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:05.544443,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:06.606067,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:07.648425,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:08.768869,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:09.836493,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:10.986179,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:12.008644,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:13.145271,"(3.3, 99999, 99990)","(5.0, 7.6, 5.725)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:14.214746,"(3.3, 99999, 99990)","(5.0, 7.6, 5.725)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:15.210276,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:16.225074,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:17.177064,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:18.203981,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:19.199869,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:20.189361,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:21.250915,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:22.371102,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:23.326236,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:24.346181,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:25.463050,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:26.726825,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:27.886111,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:29.032299,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:30.046569,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:31.134330,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:32.199215,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:33.294920,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:34.339442,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:35.394236,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:36.468265,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:37.561648,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:38.653571,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:39.605812,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:40.795164,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:42.018069,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:43.298318,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:44.474505,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:45.542482,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:46.521792,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:47.679871,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:48.794562,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:49.933708,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:51.034002,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:52.076917,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:53.117968,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:54.127994,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:55.165734,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:56.173235,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:57.123887,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:58.206781,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:29:59.336344,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:00.447277,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:01.516385,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:02.503961,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:03.405766,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:04.373407,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.333333333333333)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:05.451878,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:06.528269,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:07.613550,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:08.664781,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:09.614543,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:10.554638,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:11.569788,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:12.650526,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:13.699356,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:14.757643,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:15.739340,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:16.656935,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:17.666099,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:18.627666,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:19.621562,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:20.653815,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:21.658493,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:22.687971,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:23.752941,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:24.772382,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:25.788634,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:26.784596,"(3.3, 99999, 99990)","(5.0, 7.6, 6.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:27.733364,"(3.3, 99999, 99990)","(5.0, 7.6, 6.16)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:28.696753,"(3.3, 99999, 99990)","(5.0, 7.6, 5.6)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:29.745617,"(3.3, 99999, 99990)","(5.0, 7.6, 5.6)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.3)"
09-01-2023 14:30:30.838704,"(3.3, 99999, 99990)","(5.0, 7.6, 5.683333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 6.1)"
09-01-2023 14:30:31.983280,"(3.3, 99999, 99990)","(5.0, 7.6, 5.683333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.969230769230769)","(5.0, 7.6, 5.725)"
