,Jupiter,Hozier Monelli,Ripple Raider,Lost Signal,Fernvale Flash,Here Wolfe
12-01-2023 18:07:33.684802,"(2.8, 3.25, 3.2333333333333334)","(4.2, 5.7, 4.7625)","(31.0, 180.0, 82.28571428571429)","(3.5, 6.6, 5.85)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:34.727070,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.375)","(31.0, 180.0, 66.0)","(3.5, 7.4, 5.566666666666666)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:35.645663,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.56)","(31.0, 180.0, 66.0)","(3.5, 7.4, 5.566666666666666)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:36.634633,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.35)","(31.0, 180.0, 66.0)","(3.5, 7.0, 6.0181818181818185)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:37.739489,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.95)","(31.0, 180.0, 66.0)","(3.5, 7.0, 5.823529411764706)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:38.774776,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.363636363636363)","(31.0, 180.0, 66.0)","(3.5, 7.0, 5.84)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:39.910867,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.5)","(31.0, 180.0, 66.0)","(3.5, 6.8, 5.84)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:40.910470,"(2.8, 3.25, 3.2333333333333334)","(4.2, 7.0, 5.5)","(31.0, 180.0, 66.0)","(3.5, 6.8, 5.84)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:41.870949,"(2.8, 3.25, 3.179411764705882)","(4.2, 7.0, 5.5)","(31.0, 180.0, 66.0)","(3.5, 6.8, 5.84)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:42.949822,"(2.8, 3.25, 3.179411764705882)","(4.2, 7.0, 5.5)","(31.0, 180.0, 66.0)","(3.5, 6.8, 5.84)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.076315789473684)"
12-01-2023 18:07:43.957065,"(2.8, 3.25, 3.1375)","(4.2, 7.0, 5.5)","(31.0, 180.0, 66.0)","(3.5, 6.8, 5.84)","(81.0, 580.0, 500.0)","(2.7, 3.55, 3.0717391304347825)"
12-01-2023 18:07:44.887969,"(2.8, 3.25, 3.2)","(4.2, 7.0, 5.5)","(31.0, 180.0, 66.0)","(3.5, 6.8, 5.84)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.132142857142857)"
12-01-2023 18:07:45.992262,"(2.8, 3.45, 3.4000000000000004)","(4.2, 7.0, 5.527272727272727)","(31.0, 180.0, 38.4375)","(3.5, 4.2, 5.446153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.0999999999999996)"
12-01-2023 18:07:47.027594,"(2.8, 3.45, 3.3333333333333335)","(4.2, 7.0, 5.684615384615384)","(31.0, 180.0, 38.4375)","(3.5, 6.6, 4.641176470588235)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.0999999999999996)"
12-01-2023 18:07:47.885189,"(2.8, 3.45, 3.3333333333333335)","(4.2, 7.0, 5.684615384615384)","(31.0, 180.0, 38.4375)","(3.5, 6.4, 4.641176470588235)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.0999999999999996)"
12-01-2023 18:07:48.875026,"(2.8, 3.45, 3.177777777777778)","(4.2, 7.0, 5.684615384615384)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.0)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1710526315789473)"
12-01-2023 18:07:49.863081,"(2.8, 3.45, 3.158333333333333)","(4.2, 6.8, 5.779999999999999)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.0)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1710526315789473)"
12-01-2023 18:07:50.823917,"(2.8, 3.45, 3.158333333333333)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 5.9, 4.88)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1710526315789473)"
12-01-2023 18:07:52.109633,"(2.8, 3.45, 3.158333333333333)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 5.9, 5.171428571428572)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1710526315789473)"
12-01-2023 18:07:53.236501,"(2.8, 3.45, 3.158333333333333)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 5.9, 5.171428571428572)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1710526315789473)"
12-01-2023 18:07:54.252298,"(2.8, 3.45, 3.2441176470588236)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 5.9, 5.171428571428572)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1785714285714284)"
12-01-2023 18:07:55.284935,"(2.8, 3.45, 3.2441176470588236)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.533333333333333)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1785714285714284)"
12-01-2023 18:07:56.343341,"(2.8, 3.45, 3.2441176470588236)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.4)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1785714285714284)"
12-01-2023 18:07:57.389939,"(2.8, 3.4, 3.275)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.525)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1785714285714284)"
12-01-2023 18:07:58.551797,"(2.8, 3.4, 3.23125)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.18)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1785714285714284)"
12-01-2023 18:07:59.595239,"(2.8, 3.4, 3.23125)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.428571428571429)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.1785714285714284)"
12-01-2023 18:08:00.592617,"(2.8, 3.4, 3.23125)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.428571428571429)","(81.0, 580.0, 350.0)","(2.7, 3.55, 2.859375)"
12-01-2023 18:08:01.594432,"(2.8, 3.4, 3.30625)","(4.2, 6.8, 5.585714285714285)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.428571428571429)","(81.0, 580.0, 350.0)","(2.7, 3.55, 3.0)"
12-01-2023 18:08:02.612053,"(2.8, 3.4, 3.210526315789474)","(4.2, 6.8, 5.569230769230769)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.5, 2.840625)"
12-01-2023 18:08:03.553534,"(2.8, 3.4, 3.210526315789474)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.840625)"
12-01-2023 18:08:04.575926,"(2.8, 3.4, 3.210526315789474)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.8125)"
12-01-2023 18:08:05.491103,"(2.8, 3.4, 3.210526315789474)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.8125)"
12-01-2023 18:08:06.551894,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.8125)"
12-01-2023 18:08:07.629807,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.8125)"
12-01-2023 18:08:08.570565,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.8125)"
12-01-2023 18:08:09.591905,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.925217391304348)"
12-01-2023 18:08:10.590556,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.925217391304348)"
12-01-2023 18:08:11.653829,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.925217391304348)"
12-01-2023 18:08:12.700935,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 2.925217391304348)"
12-01-2023 18:08:13.780779,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.91764705882353)","(81.0, 580.0, 350.0)","(2.7, 3.45, 3.0700000000000003)"
12-01-2023 18:08:14.839565,"(2.8, 3.4, 3.2615384615384615)","(4.2, 6.6, 5.666666666666667)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.85)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.0700000000000003)"
12-01-2023 18:08:15.864152,"(2.8, 3.4, 3.2392857142857143)","(4.2, 6.6, 5.523076923076923)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 6.0285714285714285)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3191836734693876)"
12-01-2023 18:08:16.768720,"(2.8, 3.4, 3.2392857142857143)","(4.2, 6.6, 5.523076923076923)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 6.0285714285714285)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3191836734693876)"
12-01-2023 18:08:17.720441,"(2.8, 3.4, 3.2214285714285715)","(4.2, 6.4, 5.800000000000001)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.1046153846153843)"
12-01-2023 18:08:18.794801,"(2.8, 3.4, 3.1954545454545453)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.2399999999999998)"
12-01-2023 18:08:19.839289,"(2.8, 3.4, 3.1954545454545453)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.2399999999999998)"
12-01-2023 18:08:20.912625,"(2.8, 3.4, 3.1954545454545453)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:22.029616,"(2.8, 3.4, 3.2392857142857143)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:23.140511,"(2.8, 3.4, 3.1954545454545453)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:24.163348,"(2.8, 3.35, 3.2590909090909093)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:25.289687,"(2.8, 3.35, 3.216666666666667)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:26.309349,"(2.8, 3.35, 3.1833333333333336)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:27.402682,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.28)"
12-01-2023 18:08:28.585907,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:29.630839,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:30.781389,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:31.796714,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:33.092045,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:34.337336,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:35.524363,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.457142857142857)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.3326315789473684)"
12-01-2023 18:08:36.627541,"(2.8, 3.25, 3.23125)","(4.2, 6.4, 5.472727272727273)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.334915254237288)"
12-01-2023 18:08:37.804111,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.334915254237288)"
12-01-2023 18:08:38.892470,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 350.0)","(2.7, 3.4, 3.334915254237288)"
12-01-2023 18:08:39.994930,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:41.154013,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:42.299437,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:43.357898,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:44.509060,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:45.652842,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:46.691350,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:47.765664,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:48.868200,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:49.986065,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:51.179553,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:52.443569,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:53.540330,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:54.647579,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 523.75)","(2.7, 3.4, 3.3314285714285714)"
12-01-2023 18:08:55.687277,"(2.8, 3.25, 3.23125)","(4.2, 6.2, 5.584615384615385)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 2.9028571428571426)"
12-01-2023 18:08:56.868779,"(2.8, 3.25, 3.23125)","(4.2, 6.0, 5.36)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 2.9028571428571426)"
12-01-2023 18:08:57.985215,"(2.8, 3.25, 3.23125)","(4.2, 6.0, 5.36)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 2.9028571428571426)"
12-01-2023 18:08:59.023397,"(2.8, 3.25, 3.23125)","(4.2, 6.0, 5.36)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 2.9028571428571426)"
12-01-2023 18:09:00.129356,"(2.8, 3.25, 3.23125)","(4.2, 6.0, 5.36)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 2.9028571428571426)"
12-01-2023 18:09:01.203809,"(2.8, 3.25, 3.23125)","(4.2, 6.0, 5.36)","(31.0, 180.0, 38.4375)","(3.5, 6.2, 5.946153846153846)","(81.0, 580.0, 530.0)","(2.7, 3.4, 2.92)"
12-01-2023 18:09:02.283620,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.4625)","(31.0, 180.0, 161.45454545454544)","(3.5, 6.2, 5.918181818181818)","(81.0, 580.0, 530.0)","(2.7, 3.4, 3.115)"
12-01-2023 18:09:03.401465,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 530.0)","(2.7, 3.35, 3.3484304932735425)"
12-01-2023 18:09:04.545002,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 530.0)","(2.7, 3.35, 3.2)"
12-01-2023 18:09:05.655022,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 530.0)","(2.7, 3.35, 3.2)"
12-01-2023 18:09:06.773555,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 467.5)","(2.7, 3.35, 3.2)"
12-01-2023 18:09:07.872851,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 467.5)","(2.7, 3.35, 3.2)"
12-01-2023 18:09:08.945751,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.1804347826086956)"
12-01-2023 18:09:09.958729,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 142.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.1804347826086956)"
12-01-2023 18:09:10.993932,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.918181818181818)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.1804347826086956)"
12-01-2023 18:09:12.021679,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.1804347826086956)"
12-01-2023 18:09:13.093733,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.1804347826086956)"
12-01-2023 18:09:14.151997,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.216666666666667)"
12-01-2023 18:09:15.112623,"(2.8, 3.25, 3.23125)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.216666666666667)"
12-01-2023 18:09:16.092447,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.927272727272728)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.216666666666667)"
12-01-2023 18:09:17.087710,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.216666666666667)"
12-01-2023 18:09:18.139311,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.216666666666667)"
12-01-2023 18:09:19.207659,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.885714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.216666666666667)"
12-01-2023 18:09:20.266625,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.927272727272728)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:21.377562,"(2.8, 3.25, 3.2416666666666667)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.927272727272728)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:22.533911,"(2.8, 3.3, 3.2249999999999996)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.927272727272728)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:23.526142,"(2.8, 3.3, 3.257142857142857)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.927272727272728)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:24.460965,"(2.8, 3.3, 3.27)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.927272727272728)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:25.515492,"(2.8, 3.3, 3.27)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 5.93)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:26.514609,"(2.8, 3.3, 3.27)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 78.0)","(3.5, 6.0, 6.8545454545454545)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:27.580407,"(2.8, 3.5, 3.357142857142857)","(4.2, 5.9, 5.433333333333334)","(31.0, 170.0, 101.0)","(3.5, 7.2, 6.833333333333333)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
