,Field Regiment,Mishani Conman,Nic Me Some,Ascot Express,Alert And Ready,Ginger Rock
15-12-2022 15:37:14.259392,"(1.95, 2.26, 2.2423400936037443)","(8.5, 10.5, 10.066037735849056)","(8.5, 10.5, 10.461206896551724)","(13.0, 22.0, 20.9)","(6.5, 99999, 99990)","(4.8, 5.4, 5.362666666666667)"
15-12-2022 15:37:15.128753,"(1.95, 2.26, 2.2403472222222223)","(8.5, 10.5, 10.066037735849056)","(8.5, 10.5, 10.461206896551724)","(13.0, 22.0, 20.9)","(6.5, 99999, 99990)","(4.8, 5.4, 5.362666666666667)"
15-12-2022 15:37:16.009103,"(1.95, 2.26, 2.2294736842105265)","(8.5, 10.5, 10.108108108108109)","(8.5, 10.5, 10.461206896551724)","(13.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.362666666666667)"
15-12-2022 15:37:16.952412,"(1.95, 2.26, 2.2417409766454353)","(8.5, 10.5, 10.108108108108109)","(8.5, 10.5, 10.461206896551724)","(13.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.362666666666667)"
15-12-2022 15:37:17.909981,"(1.95, 2.28, 2.270909090909091)","(8.5, 10.5, 10.108108108108109)","(8.5, 10.5, 10.464285714285714)","(13.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.3323943661971835)"
15-12-2022 15:37:18.868804,"(1.95, 2.28, 2.277083333333333)","(8.5, 10.5, 10.097560975609756)","(8.5, 10.5, 10.464285714285714)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.317241379310345)"
15-12-2022 15:37:19.850369,"(1.95, 2.3, 2.284065040650406)","(8.5, 10.5, 10.011904761904763)","(8.5, 10.5, 10.403703703703703)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.311475409836066)"
15-12-2022 15:37:20.757915,"(1.95, 2.3, 2.2620779220779217)","(8.5, 10.5, 10.011111111111111)","(8.5, 10.5, 10.415254237288135)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.311475409836066)"
15-12-2022 15:37:21.689668,"(1.95, 2.3, 2.2620779220779217)","(8.5, 10.5, 10.00943396226415)","(8.5, 10.5, 10.415254237288135)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.319298245614036)"
15-12-2022 15:37:22.562385,"(1.95, 2.3, 2.2625641025641023)","(8.5, 10.5, 10.01)","(8.5, 10.5, 10.415254237288135)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.319298245614036)"
15-12-2022 15:37:23.425370,"(1.95, 2.3, 2.261834862385321)","(8.5, 10.5, 10.01)","(8.5, 10.5, 10.415254237288135)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.319298245614036)"
15-12-2022 15:37:24.311850,"(1.95, 2.3, 2.2665882352941176)","(8.5, 10.5, 9.955555555555556)","(8.5, 10.5, 10.32986111111111)","(14.0, 22.0, 20.742857142857144)","(6.5, 99999, 99990)","(4.8, 5.4, 5.339361702127659)"
15-12-2022 15:37:25.183350,"(1.95, 2.32, 2.270851063829787)","(8.5, 10.5, 9.94848484848485)","(8.5, 10.5, 10.336879432624114)","(14.0, 22.0, 20.838709677419356)","(6.5, 99999, 99990)","(4.8, 5.3, 5.228571428571429)"
15-12-2022 15:37:26.034036,"(1.95, 2.32, 2.2900492610837437)","(8.5, 10.5, 9.850909090909092)","(8.5, 10.5, 10.307407407407407)","(14.0, 22.0, 20.896551724137932)","(6.5, 99999, 99990)","(4.8, 5.3, 5.228571428571429)"
15-12-2022 15:37:26.915641,"(1.95, 2.32, 2.298317757009346)","(8.5, 10.0, 9.9)","(8.5, 10.5, 10.307407407407407)","(14.0, 22.0, 20.903225806451612)","(6.5, 99999, 99990)","(4.8, 5.3, 5.22608695652174)"
15-12-2022 15:37:27.793615,"(1.95, 2.32, 2.2988461538461538)","(8.5, 10.0, 9.9)","(8.5, 10.5, 10.276119402985074)","(14.0, 22.0, 20.903225806451612)","(6.5, 99999, 99990)","(4.8, 5.3, 5.274074074074074)"
15-12-2022 15:37:28.679407,"(1.95, 2.3, 2.2702752293577984)","(8.5, 10.5, 10.09)","(8.5, 10.5, 10.345238095238095)","(14.0, 22.0, 20.96551724137931)","(6.5, 99999, 99990)","(4.8, 5.4, 5.354285714285715)"
15-12-2022 15:37:29.589025,"(1.95, 2.3, 2.2702752293577984)","(8.5, 10.5, 10.074324324324325)","(8.5, 10.5, 10.381147540983607)","(14.0, 22.0, 21.076923076923077)","(6.5, 99999, 99990)","(4.8, 5.4, 5.354285714285715)"
15-12-2022 15:37:30.462461,"(1.95, 2.28, 2.2689473684210526)","(8.5, 10.0, 9.906382978723403)","(8.5, 10.5, 10.381147540983607)","(14.0, 22.0, 21.57894736842105)","(6.5, 99999, 99990)","(4.8, 5.4, 5.354285714285715)"
15-12-2022 15:37:31.318779,"(1.95, 2.28, 2.271020408163265)","(8.5, 10.0, 9.86875)","(8.5, 10.5, 10.42436974789916)","(14.0, 22.0, 21.490909090909092)","(6.5, 99999, 99990)","(4.8, 5.4, 5.354285714285715)"
15-12-2022 15:37:32.179405,"(1.95, 2.28, 2.2648275862068967)","(8.5, 10.0, 9.86875)","(8.5, 10.5, 10.417431192660551)","(14.0, 22.0, 21.490909090909092)","(6.5, 99999, 99990)","(4.8, 5.4, 5.334693877551021)"
15-12-2022 15:37:33.222232,"(1.95, 2.28, 2.2648275862068967)","(8.5, 10.0, 9.86875)","(8.5, 10.5, 10.417431192660551)","(14.0, 22.0, 21.490909090909092)","(6.5, 99999, 99990)","(4.8, 5.4, 5.336585365853659)"
15-12-2022 15:37:34.231734,"(1.95, 2.28, 2.2727272727272725)","(8.5, 10.0, 9.883333333333333)","(8.5, 10.5, 10.417431192660551)","(14.0, 22.0, 21.490909090909092)","(6.5, 99999, 99990)","(4.8, 5.4, 5.336585365853659)"
15-12-2022 15:37:35.207884,"(1.95, 2.28, 2.2717948717948717)","(8.5, 10.0, 9.872727272727273)","(8.5, 10.5, 10.417431192660551)","(14.0, 22.0, 21.490909090909092)","(6.5, 99999, 99990)","(4.8, 5.4, 5.339622641509434)"
15-12-2022 15:37:36.119602,"(1.95, 2.28, 2.258)","(8.5, 10.0, 9.9)","(8.5, 11.0, 10.705426356589147)","(14.0, 22.0, 21.745454545454546)","(6.5, 99999, 99990)","(4.8, 5.4, 5.339622641509434)"
15-12-2022 15:37:37.004567,"(1.95, 2.28, 2.2562162162162163)","(8.5, 10.0, 9.757142857142856)","(8.5, 11.0, 10.705426356589147)","(14.0, 22.0, 21.745454545454546)","(6.5, 99999, 99990)","(4.8, 5.4, 5.3238095238095235)"
15-12-2022 15:37:37.910092,"(1.95, 2.28, 2.2735)","(8.5, 10.0, 9.757142857142856)","(8.5, 11.0, 10.705426356589147)","(14.0, 22.0, 21.745454545454546)","(6.5, 99999, 99990)","(4.8, 5.4, 5.319230769230769)"
15-12-2022 15:37:38.784291,"(1.95, 2.3, 2.2952)","(8.5, 10.0, 9.64102564102564)","(8.5, 11.0, 10.705426356589147)","(14.0, 22.0, 21.708333333333332)","(6.5, 99999, 99990)","(4.8, 5.4, 5.29367088607595)"
15-12-2022 15:37:39.682080,"(1.95, 2.28, 2.2779310344827586)","(8.5, 10.0, 9.645714285714286)","(8.5, 11.0, 10.705426356589147)","(14.0, 22.0, 21.708333333333332)","(6.5, 99999, 99990)","(4.8, 5.4, 5.284090909090909)"
15-12-2022 15:37:40.570900,"(1.95, 2.3, 2.2877777777777775)","(8.5, 10.0, 9.679310344827586)","(8.5, 10.5, 10.463917525773196)","(14.0, 22.0, 21.464285714285715)","(6.5, 99999, 99990)","(4.8, 5.4, 5.274)"
15-12-2022 15:37:41.399274,"(1.95, 2.3, 2.2909374999999996)","(8.5, 10.0, 9.6125)","(8.5, 10.5, 10.463917525773196)","(14.0, 22.0, 21.41176470588235)","(6.5, 99999, 99990)","(4.8, 5.4, 5.274)"
15-12-2022 15:37:42.254361,"(1.95, 2.32, 2.307272727272727)","(8.5, 10.0, 9.511627906976745)","(8.5, 10.5, 10.463917525773196)","(14.0, 22.0, 21.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.4, 5.274)"
15-12-2022 15:37:43.170877,"(1.95, 2.32, 2.307272727272727)","(8.5, 9.8, 9.488888888888889)","(8.5, 10.5, 10.463917525773196)","(14.0, 22.0, 21.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.4, 5.235294117647059)"
15-12-2022 15:37:44.090744,"(1.95, 2.32, 2.316)","(8.5, 9.8, 9.488888888888889)","(8.5, 10.5, 10.463917525773196)","(14.0, 22.0, 21.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.3, 5.235294117647059)"
15-12-2022 15:37:45.059223,"(1.95, 2.32, 2.313333333333333)","(8.5, 9.8, 9.510344827586207)","(8.5, 10.5, 10.463917525773196)","(14.0, 22.0, 21.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.2, 5.1456)"
15-12-2022 15:37:45.927344,"(1.95, 2.34, 2.320983606557377)","(8.5, 9.8, 9.510344827586207)","(8.5, 11.0, 10.725806451612904)","(14.0, 22.0, 21.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.2, 5.1456)"
15-12-2022 15:37:46.766805,"(1.95, 2.34, 2.3235714285714284)","(8.5, 10.0, 9.528571428571428)","(8.5, 11.0, 10.75)","(14.0, 22.0, 21.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.2, 5.1456)"
15-12-2022 15:37:47.626241,"(1.95, 2.36, 2.3483673469387756)","(8.5, 9.8, 9.636363636363637)","(8.5, 11.0, 10.703125)","(14.0, 22.0, 21.389830508474578)","(6.5, 99999, 99990)","(4.6, 5.1, 5.0)"
15-12-2022 15:37:48.519830,"(1.95, 2.36, 2.3513888888888888)","(8.5, 9.8, 9.636363636363637)","(8.5, 11.0, 10.703125)","(14.0, 22.0, 21.389830508474578)","(6.5, 99999, 99990)","(4.6, 5.1, 4.954400000000001)"
15-12-2022 15:37:49.422411,"(1.95, 2.36, 2.3249056603773584)","(8.5, 10.0, 9.9)","(8.5, 11.0, 10.716417910447761)","(14.0, 22.0, 21.389830508474578)","(6.5, 99999, 99990)","(4.6, 5.1, 4.959130434782609)"
15-12-2022 15:37:50.333036,"(1.95, 2.32, 2.307243243243243)","(8.5, 10.0, 9.84)","(8.5, 11.0, 10.677966101694915)","(14.0, 22.0, 21.389830508474578)","(6.5, 99999, 99990)","(4.6, 5.1, 4.966666666666667)"
15-12-2022 15:37:51.249512,"(1.95, 2.32, 2.307243243243243)","(8.5, 10.0, 9.911111111111111)","(8.5, 11.0, 10.677966101694915)","(14.0, 22.0, 21.389830508474578)","(6.5, 99999, 99990)","(4.6, 5.2, 5.02289156626506)"
15-12-2022 15:37:52.067966,"(1.95, 2.32, 2.309074074074074)","(8.5, 10.5, 10.041975308641975)","(8.5, 10.5, 10.421052631578947)","(14.0, 22.0, 21.389830508474578)","(6.5, 99999, 99990)","(4.6, 5.2, 5.014457831325301)"
15-12-2022 15:37:52.968704,"(1.95, 2.32, 2.308653846153846)","(8.5, 10.5, 10.033333333333333)","(8.5, 10.5, 10.402173913043478)","(14.0, 22.0, 21.446153846153848)","(6.5, 99999, 99990)","(4.6, 5.2, 4.972307692307693)"
15-12-2022 15:37:53.834743,"(1.95, 2.32, 2.308653846153846)","(8.5, 10.5, 10.115686274509804)","(8.5, 10.5, 10.402173913043478)","(14.0, 22.0, 21.446153846153848)","(6.5, 99999, 99990)","(4.6, 5.0, 4.972307692307693)"
15-12-2022 15:37:54.668386,"(1.95, 2.32, 2.3049101796407183)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.402173913043478)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.1, 5.066101694915254)"
15-12-2022 15:37:55.572598,"(1.95, 2.32, 2.3049999999999997)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.398876404494382)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.1, 5.048148148148148)"
15-12-2022 15:37:56.410748,"(1.95, 2.32, 2.3049999999999997)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.398876404494382)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.1, 5.048148148148148)"
15-12-2022 15:37:57.260734,"(1.95, 2.32, 2.315820895522388)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.398876404494382)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.2, 5.05)"
15-12-2022 15:37:58.156990,"(1.95, 2.32, 2.316036036036036)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.398876404494382)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.0, 4.974193548387097)"
15-12-2022 15:37:59.184973,"(1.95, 2.32, 2.308333333333333)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.38)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.1, 4.979411764705882)"
15-12-2022 15:38:00.108505,"(1.95, 2.32, 2.3117647058823527)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.38)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.1, 4.979411764705882)"
15-12-2022 15:38:01.051765,"(1.95, 2.32, 2.3117647058823527)","(8.5, 10.5, 10.085714285714285)","(8.5, 10.5, 10.386075949367088)","(14.0, 22.0, 21.666666666666668)","(6.5, 99999, 99990)","(4.6, 5.1, 4.985714285714286)"
15-12-2022 15:38:01.928363,"(1.95, 2.32, 2.317254901960784)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.288235294117648)","(14.0, 22.0, 21.508196721311474)","(6.5, 99999, 99990)","(4.6, 5.2, 4.984)"
15-12-2022 15:38:02.804529,"(1.95, 2.32, 2.316036036036036)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.288235294117648)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.085185185185185)"
15-12-2022 15:38:03.728042,"(1.95, 2.32, 2.3099999999999996)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.267241379310345)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.084615384615384)"
15-12-2022 15:38:04.689642,"(1.95, 2.32, 2.311578947368421)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.267241379310345)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.0935483870967735)"
15-12-2022 15:38:05.631574,"(1.95, 2.32, 2.3137499999999998)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.267241379310345)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.056862745098039)"
15-12-2022 15:38:06.539890,"(1.95, 2.32, 2.312)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.08018018018018)"
15-12-2022 15:38:07.386739,"(1.95, 2.32, 2.311176470588235)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.08018018018018)"
15-12-2022 15:38:08.257206,"(1.95, 2.32, 2.310625)","(8.5, 10.5, 10.065217391304348)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.093939393939394)"
15-12-2022 15:38:09.120930,"(1.95, 2.32, 2.310625)","(8.5, 10.5, 10.144736842105264)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.093939393939394)"
15-12-2022 15:38:10.019733,"(1.95, 2.32, 2.310625)","(8.5, 10.5, 10.144736842105264)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.1, 5.093939393939394)"
15-12-2022 15:38:10.892868,"(1.95, 2.32, 2.3004651162790695)","(8.5, 10.5, 10.21264367816092)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.122522522522523)"
15-12-2022 15:38:11.756321,"(1.95, 2.32, 2.3004651162790695)","(8.5, 10.5, 10.21264367816092)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.122522522522523)"
15-12-2022 15:38:12.590587,"(1.95, 2.32, 2.310454545454545)","(8.5, 10.5, 10.225274725274724)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.136764705882353)"
15-12-2022 15:38:13.506391,"(1.95, 2.32, 2.3111627906976744)","(8.5, 10.5, 10.225274725274724)","(8.5, 10.5, 10.227941176470589)","(14.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.18125)"
15-12-2022 15:38:14.574778,"(2.0, 2.32, 2.309450549450549)","(8.5, 10.5, 10.225274725274724)","(8.5, 10.5, 10.225)","(15.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.184415584415585)"
15-12-2022 15:38:15.516863,"(2.0, 2.32, 2.308817204301075)","(8.5, 10.5, 10.225274725274724)","(8.5, 10.5, 10.222222222222221)","(15.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.184415584415585)"
15-12-2022 15:38:16.408171,"(2.0, 2.3, 2.298392857142857)","(8.5, 10.5, 10.274038461538462)","(8.5, 10.5, 10.222222222222221)","(15.0, 22.0, 21.415384615384614)","(6.5, 99999, 99990)","(4.6, 5.2, 5.185185185185185)"
15-12-2022 15:38:17.285456,"(2.0, 2.3, 2.2985714285714285)","(8.5, 10.5, 10.242424242424242)","(8.5, 10.5, 10.22972972972973)","(15.0, 22.0, 21.05)","(6.5, 99999, 99990)","(4.6, 5.2, 5.185185185185185)"
15-12-2022 15:38:18.173178,"(2.0, 2.32, 2.3123809523809524)","(8.5, 10.5, 10.330434782608696)","(8.5, 10.5, 10.35632183908046)","(15.0, 22.0, 21.23076923076923)","(6.5, 99999, 99990)","(4.6, 5.2, 5.131746031746031)"
15-12-2022 15:38:19.054206,"(2.0, 2.32, 2.308811188811189)","(8.5, 10.5, 10.4375)","(8.5, 10.5, 10.402298850574713)","(15.0, 22.0, 21.15)","(6.5, 99999, 99990)","(4.6, 5.3, 5.218518518518518)"
15-12-2022 15:38:19.905714,"(2.0, 2.32, 2.308811188811189)","(8.5, 10.5, 10.482758620689655)","(8.5, 10.5, 10.402298850574713)","(15.0, 22.0, 21.069767441860463)","(6.5, 99999, 99990)","(4.6, 5.3, 5.218518518518518)"
15-12-2022 15:38:20.837381,"(2.0, 2.32, 2.314)","(8.5, 11.0, 10.534883720930232)","(8.5, 10.5, 10.402298850574713)","(15.0, 22.0, 21.069767441860463)","(6.5, 99999, 99990)","(4.6, 5.3, 5.218518518518518)"
15-12-2022 15:38:21.683892,"(2.0, 2.32, 2.314285714285714)","(8.5, 11.0, 10.596153846153847)","(8.5, 10.5, 10.27027027027027)","(15.0, 22.0, 21.069767441860463)","(6.5, 99999, 99990)","(4.6, 5.3, 5.218518518518518)"
15-12-2022 15:38:22.533468,"(2.0, 2.32, 2.319230769230769)","(8.5, 11.0, 10.596153846153847)","(8.5, 10.5, 10.18421052631579)","(15.0, 22.0, 21.069767441860463)","(6.5, 99999, 99990)","(4.6, 5.3, 5.226050420168067)"
15-12-2022 15:38:23.877860,"(2.0, 2.32, 2.3177777777777777)","(8.5, 11.0, 10.590909090909092)","(8.5, 10.5, 10.169354838709678)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.221951219512195)"
15-12-2022 15:38:24.922519,"(2.0, 2.32, 2.3177777777777777)","(8.5, 11.0, 10.590909090909092)","(8.5, 10.5, 10.169354838709678)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.221951219512195)"
15-12-2022 15:38:25.807137,"(2.0, 2.32, 2.3152941176470585)","(8.5, 11.0, 10.590909090909092)","(8.5, 10.5, 10.169354838709678)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.221951219512195)"
15-12-2022 15:38:26.671915,"(2.0, 2.34, 2.3202247191011236)","(8.5, 11.0, 10.590909090909092)","(8.5, 10.5, 10.169354838709678)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.22258064516129)"
15-12-2022 15:38:27.515598,"(2.0, 2.32, 2.31437037037037)","(8.5, 11.0, 10.55)","(8.5, 10.5, 10.116822429906541)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.244827586206896)"
15-12-2022 15:38:28.360087,"(2.0, 2.34, 2.315121951219512)","(8.5, 11.0, 10.55)","(8.5, 10.5, 10.12037037037037)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.244827586206896)"
15-12-2022 15:38:29.195667,"(2.0, 2.34, 2.315121951219512)","(8.5, 11.0, 10.55)","(8.5, 10.5, 10.12037037037037)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.244827586206896)"
15-12-2022 15:38:30.035352,"(2.0, 2.34, 2.315121951219512)","(8.5, 11.0, 10.55)","(8.5, 10.5, 10.037313432835822)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.244827586206896)"
15-12-2022 15:38:30.881632,"(2.0, 2.32, 2.3010526315789472)","(9.0, 11.0, 10.55)","(8.5, 10.5, 10.37037037037037)","(15.0, 22.0, 21.09090909090909)","(6.5, 99999, 99990)","(4.6, 5.3, 5.240372670807453)"
15-12-2022 15:38:31.825839,"(2.0, 2.26, 2.247801418439716)","(9.0, 11.0, 10.801075268817204)","(8.5, 11.0, 10.64864864864865)","(15.0, 22.0, 21.523809523809526)","(6.5, 99999, 99990)","(4.6, 5.3, 5.339473684210526)"
15-12-2022 15:38:33.017276,"(2.0, 2.24, 2.232851985559567)","(9.0, 11.0, 10.801075268817204)","(8.5, 11.0, 10.792372881355933)","(15.0, 22.0, 22.65)","(6.5, 99999, 99990)","(4.6, 5.4, 5.336585365853659)"
15-12-2022 15:38:33.925868,"(2.0, 2.24, 2.232295719844358)","(9.0, 11.0, 10.801075268817204)","(8.5, 11.0, 10.792372881355933)","(15.0, 23.0, 22.65)","(6.5, 99999, 99990)","(4.6, 5.4, 5.358730158730159)"
15-12-2022 15:38:34.816705,"(2.0, 2.22, 2.208)","(9.0, 11.0, 10.752252252252251)","(8.5, 11.0, 10.792372881355933)","(15.0, 23.0, 22.65)","(6.5, 99999, 99990)","(4.6, 5.4, 5.369811320754717)"
15-12-2022 15:38:35.703439,"(2.0, 2.2, 2.1975229357798165)","(9.0, 11.0, 10.764957264957266)","(8.5, 11.0, 10.947154471544716)","(15.0, 23.0, 22.75)","(6.5, 99999, 99990)","(4.6, 5.4, 5.375)"
15-12-2022 15:38:36.665939,"(2.0, 2.2, 2.1882071713147413)","(9.0, 11.0, 10.805263157894737)","(8.5, 11.0, 10.973451327433628)","(15.0, 23.0, 22.75)","(6.5, 99999, 99990)","(4.6, 5.4, 5.435099337748345)"
15-12-2022 15:38:37.591749,"(2.0, 2.22, 2.2059296482412063)","(9.0, 9.8, 9.692307692307693)","(8.5, 11.5, 11.168)","(15.0, 24.0, 23.157894736842106)","(6.5, 99999, 99990)","(4.6, 5.5, 5.506578947368421)"
15-12-2022 15:38:38.518989,"(2.0, 2.22, 2.2045967741935484)","(9.0, 9.8, 9.706666666666667)","(8.5, 11.0, 10.956043956043956)","(15.0, 24.0, 23.157894736842106)","(6.5, 99999, 99990)","(4.6, 5.6, 5.506578947368421)"
15-12-2022 15:38:39.486846,"(2.0, 2.22, 2.2045967741935484)","(9.0, 9.8, 9.63)","(8.5, 11.0, 10.956043956043956)","(16.0, 24.0, 23.157894736842106)","(6.5, 99999, 99990)","(4.6, 5.6, 5.483606557377049)"
15-12-2022 15:38:40.417072,"(2.0, 2.22, 2.2045967741935484)","(9.0, 10.0, 9.918181818181818)","(8.5, 11.0, 10.941489361702128)","(16.0, 24.0, 23.157894736842106)","(6.5, 99999, 99990)","(4.6, 5.6, 5.483606557377049)"
15-12-2022 15:38:41.292251,"(2.0, 2.22, 2.2045967741935484)","(9.0, 10.0, 9.795121951219512)","(8.5, 11.0, 10.941489361702128)","(16.0, 24.0, 23.157894736842106)","(6.5, 99999, 99990)","(4.6, 5.6, 5.483606557377049)"
15-12-2022 15:38:42.191665,"(2.0, 2.2, 2.195555555555556)","(8.5, 10.0, 9.68)","(8.5, 11.0, 10.661764705882353)","(16.0, 24.0, 23.225806451612904)","(6.5, 99999, 99990)","(4.6, 5.6, 5.537864077669902)"
15-12-2022 15:38:43.029597,"(2.0, 2.2, 2.18987012987013)","(8.5, 10.0, 9.68)","(8.5, 11.0, 10.75)","(16.0, 24.0, 23.229508196721312)","(6.5, 99999, 99990)","(4.6, 5.6, 5.537864077669902)"
15-12-2022 15:38:43.941330,"(2.0, 2.2, 2.1803010752688174)","(8.5, 10.0, 9.68)","(8.5, 11.0, 10.785714285714286)","(16.0, 24.0, 23.229508196721312)","(6.5, 99999, 99990)","(4.6, 5.6, 5.6722222222222225)"
15-12-2022 15:38:44.783473,"(2.0, 2.22, 2.1939622641509438)","(8.5, 10.5, 10.05)","(8.5, 11.0, 10.977272727272727)","(16.0, 24.0, 23.4)","(6.5, 99999, 99990)","(4.6, 5.7, 5.6722222222222225)"
15-12-2022 15:38:45.689840,"(2.0, 2.3, 2.2727272727272725)","(8.5, 10.0, 9.973643410852713)","(8.5, 11.0, 10.625)","(16.0, 24.0, 23.419354838709676)","(6.5, 99999, 99990)","(4.6, 5.7, 5.605)"
15-12-2022 15:38:46.580825,"(2.0, 2.28, 2.254267515923567)","(8.5, 10.5, 10.110576923076923)","(8.5, 11.0, 10.54)","(16.0, 24.0, 23.419354838709676)","(6.5, 99999, 99990)","(4.6, 5.7, 5.605)"
15-12-2022 15:38:47.485247,"(2.0, 2.28, 2.2791304347826085)","(8.5, 10.5, 10.153658536585366)","(8.5, 10.5, 10.350961538461538)","(16.0, 24.0, 23.5)","(6.5, 99999, 99990)","(4.6, 5.7, 5.652941176470589)"
15-12-2022 15:38:48.491180,"(2.0, 2.3, 2.29)","(9.0, 10.5, 10.19915254237288)","(8.5, 10.5, 10.329326923076923)","(16.0, 25.0, 24.333333333333332)","(6.5, 99999, 99990)","(4.8, 5.6, 5.506976744186047)"
15-12-2022 15:38:49.368436,"(2.0, 2.3, 2.297671232876712)","(9.0, 10.5, 10.174311926605505)","(8.5, 10.5, 10.305045871559633)","(16.0, 25.0, 24.5)","(6.5, 99999, 99990)","(4.8, 5.6, 5.506976744186047)"
15-12-2022 15:38:50.599887,"(2.0, 2.34, 2.3305263157894736)","(9.0, 10.5, 10.256849315068493)","(8.5, 10.5, 10.305045871559633)","(16.0, 26.0, 24.85)","(6.5, 99999, 99990)","(4.8, 5.5, 5.488095238095238)"
