,Field Regiment,Mishani Conman,Nic Me Some,Ascot Express,Alert And Ready,Ginger Rock
15-12-2022 15:29:35.681254,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.342105263157894)","(6.0, 99999, 99990)","(4.6, 5.4, 4.9625)"
15-12-2022 15:29:36.651721,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.342105263157894)","(6.0, 99999, 99990)","(4.6, 5.4, 4.9625)"
15-12-2022 15:29:37.717884,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.342105263157894)","(6.0, 99999, 99990)","(4.6, 5.4, 4.9625)"
15-12-2022 15:29:38.812009,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.342105263157894)","(6.0, 99999, 99990)","(4.6, 5.4, 4.9625)"
15-12-2022 15:29:39.843012,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.342105263157894)","(6.0, 99999, 99990)","(4.6, 5.4, 4.9625)"
15-12-2022 15:29:40.891072,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:41.867666,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:42.773419,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:43.697972,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.833333333333334)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:44.778935,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.5, 12.3)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:45.803295,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 12.045454545454545)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:46.833644,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 12.045454545454545)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:47.973084,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.4)","(9.0, 13.0, 10.375)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:49.004669,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.0)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:50.044993,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.0)","(6.0, 99999, 99990)","(4.6, 5.4, 5.066666666666667)"
15-12-2022 15:29:51.018960,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.0)","(6.0, 99999, 99990)","(4.6, 5.4, 5.273684210526316)"
15-12-2022 15:29:51.978987,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.0)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:29:52.971281,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.875)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:29:53.991208,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.875)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:29:55.043595,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.875)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:29:56.013070,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.875)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:29:56.869353,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.875)","(6.0, 99999, 99990)","(4.6, 5.3, 5.121428571428571)"
15-12-2022 15:29:57.754430,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 12.653846153846153)","(6.0, 99999, 99990)","(4.6, 5.3, 5.08125)"
15-12-2022 15:29:58.774377,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 12.166666666666666)","(6.0, 99999, 99990)","(4.6, 5.3, 5.04)"
15-12-2022 15:29:59.817083,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 12.166666666666666)","(6.0, 99999, 99990)","(4.6, 5.2, 5.04)"
15-12-2022 15:30:00.819843,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 12.166666666666666)","(6.0, 99999, 99990)","(4.6, 5.2, 5.04)"
15-12-2022 15:30:01.844982,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 12.166666666666666)","(6.0, 99999, 99990)","(4.6, 5.2, 5.04)"
15-12-2022 15:30:02.733836,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 10.0, 9.4)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.2, 5.04)"
15-12-2022 15:30:03.649462,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.2, 5.04)"
15-12-2022 15:30:04.620111,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.2, 5.362500000000001)"
15-12-2022 15:30:05.593351,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:30:06.616928,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:30:07.618711,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:30:08.544060,"(2.4, 2.64, 2.6365217391304347)","(7.5, 10.5, 9.705555555555556)","(5.0, 9.8, 9.56)","(9.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.6, 5.4, 5.290909090909091)"
15-12-2022 15:30:09.538083,"(2.4, 2.64, 2.6365217391304347)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.4, 5.290909090909091)"
15-12-2022 15:30:10.454932,"(2.4, 2.64, 2.6365217391304347)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.4, 5.08125)"
15-12-2022 15:30:11.375059,"(2.4, 2.66, 2.638095238095238)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:12.281733,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:13.187891,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:14.103024,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:15.049434,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:15.942048,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:16.930337,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.56)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.058620689655172)"
15-12-2022 15:30:17.863494,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 13.0, 11.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.209090909090909)"
15-12-2022 15:30:18.799530,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 13.0, 10.75)","(6.0, 99999, 99990)","(4.8, 5.3, 5.36842105263158)"
15-12-2022 15:30:19.711728,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.6)","(6.0, 99999, 99990)","(4.8, 5.4, 5.36842105263158)"
15-12-2022 15:30:20.603245,"(2.4, 2.66, 2.6376744186046515)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 13.0)","(6.0, 99999, 99990)","(4.8, 5.3, 4.964705882352941)"
15-12-2022 15:30:21.477926,"(2.4, 2.64, 2.5672727272727274)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 11.947368421052632)","(6.0, 99999, 99990)","(4.8, 5.2, 4.964705882352941)"
15-12-2022 15:30:22.387732,"(2.4, 2.64, 2.5694117647058823)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 11.947368421052632)","(6.0, 99999, 99990)","(4.8, 5.2, 4.892307692307692)"
15-12-2022 15:30:23.375234,"(2.4, 2.64, 2.59)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.058823529411764)","(6.0, 99999, 99990)","(4.8, 5.2, 4.892307692307692)"
15-12-2022 15:30:24.369414,"(2.4, 2.64, 2.59)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.058823529411764)","(6.0, 99999, 99990)","(4.8, 5.2, 4.892307692307692)"
15-12-2022 15:30:25.343525,"(2.4, 2.64, 2.59)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.058823529411764)","(6.0, 99999, 99990)","(4.8, 5.2, 4.892307692307692)"
15-12-2022 15:30:26.360630,"(2.4, 2.64, 2.59)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.058823529411764)","(6.0, 99999, 99990)","(4.8, 5.2, 4.892307692307692)"
15-12-2022 15:30:27.302518,"(2.4, 2.64, 2.59)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.058823529411764)","(6.0, 99999, 99990)","(4.8, 5.2, 5.05)"
15-12-2022 15:30:28.139320,"(2.4, 2.66, 2.5742857142857143)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.05)"
15-12-2022 15:30:29.043687,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:30.004956,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:31.012419,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:31.951400,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:32.873237,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.5, 9.705555555555556)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:33.783170,"(2.4, 2.66, 2.5690909090909093)","(8.0, 9.8, 9.622222222222224)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:34.765290,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.0, 9.6)","(5.5, 9.8, 9.133333333333333)","(10.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.8, 5.3, 5.277777777777778)"
15-12-2022 15:30:35.787680,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.0, 9.6)","(5.5, 9.8, 9.133333333333333)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.3, 5.277777777777778)"
15-12-2022 15:30:36.857381,"(2.4, 2.66, 2.5690909090909093)","(8.0, 10.0, 9.6)","(5.5, 9.8, 9.133333333333333)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.3, 5.277777777777778)"
15-12-2022 15:30:37.870529,"(2.4, 2.66, 2.552857142857143)","(8.0, 10.5, 9.95)","(5.5, 9.8, 9.133333333333333)","(9.0, 14.0, 12.153846153846153)","(6.0, 99999, 99990)","(4.6, 5.3, 5.277777777777778)"
15-12-2022 15:30:38.898806,"(2.4, 2.66, 2.552857142857143)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.133333333333333)","(9.0, 13.5, 12.153846153846153)","(6.0, 99999, 99990)","(4.6, 5.3, 5.277777777777778)"
15-12-2022 15:30:39.867268,"(2.4, 2.66, 2.552857142857143)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.133333333333333)","(9.0, 13.5, 11.9375)","(6.0, 99999, 99990)","(4.6, 5.3, 5.277777777777778)"
15-12-2022 15:30:40.762482,"(2.4, 2.66, 2.552857142857143)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.6, 8.933333333333334)","(9.0, 13.5, 11.9375)","(6.0, 99999, 99990)","(4.6, 5.3, 5.277777777777778)"
15-12-2022 15:30:41.722023,"(2.4, 2.66, 2.582222222222222)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.6, 8.933333333333334)","(9.0, 13.5, 11.9375)","(6.0, 99999, 99990)","(4.6, 5.3, 5.284905660377358)"
15-12-2022 15:30:42.700085,"(2.4, 2.64, 2.632727272727273)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.6, 9.56)","(9.0, 13.5, 13.571428571428571)","(6.0, 99999, 99990)","(4.6, 5.3, 5.284905660377358)"
15-12-2022 15:30:43.625677,"(2.4, 2.64, 2.5854545454545454)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 13.571428571428571)","(6.0, 99999, 99990)","(4.6, 5.3, 5.284905660377358)"
15-12-2022 15:30:44.629791,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 13.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.284905660377358)"
15-12-2022 15:30:45.609252,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 13.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.284905660377358)"
15-12-2022 15:30:46.573831,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 12.5)","(6.0, 99999, 99990)","(4.6, 5.4, 5.372222222222223)"
15-12-2022 15:30:47.538749,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 12.5)","(6.0, 99999, 99990)","(4.6, 5.4, 5.372222222222223)"
15-12-2022 15:30:48.465190,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.4, 5.372222222222223)"
15-12-2022 15:30:49.397913,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.4, 5.372222222222223)"
15-12-2022 15:30:50.363434,"(2.4, 2.64, 2.595555555555556)","(8.0, 10.5, 9.792857142857143)","(5.5, 9.8, 9.56)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.4, 5.372222222222223)"
15-12-2022 15:30:51.304654,"(2.4, 2.64, 2.595555555555556)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.56)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:52.224250,"(2.4, 2.64, 2.595555555555556)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.56)","(9.0, 13.5, 12.153846153846153)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:53.228446,"(2.4, 2.64, 2.595555555555556)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.56)","(9.0, 13.5, 12.153846153846153)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:54.421001,"(2.4, 2.64, 2.595555555555556)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.56)","(9.0, 13.5, 12.153846153846153)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:55.535307,"(2.4, 2.64, 2.595555555555556)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.56)","(9.0, 13.5, 12.153846153846153)","(6.0, 99999, 99990)","(4.6, 5.4, 5.372222222222223)"
15-12-2022 15:30:56.593000,"(2.4, 2.64, 2.595555555555556)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 8.942857142857143)","(9.0, 13.5, 13.571428571428571)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:57.503749,"(2.4, 2.64, 2.6263829787234045)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 8.942857142857143)","(9.0, 14.0, 13.571428571428571)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:58.515967,"(2.4, 2.62, 2.6168181818181817)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 8.942857142857143)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:30:59.581317,"(2.4, 2.62, 2.6054166666666667)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 8.942857142857143)","(9.0, 14.0, 12.8)","(6.0, 99999, 99990)","(4.6, 5.4, 5.3741379310344835)"
15-12-2022 15:31:00.658529,"(2.4, 2.62, 2.6104545454545454)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 8.942857142857143)","(9.0, 14.0, 12.285714285714285)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:01.773751,"(2.4, 2.52, 2.5033333333333334)","(8.0, 9.8, 9.600000000000001)","(5.5, 10.0, 8.95)","(9.0, 14.0, 12.75)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:02.831091,"(2.4, 2.64, 2.5875)","(8.0, 9.8, 9.600000000000001)","(5.5, 10.0, 8.95)","(9.0, 14.0, 12.227272727272727)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:03.829187,"(2.4, 2.52, 2.5033333333333334)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.56)","(9.0, 13.5, 12.227272727272727)","(6.0, 99999, 99990)","(4.6, 5.4, 5.37)"
15-12-2022 15:31:04.995956,"(2.4, 2.52, 2.501818181818182)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.753846153846155)","(9.0, 13.5, 12.423076923076923)","(6.0, 99999, 99990)","(4.6, 5.4, 5.37)"
15-12-2022 15:31:06.007856,"(2.4, 2.52, 2.500769230769231)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.753846153846155)","(9.0, 13.5, 12.961538461538462)","(6.0, 99999, 99990)","(4.6, 5.4, 5.37)"
15-12-2022 15:31:07.168379,"(2.4, 2.52, 2.5119354838709675)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.15294117647059)","(9.0, 13.5, 12.227272727272727)","(6.0, 99999, 99990)","(4.6, 5.4, 5.37)"
15-12-2022 15:31:08.158782,"(2.4, 2.6, 2.566666666666667)","(8.0, 9.8, 9.600000000000001)","(5.5, 10.0, 9.15294117647059)","(9.0, 13.5, 12.227272727272727)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:09.137760,"(2.4, 2.6, 2.566666666666667)","(8.0, 9.8, 9.600000000000001)","(5.5, 10.0, 9.15294117647059)","(9.0, 14.0, 13.5)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:10.139635,"(2.4, 2.6, 2.566666666666667)","(8.0, 9.8, 9.600000000000001)","(5.5, 10.0, 9.15294117647059)","(9.0, 14.0, 13.5)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:11.117207,"(2.4, 2.6, 2.566666666666667)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.133333333333335)","(9.0, 14.0, 13.5)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:12.062651,"(2.4, 2.52, 2.504848484848485)","(8.0, 9.8, 9.600000000000001)","(5.5, 9.8, 9.133333333333335)","(9.0, 14.0, 13.5)","(6.0, 99999, 99990)","(4.6, 5.4, 5.05)"
15-12-2022 15:31:13.009892,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 9.8, 9.072727272727272)","(9.0, 14.0, 13.886363636363637)","(6.0, 99999, 99990)","(4.6, 5.4, 5.1)"
15-12-2022 15:31:13.958503,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 9.8, 9.133333333333333)","(9.0, 14.0, 13.886363636363637)","(6.0, 99999, 99990)","(4.6, 5.4, 5.125)"
15-12-2022 15:31:14.916276,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 9.8, 9.266666666666667)","(9.0, 14.0, 13.583333333333334)","(6.0, 99999, 99990)","(4.6, 5.8, 5.4)"
15-12-2022 15:31:15.863165,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 9.8, 9.266666666666667)","(9.0, 14.0, 12.461538461538462)","(6.0, 99999, 99990)","(4.6, 5.7, 5.199999999999999)"
15-12-2022 15:31:16.921539,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 10.0, 9.294117647058824)","(9.0, 14.0, 12.235294117647058)","(6.0, 99999, 99990)","(4.6, 5.7, 5.154545454545454)"
15-12-2022 15:31:17.952006,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 10.0, 9.294117647058824)","(9.0, 14.0, 12.235294117647058)","(6.0, 99999, 99990)","(4.6, 5.7, 5.154545454545454)"
15-12-2022 15:31:18.961318,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 10.0, 9.294117647058824)","(9.0, 14.0, 12.235294117647058)","(6.0, 99999, 99990)","(4.6, 5.7, 5.154545454545454)"
15-12-2022 15:31:19.935742,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.633333333333335)","(5.5, 10.0, 9.294117647058824)","(9.0, 14.0, 12.235294117647058)","(6.0, 99999, 99990)","(4.6, 5.7, 5.135714285714285)"
15-12-2022 15:31:20.804073,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 8.966666666666667)","(5.5, 10.0, 9.294117647058824)","(9.0, 13.5, 12.333333333333334)","(6.0, 99999, 99990)","(4.6, 5.6, 5.135714285714285)"
15-12-2022 15:31:21.966322,"(2.4, 2.52, 2.5038709677419355)","(8.0, 9.8, 9.26)","(5.5, 10.0, 9.294117647058824)","(9.0, 13.5, 12.333333333333334)","(6.0, 99999, 99990)","(4.6, 5.6, 5.135714285714285)"
