,Real Steel,Fake,Federal Flame,Fortune Rose,Unacceptable Bro,Verve To Excel,Pattaya Pete,Smoking Barrel
08-01-2023 16:55:50.597146,"(3.1, 5.6, 4.792307692307692)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:51.652360,"(3.1, 5.8, 4.466666666666667)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:52.763122,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:53.828678,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:54.880819,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:55.930331,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:56.926748,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:57.970561,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:55:59.054814,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:00.113223,"(3.1, 6.2, 4.533333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:01.143965,"(3.1, 5.6, 4.709090909090909)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:02.140266,"(3.1, 5.6, 4.41)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:03.174789,"(3.1, 5.6, 4.608333333333333)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:04.253374,"(3.1, 5.6, 4.55)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:05.315573,"(3.1, 5.6, 4.920588235294118)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:06.393165,"(3.1, 5.6, 4.920588235294118)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:07.454783,"(3.1, 5.6, 4.920588235294118)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:08.524607,"(3.1, 5.6, 4.920588235294118)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:09.584511,"(3.1, 5.6, 4.775)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:10.632407,"(3.1, 5.6, 4.775)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:11.680410,"(3.1, 5.6, 4.775)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:12.765291,"(3.1, 5.6, 5.201724137931034)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.72, 2.396)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:13.829108,"(3.1, 5.6, 4.4799999999999995)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.72, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:14.933069,"(3.1, 5.6, 4.4799999999999995)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:16.010530,"(3.1, 5.6, 5.11875)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:17.090548,"(3.1, 5.6, 5.11875)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:18.160536,"(3.1, 5.6, 5.11875)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 570.7142857142858)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:19.222861,"(3.1, 5.6, 5.11875)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:20.226937,"(3.1, 5.6, 5.11875)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:21.315424,"(3.1, 5.6, 4.7384615384615385)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:22.327697,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.7, 2.394)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:23.365297,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:24.434771,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:25.473353,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:26.513546,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:27.536675,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:28.565203,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:29.620602,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:30.717777,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:31.722469,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:32.748075,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.392)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:33.785839,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.68, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:34.854786,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:35.920185,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:37.009848,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:38.101259,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:39.186810,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:40.235481,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:41.259132,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:42.289996,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.387272727272727)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:43.355764,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.66, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:44.422211,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:45.510328,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:46.601449,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:47.652848,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:48.704553,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:49.794084,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:50.813079,"(3.1, 5.6, 4.645454545454545)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:51.912174,"(3.1, 5.6, 4.6899999999999995)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:52.883865,"(3.1, 5.6, 4.846153846153846)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:53.942098,"(3.1, 5.6, 4.846153846153846)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:54.970082,"(3.1, 5.6, 4.846153846153846)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:55.989890,"(3.1, 5.6, 4.846153846153846)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:57.023024,"(3.1, 5.6, 4.846153846153846)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.388)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:58.039118,"(3.1, 5.6, 4.846153846153846)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.64, 2.3836363636363633)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:56:59.045521,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.62, 2.3836363636363633)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:00.094884,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.62, 2.3836363636363633)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:01.196123,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.62, 2.3836363636363633)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:02.258467,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.62, 2.3836363636363633)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:03.326831,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.62, 2.3836363636363633)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:04.375077,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.62, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:05.406126,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:06.458814,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:07.496535,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:08.592280,"(3.1, 5.6, 4.355555555555555)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:09.715723,"(3.1, 5.6, 4.699999999999999)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:10.842063,"(3.1, 5.6, 4.375)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:11.928718,"(3.1, 5.6, 4.2)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:13.009756,"(3.1, 5.6, 4.699999999999999)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:14.053931,"(3.1, 5.6, 4.699999999999999)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
08-01-2023 16:57:15.114966,"(3.1, 5.6, 4.699999999999999)","(15.0, 40.0, 26.944444444444443)","(15.0, 40.0, 29.791666666666664)","(91.0, 650.0, 372.5)","(2.3, 2.6, 2.384)","(5.0, 9.4, 9.01818181818182)","(26.0, 75.0, 47.77777777777778)","(5.5, 9.6, 6.742857142857142)"
