,Dollar Signs,Brightly Staring,Aston Esme,Arkansas,All Inn Ryder,Black Tuxedo
08-01-2023 17:30:37.844844,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:30:38.713557,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:30:39.675690,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:40.651453,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:41.607377,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:42.573234,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:43.525870,"(2.1, 2.36, 2.3207547169811322)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 28.11111111111111)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:44.405040,"(2.1, 2.42, 2.418235294117647)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 28.11111111111111)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:45.385040,"(2.1, 2.42, 2.4157142857142855)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 28.11111111111111)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:46.290792,"(2.1, 2.42, 2.4157142857142855)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 28.11111111111111)","(4.0, 6.4, 5.0)","(21.0, 190.0, 49.55555555555556)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:47.248882,"(2.1, 2.42, 2.4157142857142855)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 28.11111111111111)","(4.0, 6.4, 5.0)","(21.0, 190.0, 58.631578947368425)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:48.374955,"(2.1, 2.42, 2.4157142857142855)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.27777777777778)","(4.0, 6.4, 5.0)","(21.0, 190.0, 58.631578947368425)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:49.367616,"(2.1, 2.42, 2.4157142857142855)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.27777777777778)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:50.430242,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.0)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:51.398790,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.0)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:52.394059,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.0)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:53.400986,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.0)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:54.352683,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:55.304802,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:56.236176,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:57.193461,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.555555555555557)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:58.098978,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:30:59.068215,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:00.021690,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:00.897786,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:01.766632,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 26.0625)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:02.646743,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.84375)"
08-01-2023 17:31:03.590951,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:04.529465,"(2.1, 2.42, 2.397777777777778)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:05.530642,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:06.608307,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:07.645220,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:08.593871,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:09.483010,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:10.448021,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:11.552916,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:12.609281,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:13.828699,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:14.930620,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:15.941554,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:16.860191,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:17.849145,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:18.778801,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:19.735314,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:20.694240,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:21.574561,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:22.523126,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:23.392286,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:24.323507,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:25.221915,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:26.209251,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:27.430709,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:28.451886,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:29.468539,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:30.435164,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:31.510023,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:32.609320,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:33.684374,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:34.669972,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:35.694182,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:36.629844,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:37.633034,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:38.693936,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:39.601298,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:40.527399,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:41.612558,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 14.444444444444445)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:42.586196,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 15.166666666666666)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:31:43.667510,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 15.166666666666666)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.84375)"
08-01-2023 17:31:44.688019,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 15.166666666666666)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 45.05882352941177)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:45.726664,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:46.721256,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:47.700403,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:48.801050,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:49.722889,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:50.661534,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:51.608928,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:52.529951,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:53.465433,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:54.383901,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:55.308734,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:56.356969,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:57.438652,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:58.554098,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:31:59.580857,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:32:00.880116,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:32:01.914059,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:32:02.939686,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.7666666666666666)"
08-01-2023 17:32:03.921083,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:04.856664,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:05.792827,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.6314814814814813)"
08-01-2023 17:32:06.749620,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 3.75, 3.6314814814814813)"
08-01-2023 17:32:07.672147,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 3.75, 3.6314814814814813)"
08-01-2023 17:32:08.676300,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 4.866666666666666)","(21.0, 190.0, 53.111111111111114)","(2.7, 3.75, 3.6314814814814813)"
08-01-2023 17:32:09.713088,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.0, 4.866666666666666)","(21.0, 190.0, 53.111111111111114)","(2.7, 3.75, 3.6314814814814813)"
08-01-2023 17:32:10.732926,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.0, 4.866666666666666)","(21.0, 190.0, 53.111111111111114)","(2.7, 3.75, 3.6314814814814813)"
08-01-2023 17:32:11.941874,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.0, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 3.75, 3.8645833333333335)"
08-01-2023 17:32:13.065835,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 5.0)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:14.056228,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.4, 4.5375)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:15.005395,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.2, 4.5375)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:15.966226,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.2, 4.5375)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:16.863667,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.2, 4.5375)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
08-01-2023 17:32:17.803823,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 18.77777777777778)","(17.0, 42.0, 27.833333333333336)","(4.0, 6.2, 4.5375)","(21.0, 190.0, 53.111111111111114)","(2.7, 4.0, 3.8645833333333335)"
