,Homebush Opal,Mable Jewel,Barbaras Angel,Smash Jagger,Kildys Whiskey,Goldstar Butters,Clarks A Lark,Culvie Bun
12-01-2023 14:00:06.051535,"(10.0, 19.0, 12.333333333333334)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 31.833333333333336)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.991304347826087)","(4.2, 8.4, 7.325)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:07.327642,"(10.0, 19.0, 12.333333333333334)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 31.833333333333336)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.325)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:08.623738,"(10.0, 19.0, 12.333333333333334)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 31.833333333333336)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.325)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:10.086216,"(10.0, 19.0, 12.333333333333334)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 31.833333333333336)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.325)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:11.317701,"(10.0, 19.0, 18.705555555555556)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 28.857142857142858)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.325)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:12.734316,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 28.857142857142858)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.325)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:13.976981,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.5)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:15.188637,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:16.469059,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:17.728699,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:18.975764,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:20.176297,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:21.403786,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:22.561044,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:23.722313,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.040740740740741)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:24.924961,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:26.185205,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:27.440759,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:28.595383,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:29.797039,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:31.003353,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:32.251493,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:33.353987,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:34.499836,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.24235294117647)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:35.700612,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:36.916545,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:38.067325,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:39.336652,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:40.689581,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:42.194821,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 7.2875000000000005)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:43.558712,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:44.890582,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.355555555555554)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:46.300549,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:47.509477,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:48.697562,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:49.829028,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:51.068278,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:52.370189,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:53.577611,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:54.824630,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:56.124763,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:57.341452,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:58.497373,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:00:59.629841,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:00.827584,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:02.009944,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:03.216549,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 4.601290322580645)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:04.483717,"(10.0, 19.0, 16.68888888888889)","(2.3, 5.9, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:05.695185,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:06.859386,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:08.073342,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:09.309881,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:10.614688,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:11.821333,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:12.967973,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:14.159763,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:15.364930,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:16.635192,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:17.841924,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:18.980229,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:20.331211,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:21.528471,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:22.574601,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:23.837097,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.23)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:25.159075,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:26.389227,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:27.595492,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:28.809826,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:30.031028,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:31.196346,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 16.46666666666667)","(4.2, 8.4, 5.433333333333334)","(6.5, 11.0, 10.3625)"
12-01-2023 14:01:32.257097,"(10.0, 19.0, 16.68888888888889)","(2.3, 6.0, 5.025185185185185)","(6.0, 9.6, 9.122222222222222)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.4, 7.040909090909091)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:33.425871,"(10.0, 19.0, 17.7)","(2.3, 6.0, 3.756)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.040909090909091)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:34.724952,"(10.0, 19.0, 17.7)","(2.3, 6.0, 3.756)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 7.040909090909091)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:35.930112,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:37.096349,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:38.368276,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:39.615183,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:40.882449,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:42.113704,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
12-01-2023 14:01:43.284875,"(10.0, 19.0, 17.7)","(2.3, 5.9, 3.7926315789473684)","(6.0, 9.6, 7.5)","(14.0, 36.0, 32.66666666666667)","(31.0, 310.0, 75.83333333333334)","(8.5, 19.0, 17.48)","(4.2, 8.2, 6.1499999999999995)","(6.5, 11.0, 10.635714285714286)"
